,sal,rooz,Month,zarrineh_Debi
7270,1371,17,9,27.8
7271,1371,18,9,27.8
7272,1371,19,9,26.4
7273,1371,20,9,26.4
7274,1371,21,9,26.4
7275,1371,22,9,25.7
7276,1371,23,9,25.7
7277,1371,24,9,26.4
7278,1371,25,9,28.5
7279,1371,26,9,29.2
7280,1371,27,9,29.9
7281,1371,28,9,29.2
7282,1371,29,9,28.5
7283,1371,30,9,27.1
7284,1371,31,9,
8153,1371,1,10,27.1
8154,1371,2,10,26.4
8155,1371,3,10,25.7
8156,1371,4,10,25.7
8157,1371,5,10,25.7
8158,1371,6,10,24.4
8159,1371,7,10,23.2
8160,1371,8,10,23.8
8161,1371,9,10,25.0
8162,1371,10,10,25.7
8163,1371,11,10,25.7
8164,1371,12,10,25.0
8165,1371,13,10,25.7
8166,1371,14,10,25.7
8167,1371,15,10,25.7
8168,1371,16,10,25.7
8169,1371,17,10,25.0
8170,1371,18,10,26.4
8171,1371,19,10,27.1
8172,1371,20,10,27.1
8173,1371,21,10,28.5
8174,1371,22,10,28.5
8175,1371,23,10,29.9
8176,1371,24,10,27.1
8177,1371,25,10,20.8
8178,1371,26,10,21.4
8179,1371,27,10,24.4
8180,1371,28,10,24.4
8181,1371,29,10,24.4
8182,1371,30,10,24.4
8183,1371,31,10,
9052,1371,1,11,25.0
9053,1371,2,11,26.4
9054,1371,3,11,29.9
9055,1371,4,11,31.3
9056,1371,5,11,31.3
9057,1371,6,11,32.8
9058,1371,7,11,32.0
9059,1371,8,11,34.4
9060,1371,9,11,37.6
9061,1371,10,11,36.0
9062,1371,11,11,34.4
9063,1371,12,11,34.4
9064,1371,13,11,38.4
9065,1371,14,11,42.7
9066,1371,15,11,42.7
9067,1371,16,11,42.7
9068,1371,17,11,40.9
9069,1371,18,11,40.9
9070,1371,19,11,40.9
9071,1371,20,11,40.9
9072,1371,21,11,40.9
9073,1371,22,11,40.9
9074,1371,23,11,40.9
9075,1371,24,11,40.9
9076,1371,25,11,41.8
9077,1371,26,11,41.8
9078,1371,27,11,40.9
9079,1371,28,11,42.7
9080,1371,29,11,42.7
9081,1371,30,11,42.7
9082,1371,31,11,
9951,1371,1,12,47.2
9952,1371,2,12,45.4
9953,1371,3,12,44.5
9954,1371,4,12,43.6
9955,1371,5,12,42.7
9956,1371,6,12,42.7
9957,1371,7,12,42.7
9958,1371,8,12,43.6
9959,1371,9,12,46.3
9960,1371,10,12,49.0
9961,1371,11,12,50.0
9962,1371,12,12,50.0
9963,1371,13,12,53.0
9964,1371,14,12,58.0
9965,1371,15,12,57.0
9966,1371,16,12,59.0
9967,1371,17,12,72.4
9968,1371,18,12,90.4
9969,1371,19,12,83.2
9970,1371,20,12,82.0
9971,1371,21,12,79.6
9972,1371,22,12,76.0
9973,1371,23,12,66.7
9974,1371,24,12,71.2
9975,1371,25,12,73.6
9976,1371,26,12,77.2
9977,1371,27,12,73.6
9978,1371,28,12,80.8
9979,1371,29,12,83.2
9980,1371,30,12,
9981,1371,31,12,
93,1372,1,1,286.5
94,1372,2,1,291.0
95,1372,3,1,306.0
96,1372,4,1,326.0
97,1372,5,1,338.0
98,1372,6,1,338.0
99,1372,7,1,338.0
100,1372,8,1,349.0
101,1372,9,1,355.0
102,1372,10,1,350.5
103,1372,11,1,374.5
104,1372,12,1,391.0
105,1372,13,1,434.62
106,1372,14,1,473.5
107,1372,15,1,479.5
108,1372,16,1,463.0
109,1372,17,1,439.0
110,1372,18,1,416.5
111,1372,19,1,400.0
112,1372,20,1,400.0
113,1372,21,1,397.0
114,1372,22,1,395.5
115,1372,23,1,383.5
116,1372,24,1,371.5
117,1372,25,1,352.0
118,1372,26,1,346.0
119,1372,27,1,340.0
120,1372,28,1,324.0
121,1372,29,1,314.0
122,1372,30,1,306.0
123,1372,31,1,297.0
992,1372,1,2,291.0
993,1372,2,2,285.0
994,1372,3,2,274.5
995,1372,4,2,277.5
996,1372,5,2,280.5
997,1372,6,2,279.0
998,1372,7,2,400.71
999,1372,8,2,479.25
1000,1372,9,2,491.5
1001,1372,10,2,464.5
1002,1372,11,2,449.5
1003,1372,12,2,436.0
1004,1372,13,2,434.5
1005,1372,14,2,385.0
1006,1372,15,2,349.0
1007,1372,16,2,330.0
1008,1372,17,2,316.0
1009,1372,18,2,306.0
1010,1372,19,2,292.5
1011,1372,20,2,280.5
1012,1372,21,2,268.5
1013,1372,22,2,249.0
1014,1372,23,2,237.0
1015,1372,24,2,215.0
1016,1372,25,2,200.0
1017,1372,26,2,186.5
1018,1372,27,2,176.0
1019,1372,28,2,167.0
1020,1372,29,2,158.0
1021,1372,30,2,147.5
1022,1372,31,2,138.6
1891,1372,1,3,123.2
1892,1372,2,3,120.4
1893,1372,3,3,121.8
1894,1372,4,3,110.6
1895,1372,5,3,89.6
1896,1372,6,3,78.4
1897,1372,7,3,67.0
1898,1372,8,3,61.0
1899,1372,9,3,52.0
1900,1372,10,3,48.0
1901,1372,11,3,44.0
1902,1372,12,3,39.1
1903,1372,13,3,31.0
1904,1372,14,3,27.25
1905,1372,15,3,37.25
1906,1372,16,3,28.0
1907,1372,17,3,28.0
1908,1372,18,3,25.75
1909,1372,19,3,22.2
1910,1372,20,3,17.65
1911,1372,21,3,13.15
1912,1372,22,3,10.6
1913,1372,23,3,8.8
1914,1372,24,3,6.1
1915,1372,25,3,6.7
1916,1372,26,3,7.45
1917,1372,27,3,5.5
1918,1372,28,3,4.9
1919,1372,29,3,5.5
1920,1372,30,3,4.7
1921,1372,31,3,8.35
2790,1372,1,4,10.15
2791,1372,2,4,10.15
2792,1372,3,4,9.25
2793,1372,4,4,10.15
2794,1372,5,4,11.05
2795,1372,6,4,13.15
2796,1372,7,4,14.8
2797,1372,8,4,14.8
2798,1372,9,4,17.0
2799,1372,10,4,15.9
2800,1372,11,4,15.35
2801,1372,12,4,14.8
2802,1372,13,4,13.7
2803,1372,14,4,12.6
2804,1372,15,4,11.5
2805,1372,16,4,10.6
2806,1372,17,4,11.05
2807,1372,18,4,11.05
2808,1372,19,4,10.6
2809,1372,20,4,10.6
2810,1372,21,4,9.7
2811,1372,22,4,10.15
2812,1372,23,4,9.25
2813,1372,24,4,9.25
2814,1372,25,4,9.7
2815,1372,26,4,9.7
2816,1372,27,4,9.7
2817,1372,28,4,10.15
2818,1372,29,4,9.7
2819,1372,30,4,10.15
2820,1372,31,4,10.15
3689,1372,1,5,10.15
3690,1372,2,5,9.7
3691,1372,3,5,10.15
3692,1372,4,5,10.15
3693,1372,5,5,10.15
3694,1372,6,5,10.15
3695,1372,7,5,9.7
3696,1372,8,5,9.7
3697,1372,9,5,11.05
3698,1372,10,5,10.15
3699,1372,11,5,9.7
3700,1372,12,5,9.7
3701,1372,13,5,9.25
3702,1372,14,5,9.25
3703,1372,15,5,9.25
3704,1372,16,5,9.25
3705,1372,17,5,9.25
3706,1372,18,5,9.25
3707,1372,19,5,9.25
3708,1372,20,5,9.25
3709,1372,21,5,9.25
3710,1372,22,5,9.25
3711,1372,23,5,9.25
3712,1372,24,5,9.7
3713,1372,25,5,9.7
3714,1372,26,5,9.7
3715,1372,27,5,9.7
3716,1372,28,5,9.25
3717,1372,29,5,8.8
3718,1372,30,5,8.35
3719,1372,31,5,8.35
4588,1372,1,6,8.8
4589,1372,2,6,8.8
4590,1372,3,6,9.25
4591,1372,4,6,8.8
4592,1372,5,6,8.8
4593,1372,6,6,7.9
4594,1372,7,6,7.0
4595,1372,8,6,7.0
4596,1372,9,6,6.4
4597,1372,10,6,6.7
4598,1372,11,6,7.45
4599,1372,12,6,7.45
4600,1372,13,6,6.7
4601,1372,14,6,6.4
4602,1372,15,6,6.4
4603,1372,16,6,7.0
4604,1372,17,6,9.7
4605,1372,18,6,13.7
4606,1372,19,6,12.05
4607,1372,20,6,12.05
4608,1372,21,6,13.15
4609,1372,22,6,14.25
4610,1372,23,6,14.25
4611,1372,24,6,13.7
4612,1372,25,6,13.7
4613,1372,26,6,15.35
4614,1372,27,6,14.8
4615,1372,28,6,14.8
4616,1372,29,6,14.25
4617,1372,30,6,14.25
4618,1372,31,6,14.25
5487,1372,1,7,6.24
5488,1372,2,7,6.78
5489,1372,3,7,6.78
5490,1372,4,7,6.78
5491,1372,5,7,7.32
5492,1372,6,7,7.32
5493,1372,7,7,7.59
5494,1372,8,7,7.32
5495,1372,9,7,7.59
5496,1372,10,7,7.32
5497,1372,11,7,7.32
5498,1372,12,7,7.32
5499,1372,13,7,7.05
5500,1372,14,7,6.51
5501,1372,15,7,6.24
5502,1372,16,7,5.7
5503,1372,17,7,5.7
5504,1372,18,7,5.7
5505,1372,19,7,5.97
5506,1372,20,7,5.97
5507,1372,21,7,6.24
5508,1372,22,7,6.51
5509,1372,23,7,6.51
5510,1372,24,7,6.24
5511,1372,25,7,6.51
5512,1372,26,7,6.24
5513,1372,27,7,5.48
5514,1372,28,7,5.48
5515,1372,29,7,5.26
5516,1372,30,7,5.48
5517,1372,31,7,
6386,1372,1,8,5.26
6387,1372,2,8,5.04
6388,1372,3,8,5.26
6389,1372,4,8,4.82
6390,1372,5,8,4.6
6391,1372,6,8,4.16
6392,1372,7,8,7.05
6393,1372,8,8,6.24
6394,1372,9,8,5.97
6395,1372,10,8,12.0
6396,1372,11,8,58.73
6397,1372,12,8,72.82
6398,1372,13,8,49.2
6399,1372,14,8,36.8
6400,1372,15,8,30.8
6401,1372,16,8,26.0
6402,1372,17,8,25.45
6403,1372,18,8,27.2
6404,1372,19,8,27.8
6405,1372,20,8,32.0
6406,1372,21,8,36.8
6407,1372,22,8,42.0
6408,1372,23,8,42.8
6409,1372,24,8,42.8
6410,1372,25,8,41.2
6411,1372,26,8,38.8
6412,1372,27,8,38.8
6413,1372,28,8,37.4
6414,1372,29,8,41.2
6415,1372,30,8,44.4
6416,1372,31,8,
7285,1372,1,9,44.4
7286,1372,2,9,45.2
7287,1372,3,9,135.62
7288,1372,4,9,156.5
7289,1372,5,9,146.0
7290,1372,6,9,130.2
7291,1372,7,9,120.4
7292,1372,8,9,119.0
7293,1372,9,9,119.0
7294,1372,10,9,119.0
7295,1372,11,9,119.0
7296,1372,12,9,119.0
7297,1372,13,9,119.0
7298,1372,14,9,119.0
7299,1372,15,9,120.4
7300,1372,16,9,120.4
7301,1372,17,9,126.0
7302,1372,18,9,140.0
7303,1372,19,9,124.6
7304,1372,20,9,123.2
7305,1372,21,9,121.8
7306,1372,22,9,121.8
7307,1372,23,9,120.4
7308,1372,24,9,134.4
7309,1372,25,9,127.4
7310,1372,26,9,130.2
7311,1372,27,9,127.4
7312,1372,28,9,123.2
7313,1372,29,9,100.8
7314,1372,30,9,103.6
7315,1372,31,9,
8184,1372,1,10,112.0
8185,1372,2,10,106.4
8186,1372,3,10,100.8
8187,1372,4,10,98.0
8188,1372,5,10,92.4
8189,1372,6,10,88.2
8190,1372,7,10,96.6
8191,1372,8,10,96.6
8192,1372,9,10,74.2
8193,1372,10,10,84.0
8194,1372,11,10,100.8
8195,1372,12,10,119.0
8196,1372,13,10,182.25
8197,1372,14,10,271.87
8198,1372,15,10,430.25
8199,1372,16,10,513.92
8200,1372,17,10,525.29
8201,1372,18,10,452.5
8202,1372,19,10,394.0
8203,1372,20,10,380.5
8204,1372,21,10,346.0
8205,1372,22,10,316.0
8206,1372,23,10,298.5
8207,1372,24,10,279.0
8208,1372,25,10,264.0
8209,1372,26,10,261.0
8210,1372,27,10,259.5
8211,1372,28,10,259.5
8212,1372,29,10,245.0
8213,1372,30,10,235.0
8214,1372,31,10,
9083,1372,1,11,223.0
9084,1372,2,11,215.0
9085,1372,3,11,210.5
9086,1372,4,11,203.0
9087,1372,5,11,194.0
9088,1372,6,11,188.0
9089,1372,7,11,180.5
9090,1372,8,11,176.0
9091,1372,9,11,168.5
9092,1372,10,11,168.5
9093,1372,11,11,167.0
9094,1372,12,11,168.5
9095,1372,13,11,179.0
9096,1372,14,11,198.5
9097,1372,15,11,204.5
9098,1372,16,11,195.5
9099,1372,17,11,188.0
9100,1372,18,11,176.0
9101,1372,19,11,162.5
9102,1372,20,11,159.5
9103,1372,21,11,156.5
9104,1372,22,11,152.0
9105,1372,23,11,152.0
9106,1372,24,11,146.0
9107,1372,25,11,141.5
9108,1372,26,11,141.5
9109,1372,27,11,140.0
9110,1372,28,11,140.0
9111,1372,29,11,140.0
9112,1372,30,11,140.0
9113,1372,31,11,
9982,1372,1,12,138.6
9983,1372,2,12,133.0
9984,1372,3,12,135.8
9985,1372,4,12,140.0
9986,1372,5,12,143.0
9987,1372,6,12,146.0
9988,1372,7,12,147.5
9989,1372,8,12,146.0
9990,1372,9,12,146.0
9991,1372,10,12,161.0
9992,1372,11,12,174.5
9993,1372,12,12,185.0
9994,1372,13,12,194.0
9995,1372,14,12,201.5
9996,1372,15,12,217.0
9997,1372,16,12,239.0
9998,1372,17,12,264.0
9999,1372,18,12,286.5
10000,1372,19,12,291.0
10001,1372,20,12,285.0
10002,1372,21,12,298.5
10003,1372,22,12,316.0
10004,1372,23,12,338.0
10005,1372,24,12,343.0
10006,1372,25,12,334.0
10007,1372,26,12,316.0
10008,1372,27,12,302.0
10009,1372,28,12,295.5
10010,1372,29,12,295.5
10011,1372,30,12,
10012,1372,31,12,
124,1373,1,1,118.5
125,1373,2,1,123.0
126,1373,3,1,124.5
127,1373,4,1,129.0
128,1373,5,1,130.5
129,1373,6,1,138.0
130,1373,7,1,136.5
131,1373,8,1,132.0
132,1373,9,1,132.5
133,1373,10,1,135.0
134,1373,11,1,132.0
135,1373,12,1,133.5
136,1373,13,1,127.5
137,1373,14,1,141.0
138,1373,15,1,151.5
139,1373,16,1,181.5
140,1373,17,1,198.0
141,1373,18,1,211.5
142,1373,19,1,207.0
143,1373,20,1,202.5
144,1373,21,1,184.5
145,1373,22,1,223.58
146,1373,23,1,306.17
147,1373,24,1,420.0
148,1373,25,1,495.0
149,1373,26,1,483.17
150,1373,27,1,448.0
151,1373,28,1,418.0
152,1373,29,1,434.52
153,1373,30,1,347.5
154,1373,31,1,373.5
1023,1373,1,2,410.0
1024,1373,2,2,406.0
1025,1373,3,2,365.0
1026,1373,4,2,355.0
1027,1373,5,2,322.0
1028,1373,6,2,300.0
1029,1373,7,2,286.5
1030,1373,8,2,369.0
1031,1373,9,2,253.0
1032,1373,10,2,241.0
1033,1373,11,2,231.0
1034,1373,12,2,229.0
1035,1373,13,2,245.0
1036,1373,14,2,255.0
1037,1373,15,2,261.0
1038,1373,16,2,297.0
1039,1373,17,2,312.0
1040,1373,18,2,355.0
1041,1373,19,2,387.5
1042,1373,20,2,338.0
1043,1373,21,2,295.5
1044,1373,22,2,261.0
1045,1373,23,2,222.0
1046,1373,24,2,208.5
1047,1373,25,2,196.5
1048,1373,26,2,184.5
1049,1373,27,2,171.0
1050,1373,28,2,151.5
1051,1373,29,2,135.0
1052,1373,30,2,121.5
1053,1373,31,2,112.5
1922,1373,1,3,102.8
1923,1373,2,3,94.2
1924,1373,3,3,81.0
1925,1373,4,3,67.8
1926,1373,5,3,61.2
1927,1373,6,3,54.0
1928,1373,7,3,47.2
1929,1373,8,3,41.8
1930,1373,9,3,35.8
1931,1373,10,3,33.0
1932,1373,11,3,36.5
1933,1373,12,3,39.3
1934,1373,13,3,79.6
1935,1373,14,3,112.5
1936,1373,15,3,108.0
1937,1373,16,3,121.5
1938,1373,17,3,111.0
1939,1373,18,3,112.5
1940,1373,19,3,103.8
1941,1373,20,3,93.0
1942,1373,21,3,60.1
1943,1373,22,3,47.2
1944,1373,23,3,37.9
1945,1373,24,3,26.7
1946,1373,25,3,15.05
1947,1373,26,3,12.25
1948,1373,27,3,8.64
1949,1373,28,3,6.6
1950,1373,29,3,5.56
1951,1373,30,3,4.26
1952,1373,31,3,3.81
2821,1373,1,4,4.0
2822,1373,2,4,3.81
2823,1373,3,4,5.04
2824,1373,4,4,6.08
2825,1373,5,4,6.34
2826,1373,6,4,6.6
2827,1373,7,4,6.08
2828,1373,8,4,5.56
2829,1373,9,4,5.82
2830,1373,10,4,5.82
2831,1373,11,4,6.6
2832,1373,12,4,6.6
2833,1373,13,4,6.94
2834,1373,14,4,4.78
2835,1373,15,4,6.6
2836,1373,16,4,7.96
2837,1373,17,4,7.96
2838,1373,18,4,7.62
2839,1373,19,4,7.96
2840,1373,20,4,7.96
2841,1373,21,4,7.96
2842,1373,22,4,7.96
2843,1373,23,4,8.64
2844,1373,24,4,8.64
2845,1373,25,4,8.3
2846,1373,26,4,8.3
2847,1373,27,4,8.3
2848,1373,28,4,7.96
2849,1373,29,4,7.62
2850,1373,30,4,7.28
2851,1373,31,4,7.28
3720,1373,1,5,7.28
3721,1373,2,5,6.94
3722,1373,3,5,6.94
3723,1373,4,5,7.28
3724,1373,5,5,7.28
3725,1373,6,5,7.28
3726,1373,7,5,7.28
3727,1373,8,5,6.94
3728,1373,9,5,6.94
3729,1373,10,5,6.94
3730,1373,11,5,6.6
3731,1373,12,5,6.6
3732,1373,13,5,6.6
3733,1373,14,5,6.6
3734,1373,15,5,6.6
3735,1373,16,5,6.94
3736,1373,17,5,6.94
3737,1373,18,5,7.28
3738,1373,19,5,7.28
3739,1373,20,5,7.28
3740,1373,21,5,6.94
3741,1373,22,5,6.94
3742,1373,23,5,6.94
3743,1373,24,5,7.62
3744,1373,25,5,7.62
3745,1373,26,5,7.62
3746,1373,27,5,7.62
3747,1373,28,5,7.62
3748,1373,29,5,7.62
3749,1373,30,5,7.62
3750,1373,31,5,7.62
4619,1373,1,6,8.3
4620,1373,2,6,8.3
4621,1373,3,6,8.3
4622,1373,4,6,8.3
4623,1373,5,6,8.3
4624,1373,6,6,8.64
4625,1373,7,6,8.64
4626,1373,8,6,8.98
4627,1373,9,6,9.32
4628,1373,10,6,9.32
4629,1373,11,6,10.0
4630,1373,12,6,10.0
4631,1373,13,6,10.0
4632,1373,14,6,10.0
4633,1373,15,6,10.0
4634,1373,16,6,10.0
4635,1373,17,6,10.0
4636,1373,18,6,10.0
4637,1373,19,6,10.0
4638,1373,20,6,10.0
4639,1373,21,6,10.45
4640,1373,22,6,10.45
4641,1373,23,6,10.9
4642,1373,24,6,10.9
4643,1373,25,6,10.9
4644,1373,26,6,10.9
4645,1373,27,6,11.35
4646,1373,28,6,11.15
4647,1373,29,6,10.95
4648,1373,30,6,10.75
4649,1373,31,6,10.55
5518,1373,1,7,12.25
5519,1373,2,7,12.25
5520,1373,3,7,11.35
5521,1373,4,7,11.8
5522,1373,5,7,11.8
5523,1373,6,7,12.7
5524,1373,7,7,13.6
5525,1373,8,7,12.7
5526,1373,9,7,12.7
5527,1373,10,7,13.15
5528,1373,11,7,13.15
5529,1373,12,7,13.15
5530,1373,13,7,13.6
5531,1373,14,7,13.15
5532,1373,15,7,13.15
5533,1373,16,7,11.8
5534,1373,17,7,11.8
5535,1373,18,7,10.9
5536,1373,19,7,8.64
5537,1373,20,7,8.3
5538,1373,21,7,7.28
5539,1373,22,7,6.6
5540,1373,23,7,6.6
5541,1373,24,7,8.98
5542,1373,25,7,13.15
5543,1373,26,7,11.35
5544,1373,27,7,11.35
5545,1373,28,7,12.25
5546,1373,29,7,12.25
5547,1373,30,7,12.25
5548,1373,31,7,
6417,1373,1,8,8.64
6418,1373,2,8,7.62
6419,1373,3,8,6.34
6420,1373,4,8,6.34
6421,1373,5,8,5.56
6422,1373,6,8,5.3
6423,1373,7,8,5.04
6424,1373,8,8,4.78
6425,1373,9,8,4.78
6426,1373,10,8,5.04
6427,1373,11,8,5.3
6428,1373,12,8,5.3
6429,1373,13,8,5.3
6430,1373,14,8,6.6
6431,1373,15,8,62.01
6432,1373,16,8,111.25
6433,1373,17,8,110.32
6434,1373,18,8,75.5
6435,1373,19,8,58.0
6436,1373,20,8,49.0
6437,1373,21,8,44.5
6438,1373,22,8,41.8
6439,1373,23,8,40.0
6440,1373,24,8,38.6
6441,1373,25,8,40.0
6442,1373,26,8,46.3
6443,1373,27,8,53.0
6444,1373,28,8,59.0
6445,1373,29,8,55.0
6446,1373,30,8,59.0
6447,1373,31,8,
7316,1373,1,9,59.0
7317,1373,2,9,56.2
7318,1373,3,9,81.0
7319,1373,4,9,80.4
7320,1373,5,9,99.6
7321,1373,6,9,91.2
7322,1373,7,9,85.2
7323,1373,8,9,81.6
7324,1373,9,9,76.8
7325,1373,10,9,72.0
7326,1373,11,9,66.0
7327,1373,12,9,69.6
7328,1373,13,9,70.8
7329,1373,14,9,68.4
7330,1373,15,9,67.2
7331,1373,16,9,61.0
7332,1373,17,9,65.0
7333,1373,18,9,60.0
7334,1373,19,9,67.2
7335,1373,20,9,67.2
7336,1373,21,9,65.0
7337,1373,22,9,65.0
7338,1373,23,9,64.0
7339,1373,24,9,49.0
7340,1373,25,9,52.0
7341,1373,26,9,56.0
7342,1373,27,9,57.0
7343,1373,28,9,57.0
7344,1373,29,9,60.0
7345,1373,30,9,50.0
7346,1373,31,9,
8215,1373,1,10,30.35
8216,1373,2,10,28.4
8217,1373,3,10,31.0
8218,1373,4,10,74.67
8219,1373,5,10,87.0
8220,1373,6,10,94.2
8221,1373,7,10,83.4
8222,1373,8,10,85.8
8223,1373,9,10,88.2
8224,1373,10,10,90.6
8225,1373,11,10,93.0
8226,1373,12,10,93.0
8227,1373,13,10,90.6
8228,1373,14,10,94.2
8229,1373,15,10,95.4
8230,1373,16,10,90.32
8231,1373,17,10,68.9
8232,1373,18,10,65.6
8233,1373,19,10,61.2
8234,1373,20,10,62.3
8235,1373,21,10,62.3
8236,1373,22,10,62.3
8237,1373,23,10,62.3
8238,1373,24,10,61.2
8239,1373,25,10,59.0
8240,1373,26,10,61.2
8241,1373,27,10,72.2
8242,1373,28,10,67.8
8243,1373,29,10,65.6
8244,1373,30,10,62.3
8245,1373,31,10,
9114,1373,1,11,65.6
9115,1373,2,11,65.6
9116,1373,3,11,63.4
9117,1373,4,11,67.8
9118,1373,5,11,90.6
9119,1373,6,11,94.2
9120,1373,7,11,99.0
9121,1373,8,11,99.0
9122,1373,9,11,99.0
9123,1373,10,11,94.2
9124,1373,11,11,101.4
9125,1373,12,11,101.4
9126,1373,13,11,101.4
9127,1373,14,11,102.6
9128,1373,15,11,101.4
9129,1373,16,11,111.0
9130,1373,17,11,121.5
9131,1373,18,11,130.5
9132,1373,19,11,130.5
9133,1373,20,11,130.5
9134,1373,21,11,130.5
9135,1373,22,11,127.5
9136,1373,23,11,127.5
9137,1373,24,11,124.5
9138,1373,25,11,121.5
9139,1373,26,11,112.5
9140,1373,27,11,88.2
9141,1373,28,11,89.4
9142,1373,29,11,91.8
9143,1373,30,11,71.1
9144,1373,31,11,
10013,1373,1,12,67.8
10014,1373,2,12,71.1
10015,1373,3,12,65.6
10016,1373,4,12,64.5
10017,1373,5,12,77.74
10018,1373,6,12,102.6
10019,1373,7,12,111.0
10020,1373,8,12,106.5
10021,1373,9,12,105.0
10022,1373,10,12,109.5
10023,1373,11,12,109.6
10024,1373,12,12,96.6
10025,1373,13,12,95.4
10026,1373,14,12,81.0
10027,1373,15,12,73.3
10028,1373,16,12,48.1
10029,1373,17,12,53.0
10030,1373,18,12,56.0
10031,1373,19,12,70.0
10032,1373,20,12,61.2
10033,1373,21,12,51.0
10034,1373,22,12,55.0
10035,1373,23,12,58.0
10036,1373,24,12,59.0
10037,1373,25,12,58.0
10038,1373,26,12,76.89
10039,1373,27,12,96.6
10040,1373,28,12,100.2
10041,1373,29,12,103.8
10042,1373,30,12,
10043,1373,31,12,
155,1374,1,1,13.58
156,1374,2,1,12.24
157,1374,3,1,14.34
158,1374,4,1,14.72
159,1374,5,1,15.1
160,1374,6,1,15.86
161,1374,7,1,17.0
162,1374,8,1,18.8
163,1374,9,1,26.22
164,1374,10,1,33.79
165,1374,11,1,46.33
166,1374,12,1,64.5
167,1374,13,1,92.32
168,1374,14,1,140.27
169,1374,15,1,120.16
170,1374,16,1,125.9
171,1374,17,1,111.2
172,1374,18,1,112.4
173,1374,19,1,124.52
174,1374,20,1,136.35
175,1374,21,1,141.0
176,1374,22,1,129.8
177,1374,23,1,116.0
178,1374,24,1,124.13
179,1374,25,1,185.42
180,1374,26,1,315.5
181,1374,27,1,582.33
182,1374,28,1,627.54
183,1374,29,1,472.25
184,1374,30,1,395.83
185,1374,31,1,336.57
1054,1374,1,2,316.21
1055,1374,2,2,311.62
1056,1374,3,2,350.0
1057,1374,4,2,342.08
1058,1374,5,2,320.0
1059,1374,6,2,300.0
1060,1374,7,2,278.0
1061,1374,8,2,260.0
1062,1374,9,2,238.0
1063,1374,10,2,216.0
1064,1374,11,2,202.0
1065,1374,12,2,191.0
1066,1374,13,2,176.9
1067,1374,14,2,150.0
1068,1374,15,2,162.0
1069,1374,16,2,144.0
1070,1374,17,2,138.0
1071,1374,18,2,133.7
1072,1374,19,2,133.7
1073,1374,20,2,129.8
1074,1374,21,2,116.0
1075,1374,22,2,108.8
1076,1374,23,2,108.8
1077,1374,24,2,106.4
1078,1374,25,2,108.8
1079,1374,26,2,111.2
1080,1374,27,2,123.6
1081,1374,28,2,104.0
1082,1374,29,2,101.6
1083,1374,30,2,93.0
1084,1374,31,2,92.0
1953,1374,1,3,88.0
1954,1374,2,3,79.0
1955,1374,3,3,58.2
1956,1374,4,3,44.0
1957,1374,5,3,40.4
1958,1374,6,3,35.0
1959,1374,7,3,28.15
1960,1374,8,3,23.0
1961,1374,9,3,16.24
1962,1374,10,3,11.6
1963,1374,11,3,8.44
1964,1374,12,3,5.14
1965,1374,13,3,4.98
1966,1374,14,3,4.98
1967,1374,15,3,4.82
1968,1374,16,3,4.98
1969,1374,17,3,4.98
1970,1374,18,3,4.98
1971,1374,19,3,5.3
1972,1374,20,3,4.82
1973,1374,21,3,4.66
1974,1374,22,3,4.66
1975,1374,23,3,4.98
1976,1374,24,3,5.51
1977,1374,25,3,5.3
1978,1374,26,3,5.72
1979,1374,27,3,5.72
1980,1374,28,3,5.3
1981,1374,29,3,4.98
1982,1374,30,3,4.82
1983,1374,31,3,4.98
2852,1374,1,4,4.82
2853,1374,2,4,4.66
2854,1374,3,4,4.66
2855,1374,4,4,4.66
2856,1374,5,4,4.82
2857,1374,6,4,4.66
2858,1374,7,4,4.66
2859,1374,8,4,4.34
2860,1374,9,4,4.34
2861,1374,10,4,4.02
2862,1374,11,4,3.86
2863,1374,12,4,3.7
2864,1374,13,4,3.86
2865,1374,14,4,3.58
2866,1374,15,4,3.58
2867,1374,16,4,3.7
2868,1374,17,4,3.58
2869,1374,18,4,3.58
2870,1374,19,4,3.7
2871,1374,20,4,4.18
2872,1374,21,4,4.5
2873,1374,22,4,4.82
2874,1374,23,4,4.34
2875,1374,24,4,4.18
2876,1374,25,4,5.14
2877,1374,26,4,5.14
2878,1374,27,4,4.98
2879,1374,28,4,4.82
2880,1374,29,4,4.82
2881,1374,30,4,4.82
2882,1374,31,4,4.82
3751,1374,1,5,5.55
3752,1374,2,5,5.46
3753,1374,3,5,5.36
3754,1374,4,5,5.27
3755,1374,5,5,5.17
3756,1374,6,5,5.08
3757,1374,7,5,4.98
3758,1374,8,5,4.89
3759,1374,9,5,4.79
3760,1374,10,5,4.7
3761,1374,11,5,4.6
3762,1374,12,5,4.51
3763,1374,13,5,4.41
3764,1374,14,5,4.32
3765,1374,15,5,4.32
3766,1374,16,5,4.13
3767,1374,17,5,4.03
3768,1374,18,5,3.94
3769,1374,19,5,3.84
3770,1374,20,5,3.75
3771,1374,21,5,3.65
3772,1374,22,5,3.6
3773,1374,23,5,3.56
3774,1374,24,5,3.51
3775,1374,25,5,3.47
3776,1374,26,5,3.42
3777,1374,27,5,3.38
3778,1374,28,5,3.33
3779,1374,29,5,3.29
3780,1374,30,5,3.24
3781,1374,31,5,3.2
4650,1374,1,6,3.15
4651,1374,2,6,3.11
