,sal,rooz,Month,nazloo_Debi
7739,1380,21,4,5.35
7740,1380,22,4,5.05
7741,1380,23,4,6.7
7742,1380,24,4,4.75
7743,1380,25,4,4.45
7744,1380,26,4,4.75
7745,1380,27,4,4.45
7746,1380,28,4,4.45
7747,1380,29,4,3.85
7748,1380,30,4,4.15
7749,1380,31,4,4.45
9796,1380,1,5,4.15
9797,1380,2,5,3.55
9798,1380,3,5,3.55
9799,1380,4,5,3.55
9800,1380,5,5,3.85
9801,1380,6,5,3.25
9802,1380,7,5,3.25
9803,1380,8,5,3.07
9804,1380,9,5,2.54
9805,1380,10,5,2.36
9806,1380,11,5,2.0
9807,1380,12,5,2.0
9808,1380,13,5,1.93
9809,1380,14,5,1.86
9810,1380,15,5,1.79
9811,1380,16,5,1.72
9812,1380,17,5,1.65
9813,1380,18,5,1.58
9814,1380,19,5,1.51
9815,1380,20,5,1.44
9816,1380,21,5,1.37
9817,1380,22,5,1.3
9818,1380,23,5,1.23
9819,1380,24,5,1.15
9820,1380,25,5,1.08
9821,1380,26,5,1.01
9822,1380,27,5,0.94
9823,1380,28,5,0.87
9824,1380,29,5,0.8
9825,1380,30,5,0.73
9826,1380,31,5,0.66
11873,1380,1,6,0.59
11874,1380,2,6,0.52
11875,1380,3,6,0.45
11876,1380,4,6,0.38
11877,1380,5,6,0.39
11878,1380,6,6,0.4
11879,1380,7,6,0.4
11880,1380,8,6,0.41
11881,1380,9,6,0.42
11882,1380,10,6,0.43
11883,1380,11,6,0.43
11884,1380,12,6,0.44
11885,1380,13,6,0.45
11886,1380,14,6,0.46
11887,1380,15,6,0.46
11888,1380,16,6,0.47
11889,1380,17,6,0.48
11890,1380,18,6,0.49
11891,1380,19,6,0.49
11892,1380,20,6,0.5
11893,1380,21,6,0.51
11894,1380,22,6,0.52
11895,1380,23,6,0.52
11896,1380,24,6,0.53
11897,1380,25,6,0.54
11898,1380,26,6,0.55
11899,1380,27,6,0.55
11900,1380,28,6,0.56
11901,1380,29,6,0.57
11902,1380,30,6,0.58
11903,1380,31,6,0.58
13950,1380,1,7,0.03
13951,1380,2,7,0.05
13952,1380,3,7,0.06
13953,1380,4,7,0.08
13954,1380,5,7,0.1
13955,1380,6,7,0.12
13956,1380,7,7,0.14
13957,1380,8,7,0.16
13958,1380,9,7,0.18
13959,1380,10,7,0.2
13960,1380,11,7,0.22
13961,1380,12,7,0.24
13962,1380,13,7,0.23
13963,1380,14,7,0.23
13964,1380,15,7,0.22
13965,1380,16,7,0.21
13966,1380,17,7,0.2
13967,1380,18,7,0.2
13968,1380,19,7,0.19
13969,1380,20,7,0.18
13970,1380,21,7,0.18
13971,1380,22,7,0.17
13972,1380,23,7,0.16
13973,1380,24,7,0.15
13974,1380,25,7,0.15
13975,1380,26,7,0.14
13976,1380,27,7,0.13
13977,1380,28,7,0.12
13978,1380,29,7,0.12
13979,1380,30,7,0.11
13980,1380,31,7,
16027,1380,1,8,0.1
16028,1380,2,8,0.09
16029,1380,3,8,0.07
16030,1380,4,8,0.09
16031,1380,5,8,0.11
16032,1380,6,8,0.13
16033,1380,7,8,0.15
16034,1380,8,8,0.17
16035,1380,9,8,0.19
16036,1380,10,8,0.21
16037,1380,11,8,0.23
16038,1380,12,8,0.25
16039,1380,13,8,0.24
16040,1380,14,8,0.42
16041,1380,15,8,0.46
16042,1380,16,8,0.51
16043,1380,17,8,0.55
16044,1380,18,8,0.6
16045,1380,19,8,0.64
16046,1380,20,8,0.68
16047,1380,21,8,0.73
16048,1380,22,8,0.77
16049,1380,23,8,0.82
16050,1380,24,8,0.86
16051,1380,25,8,0.9
16052,1380,26,8,0.95
16053,1380,27,8,0.99
16054,1380,28,8,1.03
16055,1380,29,8,1.08
16056,1380,30,8,1.12
16057,1380,31,8,
18104,1380,1,9,1.17
18105,1380,2,9,1.21
18106,1380,3,9,1.25
18107,1380,4,9,1.3
18108,1380,5,9,1.34
18109,1380,6,9,1.39
18110,1380,7,9,1.43
18111,1380,8,9,1.47
18112,1380,9,9,1.52
18113,1380,10,9,1.56
18114,1380,11,9,1.61
18115,1380,12,9,1.65
18116,1380,13,9,1.69
18117,1380,14,9,1.74
18118,1380,15,9,1.78
18119,1380,16,9,1.82
18120,1380,17,9,1.87
18121,1380,18,9,1.91
18122,1380,19,9,1.97
18123,1380,20,9,2.0
18124,1380,21,9,2.0
18125,1380,22,9,2.0
18126,1380,23,9,2.0
18127,1380,24,9,2.18
18128,1380,25,9,2.0
18129,1380,26,9,2.0
18130,1380,27,9,2.0
18131,1380,28,9,2.36
18132,1380,29,9,2.89
18133,1380,30,9,2.89
18134,1380,31,9,
20181,1380,1,10,2.36
20182,1380,2,10,3.25
20183,1380,3,10,3.25
20184,1380,4,10,5.35
20185,1380,5,10,5.65
20186,1380,6,10,4.75
20187,1380,7,10,3.55
20188,1380,8,10,7.6
20189,1380,9,10,9.4
20190,1380,10,10,6.25
20191,1380,11,10,5.35
20192,1380,12,10,5.05
20193,1380,13,10,5.05
20194,1380,14,10,5.65
20195,1380,15,10,4.75
20196,1380,16,10,4.75
20197,1380,17,10,5.95
20198,1380,18,10,5.05
20199,1380,19,10,4.15
20200,1380,20,10,4.15
20201,1380,21,10,4.15
20202,1380,22,10,4.15
20203,1380,23,10,3.55
20204,1380,24,10,3.25
20205,1380,25,10,3.85
20206,1380,26,10,4.15
20207,1380,27,10,3.55
20208,1380,28,10,3.85
20209,1380,29,10,3.55
20210,1380,30,10,4.15
20211,1380,31,10,
22258,1380,1,11,3.85
22259,1380,2,11,4.15
22260,1380,3,11,3.85
22261,1380,4,11,4.45
22262,1380,5,11,4.45
22263,1380,6,11,4.45
22264,1380,7,11,4.75
22265,1380,8,11,4.75
22266,1380,9,11,4.45
22267,1380,10,11,5.05
22268,1380,11,11,3.85
22269,1380,12,11,4.15
22270,1380,13,11,3.85
22271,1380,14,11,4.15
22272,1380,15,11,3.85
22273,1380,16,11,4.15
22274,1380,17,11,3.85
22275,1380,18,11,4.15
22276,1380,19,11,4.15
22277,1380,20,11,4.15
22278,1380,21,11,4.75
22279,1380,22,11,5.05
22280,1380,23,11,6.25
22281,1380,24,11,7.6
22282,1380,25,11,5.95
22283,1380,26,11,5.95
22284,1380,27,11,7.6
22285,1380,28,11,5.65
22286,1380,29,11,5.65
22287,1380,30,11,5.05
22288,1380,31,11,
24335,1380,1,12,5.05
24336,1380,2,12,5.05
24337,1380,3,12,5.05
24338,1380,4,12,5.35
24339,1380,5,12,5.05
24340,1380,6,12,5.65
24341,1380,7,12,5.65
24342,1380,8,12,5.95
24343,1380,9,12,4.45
24344,1380,10,12,4.75
24345,1380,11,12,5.05
24346,1380,12,12,5.65
24347,1380,13,12,5.35
24348,1380,14,12,5.95
24349,1380,15,12,5.95
24350,1380,16,12,6.25
24351,1380,17,12,6.25
24352,1380,18,12,7.15
24353,1380,19,12,7.15
24354,1380,20,12,7.15
24355,1380,21,12,7.15
24356,1380,22,12,7.6
24357,1380,23,12,7.6
24358,1380,24,12,8.95
24359,1380,25,12,10.3
24360,1380,26,12,9.85
24361,1380,27,12,10.3
24362,1380,28,12,8.95
24363,1380,29,12,10.3
24364,1380,30,12,
24365,1380,31,12,
1519,1381,1,1,3.4
1520,1381,2,1,3.1
1521,1381,3,1,2.9
1522,1381,4,1,3.0
1523,1381,5,1,4.0
1524,1381,6,1,8.0
1525,1381,7,1,5.1
1526,1381,8,1,4.8
1527,1381,9,1,4.1
1528,1381,10,1,4.1
1529,1381,11,1,4.1
1530,1381,12,1,4.4
1531,1381,13,1,7.0
1532,1381,14,1,10.0
1533,1381,15,1,16.5
1534,1381,16,1,22.5
1535,1381,17,1,101.0
1536,1381,18,1,133.0
1537,1381,19,1,129.0
1538,1381,20,1,132.0
1539,1381,21,1,128.0
1540,1381,22,1,92.5
1541,1381,23,1,74.9
1542,1381,24,1,68.9
1543,1381,25,1,69.6
1544,1381,26,1,71.4
1545,1381,27,1,73.1
1546,1381,28,1,65.3
1547,1381,29,1,65.3
1548,1381,30,1,67.0
1549,1381,31,1,67.0
3596,1381,1,2,73.0
3597,1381,2,2,63.8
3598,1381,3,2,59.8
3599,1381,4,2,62.1
3600,1381,5,2,64.5
3601,1381,6,2,65.3
3602,1381,7,2,98.7
3603,1381,8,2,69.6
3604,1381,9,2,53.9
3605,1381,10,2,51.7
3606,1381,11,2,57.8
3607,1381,12,2,64.8
3608,1381,13,2,65.3
3609,1381,14,2,70.4
3610,1381,15,2,69.6
3611,1381,16,2,69.6
3612,1381,17,2,67.9
3613,1381,18,2,62.1
3614,1381,19,2,50.3
3615,1381,20,2,53.8
3616,1381,21,2,53.8
3617,1381,22,2,56.9
3618,1381,23,2,53.8
3619,1381,24,2,57.5
3620,1381,25,2,62.1
3621,1381,26,2,62.9
3622,1381,27,2,59.8
3623,1381,28,2,59.8
3624,1381,29,2,59.0
3625,1381,30,2,59.0
3626,1381,31,2,59.0
5673,1381,1,3,44.5
5674,1381,2,3,41.4
5675,1381,3,3,40.8
5676,1381,4,3,38.0
5677,1381,5,3,38.0
5678,1381,6,3,37.3
5679,1381,7,3,37.3
5680,1381,8,3,33.7
5681,1381,9,3,32.7
5682,1381,10,3,36.8
5683,1381,11,3,32.2
5684,1381,12,3,32.6
5685,1381,13,3,31.6
5686,1381,14,3,29.7
5687,1381,15,3,28.8
5688,1381,16,3,26.5
5689,1381,17,3,24.9
5690,1381,18,3,24.9
5691,1381,19,3,24.4
5692,1381,20,3,23.3
5693,1381,21,3,22.9
5694,1381,22,3,21.4
5695,1381,23,3,19.8
5696,1381,24,3,18.5
5697,1381,25,3,18.1
5698,1381,26,3,18.8
5699,1381,27,3,19.1
5700,1381,28,3,18.1
5701,1381,29,3,17.5
5702,1381,30,3,15.9
5703,1381,31,3,15.9
7750,1381,1,4,15.3
7751,1381,2,4,13.6
7752,1381,3,4,13.6
7753,1381,4,4,12.3
7754,1381,5,4,11.5
7755,1381,6,4,11.1
7756,1381,7,4,13.1
7757,1381,8,4,12.4
7758,1381,9,4,10.8
7759,1381,10,4,12.8
7760,1381,11,4,12.9
7761,1381,12,4,14.4
7762,1381,13,4,8.7
7763,1381,14,4,7.9
7764,1381,15,4,9.9
7765,1381,16,4,8.3
7766,1381,17,4,7.9
7767,1381,18,4,7.7
7768,1381,19,4,6.8
7769,1381,20,4,6.7
7770,1381,21,4,6.8
7771,1381,22,4,7.2
7772,1381,23,4,6.5
7773,1381,24,4,6.2
7774,1381,25,4,6.3
7775,1381,26,4,5.5
7776,1381,27,4,4.9
7777,1381,28,4,5.2
7778,1381,29,4,5.2
7779,1381,30,4,5.2
7780,1381,31,4,5.2
9827,1381,1,5,4.4
9828,1381,2,5,4.4
9829,1381,3,5,4.5
9830,1381,4,5,4.3
9831,1381,5,5,6.7
9832,1381,6,5,4.5
9833,1381,7,5,4.3
9834,1381,8,5,3.9
9835,1381,9,5,3.7
9836,1381,10,5,3.4
9837,1381,11,5,3.2
9838,1381,12,5,3.2
9839,1381,13,5,2.9
9840,1381,14,5,2.7
9841,1381,15,5,2.8
9842,1381,16,5,2.6
9843,1381,17,5,2.6
9844,1381,18,5,2.6
9845,1381,19,5,2.6
9846,1381,20,5,2.5
9847,1381,21,5,2.4
9848,1381,22,5,2.4
9849,1381,23,5,2.4
9850,1381,24,5,1.9
9851,1381,25,5,1.3
9852,1381,26,5,1.7
9853,1381,27,5,2.5
9854,1381,28,5,2.4
9855,1381,29,5,2.4
9856,1381,30,5,2.4
9857,1381,31,5,2.4
11904,1381,1,6,1.9
11905,1381,2,6,1.7
11906,1381,3,6,2.4
11907,1381,4,6,2.2
11908,1381,5,6,2.0
11909,1381,6,6,1.7
11910,1381,7,6,1.9
11911,1381,8,6,1.7
11912,1381,9,6,1.8
11913,1381,10,6,1.8
11914,1381,11,6,2.2
11915,1381,12,6,1.7
11916,1381,13,6,1.8
11917,1381,14,6,1.7
11918,1381,15,6,1.7
11919,1381,16,6,1.6
11920,1381,17,6,1.9
11921,1381,18,6,1.8
11922,1381,19,6,1.7
11923,1381,20,6,1.9
11924,1381,21,6,1.8
11925,1381,22,6,1.7
11926,1381,23,6,1.7
11927,1381,24,6,1.7
11928,1381,25,6,1.7
11929,1381,26,6,1.7
11930,1381,27,6,1.8
11931,1381,28,6,1.8
11932,1381,29,6,1.8
11933,1381,30,6,1.8
11934,1381,31,6,1.8
13981,1381,1,7,0.3
13982,1381,2,7,0.3
13983,1381,3,7,0.3
13984,1381,4,7,0.3
13985,1381,5,7,0.4
13986,1381,6,7,0.4
13987,1381,7,7,0.4
13988,1381,8,7,0.4
13989,1381,9,7,0.4
13990,1381,10,7,0.5
13991,1381,11,7,0.6
13992,1381,12,7,0.5
13993,1381,13,7,0.7
13994,1381,14,7,0.7
13995,1381,15,7,0.7
13996,1381,16,7,0.7
13997,1381,17,7,0.6
13998,1381,18,7,0.6
13999,1381,19,7,0.7
14000,1381,20,7,0.6
14001,1381,21,7,0.6
14002,1381,22,7,0.6
14003,1381,23,7,0.6
14004,1381,24,7,0.7
14005,1381,25,7,0.7
14006,1381,26,7,0.6
14007,1381,27,7,0.7
14008,1381,28,7,0.7
14009,1381,29,7,0.8
14010,1381,30,7,0.8
14011,1381,31,7,
16058,1381,1,8,0.8
16059,1381,2,8,0.7
16060,1381,3,8,0.7
16061,1381,4,8,0.7
16062,1381,5,8,0.7
16063,1381,6,8,0.7
16064,1381,7,8,0.7
16065,1381,8,8,0.6
16066,1381,9,8,0.7
16067,1381,10,8,0.6
16068,1381,11,8,0.6
16069,1381,12,8,0.8
16070,1381,13,8,0.7
16071,1381,14,8,0.7
16072,1381,15,8,0.7
16073,1381,16,8,0.7
16074,1381,17,8,0.7
16075,1381,18,8,0.7
16076,1381,19,8,0.7
16077,1381,20,8,0.7
16078,1381,21,8,0.7
16079,1381,22,8,0.8
16080,1381,23,8,0.8
16081,1381,24,8,0.8
16082,1381,25,8,1.0
16083,1381,26,8,1.0
16084,1381,27,8,1.0
16085,1381,28,8,1.0
16086,1381,29,8,1.0
16087,1381,30,8,1.0
16088,1381,31,8,
18135,1381,1,9,1.0
18136,1381,2,9,1.0
18137,1381,3,9,1.1
18138,1381,4,9,1.2
18139,1381,5,9,1.2
18140,1381,6,9,1.2
18141,1381,7,9,1.2
18142,1381,8,9,1.2
18143,1381,9,9,1.2
18144,1381,10,9,1.2
18145,1381,11,9,1.2
18146,1381,12,9,1.2
18147,1381,13,9,1.2
18148,1381,14,9,1.2
18149,1381,15,9,1.2
18150,1381,16,9,1.2
18151,1381,17,9,1.2
18152,1381,18,9,1.2
18153,1381,19,9,1.2
18154,1381,20,9,1.3
18155,1381,21,9,1.3
18156,1381,22,9,1.2
18157,1381,23,9,1.2
18158,1381,24,9,1.2
18159,1381,25,9,1.2
18160,1381,26,9,1.2
18161,1381,27,9,1.2
18162,1381,28,9,1.2
18163,1381,29,9,1.2
18164,1381,30,9,1.2
18165,1381,31,9,
20212,1381,1,10,1.2
20213,1381,2,10,1.2
20214,1381,3,10,1.7
20215,1381,4,10,2.2
20216,1381,5,10,2.1
20217,1381,6,10,2.1
20218,1381,7,10,2.5
20219,1381,8,10,2.8
20220,1381,9,10,4.9
20221,1381,10,10,5.7
20222,1381,11,10,5.9
20223,1381,12,10,1.5
20224,1381,13,10,1.5
20225,1381,14,10,1.2
20226,1381,15,10,1.2
20227,1381,16,10,1.5
20228,1381,17,10,1.5
20229,1381,18,10,1.6
20230,1381,19,10,1.6
20231,1381,20,10,1.6
20232,1381,21,10,1.5
20233,1381,22,10,1.5
20234,1381,23,10,1.5
20235,1381,24,10,1.5
20236,1381,25,10,1.5
20237,1381,26,10,1.5
20238,1381,27,10,1.4
20239,1381,28,10,1.5
20240,1381,29,10,1.5
20241,1381,30,10,1.5
20242,1381,31,10,
22289,1381,1,11,1.3
22290,1381,2,11,1.3
22291,1381,3,11,1.3
22292,1381,4,11,1.2
22293,1381,5,11,1.3
22294,1381,6,11,1.3
22295,1381,7,11,1.3
22296,1381,8,11,1.3
22297,1381,9,11,1.4
22298,1381,10,11,1.3
22299,1381,11,11,1.3
22300,1381,12,11,1.3
22301,1381,13,11,1.3
22302,1381,14,11,1.3
22303,1381,15,11,1.3
22304,1381,16,11,1.3
22305,1381,17,11,1.2
22306,1381,18,11,1.2
22307,1381,19,11,1.2
22308,1381,20,11,1.3
22309,1381,21,11,1.2
22310,1381,22,11,1.2
22311,1381,23,11,1.1
22312,1381,24,11,1.3
22313,1381,25,11,1.3
22314,1381,26,11,1.3
22315,1381,27,11,1.3
22316,1381,28,11,1.2
22317,1381,29,11,1.2
22318,1381,30,11,1.2
22319,1381,31,11,
24366,1381,1,12,1.3
24367,1381,2,12,1.2
24368,1381,3,12,1.2
24369,1381,4,12,1.2
24370,1381,5,12,1.2
24371,1381,6,12,1.4
24372,1381,7,12,1.3
24373,1381,8,12,1.4
24374,1381,9,12,1.3
24375,1381,10,12,1.3
24376,1381,11,12,1.2
24377,1381,12,12,1.2
24378,1381,13,12,1.3
24379,1381,14,12,1.3
24380,1381,15,12,1.3
24381,1381,16,12,2.3
24382,1381,17,12,2.2
24383,1381,18,12,2.3
24384,1381,19,12,3.5
24385,1381,20,12,11.9
24386,1381,21,12,3.7
24387,1381,22,12,3.0
24388,1381,23,12,2.4
24389,1381,24,12,2.2
24390,1381,25,12,2.5
24391,1381,26,12,2.9
24392,1381,27,12,2.9
24393,1381,28,12,4.4
24394,1381,29,12,4.5
24395,1381,30,12,
24396,1381,31,12,
1550,1382,1,1,11.5
1551,1382,2,1,11.1
1552,1382,3,1,11.1
1553,1382,4,1,10.6
1554,1382,5,1,13.1
1555,1382,6,1,13.6
1556,1382,7,1,15.9
1557,1382,8,1,17.5
1558,1382,9,1,17.5
1559,1382,10,1,16.9
1560,1382,11,1,18.5
1561,1382,12,1,22.8
1562,1382,13,1,20.9
1563,1382,14,1,23.1
1564,1382,15,1,16.3
1565,1382,16,1,15.6
1566,1382,17,1,15.3
1567,1382,18,1,14.7
1568,1382,19,1,14.7
1569,1382,20,1,107.0
1570,1382,21,1,106.0
1571,1382,22,1,17.2
1572,1382,23,1,17.8
1573,1382,24,1,19.5
1574,1382,25,1,21.6
1575,1382,26,1,24.3
1576,1382,27,1,29.5
1577,1382,28,1,28.1
1578,1382,29,1,26.8
1579,1382,30,1,22.8
1580,1382,31,1,20.5
3627,1382,1,2,20.1
3628,1382,2,2,19.1
3629,1382,3,2,20.5
3630,1382,4,2,29.2
3631,1382,5,2,30.0
3632,1382,6,2,27.7
3633,1382,7,2,28.5
3634,1382,8,2,28.1
3635,1382,9,2,30.3
3636,1382,10,2,34.1
3637,1382,11,2,38.8
3638,1382,12,2,51.8
3639,1382,13,2,50.5
3640,1382,14,2,48.5
3641,1382,15,2,50.5
3642,1382,16,2,47.3
3643,1382,17,2,49.8
3644,1382,18,2,49.8
3645,1382,19,2,52.4
3646,1382,20,2,57.0
3647,1382,21,2,54.4
3648,1382,22,2,53.0
3649,1382,23,2,49.2
3650,1382,24,2,49.8
3651,1382,25,2,46.8
3652,1382,26,2,33.8
3653,1382,27,2,32.3
3654,1382,28,2,26.8
3655,1382,29,2,26.0
3656,1382,30,2,24.3
3657,1382,31,2,24.8
5704,1382,1,3,24.3
5705,1382,2,3,25.5
5706,1382,3,3,24.3
5707,1382,4,3,27.8
5708,1382,5,3,26.0
5709,1382,6,3,26.8
5710,1382,7,3,26.4
5711,1382,8,3,33.2
5712,1382,9,3,69.0
5713,1382,10,3,84.0
5714,1382,11,3,47.5
5715,1382,12,3,42.0
5716,1382,13,3,39.0
5717,1382,14,3,36.4
5718,1382,15,3,35.5
5719,1382,16,3,32.6
5720,1382,17,3,34.5
5721,1382,18,3,36.9
5722,1382,19,3,32.0
5723,1382,20,3,26.0
5724,1382,21,3,24.9
5725,1382,22,3,23.6
5726,1382,23,3,21.8
5727,1382,24,3,20.6
5728,1382,25,3,20.6
5729,1382,26,3,20.0
5730,1382,27,3,20.3
5731,1382,28,3,20.0
5732,1382,29,3,20.0
5733,1382,30,3,17.5
5734,1382,31,3,16.9
7781,1382,1,4,15.6
7782,1382,2,4,15.4
7783,1382,3,4,7.7
7784,1382,4,4,7.4
7785,1382,5,4,6.8
7786,1382,6,4,5.5
7787,1382,7,4,5.3
7788,1382,8,4,5.6
7789,1382,9,4,5.3
7790,1382,10,4,5.5
7791,1382,11,4,5.5
7792,1382,12,4,5.2
7793,1382,13,4,4.9
7794,1382,14,4,4.9
7795,1382,15,4,4.9
7796,1382,16,4,4.7
7797,1382,17,4,4.6
7798,1382,18,4,4.6
7799,1382,19,4,5.7
7800,1382,20,4,5.5
7801,1382,21,4,10.8
7802,1382,22,4,13.8
7803,1382,23,4,12.1
7804,1382,24,4,10.5
7805,1382,25,4,10.0
7806,1382,26,4,10.0
7807,1382,27,4,8.4
7808,1382,28,4,6.1
7809,1382,29,4,6.9
7810,1382,30,4,6.5
7811,1382,31,4,5.5
9858,1382,1,5,6.1
9859,1382,2,5,16.7
9860,1382,3,5,7.3
9861,1382,4,5,6.1
9862,1382,5,5,5.9
9863,1382,6,5,5.9
9864,1382,7,5,5.9
9865,1382,8,5,5.7
9866,1382,9,5,5.5
9867,1382,10,5,5.4
9868,1382,11,5,5.0
9869,1382,12,5,4.7
9870,1382,13,5,4.3
9871,1382,14,5,4.2
9872,1382,15,5,4.5
9873,1382,16,5,4.5
9874,1382,17,5,4.5
9875,1382,18,5,4.5
9876,1382,19,5,4.3
9877,1382,20,5,3.9
9878,1382,21,5,4.0
9879,1382,22,5,3.7
9880,1382,23,5,3.6
9881,1382,24,5,3.4
9882,1382,25,5,3.6
9883,1382,26,5,3.6
9884,1382,27,5,3.3
9885,1382,28,5,3.2
9886,1382,29,5,3.0
9887,1382,30,5,3.0
9888,1382,31,5,3.0
11935,1382,1,6,3.0
11936,1382,2,6,3.2
11937,1382,3,6,3.0
11938,1382,4,6,3.2
11939,1382,5,6,3.2
11940,1382,6,6,3.9
11941,1382,7,6,3.3
11942,1382,8,6,3.3
11943,1382,9,6,3.2
11944,1382,10,6,2.7
11945,1382,11,6,2.2
11946,1382,12,6,2.2
11947,1382,13,6,1.9
11948,1382,14,6,1.9
11949,1382,15,6,1.9
11950,1382,16,6,1.9
11951,1382,17,6,1.8
11952,1382,18,6,1.7
11953,1382,19,6,1.7
11954,1382,20,6,1.7
11955,1382,21,6,1.7
11956,1382,22,6,1.7
11957,1382,23,6,1.8
11958,1382,24,6,2.0
11959,1382,25,6,2.0
11960,1382,26,6,2.2
11961,1382,27,6,2.1
11962,1382,28,6,2.2
11963,1382,29,6,2.2
11964,1382,30,6,2.2
11965,1382,31,6,2.2
14012,1382,1,7,2.3
14013,1382,2,7,2.2
14014,1382,3,7,2.2
14015,1382,4,7,2.1
14016,1382,5,7,2.1
14017,1382,6,7,2.1
14018,1382,7,7,2.1
14019,1382,8,7,2.2
14020,1382,9,7,1.9
14021,1382,10,7,2.1
14022,1382,11,7,2.2
14023,1382,12,7,2.1
14024,1382,13,7,1.9
14025,1382,14,7,2.0
14026,1382,15,7,1.9
14027,1382,16,7,2.1
14028,1382,17,7,2.1
14029,1382,18,7,1.8
14030,1382,19,7,1.8
14031,1382,20,7,1.8
14032,1382,21,7,1.8
14033,1382,22,7,1.8
14034,1382,23,7,1.5
14035,1382,24,7,1.5
14036,1382,25,7,2.0
14037,1382,26,7,2.9
14038,1382,27,7,2.5
14039,1382,28,7,2.5
14040,1382,29,7,2.3
14041,1382,30,7,2.1
14042,1382,31,7,
16089,1382,1,8,2.1
16090,1382,2,8,2.0
16091,1382,3,8,2.0
16092,1382,4,8,1.9
16093,1382,5,8,1.8
16094,1382,6,8,2.0
16095,1382,7,8,5.7
16096,1382,8,8,9.8
16097,1382,9,8,6.5
16098,1382,10,8,4.8
16099,1382,11,8,3.8
16100,1382,12,8,3.6
16101,1382,13,8,3.6
16102,1382,14,8,3.5
16103,1382,15,8,3.6
16104,1382,16,8,3.6
16105,1382,17,8,3.6
16106,1382,18,8,4.4
16107,1382,19,8,8.7
16108,1382,20,8,38.7
16109,1382,21,8,17.8
16110,1382,22,8,11.3
16111,1382,23,8,8.8
16112,1382,24,8,7.4
16113,1382,25,8,8.6
16114,1382,26,8,9.8
16115,1382,27,8,6.5
16116,1382,28,8,6.5
16117,1382,29,8,6.5
16118,1382,30,8,6.1
16119,1382,31,8,
18166,1382,1,9,4.7
18167,1382,2,9,4.7
18168,1382,3,9,4.7
18169,1382,4,9,4.6
18170,1382,5,9,4.6
18171,1382,6,9,4.7
18172,1382,7,9,5.5
18173,1382,8,9,4.5
18174,1382,9,9,4.5
18175,1382,10,9,4.5
18176,1382,11,9,4.5
18177,1382,12,9,4.9
18178,1382,13,9,4.6
18179,1382,14,9,4.5
18180,1382,15,9,4.6
18181,1382,16,9,4.5
18182,1382,17,9,4.5
18183,1382,18,9,4.5
18184,1382,19,9,4.5
18185,1382,20,9,4.5
18186,1382,21,9,4.5
18187,1382,22,9,4.5
18188,1382,23,9,4.5
18189,1382,24,9,4.5
18190,1382,25,9,4.5
18191,1382,26,9,4.5
18192,1382,27,9,4.5
18193,1382,28,9,7.0
18194,1382,29,9,6.0
18195,1382,30,9,5.6
18196,1382,31,9,
20243,1382,1,10,4.9
20244,1382,2,10,4.7
20245,1382,3,10,4.6
20246,1382,4,10,4.5
20247,1382,5,10,4.7
20248,1382,6,10,4.6
20249,1382,7,10,4.5
20250,1382,8,10,4.5
20251,1382,9,10,4.5
20252,1382,10,10,4.3
20253,1382,11,10,4.8
20254,1382,12,10,5.2
20255,1382,13,10,4.7
20256,1382,14,10,4.7
20257,1382,15,10,4.7
20258,1382,16,10,4.6
20259,1382,17,10,4.6
20260,1382,18,10,4.9
20261,1382,19,10,4.6
20262,1382,20,10,4.3
20263,1382,21,10,4.3
20264,1382,22,10,4.3
20265,1382,23,10,5.3
20266,1382,24,10,5.0
20267,1382,25,10,5.0
20268,1382,26,10,4.9
20269,1382,27,10,4.3
20270,1382,28,10,4.6
20271,1382,29,10,5.0
20272,1382,30,10,4.6
20273,1382,31,10,
22320,1382,1,11,4.6
22321,1382,2,11,4.3
22322,1382,3,11,4.5
22323,1382,4,11,4.5
22324,1382,5,11,4.3
22325,1382,6,11,4.3
22326,1382,7,11,4.3
22327,1382,8,11,4.3
22328,1382,9,11,4.2
22329,1382,10,11,4.1
22330,1382,11,11,3.9
22331,1382,12,11,3.9
22332,1382,13,11,4.1
22333,1382,14,11,3.9
22334,1382,15,11,3.9
22335,1382,16,11,3.9
22336,1382,17,11,3.9
22337,1382,18,11,4.1
22338,1382,19,11,4.1
22339,1382,20,11,4.3
22340,1382,21,11,4.9
22341,1382,22,11,5.5
22342,1382,23,11,5.5
22343,1382,24,11,5.5
22344,1382,25,11,8.0
22345,1382,26,11,7.4
22346,1382,27,11,5.6
22347,1382,28,11,6.3
22348,1382,29,11,6.3
22349,1382,30,11,6.0
22350,1382,31,11,
24397,1382,1,12,5.6
24398,1382,2,12,5.6
24399,1382,3,12,5.5
24400,1382,4,12,5.5
24401,1382,5,12,6.1
24402,1382,6,12,6.0
24403,1382,7,12,6.5
24404,1382,8,12,7.2
24405,1382,9,12,7.0
24406,1382,10,12,7.9
24407,1382,11,12,8.4
24408,1382,12,12,10.8
24409,1382,13,12,13.1
24410,1382,14,12,18.1
24411,1382,15,12,24.9
24412,1382,16,12,34.3
24413,1382,17,12,60.5
24414,1382,18,12,31.8
24415,1382,19,12,28.1
24416,1382,20,12,21.6
24417,1382,21,12,20.9
24418,1382,22,12,18.8
24419,1382,23,12,17.8
24420,1382,24,12,16.9
24421,1382,25,12,16.5
24422,1382,26,12,16.5
24423,1382,27,12,16.5
24424,1382,28,12,16.5
24425,1382,29,12,16.5
24426,1382,30,12,
24427,1382,31,12,
