,sal,rooz,Month,nazloo_Debi
12977,1345,20,7,19.0
12978,1345,21,7,18.0
12979,1345,22,7,15.0
12980,1345,23,7,14.0
12981,1345,24,7,11.0
12982,1345,25,7,8.5
12983,1345,26,7,8.5
12984,1345,27,7,7.2
12985,1345,28,7,6.5
12986,1345,29,7,6.1
12987,1345,30,7,5.5
12988,1345,31,7,
15035,1345,1,8,6.6
15036,1345,2,8,7.3
15037,1345,3,8,8.3
15038,1345,4,8,9.2
15039,1345,5,8,9.2
15040,1345,6,8,8.4
15041,1345,7,8,7.3
15042,1345,8,8,7.0
15043,1345,9,8,6.6
15044,1345,10,8,6.1
15045,1345,11,8,5.9
15046,1345,12,8,5.6
15047,1345,13,8,5.6
15048,1345,14,8,5.8
15049,1345,15,8,5.8
15050,1345,16,8,5.9
15051,1345,17,8,5.9
15052,1345,18,8,5.8
15053,1345,19,8,5.8
15054,1345,20,8,5.6
15055,1345,21,8,5.6
15056,1345,22,8,5.6
15057,1345,23,8,5.6
15058,1345,24,8,5.3
15059,1345,25,8,5.3
15060,1345,26,8,5.5
15061,1345,27,8,5.0
15062,1345,28,8,5.2
15063,1345,29,8,4.9
15064,1345,30,8,4.6
15065,1345,31,8,
17112,1345,1,9,4.7
17113,1345,2,9,4.7
17114,1345,3,9,4.7
17115,1345,4,9,4.7
17116,1345,5,9,4.7
17117,1345,6,9,4.6
17118,1345,7,9,4.4
17119,1345,8,9,4.6
17120,1345,9,9,4.4
17121,1345,10,9,4.4
17122,1345,11,9,4.4
17123,1345,12,9,4.4
17124,1345,13,9,4.4
17125,1345,14,9,4.4
17126,1345,15,9,4.4
17127,1345,16,9,4.1
17128,1345,17,9,4.3
17129,1345,18,9,4.3
17130,1345,19,9,4.1
17131,1345,20,9,4.1
17132,1345,21,9,3.8
17133,1345,22,9,3.9
17134,1345,23,9,3.8
17135,1345,24,9,3.9
17136,1345,25,9,3.8
17137,1345,26,9,3.9
17138,1345,27,9,3.8
17139,1345,28,9,3.9
17140,1345,29,9,3.8
17141,1345,30,9,3.9
17142,1345,31,9,
19189,1345,1,10,3.7
19190,1345,2,10,3.7
19191,1345,3,10,4.0
19192,1345,4,10,4.0
19193,1345,5,10,4.0
19194,1345,6,10,4.0
19195,1345,7,10,4.0
19196,1345,8,10,4.0
19197,1345,9,10,3.8
19198,1345,10,10,4.1
19199,1345,11,10,4.3
19200,1345,12,10,4.3
19201,1345,13,10,4.3
19202,1345,14,10,4.4
19203,1345,15,10,4.4
19204,1345,16,10,4.3
19205,1345,17,10,4.3
19206,1345,18,10,4.4
19207,1345,19,10,4.3
19208,1345,20,10,4.4
19209,1345,21,10,4.4
19210,1345,22,10,4.6
19211,1345,23,10,4.4
19212,1345,24,10,4.6
19213,1345,25,10,4.7
19214,1345,26,10,4.7
19215,1345,27,10,4.7
19216,1345,28,10,4.7
19217,1345,29,10,4.9
19218,1345,30,10,5.0
19219,1345,31,10,
21266,1345,1,11,5.0
21267,1345,2,11,4.9
21268,1345,3,11,4.6
21269,1345,4,11,4.3
21270,1345,5,11,4.1
21271,1345,6,11,4.0
21272,1345,7,11,4.1
21273,1345,8,11,4.0
21274,1345,9,11,4.0
21275,1345,10,11,4.0
21276,1345,11,11,4.3
21277,1345,12,11,4.0
21278,1345,13,11,4.0
21279,1345,14,11,3.2
21280,1345,15,11,3.5
21281,1345,16,11,3.7
21282,1345,17,11,3.7
21283,1345,18,11,3.7
21284,1345,19,11,3.8
21285,1345,20,11,4.0
21286,1345,21,11,4.0
21287,1345,22,11,4.0
21288,1345,23,11,4.1
21289,1345,24,11,4.3
21290,1345,25,11,4.3
21291,1345,26,11,4.6
21292,1345,27,11,4.4
21293,1345,28,11,4.6
21294,1345,29,11,4.6
21295,1345,30,11,4.6
21296,1345,31,11,
23343,1345,1,12,4.6
23344,1345,2,12,4.6
23345,1345,3,12,4.7
23346,1345,4,12,4.4
23347,1345,5,12,4.4
23348,1345,6,12,4.6
23349,1345,7,12,4.7
23350,1345,8,12,4.7
23351,1345,9,12,4.7
23352,1345,10,12,4.6
23353,1345,11,12,4.6
23354,1345,12,12,4.9
23355,1345,13,12,4.9
23356,1345,14,12,6.3
23357,1345,15,12,5.6
23358,1345,16,12,5.5
23359,1345,17,12,5.5
23360,1345,18,12,5.5
23361,1345,19,12,5.8
23362,1345,20,12,6.8
23363,1345,21,12,7.3
23364,1345,22,12,7.7
23365,1345,23,12,7.9
23366,1345,24,12,8.1
23367,1345,25,12,8.5
23368,1345,26,12,9.4
23369,1345,27,12,8.8
23370,1345,28,12,8.1
23371,1345,29,12,6.6
23372,1345,30,12,
23373,1345,31,12,
527,1346,1,1,9.2
528,1346,2,1,10.0
529,1346,3,1,11.0
530,1346,4,1,10.0
531,1346,5,1,10.0
532,1346,6,1,10.0
533,1346,7,1,10.0
534,1346,8,1,10.0
535,1346,9,1,11.0
536,1346,10,1,14.0
537,1346,11,1,19.0
538,1346,12,1,26.0
539,1346,13,1,30.0
540,1346,14,1,27.0
541,1346,15,1,21.0
542,1346,16,1,20.0
543,1346,17,1,21.0
544,1346,18,1,21.0
545,1346,19,1,30.0
546,1346,20,1,31.0
547,1346,21,1,31.0
548,1346,22,1,33.0
549,1346,23,1,48.0
550,1346,24,1,46.0
551,1346,25,1,54.0
552,1346,26,1,56.0
553,1346,27,1,60.0
554,1346,28,1,88.0
555,1346,29,1,99.0
556,1346,30,1,137.0
557,1346,31,1,102.0
2604,1346,1,2,79.0
2605,1346,2,2,97.0
2606,1346,3,2,91.0
2607,1346,4,2,85.0
2608,1346,5,2,83.0
2609,1346,6,2,72.0
2610,1346,7,2,59.0
2611,1346,8,2,50.0
2612,1346,9,2,47.0
2613,1346,10,2,46.0
2614,1346,11,2,47.0
2615,1346,12,2,57.0
2616,1346,13,2,53.0
2617,1346,14,2,55.0
2618,1346,15,2,60.0
2619,1346,16,2,59.0
2620,1346,17,2,64.0
2621,1346,18,2,134.0
2622,1346,19,2,119.0
2623,1346,20,2,105.0
2624,1346,21,2,104.0
2625,1346,22,2,96.0
2626,1346,23,2,87.0
2627,1346,24,2,81.0
2628,1346,25,2,77.0
2629,1346,26,2,77.0
2630,1346,27,2,76.0
2631,1346,28,2,73.0
2632,1346,29,2,71.0
2633,1346,30,2,69.0
2634,1346,31,2,67.0
4681,1346,1,3,68.0
4682,1346,2,3,68.0
4683,1346,3,3,68.0
4684,1346,4,3,65.0
4685,1346,5,3,63.0
4686,1346,6,3,58.0
4687,1346,7,3,56.0
4688,1346,8,3,62.0
4689,1346,9,3,70.0
4690,1346,10,3,122.0
4691,1346,11,3,85.0
4692,1346,12,3,93.0
4693,1346,13,3,81.0
4694,1346,14,3,76.0
4695,1346,15,3,71.0
4696,1346,16,3,70.0
4697,1346,17,3,68.0
4698,1346,18,3,69.0
4699,1346,19,3,67.0
4700,1346,20,3,65.0
4701,1346,21,3,61.0
4702,1346,22,3,56.0
4703,1346,23,3,54.0
4704,1346,24,3,55.0
4705,1346,25,3,53.0
4706,1346,26,3,51.0
4707,1346,27,3,50.0
4708,1346,28,3,46.0
4709,1346,29,3,46.0
4710,1346,30,3,43.0
4711,1346,31,3,42.0
6758,1346,1,4,38.0
6759,1346,2,4,38.0
6760,1346,3,4,38.0
6761,1346,4,4,36.0
6762,1346,5,4,35.0
6763,1346,6,4,31.0
6764,1346,7,4,24.0
6765,1346,8,4,25.0
6766,1346,9,4,26.0
6767,1346,10,4,26.0
6768,1346,11,4,21.0
6769,1346,12,4,22.0
6770,1346,13,4,21.0
6771,1346,14,4,20.0
6772,1346,15,4,20.0
6773,1346,16,4,20.0
6774,1346,17,4,19.0
6775,1346,18,4,19.0
6776,1346,19,4,19.0
6777,1346,20,4,18.0
6778,1346,21,4,17.0
6779,1346,22,4,17.0
6780,1346,23,4,17.0
6781,1346,24,4,16.0
6782,1346,25,4,16.0
6783,1346,26,4,15.0
6784,1346,27,4,14.0
6785,1346,28,4,13.0
6786,1346,29,4,13.0
6787,1346,30,4,12.0
6788,1346,31,4,12.0
8835,1346,1,5,11.0
8836,1346,2,5,11.0
8837,1346,3,5,11.0
8838,1346,4,5,10.0
8839,1346,5,5,10.0
8840,1346,6,5,10.0
8841,1346,7,5,8.0
8842,1346,8,5,8.4
8843,1346,9,5,8.3
8844,1346,10,5,8.3
8845,1346,11,5,7.8
8846,1346,12,5,7.8
8847,1346,13,5,7.8
8848,1346,14,5,7.6
8849,1346,15,5,7.4
8850,1346,16,5,7.2
8851,1346,17,5,7.0
8852,1346,18,5,7.0
8853,1346,19,5,6.7
8854,1346,20,5,6.7
8855,1346,21,5,6.7
8856,1346,22,5,6.7
8857,1346,23,5,6.7
8858,1346,24,5,6.7
8859,1346,25,5,6.7
8860,1346,26,5,6.7
8861,1346,27,5,6.6
8862,1346,28,5,7.6
8863,1346,29,5,7.0
8864,1346,30,5,6.7
8865,1346,31,5,6.6
10912,1346,1,6,6.4
10913,1346,2,6,6.4
10914,1346,3,6,6.2
10915,1346,4,6,6.2
10916,1346,5,6,6.2
10917,1346,6,6,6.2
10918,1346,7,6,6.2
10919,1346,8,6,6.2
10920,1346,9,6,6.3
10921,1346,10,6,6.2
10922,1346,11,6,6.2
10923,1346,12,6,6.2
10924,1346,13,6,5.9
10925,1346,14,6,6.2
10926,1346,15,6,6.1
10927,1346,16,6,6.1
10928,1346,17,6,5.9
10929,1346,18,6,5.9
10930,1346,19,6,5.7
10931,1346,20,6,5.7
10932,1346,21,6,6.1
10933,1346,22,6,6.6
10934,1346,23,6,6.7
10935,1346,24,6,6.9
10936,1346,25,6,7.1
10937,1346,26,6,7.2
10938,1346,27,6,7.4
10939,1346,28,6,7.4
10940,1346,29,6,7.6
10941,1346,30,6,7.4
10942,1346,31,6,7.6
12989,1346,1,7,5.2
12990,1346,2,7,5.2
12991,1346,3,7,5.1
12992,1346,4,7,5.1
12993,1346,5,7,5.1
12994,1346,6,7,5.1
12995,1346,7,7,5.2
12996,1346,8,7,4.9
12997,1346,9,7,4.9
12998,1346,10,7,4.9
12999,1346,11,7,5.1
13000,1346,12,7,5.1
13001,1346,13,7,5.1
13002,1346,14,7,4.9
13003,1346,15,7,5.1
13004,1346,16,7,5.2
13005,1346,17,7,5.2
13006,1346,18,7,5.2
13007,1346,19,7,5.2
13008,1346,20,7,5.4
13009,1346,21,7,5.4
13010,1346,22,7,5.3
13011,1346,23,7,5.4
13012,1346,24,7,5.3
13013,1346,25,7,5.6
13014,1346,26,7,5.9
13015,1346,27,7,6.2
13016,1346,28,7,6.2
13017,1346,29,7,6.2
13018,1346,30,7,6.3
13019,1346,31,7,
15066,1346,1,8,6.1
15067,1346,2,8,6.1
15068,1346,3,8,6.1
15069,1346,4,8,5.9
15070,1346,5,8,6.2
15071,1346,6,8,6.4
15072,1346,7,8,6.9
15073,1346,8,8,6.5
15074,1346,9,8,6.4
15075,1346,10,8,7.2
15076,1346,11,8,6.5
15077,1346,12,8,6.4
15078,1346,13,8,6.2
15079,1346,14,8,6.2
15080,1346,15,8,6.5
15081,1346,16,8,11.0
15082,1346,17,8,12.0
15083,1346,18,8,14.0
15084,1346,19,8,14.0
15085,1346,20,8,14.0
15086,1346,21,8,12.0
15087,1346,22,8,12.0
15088,1346,23,8,11.0
15089,1346,24,8,9.3
15090,1346,25,8,13.0
15091,1346,26,8,13.0
15092,1346,27,8,12.0
15093,1346,28,8,7.6
15094,1346,29,8,7.6
15095,1346,30,8,7.9
15096,1346,31,8,
17143,1346,1,9,6.5
17144,1346,2,9,5.9
17145,1346,3,9,5.3
17146,1346,4,9,5.0
17147,1346,5,9,5.0
17148,1346,6,9,5.9
17149,1346,7,9,5.7
17150,1346,8,9,6.7
17151,1346,9,9,6.7
17152,1346,10,9,6.8
17153,1346,11,9,6.7
17154,1346,12,9,7.2
17155,1346,13,9,7.2
17156,1346,14,9,6.8
17157,1346,15,9,6.8
17158,1346,16,9,6.7
17159,1346,17,9,6.7
17160,1346,18,9,7.2
17161,1346,19,9,7.2
17162,1346,20,9,7.6
17163,1346,21,9,7.4
17164,1346,22,9,7.2
17165,1346,23,9,7.0
17166,1346,24,9,7.2
17167,1346,25,9,6.8
17168,1346,26,9,6.8
17169,1346,27,9,7.6
17170,1346,28,9,7.6
17171,1346,29,9,7.2
17172,1346,30,9,7.2
17173,1346,31,9,
19220,1346,1,10,7.0
19221,1346,2,10,6.7
19222,1346,3,10,7.3
19223,1346,4,10,7.3
19224,1346,5,10,6.7
19225,1346,6,10,6.1
19226,1346,7,10,5.9
19227,1346,8,10,5.9
19228,1346,9,10,6.1
19229,1346,10,10,6.2
19230,1346,11,10,6.4
19231,1346,12,10,6.6
19232,1346,13,10,6.4
19233,1346,14,10,6.3
19234,1346,15,10,6.2
19235,1346,16,10,6.3
19236,1346,17,10,6.3
19237,1346,18,10,6.2
19238,1346,19,10,6.4
19239,1346,20,10,6.6
19240,1346,21,10,6.1
19241,1346,22,10,6.0
19242,1346,23,10,6.0
19243,1346,24,10,6.0
19244,1346,25,10,6.2
19245,1346,26,10,6.1
19246,1346,27,10,6.3
19247,1346,28,10,5.8
19248,1346,29,10,6.2
19249,1346,30,10,6.1
19250,1346,31,10,
21297,1346,1,11,6.2
21298,1346,2,11,6.3
21299,1346,3,11,5.9
21300,1346,4,11,5.9
21301,1346,5,11,6.2
21302,1346,6,11,5.7
21303,1346,7,11,5.8
21304,1346,8,11,5.7
21305,1346,9,11,5.5
21306,1346,10,11,5.7
21307,1346,11,11,5.5
21308,1346,12,11,5.5
21309,1346,13,11,5.5
21310,1346,14,11,5.5
21311,1346,15,11,5.3
21312,1346,16,11,5.7
21313,1346,17,11,5.8
21314,1346,18,11,5.7
21315,1346,19,11,6.0
21316,1346,20,11,6.1
21317,1346,21,11,5.5
21318,1346,22,11,5.5
21319,1346,23,11,5.7
21320,1346,24,11,5.7
21321,1346,25,11,5.9
21322,1346,26,11,5.8
21323,1346,27,11,6.1
21324,1346,28,11,5.8
21325,1346,29,11,6.2
21326,1346,30,11,6.1
21327,1346,31,11,
23374,1346,1,12,6.5
23375,1346,2,12,6.3
23376,1346,3,12,6.3
23377,1346,4,12,7.1
23378,1346,5,12,6.5
23379,1346,6,12,6.3
23380,1346,7,12,6.2
23381,1346,8,12,7.2
23382,1346,9,12,7.0
23383,1346,10,12,7.5
23384,1346,11,12,7.2
23385,1346,12,12,7.2
23386,1346,13,12,7.2
23387,1346,14,12,7.4
23388,1346,15,12,7.5
23389,1346,16,12,7.5
23390,1346,17,12,7.5
23391,1346,18,12,7.5
23392,1346,19,12,7.7
23393,1346,20,12,8.1
23394,1346,21,12,8.1
23395,1346,22,12,8.3
23396,1346,23,12,8.3
23397,1346,24,12,8.6
23398,1346,25,12,8.8
23399,1346,26,12,8.4
23400,1346,27,12,8.4
23401,1346,28,12,8.3
23402,1346,29,12,9.0
23403,1346,30,12,9.0
23404,1346,31,12,
558,1347,1,1,43.0
559,1347,2,1,40.0
560,1347,3,1,32.0
561,1347,4,1,27.0
562,1347,5,1,26.0
563,1347,6,1,25.0
564,1347,7,1,26.0
565,1347,8,1,27.0
566,1347,9,1,32.0
567,1347,10,1,47.0
568,1347,11,1,56.0
569,1347,12,1,61.0
570,1347,13,1,63.0
571,1347,14,1,64.0
572,1347,15,1,66.0
573,1347,16,1,69.0
574,1347,17,1,70.0
575,1347,18,1,70.0
576,1347,19,1,67.0
577,1347,20,1,60.0
578,1347,21,1,55.0
579,1347,22,1,54.0
580,1347,23,1,52.0
581,1347,24,1,57.0
582,1347,25,1,53.0
583,1347,26,1,48.0
584,1347,27,1,46.0
585,1347,28,1,60.0
586,1347,29,1,63.0
587,1347,30,1,57.0
588,1347,31,1,60.0
2635,1347,1,2,64.0
2636,1347,2,2,63.0
2637,1347,3,2,68.0
2638,1347,4,2,72.0
2639,1347,5,2,85.0
2640,1347,6,2,91.0
2641,1347,7,2,95.0
2642,1347,8,2,99.0
2643,1347,9,2,103.0
2644,1347,10,2,108.0
2645,1347,11,2,113.0
2646,1347,12,2,117.0
2647,1347,13,2,121.0
2648,1347,14,2,118.0
2649,1347,15,2,121.0
2650,1347,16,2,107.0
2651,1347,17,2,118.0
2652,1347,18,2,123.0
2653,1347,19,2,110.0
2654,1347,20,2,116.0
2655,1347,21,2,112.0
2656,1347,22,2,109.0
2657,1347,23,2,101.0
2658,1347,24,2,103.0
2659,1347,25,2,103.0
2660,1347,26,2,107.0
2661,1347,27,2,104.0
2662,1347,28,2,102.0
2663,1347,29,2,106.0
2664,1347,30,2,102.0
2665,1347,31,2,106.0
4712,1347,1,3,98.0
4713,1347,2,3,94.0
4714,1347,3,3,93.0
4715,1347,4,3,92.0
4716,1347,5,3,89.0
4717,1347,6,3,90.0
4718,1347,7,3,91.0
4719,1347,8,3,88.0
4720,1347,9,3,85.0
4721,1347,10,3,80.0
4722,1347,11,3,79.0
4723,1347,12,3,78.0
4724,1347,13,3,76.0
4725,1347,14,3,75.0
4726,1347,15,3,73.0
4727,1347,16,3,72.0
4728,1347,17,3,71.0
4729,1347,18,3,70.0
4730,1347,19,3,68.0
4731,1347,20,3,67.0
4732,1347,21,3,66.0
4733,1347,22,3,65.0
4734,1347,23,3,64.0
4735,1347,24,3,63.0
4736,1347,25,3,61.0
4737,1347,26,3,60.0
4738,1347,27,3,58.0
4739,1347,28,3,57.0
4740,1347,29,3,56.0
4741,1347,30,3,55.0
4742,1347,31,3,54.0
6789,1347,1,4,53.0
6790,1347,2,4,52.0
6791,1347,3,4,50.0
6792,1347,4,4,49.0
6793,1347,5,4,48.0
6794,1347,6,4,47.0
6795,1347,7,4,46.0
6796,1347,8,4,45.0
6797,1347,9,4,44.0
6798,1347,10,4,43.0
6799,1347,11,4,42.0
6800,1347,12,4,41.0
6801,1347,13,4,40.0
6802,1347,14,4,39.0
6803,1347,15,4,37.0
6804,1347,16,4,36.0
6805,1347,17,4,35.0
6806,1347,18,4,34.0
6807,1347,19,4,32.0
6808,1347,20,4,31.0
6809,1347,21,4,29.0
6810,1347,22,4,28.0
6811,1347,23,4,27.0
6812,1347,24,4,26.0
6813,1347,25,4,25.0
6814,1347,26,4,24.0
6815,1347,27,4,23.0
6816,1347,28,4,22.0
6817,1347,29,4,21.0
6818,1347,30,4,20.0
6819,1347,31,4,19.0
8866,1347,1,5,19.0
8867,1347,2,5,18.0
8868,1347,3,5,17.0
8869,1347,4,5,17.0
8870,1347,5,5,16.0
8871,1347,6,5,16.0
8872,1347,7,5,15.0
8873,1347,8,5,15.0
8874,1347,9,5,15.0
8875,1347,10,5,14.0
8876,1347,11,5,14.0
8877,1347,12,5,13.0
8878,1347,13,5,14.0
8879,1347,14,5,12.0
8880,1347,15,5,11.0
8881,1347,16,5,13.0
8882,1347,17,5,12.0
8883,1347,18,5,10.0
8884,1347,19,5,11.0
8885,1347,20,5,10.0
8886,1347,21,5,9.8
8887,1347,22,5,9.5
8888,1347,23,5,9.4
8889,1347,24,5,9.2
8890,1347,25,5,10.0
8891,1347,26,5,8.9
8892,1347,27,5,8.7
8893,1347,28,5,9.8
8894,1347,29,5,10.0
8895,1347,30,5,9.8
8896,1347,31,5,9.6
10943,1347,1,6,9.4
10944,1347,2,6,9.4
10945,1347,3,6,9.4
10946,1347,4,6,9.4
10947,1347,5,6,10.0
10948,1347,6,6,10.0
10949,1347,7,6,12.0
10950,1347,8,6,9.6
10951,1347,9,6,9.4
10952,1347,10,6,9.4
10953,1347,11,6,9.2
10954,1347,12,6,9.1
10955,1347,13,6,9.1
10956,1347,14,6,9.1
10957,1347,15,6,8.7
10958,1347,16,6,8.7
10959,1347,17,6,8.4
10960,1347,18,6,8.4
10961,1347,19,6,8.4
10962,1347,20,6,14.0
10963,1347,21,6,13.0
10964,1347,22,6,11.0
10965,1347,23,6,11.0
10966,1347,24,6,10.0
10967,1347,25,6,11.0
10968,1347,26,6,9.8
10969,1347,27,6,9.2
10970,1347,28,6,9.3
10971,1347,29,6,9.2
10972,1347,30,6,9.1
10973,1347,31,6,8.9
13020,1347,1,7,6.1
13021,1347,2,7,6.3
13022,1347,3,7,6.1
13023,1347,4,7,6.1
13024,1347,5,7,6.1
13025,1347,6,7,6.1
13026,1347,7,7,6.1
13027,1347,8,7,6.0
13028,1347,9,7,5.8
13029,1347,10,7,5.8
13030,1347,11,7,5.8
13031,1347,12,7,6.1
13032,1347,13,7,6.0
13033,1347,14,7,6.1
13034,1347,15,7,6.3
13035,1347,16,7,6.5
13036,1347,17,7,6.5
13037,1347,18,7,6.6
13038,1347,19,7,6.8
13039,1347,20,7,6.9
13040,1347,21,7,6.9
13041,1347,22,7,7.1
13042,1347,23,7,7.4
13043,1347,24,7,7.7
13044,1347,25,7,7.9
13045,1347,26,7,8.1
13046,1347,27,7,8.1
13047,1347,28,7,7.9
13048,1347,29,7,14.0
13049,1347,30,7,8.2
13050,1347,31,7,
15097,1347,1,8,8.4
15098,1347,2,8,8.2
15099,1347,3,8,16.0
15100,1347,4,8,16.0
15101,1347,5,8,16.0
15102,1347,6,8,16.0
15103,1347,7,8,16.0
15104,1347,8,8,15.0
15105,1347,9,8,9.0
15106,1347,10,8,9.1
15107,1347,11,8,9.1
15108,1347,12,8,9.6
15109,1347,13,8,9.2
15110,1347,14,8,8.7
15111,1347,15,8,9.6
15112,1347,16,8,9.1
15113,1347,17,8,8.9
15114,1347,18,8,8.7
15115,1347,19,8,9.6
15116,1347,20,8,9.1
15117,1347,21,8,8.7
15118,1347,22,8,8.9
15119,1347,23,8,8.7
15120,1347,24,8,9.4
15121,1347,25,8,9.6
15122,1347,26,8,9.4
15123,1347,27,8,8.9
15124,1347,28,8,9.1
15125,1347,29,8,8.7
15126,1347,30,8,8.7
15127,1347,31,8,
17174,1347,1,9,8.5
17175,1347,2,9,8.5
17176,1347,3,9,8.4
17177,1347,4,9,8.7
17178,1347,5,9,10.0
17179,1347,6,9,9.6
17180,1347,7,9,10.0
17181,1347,8,9,10.0
17182,1347,9,9,11.0
17183,1347,10,9,11.0
17184,1347,11,9,11.0
17185,1347,12,9,10.0
17186,1347,13,9,10.0
17187,1347,14,9,10.0
17188,1347,15,9,9.8
17189,1347,16,9,9.8
17190,1347,17,9,10.0
17191,1347,18,9,10.0
17192,1347,19,9,10.0
17193,1347,20,9,10.0
17194,1347,21,9,9.2
17195,1347,22,9,9.1
17196,1347,23,9,9.2
17197,1347,24,9,8.9
17198,1347,25,9,8.5
17199,1347,26,9,8.4
17200,1347,27,9,8.2
17201,1347,28,9,8.4
17202,1347,29,9,9.2
17203,1347,30,9,10.0
17204,1347,31,9,
19251,1347,1,10,9.6
19252,1347,2,10,10.0
19253,1347,3,10,12.0
19254,1347,4,10,10.0
19255,1347,5,10,10.0
19256,1347,6,10,10.0
19257,1347,7,10,11.0
19258,1347,8,10,10.0
19259,1347,9,10,9.1
19260,1347,10,10,9.1
19261,1347,11,10,9.1
19262,1347,12,10,9.1
19263,1347,13,10,8.7
19264,1347,14,10,8.7
19265,1347,15,10,8.7
19266,1347,16,10,8.2
19267,1347,17,10,8.7
19268,1347,18,10,8.7
19269,1347,19,10,8.9
19270,1347,20,10,9.1
19271,1347,21,10,9.1
19272,1347,22,10,8.5
19273,1347,23,10,8.2
19274,1347,24,10,8.1
19275,1347,25,10,8.1
19276,1347,26,10,8.1
19277,1347,27,10,8.2
19278,1347,28,10,7.9
19279,1347,29,10,8.2
19280,1347,30,10,8.9
19281,1347,31,10,
21328,1347,1,11,8.9
21329,1347,2,11,8.4
21330,1347,3,11,9.6
21331,1347,4,11,9.2
21332,1347,5,11,9.4
21333,1347,6,11,9.4
21334,1347,7,11,8.9
21335,1347,8,11,8.1
21336,1347,9,11,8.2
21337,1347,10,11,8.4
21338,1347,11,11,8.4
21339,1347,12,11,8.2
21340,1347,13,11,8.1
21341,1347,14,11,8.4
21342,1347,15,11,8.2
21343,1347,16,11,8.2
21344,1347,17,11,8.4
21345,1347,18,11,8.9
21346,1347,19,11,9.4
21347,1347,20,11,8.2
21348,1347,21,11,8.4
21349,1347,22,11,7.9
21350,1347,23,11,7.7
21351,1347,24,11,8.1
21352,1347,25,11,7.4
21353,1347,26,11,7.6
21354,1347,27,11,8.1
21355,1347,28,11,8.1
21356,1347,29,11,8.6
21357,1347,30,11,8.2
21358,1347,31,11,
23405,1347,1,12,8.2
23406,1347,2,12,9.2
23407,1347,3,12,8.9
23408,1347,4,12,9.1
23409,1347,5,12,7.4
23410,1347,6,12,6.5
23411,1347,7,12,7.4
23412,1347,8,12,8.2
23413,1347,9,12,8.9
23414,1347,10,12,8.7
23415,1347,11,12,9.2
23416,1347,12,12,9.4
23417,1347,13,12,11.0
23418,1347,14,12,12.0
23419,1347,15,12,12.0
23420,1347,16,12,14.0
23421,1347,17,12,17.0
23422,1347,18,12,17.0
23423,1347,19,12,18.0
23424,1347,20,12,18.0
23425,1347,21,12,19.0
23426,1347,22,12,20.0
23427,1347,23,12,22.0
23428,1347,24,12,21.0
23429,1347,25,12,21.0
23430,1347,26,12,22.0
23431,1347,27,12,22.0
23432,1347,28,12,24.0
23433,1347,29,12,54.0
23434,1347,30,12,
23435,1347,31,12,
589,1348,1,1,13.0
590,1348,2,1,16.0
591,1348,3,1,15.0
592,1348,4,1,14.0
593,1348,5,1,14.0
594,1348,6,1,13.0
595,1348,7,1,13.0
596,1348,8,1,13.0
597,1348,9,1,14.0
598,1348,10,1,16.0
599,1348,11,1,20.0
600,1348,12,1,24.0
601,1348,13,1,27.0
602,1348,14,1,25.0
603,1348,15,1,26.0
604,1348,16,1,29.0
605,1348,17,1,36.0
606,1348,18,1,44.0
607,1348,19,1,41.0
608,1348,20,1,35.0
609,1348,21,1,30.0
610,1348,22,1,29.0
611,1348,23,1,31.0
612,1348,24,1,29.0
613,1348,25,1,31.0
614,1348,26,1,37.0
615,1348,27,1,35.0
616,1348,28,1,32.0
617,1348,29,1,40.0
618,1348,30,1,79.0
619,1348,31,1,56.0
2666,1348,1,2,48.0
2667,1348,2,2,47.0
2668,1348,3,2,39.0
2669,1348,4,2,32.0
2670,1348,5,2,29.0
2671,1348,6,2,28.0
2672,1348,7,2,30.0
2673,1348,8,2,31.0
2674,1348,9,2,47.0
2675,1348,10,2,54.0
2676,1348,11,2,55.0
2677,1348,12,2,61.0
2678,1348,13,2,65.0
2679,1348,14,2,63.0
2680,1348,15,2,58.0
2681,1348,16,2,49.0
2682,1348,17,2,42.0
2683,1348,18,2,39.0
2684,1348,19,2,37.0
2685,1348,20,2,36.0
2686,1348,21,2,35.0
2687,1348,22,2,35.0
2688,1348,23,2,37.0
2689,1348,24,2,41.0
2690,1348,25,2,45.0
2691,1348,26,2,43.0
2692,1348,27,2,35.0
2693,1348,28,2,35.0
2694,1348,29,2,33.0
2695,1348,30,2,27.0
2696,1348,31,2,27.0
4743,1348,1,3,27.0
4744,1348,2,3,28.0
4745,1348,3,3,28.0
4746,1348,4,3,26.0
4747,1348,5,3,23.0
4748,1348,6,3,21.0
4749,1348,7,3,19.0
4750,1348,8,3,19.0
4751,1348,9,3,19.0
4752,1348,10,3,18.0
4753,1348,11,3,17.0
4754,1348,12,3,17.0
4755,1348,13,3,16.0
4756,1348,14,3,16.0
4757,1348,15,3,16.0
4758,1348,16,3,15.0
4759,1348,17,3,14.0
4760,1348,18,3,14.0
4761,1348,19,3,13.0
4762,1348,20,3,13.0
4763,1348,21,3,13.0
4764,1348,22,3,13.0
4765,1348,23,3,13.0
4766,1348,24,3,12.0
4767,1348,25,3,12.0
4768,1348,26,3,11.0
4769,1348,27,3,11.0
4770,1348,28,3,10.0
4771,1348,29,3,10.0
4772,1348,30,3,9.8
4773,1348,31,3,9.5
6820,1348,1,4,9.6
6821,1348,2,4,9.4
6822,1348,3,4,9.6
6823,1348,4,4,8.8
6824,1348,5,4,7.9
