,sal,rooz,Month,barandooz_Debi
0,1328,1,1,5.5
1,1328,2,1,5.3
2,1328,3,1,5.4
3,1328,4,1,5.5
4,1328,5,1,5.8
5,1328,6,1,6.3
6,1328,7,1,7.5
7,1328,8,1,7.9
8,1328,9,1,7.2
9,1328,10,1,6.9
10,1328,11,1,6.9
11,1328,12,1,6.5
12,1328,13,1,6.7
13,1328,14,1,5.7
14,1328,15,1,6.3
15,1328,16,1,5.9
16,1328,17,1,6.2
17,1328,18,1,6.7
18,1328,19,1,10.0
19,1328,20,1,9.7
20,1328,21,1,8.6
21,1328,22,1,8.7
22,1328,23,1,10.0
23,1328,24,1,11.0
24,1328,25,1,9.8
25,1328,26,1,8.1
26,1328,27,1,7.6
27,1328,28,1,8.0
28,1328,29,1,7.6
29,1328,30,1,8.0
30,1328,31,1,8.4
2170,1328,1,2,8.6
2171,1328,2,2,9.6
2172,1328,3,2,10.0
2173,1328,4,2,10.0
2174,1328,5,2,10.0
2175,1328,6,2,10.0
2176,1328,7,2,10.0
2177,1328,8,2,9.5
2178,1328,9,2,9.3
2179,1328,10,2,8.8
2180,1328,11,2,9.1
2181,1328,12,2,9.7
2182,1328,13,2,9.2
2183,1328,14,2,9.1
2184,1328,15,2,10.0
2185,1328,16,2,9.5
2186,1328,17,2,10.0
2187,1328,18,2,10.0
2188,1328,19,2,10.0
2189,1328,20,2,9.7
2190,1328,21,2,10.0
2191,1328,22,2,12.0
2192,1328,23,2,25.0
2193,1328,24,2,19.0
2194,1328,25,2,23.0
2195,1328,26,2,18.0
2196,1328,27,2,17.0
2197,1328,28,2,15.0
2198,1328,29,2,17.0
2199,1328,30,2,17.0
2200,1328,31,2,18.0
4340,1328,1,3,15.0
4341,1328,2,3,15.0
4342,1328,3,3,15.0
4343,1328,4,3,14.0
4344,1328,5,3,13.0
4345,1328,6,3,13.0
4346,1328,7,3,12.0
4347,1328,8,3,12.0
4348,1328,9,3,12.0
4349,1328,10,3,12.0
4350,1328,11,3,11.0
4351,1328,12,3,11.0
4352,1328,13,3,11.0
4353,1328,14,3,9.2
4354,1328,15,3,10.0
4355,1328,16,3,10.0
4356,1328,17,3,10.0
4357,1328,18,3,10.0
4358,1328,19,3,9.3
4359,1328,20,3,8.7
4360,1328,21,3,8.2
4361,1328,22,3,7.6
4362,1328,23,3,7.2
4363,1328,24,3,6.5
4364,1328,25,3,7.1
4365,1328,26,3,7.3
4366,1328,27,3,7.3
4367,1328,28,3,7.0
4368,1328,29,3,6.7
4369,1328,30,3,6.7
4370,1328,31,3,6.8
6510,1328,1,4,6.4
6511,1328,2,4,6.7
6512,1328,3,4,6.8
6513,1328,4,4,6.3
6514,1328,5,4,6.3
6515,1328,6,4,8.8
6516,1328,7,4,6.3
6517,1328,8,4,6.7
6518,1328,9,4,6.4
6519,1328,10,4,6.3
6520,1328,11,4,6.2
6521,1328,12,4,6.4
6522,1328,13,4,6.4
6523,1328,14,4,6.5
6524,1328,15,4,6.5
6525,1328,16,4,6.2
6526,1328,17,4,6.1
6527,1328,18,4,5.9
6528,1328,19,4,5.7
6529,1328,20,4,5.9
6530,1328,21,4,5.7
6531,1328,22,4,5.7
6532,1328,23,4,5.7
6533,1328,24,4,5.4
6534,1328,25,4,5.1
6535,1328,26,4,4.8
6536,1328,27,4,4.7
6537,1328,28,4,4.4
6538,1328,29,4,4.2
6539,1328,30,4,4.0
6540,1328,31,4,4.0
8680,1328,1,5,3.7
8681,1328,2,5,3.4
8682,1328,3,5,3.1
8683,1328,4,5,3.1
8684,1328,5,5,3.0
8685,1328,6,5,2.8
8686,1328,7,5,2.8
8687,1328,8,5,2.5
8688,1328,9,5,2.5
8689,1328,10,5,2.3
8690,1328,11,5,2.2
8691,1328,12,5,2.1
8692,1328,13,5,2.0
8693,1328,14,5,1.9
8694,1328,15,5,1.9
8695,1328,16,5,1.9
8696,1328,17,5,1.7
8697,1328,18,5,1.6
8698,1328,19,5,1.3
8699,1328,20,5,1.2
8700,1328,21,5,1.1
8701,1328,22,5,0.85
8702,1328,23,5,0.65
8703,1328,24,5,0.45
8704,1328,25,5,0.55
8705,1328,26,5,0.55
8706,1328,27,5,0.6
8707,1328,28,5,0.55
8708,1328,29,5,0.75
8709,1328,30,5,2.5
8710,1328,31,5,2.8
10850,1328,1,6,3.7
10851,1328,2,6,4.0
10852,1328,3,6,4.8
10853,1328,4,6,6.5
10854,1328,5,6,10.0
10855,1328,6,6,10.0
10856,1328,7,6,8.9
10857,1328,8,6,5.2
10858,1328,9,6,3.6
10859,1328,10,6,3.7
10860,1328,11,6,3.6
10861,1328,12,6,3.5
10862,1328,13,6,3.5
10863,1328,14,6,3.7
10864,1328,15,6,3.9
10865,1328,16,6,3.9
10866,1328,17,6,4.0
10867,1328,18,6,4.1
10868,1328,19,6,4.1
10869,1328,20,6,4.1
10870,1328,21,6,4.0
10871,1328,22,6,3.9
10872,1328,23,6,3.9
10873,1328,24,6,4.3
10874,1328,25,6,4.5
10875,1328,26,6,4.5
10876,1328,27,6,4.5
10877,1328,28,6,4.7
10878,1328,29,6,4.9
10879,1328,30,6,4.4
10880,1328,31,6,4.5
13020,1328,1,7,0.23
13021,1328,2,7,0.22
13022,1328,3,7,0.22
13023,1328,4,7,0.19
13024,1328,5,7,0.18
13025,1328,6,7,0.19
13026,1328,7,7,0.21
13027,1328,8,7,0.19
13028,1328,9,7,0.23
13029,1328,10,7,0.4
13030,1328,11,7,0.8
13031,1328,12,7,0.85
13032,1328,13,7,0.8
13033,1328,14,7,0.6
13034,1328,15,7,0.5
13035,1328,16,7,0.55
13036,1328,17,7,0.65
13037,1328,18,7,0.6
13038,1328,19,7,0.5
13039,1328,20,7,0.8
13040,1328,21,7,0.85
13041,1328,22,7,0.85
13042,1328,23,7,0.95
13043,1328,24,7,1.1
13044,1328,25,7,1.3
13045,1328,26,7,1.4
13046,1328,27,7,1.2
13047,1328,28,7,1.2
13048,1328,29,7,1.3
13049,1328,30,7,1.6
13050,1328,31,7,
15190,1328,1,8,1.6
15191,1328,2,8,1.8
15192,1328,3,8,2.0
15193,1328,4,8,1.9
15194,1328,5,8,1.8
15195,1328,6,8,1.9
15196,1328,7,8,1.9
15197,1328,8,8,2.1
15198,1328,9,8,1.9
15199,1328,10,8,2.1
15200,1328,11,8,2.1
15201,1328,12,8,2.1
15202,1328,13,8,2.3
15203,1328,14,8,2.3
15204,1328,15,8,2.3
15205,1328,16,8,2.3
15206,1328,17,8,2.3
15207,1328,18,8,2.2
15208,1328,19,8,2.3
15209,1328,20,8,2.3
15210,1328,21,8,2.3
15211,1328,22,8,2.4
15212,1328,23,8,2.5
15213,1328,24,8,2.6
15214,1328,25,8,2.6
15215,1328,26,8,2.5
15216,1328,27,8,2.4
15217,1328,28,8,2.5
15218,1328,29,8,2.5
15219,1328,30,8,2.6
15220,1328,31,8,
17360,1328,1,9,2.3
17361,1328,2,9,2.4
17362,1328,3,9,2.5
17363,1328,4,9,2.6
17364,1328,5,9,2.6
17365,1328,6,9,2.6
17366,1328,7,9,2.5
17367,1328,8,9,2.3
17368,1328,9,9,2.3
17369,1328,10,9,2.5
17370,1328,11,9,2.5
17371,1328,12,9,2.6
17372,1328,13,9,2.8
17373,1328,14,9,2.8
17374,1328,15,9,2.9
17375,1328,16,9,2.8
17376,1328,17,9,2.6
17377,1328,18,9,2.6
17378,1328,19,9,2.6
17379,1328,20,9,2.8
17380,1328,21,9,2.6
17381,1328,22,9,2.5
17382,1328,23,9,2.5
17383,1328,24,9,2.5
17384,1328,25,9,2.5
17385,1328,26,9,2.3
17386,1328,27,9,2.3
17387,1328,28,9,2.3
17388,1328,29,9,2.5
17389,1328,30,9,2.6
17390,1328,31,9,
19530,1328,1,10,2.8
19531,1328,2,10,2.9
19532,1328,3,10,3.0
19533,1328,4,10,2.9
19534,1328,5,10,2.8
19535,1328,6,10,2.9
19536,1328,7,10,2.8
19537,1328,8,10,2.9
19538,1328,9,10,2.8
19539,1328,10,10,2.7
19540,1328,11,10,2.4
19541,1328,12,10,2.4
19542,1328,13,10,2.5
19543,1328,14,10,2.7
19544,1328,15,10,2.8
19545,1328,16,10,6.2
19546,1328,17,10,3.5
19547,1328,18,10,3.2
19548,1328,19,10,2.9
19549,1328,20,10,3.1
19550,1328,21,10,2.9
19551,1328,22,10,3.2
19552,1328,23,10,4.7
19553,1328,24,10,4.7
19554,1328,25,10,5.3
19555,1328,26,10,8.4
19556,1328,27,10,13.0
19557,1328,28,10,10.0
19558,1328,29,10,11.0
19559,1328,30,10,12.0
19560,1328,31,10,
21700,1328,1,11,4.4
21701,1328,2,11,7.9
21702,1328,3,11,6.1
21703,1328,4,11,3.2
21704,1328,5,11,3.4
21705,1328,6,11,3.4
21706,1328,7,11,3.4
21707,1328,8,11,3.5
21708,1328,9,11,3.7
21709,1328,10,11,3.5
21710,1328,11,11,3.4
21711,1328,12,11,2.9
21712,1328,13,11,2.9
21713,1328,14,11,3.2
21714,1328,15,11,3.6
21715,1328,16,11,3.7
21716,1328,17,11,3.7
21717,1328,18,11,3.3
21718,1328,19,11,3.1
21719,1328,20,11,4.3
21720,1328,21,11,4.9
21721,1328,22,11,3.4
21722,1328,23,11,4.2
21723,1328,24,11,3.9
21724,1328,25,11,3.3
21725,1328,26,11,2.9
21726,1328,27,11,2.8
21727,1328,28,11,3.1
21728,1328,29,11,3.2
21729,1328,30,11,3.6
21730,1328,31,11,
23870,1328,1,12,3.7
23871,1328,2,12,3.9
23872,1328,3,12,3.4
23873,1328,4,12,3.1
23874,1328,5,12,3.1
23875,1328,6,12,3.3
23876,1328,7,12,3.7
23877,1328,8,12,3.7
23878,1328,9,12,3.7
23879,1328,10,12,3.7
23880,1328,11,12,3.3
23881,1328,12,12,3.1
23882,1328,13,12,3.2
23883,1328,14,12,3.3
23884,1328,15,12,4.0
23885,1328,16,12,5.8
23886,1328,17,12,6.3
23887,1328,18,12,5.7
23888,1328,19,12,4.8
23889,1328,20,12,4.8
23890,1328,21,12,6.2
23891,1328,22,12,6.2
23892,1328,23,12,5.8
23893,1328,24,12,5.5
23894,1328,25,12,5.3
23895,1328,26,12,5.1
23896,1328,27,12,5.4
23897,1328,28,12,6.1
23898,1328,29,12,5.9
23899,1328,30,12,
23900,1328,31,12,
31,1329,1,1,3.9
32,1329,2,1,4.0
33,1329,3,1,4.2
34,1329,4,1,4.6
35,1329,5,1,4.8
36,1329,6,1,5.3
37,1329,7,1,5.0
38,1329,8,1,4.3
39,1329,9,1,6.6
40,1329,10,1,7.6
41,1329,11,1,5.5
42,1329,12,1,5.0
43,1329,13,1,4.6
44,1329,14,1,5.0
45,1329,15,1,5.0
46,1329,16,1,5.3
47,1329,17,1,5.7
48,1329,18,1,6.8
49,1329,19,1,7.2
50,1329,20,1,6.1
51,1329,21,1,6.1
52,1329,22,1,6.1
53,1329,23,1,5.3
54,1329,24,1,5.3
55,1329,25,1,4.8
56,1329,26,1,4.6
57,1329,27,1,5.1
58,1329,28,1,4.8
59,1329,29,1,6.0
60,1329,30,1,15.0
61,1329,31,1,12.0
2201,1329,1,2,10.0
2202,1329,2,2,9.0
2203,1329,3,2,9.0
2204,1329,4,2,1.0
2205,1329,5,2,15.0
2206,1329,6,2,12.0
2207,1329,7,2,11.0
2208,1329,8,2,10.0
2209,1329,9,2,9.0
2210,1329,10,2,9.0
2211,1329,11,2,8.0
2212,1329,12,2,8.0
2213,1329,13,2,8.4
2214,1329,14,2,8.4
2215,1329,15,2,8.4
2216,1329,16,2,8.0
2217,1329,17,2,8.4
2218,1329,18,2,8.4
2219,1329,19,2,9.7
2220,1329,20,2,7.4
2221,1329,21,2,7.0
2222,1329,22,2,6.6
2223,1329,23,2,9.4
2224,1329,24,2,14.0
2225,1329,25,2,15.0
2226,1329,26,2,8.4
2227,1329,27,2,7.4
2228,1329,28,2,9.0
2229,1329,29,2,19.0
2230,1329,30,2,10.0
2231,1329,31,2,9.0
4371,1329,1,3,9.0
4372,1329,2,3,8.0
4373,1329,3,3,8.0
4374,1329,4,3,7.3
4375,1329,5,3,6.4
4376,1329,6,3,5.7
4377,1329,7,3,4.0
4378,1329,8,3,4.2
4379,1329,9,3,4.4
4380,1329,10,3,5.7
4381,1329,11,3,6.0
4382,1329,12,3,5.7
4383,1329,13,3,6.2
4384,1329,14,3,5.7
4385,1329,15,3,5.2
4386,1329,16,3,5.2
4387,1329,17,3,5.0
4388,1329,18,3,4.4
4389,1329,19,3,4.3
4390,1329,20,3,3.5
4391,1329,21,3,3.1
4392,1329,22,3,4.6
4393,1329,23,3,3.1
4394,1329,24,3,3.0
4395,1329,25,3,3.0
4396,1329,26,3,2.7
4397,1329,27,3,2.6
4398,1329,28,3,2.6
4399,1329,29,3,2.5
4400,1329,30,3,2.0
4401,1329,31,3,1.0
6541,1329,1,4,0.7
6542,1329,2,4,0.7
6543,1329,3,4,0.7
6544,1329,4,4,0.65
6545,1329,5,4,0.65
6546,1329,6,4,0.67
6547,1329,7,4,0.5
6548,1329,8,4,0.45
6549,1329,9,4,0.42
6550,1329,10,4,0.32
6551,1329,11,4,0.32
6552,1329,12,4,0.3
6553,1329,13,4,0.27
6554,1329,14,4,0.28
6555,1329,15,4,0.3
6556,1329,16,4,0.27
6557,1329,17,4,0.26
6558,1329,18,4,0.22
6559,1329,19,4,0.2
6560,1329,20,4,0.23
6561,1329,21,4,0.3
6562,1329,22,4,0.42
6563,1329,23,4,0.47
6564,1329,24,4,
6565,1329,25,4,
6566,1329,26,4,
6567,1329,27,4,
6568,1329,28,4,
6569,1329,29,4,
6570,1329,30,4,
6571,1329,31,4,
8711,1329,1,5,
8712,1329,2,5,
8713,1329,3,5,
8714,1329,4,5,
8715,1329,5,5,
8716,1329,6,5,
8717,1329,7,5,
8718,1329,8,5,
8719,1329,9,5,
8720,1329,10,5,
8721,1329,11,5,
8722,1329,12,5,
8723,1329,13,5,
8724,1329,14,5,
8725,1329,15,5,
8726,1329,16,5,
8727,1329,17,5,
8728,1329,18,5,
8729,1329,19,5,
8730,1329,20,5,
8731,1329,21,5,
8732,1329,22,5,
8733,1329,23,5,
8734,1329,24,5,
8735,1329,25,5,
8736,1329,26,5,
8737,1329,27,5,
8738,1329,28,5,
8739,1329,29,5,
8740,1329,30,5,
8741,1329,31,5,
10881,1329,1,6,
10882,1329,2,6,
10883,1329,3,6,
10884,1329,4,6,
10885,1329,5,6,
10886,1329,6,6,
10887,1329,7,6,
10888,1329,8,6,
10889,1329,9,6,
10890,1329,10,6,
10891,1329,11,6,
10892,1329,12,6,
10893,1329,13,6,
10894,1329,14,6,
10895,1329,15,6,
10896,1329,16,6,
10897,1329,17,6,
10898,1329,18,6,
10899,1329,19,6,
10900,1329,20,6,
10901,1329,21,6,
10902,1329,22,6,
10903,1329,23,6,
10904,1329,24,6,
10905,1329,25,6,
10906,1329,26,6,
10907,1329,27,6,
10908,1329,28,6,
10909,1329,29,6,
10910,1329,30,6,
10911,1329,31,6,
13051,1329,1,7,0.55
13052,1329,2,7,0.6
13053,1329,3,7,0.65
13054,1329,4,7,0.67
13055,1329,5,7,0.75
13056,1329,6,7,0.75
13057,1329,7,7,0.7
13058,1329,8,7,0.8
13059,1329,9,7,0.85
13060,1329,10,7,0.9
13061,1329,11,7,0.95
13062,1329,12,7,0.9
13063,1329,13,7,0.85
13064,1329,14,7,0.85
13065,1329,15,7,1.0
13066,1329,16,7,1.1
13067,1329,17,7,1.2
13068,1329,18,7,1.3
13069,1329,19,7,1.3
13070,1329,20,7,1.1
13071,1329,21,7,0.95
13072,1329,22,7,0.9
13073,1329,23,7,1.0
13074,1329,24,7,1.0
13075,1329,25,7,0.85
13076,1329,26,7,0.85
13077,1329,27,7,0.95
13078,1329,28,7,1.0
13079,1329,29,7,1.1
13080,1329,30,7,1.3
13081,1329,31,7,
15221,1329,1,8,2.4
15222,1329,2,8,2.2
15223,1329,3,8,1.8
15224,1329,4,8,1.7
15225,1329,5,8,1.6
15226,1329,6,8,1.7
15227,1329,7,8,1.7
15228,1329,8,8,1.7
15229,1329,9,8,1.7
15230,1329,10,8,1.8
15231,1329,11,8,1.8
15232,1329,12,8,2.0
15233,1329,13,8,2.0
15234,1329,14,8,2.0
15235,1329,15,8,2.0
15236,1329,16,8,2.0
15237,1329,17,8,2.0
15238,1329,18,8,2.0
15239,1329,19,8,2.0
15240,1329,20,8,2.0
15241,1329,21,8,2.0
15242,1329,22,8,2.0
15243,1329,23,8,2.1
15244,1329,24,8,2.1
15245,1329,25,8,2.1
15246,1329,26,8,2.1
15247,1329,27,8,2.0
15248,1329,28,8,2.1
15249,1329,29,8,2.1
15250,1329,30,8,2.1
15251,1329,31,8,
17391,1329,1,9,2.1
17392,1329,2,9,2.1
17393,1329,3,9,2.5
17394,1329,4,9,2.5
17395,1329,5,9,2.7
17396,1329,6,9,2.7
17397,1329,7,9,2.7
17398,1329,8,9,2.6
17399,1329,9,9,2.4
17400,1329,10,9,2.6
17401,1329,11,9,2.6
17402,1329,12,9,2.5
17403,1329,13,9,2.6
17404,1329,14,9,2.6
17405,1329,15,9,2.5
17406,1329,16,9,2.5
17407,1329,17,9,2.4
17408,1329,18,9,2.5
17409,1329,19,9,2.5
17410,1329,20,9,2.6
17411,1329,21,9,2.7
17412,1329,22,9,2.7
17413,1329,23,9,2.7
17414,1329,24,9,2.6
17415,1329,25,9,2.6
17416,1329,26,9,2.7
17417,1329,27,9,2.8
17418,1329,28,9,3.0
17419,1329,29,9,2.7
17420,1329,30,9,2.8
17421,1329,31,9,
19561,1329,1,10,2.7
19562,1329,2,10,2.8
19563,1329,3,10,3.0
19564,1329,4,10,3.0
19565,1329,5,10,3.0
19566,1329,6,10,3.0
19567,1329,7,10,2.8
19568,1329,8,10,2.8
19569,1329,9,10,2.9
19570,1329,10,10,3.2
19571,1329,11,10,3.0
19572,1329,12,10,3.0
19573,1329,13,10,3.0
19574,1329,14,10,3.1
19575,1329,15,10,3.1
19576,1329,16,10,3.0
19577,1329,17,10,3.0
19578,1329,18,10,3.0
19579,1329,19,10,2.8
19580,1329,20,10,2.8
19581,1329,21,10,2.7
19582,1329,22,10,2.7
19583,1329,23,10,2.8
19584,1329,24,10,2.7
19585,1329,25,10,2.6
19586,1329,26,10,2.8
19587,1329,27,10,3.0
19588,1329,28,10,3.0
19589,1329,29,10,2.2
19590,1329,30,10,2.6
19591,1329,31,10,
21731,1329,1,11,2.8
21732,1329,2,11,3.0
21733,1329,3,11,3.1
21734,1329,4,11,3.0
21735,1329,5,11,2.7
21736,1329,6,11,2.6
21737,1329,7,11,2.6
21738,1329,8,11,2.8
21739,1329,9,11,2.7
21740,1329,10,11,2.6
21741,1329,11,11,2.6
21742,1329,12,11,2.7
21743,1329,13,11,2.8
21744,1329,14,11,2.8
21745,1329,15,11,2.7
21746,1329,16,11,3.0
21747,1329,17,11,3.1
21748,1329,18,11,3.0
21749,1329,19,11,2.0
21750,1329,20,11,3.3
21751,1329,21,11,4.2
21752,1329,22,11,3.6
21753,1329,23,11,3.0
21754,1329,24,11,2.5
21755,1329,25,11,2.6
21756,1329,26,11,2.8
21757,1329,27,11,3.0
21758,1329,28,11,3.0
21759,1329,29,11,3.3
21760,1329,30,11,3.4
21761,1329,31,11,
23901,1329,1,12,3.2
23902,1329,2,12,3.2
23903,1329,3,12,3.1
23904,1329,4,12,3.0
23905,1329,5,12,3.1
23906,1329,6,12,3.1
23907,1329,7,12,3.2
23908,1329,8,12,3.2
23909,1329,9,12,4.0
23910,1329,10,12,4.0
23911,1329,11,12,3.7
23912,1329,12,12,3.6
23913,1329,13,12,3.5
23914,1329,14,12,3.6
23915,1329,15,12,3.5
23916,1329,16,12,3.5
23917,1329,17,12,4.0
23918,1329,18,12,4.0
23919,1329,19,12,4.7
23920,1329,20,12,5.7
23921,1329,21,12,8.7
23922,1329,22,12,8.2
23923,1329,23,12,4.8
23924,1329,24,12,4.6
23925,1329,25,12,4.0
23926,1329,26,12,3.7
23927,1329,27,12,3.6
23928,1329,28,12,3.3
23929,1329,29,12,3.5
23930,1329,30,12,
23931,1329,31,12,
62,1330,1,1,5.4
63,1330,2,1,9.3
64,1330,3,1,10.0
65,1330,4,1,10.0
66,1330,5,1,10.0
67,1330,6,1,11.0
68,1330,7,1,11.0
69,1330,8,1,13.0
70,1330,9,1,14.0
71,1330,10,1,17.0
72,1330,11,1,21.0
73,1330,12,1,23.0
74,1330,13,1,40.0
75,1330,14,1,31.0
76,1330,15,1,25.0
77,1330,16,1,24.0
78,1330,17,1,23.0
79,1330,18,1,32.0
80,1330,19,1,42.0
81,1330,20,1,43.0
82,1330,21,1,44.0
83,1330,22,1,43.0
84,1330,23,1,23.0
85,1330,24,1,19.0
86,1330,25,1,15.0
87,1330,26,1,18.0
88,1330,27,1,18.0
89,1330,28,1,18.0
90,1330,29,1,15.0
91,1330,30,1,14.0
92,1330,31,1,14.0
2232,1330,1,2,16.0
2233,1330,2,2,18.0
2234,1330,3,2,21.0
2235,1330,4,2,31.0
2236,1330,5,2,25.0
2237,1330,6,2,22.0
2238,1330,7,2,19.0
2239,1330,8,2,17.0
2240,1330,9,2,24.0
2241,1330,10,2,46.0
2242,1330,11,2,51.0
2243,1330,12,2,42.0
2244,1330,13,2,39.0
2245,1330,14,2,38.0
2246,1330,15,2,39.0
2247,1330,16,2,39.0
2248,1330,17,2,40.0
2249,1330,18,2,42.0
2250,1330,19,2,41.0
2251,1330,20,2,47.0
2252,1330,21,2,51.0
2253,1330,22,2,28.0
2254,1330,23,2,26.0
2255,1330,24,2,24.0
2256,1330,25,2,24.0
2257,1330,26,2,34.0
2258,1330,27,2,43.0
2259,1330,28,2,40.0
2260,1330,29,2,36.0
2261,1330,30,2,43.0
2262,1330,31,2,46.0
4402,1330,1,3,39.0
4403,1330,2,3,36.0
4404,1330,3,3,34.0
4405,1330,4,3,34.0
4406,1330,5,3,33.0
4407,1330,6,3,32.0
4408,1330,7,3,32.0
4409,1330,8,3,23.0
4410,1330,9,3,21.0
4411,1330,10,3,19.0
4412,1330,11,3,18.0
4413,1330,12,3,17.0
4414,1330,13,3,15.0
4415,1330,14,3,14.0
4416,1330,15,3,14.0
4417,1330,16,3,17.0
4418,1330,17,3,19.0
4419,1330,18,3,17.0
4420,1330,19,3,15.0
4421,1330,20,3,15.0
4422,1330,21,3,14.0
4423,1330,22,3,14.0
4424,1330,23,3,12.0
4425,1330,24,3,11.0
4426,1330,25,3,11.0
4427,1330,26,3,10.0
4428,1330,27,3,10.0
4429,1330,28,3,9.7
4430,1330,29,3,8.9
4431,1330,30,3,9.7
4432,1330,31,3,12.0
6572,1330,1,4,11.0
6573,1330,2,4,10.0
6574,1330,3,4,10.0
6575,1330,4,4,10.0
6576,1330,5,4,10.0
6577,1330,6,4,10.0
6578,1330,7,4,11.0
6579,1330,8,4,10.0
6580,1330,9,4,10.0
6581,1330,10,4,9.7
6582,1330,11,4,12.0
6583,1330,12,4,10.0
6584,1330,13,4,10.0
6585,1330,14,4,9.8
6586,1330,15,4,9.3
6587,1330,16,4,10.0
6588,1330,17,4,10.0
6589,1330,18,4,10.0
6590,1330,19,4,10.0
6591,1330,20,4,8.1
6592,1330,21,4,8.0
6593,1330,22,4,7.6
6594,1330,23,4,6.4
6595,1330,24,4,6.8
6596,1330,25,4,6.6
6597,1330,26,4,6.4
6598,1330,27,4,6.2
6599,1330,28,4,5.8
6600,1330,29,4,5.2
6601,1330,30,4,5.8
6602,1330,31,4,5.6
8742,1330,1,5,5.6
8743,1330,2,5,5.0
8744,1330,3,5,4.7
8745,1330,4,5,4.8
8746,1330,5,5,4.5
8747,1330,6,5,4.3
8748,1330,7,5,3.7
8749,1330,8,5,3.6
8750,1330,9,5,3.5
8751,1330,10,5,3.4
8752,1330,11,5,3.3
8753,1330,12,5,3.1
8754,1330,13,5,3.0
8755,1330,14,5,2.7
8756,1330,15,5,2.7
8757,1330,16,5,2.6
8758,1330,17,5,2.6
8759,1330,18,5,2.6
8760,1330,19,5,2.3
8761,1330,20,5,2.2
8762,1330,21,5,2.2
8763,1330,22,5,2.2
8764,1330,23,5,2.3
8765,1330,24,5,2.4
8766,1330,25,5,2.6
8767,1330,26,5,2.6
8768,1330,27,5,2.7
8769,1330,28,5,2.6
8770,1330,29,5,2.4
8771,1330,30,5,2.3
8772,1330,31,5,2.2
10912,1330,1,6,2.2
10913,1330,2,6,2.2
10914,1330,3,6,2.2
10915,1330,4,6,2.0
10916,1330,5,6,1.9
10917,1330,6,6,1.8
10918,1330,7,6,1.8
10919,1330,8,6,1.8
10920,1330,9,6,1.7
10921,1330,10,6,1.7
10922,1330,11,6,1.8
10923,1330,12,6,1.7
10924,1330,13,6,1.8
10925,1330,14,6,1.6
10926,1330,15,6,1.6
10927,1330,16,6,1.7
10928,1330,17,6,1.7
10929,1330,18,6,1.8
10930,1330,19,6,1.8
10931,1330,20,6,1.7
10932,1330,21,6,1.7
10933,1330,22,6,1.6
10934,1330,23,6,1.6
10935,1330,24,6,1.8
10936,1330,25,6,1.8
10937,1330,26,6,1.7
10938,1330,27,6,1.7
10939,1330,28,6,1.7
10940,1330,29,6,1.7
10941,1330,30,6,1.8
10942,1330,31,6,1.6
13082,1330,1,7,
13083,1330,2,7,
13084,1330,3,7,
13085,1330,4,7,
13086,1330,5,7,
13087,1330,6,7,
13088,1330,7,7,
13089,1330,8,7,
13090,1330,9,7,
13091,1330,10,7,
13092,1330,11,7,
13093,1330,12,7,
13094,1330,13,7,
13095,1330,14,7,
13096,1330,15,7,
13097,1330,16,7,
13098,1330,17,7,1.3
13099,1330,18,7,1.8
13100,1330,19,7,2.0
13101,1330,20,7,1.8
13102,1330,21,7,2.1
13103,1330,22,7,2.2
13104,1330,23,7,2.4
13105,1330,24,7,2.0
13106,1330,25,7,1.8
13107,1330,26,7,1.6
13108,1330,27,7,1.5
13109,1330,28,7,1.4
13110,1330,29,7,1.4
13111,1330,30,7,1.3
13112,1330,31,7,
15252,1330,1,8,1.3
15253,1330,2,8,1.2
15254,1330,3,8,1.4
15255,1330,4,8,1.4
15256,1330,5,8,1.4
15257,1330,6,8,1.4
15258,1330,7,8,3.7
15259,1330,8,8,3.6
15260,1330,9,8,3.1
15261,1330,10,8,2.0
15262,1330,11,8,2.0
15263,1330,12,8,1.7
15264,1330,13,8,1.7
15265,1330,14,8,1.8
15266,1330,15,8,1.9
15267,1330,16,8,2.2
15268,1330,17,8,2.0
15269,1330,18,8,1.8
15270,1330,19,8,1.7
15271,1330,20,8,1.7
15272,1330,21,8,1.8
15273,1330,22,8,2.0
15274,1330,23,8,2.1
15275,1330,24,8,2.2
15276,1330,25,8,2.2
15277,1330,26,8,2.2
15278,1330,27,8,2.2
15279,1330,28,8,2.2
15280,1330,29,8,2.2
15281,1330,30,8,2.3
15282,1330,31,8,
17422,1330,1,9,2.2
17423,1330,2,9,2.2
17424,1330,3,9,2.3
17425,1330,4,9,2.6
17426,1330,5,9,3.6
17427,1330,6,9,3.5
17428,1330,7,9,3.4
17429,1330,8,9,3.0
17430,1330,9,9,3.3
17431,1330,10,9,3.3
17432,1330,11,9,3.5
17433,1330,12,9,3.5
17434,1330,13,9,3.4
17435,1330,14,9,3.4
17436,1330,15,9,3.4
17437,1330,16,9,3.3
17438,1330,17,9,3.3
17439,1330,18,9,2.8
17440,1330,19,9,2.7
17441,1330,20,9,2.8
17442,1330,21,9,2.8
17443,1330,22,9,2.8
17444,1330,23,9,2.6
17445,1330,24,9,2.8
17446,1330,25,9,2.7
17447,1330,26,9,2.6
17448,1330,27,9,2.6
17449,1330,28,9,2.8
17450,1330,29,9,2.4
17451,1330,30,9,2.3
17452,1330,31,9,
19592,1330,1,10,2.3
19593,1330,2,10,2.4
19594,1330,3,10,2.3
19595,1330,4,10,2.4
