,index,sal,rooz,Month,simineh_Debi
0,0,1343,1,1,29.0
1,1,1343,2,1,35.0
2,2,1343,3,1,36.0
3,3,1343,4,1,38.0
4,4,1343,5,1,43.0
5,5,1343,6,1,37.0
6,6,1343,7,1,35.0
7,7,1343,8,1,34.0
8,8,1343,9,1,43.0
9,9,1343,10,1,42.0
10,10,1343,11,1,43.0
11,11,1343,12,1,40.0
12,12,1343,13,1,37.0
13,13,1343,14,1,37.0
14,14,1343,15,1,39.0
15,15,1343,16,1,34.0
16,16,1343,17,1,30.0
17,17,1343,18,1,30.0
18,18,1343,19,1,27.0
19,19,1343,20,1,26.0
20,20,1343,21,1,26.0
21,21,1343,22,1,27.0
22,22,1343,23,1,26.0
23,23,1343,24,1,30.0
24,24,1343,25,1,38.0
25,25,1343,26,1,44.0
26,26,1343,27,1,44.0
27,27,1343,28,1,45.0
28,28,1343,29,1,46.0
29,29,1343,30,1,47.0
30,30,1343,31,1,89.0
31,1705,1343,1,2,89.0
32,1706,1343,2,2,106.0
33,1707,1343,3,2,91.0
34,1708,1343,4,2,69.0
35,1709,1343,5,2,63.0
36,1710,1343,6,2,56.0
37,1711,1343,7,2,54.0
38,1712,1343,8,2,52.0
39,1713,1343,9,2,51.0
40,1714,1343,10,2,43.0
41,1715,1343,11,2,73.0
42,1716,1343,12,2,83.0
43,1717,1343,13,2,68.0
44,1718,1343,14,2,60.0
45,1719,1343,15,2,63.0
46,1720,1343,16,2,55.0
47,1721,1343,17,2,49.0
48,1722,1343,18,2,45.0
49,1723,1343,19,2,41.0
50,1724,1343,20,2,37.0
51,1725,1343,21,2,34.0
52,1726,1343,22,2,30.0
53,1727,1343,23,2,30.0
54,1728,1343,24,2,27.0
55,1729,1343,25,2,28.0
56,1730,1343,26,2,23.0
57,1731,1343,27,2,22.0
58,1732,1343,28,2,20.0
59,1733,1343,29,2,20.0
60,1734,1343,30,2,15.0
61,1735,1343,31,2,15.0
62,3410,1343,1,3,13.0
63,3411,1343,2,3,11.0
64,3412,1343,3,3,11.0
65,3413,1343,4,3,14.0
66,3414,1343,5,3,15.0
67,3415,1343,6,3,15.0
68,3416,1343,7,3,11.0
69,3417,1343,8,3,11.0
70,3418,1343,9,3,11.0
71,3419,1343,10,3,11.0
72,3420,1343,11,3,11.0
73,3421,1343,12,3,11.0
74,3422,1343,13,3,11.0
75,3423,1343,14,3,11.0
76,3424,1343,15,3,11.0
77,3425,1343,16,3,11.0
78,3426,1343,17,3,11.0
79,3427,1343,18,3,11.0
80,3428,1343,19,3,11.0
81,3429,1343,20,3,11.0
82,3430,1343,21,3,8.3
83,3431,1343,22,3,6.7
84,3432,1343,23,3,2.7
85,3433,1343,24,3,1.4
86,3434,1343,25,3,1.1
87,3435,1343,26,3,0.97
88,3436,1343,27,3,0.97
89,3437,1343,28,3,0.85
90,3438,1343,29,3,0.97
91,3439,1343,30,3,1.0
92,3440,1343,31,3,1.1
93,5115,1343,1,4,1.1
94,5116,1343,2,4,1.1
95,5117,1343,3,4,1.1
96,5118,1343,4,4,1.1
97,5119,1343,5,4,1.1
98,5120,1343,6,4,1.1
99,5121,1343,7,4,1.1
100,5122,1343,8,4,1.1
101,5123,1343,9,4,0.97
102,5124,1343,10,4,0.97
103,5125,1343,11,4,0.97
104,5126,1343,12,4,1.1
105,5127,1343,13,4,1.1
106,5128,1343,14,4,1.1
107,5129,1343,15,4,1.1
108,5130,1343,16,4,0.47
109,5131,1343,17,4,0.47
110,5132,1343,18,4,0.47
111,5133,1343,19,4,0.47
112,5134,1343,20,4,0.47
113,5135,1343,21,4,0.47
114,5136,1343,22,4,0.47
115,5137,1343,23,4,0.47
116,5138,1343,24,4,0.47
117,5139,1343,25,4,0.47
118,5140,1343,26,4,0.35
119,5141,1343,27,4,0.35
120,5142,1343,28,4,0.35
121,5143,1343,29,4,0.35
122,5144,1343,30,4,0.35
123,5145,1343,31,4,0.35
124,6820,1343,1,5,0.35
125,6821,1343,2,5,0.35
126,6822,1343,3,5,0.35
127,6823,1343,4,5,0.35
128,6824,1343,5,5,0.35
129,6825,1343,6,5,0.35
130,6826,1343,7,5,0.35
131,6827,1343,8,5,0.35
132,6828,1343,9,5,0.35
133,6829,1343,10,5,0.35
134,6830,1343,11,5,0.35
135,6831,1343,12,5,0.35
136,6832,1343,13,5,0.35
137,6833,1343,14,5,0.35
138,6834,1343,15,5,0.47
139,6835,1343,16,5,0.6
140,6836,1343,17,5,0.6
141,6837,1343,18,5,0.6
142,6838,1343,19,5,0.6
143,6839,1343,20,5,0.47
144,6840,1343,21,5,0.47
145,6841,1343,22,5,0.47
146,6842,1343,23,5,0.41
147,6843,1343,24,5,0.35
148,6844,1343,25,5,0.35
149,6845,1343,26,5,0.27
150,6846,1343,27,5,0.27
151,6847,1343,28,5,0.15
152,6848,1343,29,5,0.15
153,6849,1343,30,5,0.35
154,6850,1343,31,5,0.35
155,8525,1343,1,6,0.47
156,8526,1343,2,6,0.35
157,8527,1343,3,6,0.35
158,8528,1343,4,6,0.35
159,8529,1343,5,6,0.35
160,8530,1343,6,6,0.35
161,8531,1343,7,6,0.35
162,8532,1343,8,6,0.35
163,8533,1343,9,6,0.35
164,8534,1343,10,6,0.35
165,8535,1343,11,6,0.35
166,8536,1343,12,6,0.35
167,8537,1343,13,6,0.35
168,8538,1343,14,6,0.35
169,8539,1343,15,6,0.35
170,8540,1343,16,6,0.35
171,8541,1343,17,6,0.35
172,8542,1343,18,6,0.35
173,8543,1343,19,6,0.35
174,8544,1343,20,6,0.6
175,8545,1343,21,6,0.6
176,8546,1343,22,6,0.6
177,8547,1343,23,6,0.6
178,8548,1343,24,6,0.6
179,8549,1343,25,6,0.6
180,8550,1343,26,6,0.6
181,8551,1343,27,6,0.6
182,8552,1343,28,6,0.6
183,8553,1343,29,6,0.35
184,8554,1343,30,6,0.35
185,8555,1343,31,6,0.35
186,10230,1343,1,7,
187,10231,1343,2,7,
188,10232,1343,3,7,
189,10233,1343,4,7,
190,10234,1343,5,7,
191,10235,1343,6,7,
192,10236,1343,7,7,
193,10237,1343,8,7,
194,10238,1343,9,7,
195,10239,1343,10,7,
196,10240,1343,11,7,
197,10241,1343,12,7,
198,10242,1343,13,7,
199,10243,1343,14,7,
200,10244,1343,15,7,
201,10245,1343,16,7,
202,10246,1343,17,7,
203,10247,1343,18,7,
204,10248,1343,19,7,
205,10249,1343,20,7,
206,10250,1343,21,7,
207,10251,1343,22,7,
208,10252,1343,23,7,
209,10253,1343,24,7,
210,10254,1343,25,7,
211,10255,1343,26,7,
212,10256,1343,27,7,
213,10257,1343,28,7,
214,10258,1343,29,7,
215,10259,1343,30,7,
216,10260,1343,31,7,
217,11935,1343,1,8,
218,11936,1343,2,8,
219,11937,1343,3,8,
220,11938,1343,4,8,
221,11939,1343,5,8,
222,11940,1343,6,8,
223,11941,1343,7,8,
224,11942,1343,8,8,
225,11943,1343,9,8,
226,11944,1343,10,8,
227,11945,1343,11,8,
228,11946,1343,12,8,
229,11947,1343,13,8,
230,11948,1343,14,8,
231,11949,1343,15,8,
232,11950,1343,16,8,
233,11951,1343,17,8,
234,11952,1343,18,8,
235,11953,1343,19,8,
236,11954,1343,20,8,
237,11955,1343,21,8,
238,11956,1343,22,8,
239,11957,1343,23,8,
240,11958,1343,24,8,
241,11959,1343,25,8,
242,11960,1343,26,8,
243,11961,1343,27,8,
244,11962,1343,28,8,
245,11963,1343,29,8,
246,11964,1343,30,8,
247,11965,1343,31,8,
248,13640,1343,1,9,
249,13641,1343,2,9,
250,13642,1343,3,9,
251,13643,1343,4,9,
252,13644,1343,5,9,
253,13645,1343,6,9,
254,13646,1343,7,9,
255,13647,1343,8,9,
256,13648,1343,9,9,
257,13649,1343,10,9,
258,13650,1343,11,9,
259,13651,1343,12,9,
260,13652,1343,13,9,
261,13653,1343,14,9,
262,13654,1343,15,9,
263,13655,1343,16,9,
264,13656,1343,17,9,
265,13657,1343,18,9,
266,13658,1343,19,9,
267,13659,1343,20,9,
268,13660,1343,21,9,
269,13661,1343,22,9,
270,13662,1343,23,9,
271,13663,1343,24,9,
272,13664,1343,25,9,
273,13665,1343,26,9,
274,13666,1343,27,9,
275,13667,1343,28,9,
276,13668,1343,29,9,
277,13669,1343,30,9,
278,13670,1343,31,9,
279,15345,1343,1,10,
280,15346,1343,2,10,
281,15347,1343,3,10,
282,15348,1343,4,10,
283,15349,1343,5,10,
284,15350,1343,6,10,
285,15351,1343,7,10,
286,15352,1343,8,10,
287,15353,1343,9,10,
288,15354,1343,10,10,
289,15355,1343,11,10,
290,15356,1343,12,10,
291,15357,1343,13,10,
292,15358,1343,14,10,
293,15359,1343,15,10,
294,15360,1343,16,10,
295,15361,1343,17,10,
296,15362,1343,18,10,
297,15363,1343,19,10,
298,15364,1343,20,10,
299,15365,1343,21,10,
300,15366,1343,22,10,
301,15367,1343,23,10,
302,15368,1343,24,10,
303,15369,1343,25,10,
304,15370,1343,26,10,
305,15371,1343,27,10,
306,15372,1343,28,10,
307,15373,1343,29,10,
308,15374,1343,30,10,
309,15375,1343,31,10,
310,17050,1343,1,11,
311,17051,1343,2,11,
312,17052,1343,3,11,
313,17053,1343,4,11,
314,17054,1343,5,11,
315,17055,1343,6,11,
316,17056,1343,7,11,
317,17057,1343,8,11,
318,17058,1343,9,11,
319,17059,1343,10,11,
320,17060,1343,11,11,
321,17061,1343,12,11,
322,17062,1343,13,11,
323,17063,1343,14,11,
324,17064,1343,15,11,
325,17065,1343,16,11,
326,17066,1343,17,11,
327,17067,1343,18,11,
328,17068,1343,19,11,
329,17069,1343,20,11,
330,17070,1343,21,11,
331,17071,1343,22,11,
332,17072,1343,23,11,
333,17073,1343,24,11,
334,17074,1343,25,11,
335,17075,1343,26,11,
336,17076,1343,27,11,
337,17077,1343,28,11,
338,17078,1343,29,11,
339,17079,1343,30,11,
340,17080,1343,31,11,
341,18755,1343,1,12,28.0
342,18756,1343,2,12,28.0
343,18757,1343,3,12,28.0
344,18758,1343,4,12,27.0
345,18759,1343,5,12,27.0
346,18760,1343,6,12,27.0
347,18761,1343,7,12,26.0
348,18762,1343,8,12,26.0
349,18763,1343,9,12,25.0
350,18764,1343,10,12,26.0
351,18765,1343,11,12,27.0
352,18766,1343,12,12,48.0
353,18767,1343,13,12,75.0
354,18768,1343,14,12,61.0
355,18769,1343,15,12,52.0
356,18770,1343,16,12,50.0
357,18771,1343,17,12,68.0
358,18772,1343,18,12,67.0
359,18773,1343,19,12,73.0
360,18774,1343,20,12,77.0
361,18775,1343,21,12,73.0
362,18776,1343,22,12,71.0
363,18777,1343,23,12,62.0
364,18778,1343,24,12,74.0
365,18779,1343,25,12,36.0
366,18780,1343,26,12,31.0
367,18781,1343,27,12,28.0
368,18782,1343,28,12,28.0
369,18783,1343,29,12,28.0
370,18784,1343,30,12,
371,18785,1343,31,12,
372,31,1344,1,1,23.0
373,32,1344,2,1,23.0
374,33,1344,3,1,19.0
375,34,1344,4,1,18.0
376,35,1344,5,1,18.0
377,36,1344,6,1,17.0
378,37,1344,7,1,16.0
379,38,1344,8,1,16.0
380,39,1344,9,1,49.0
381,40,1344,10,1,48.0
382,41,1344,11,1,35.0
383,42,1344,12,1,25.0
384,43,1344,13,1,25.0
385,44,1344,14,1,26.0
386,45,1344,15,1,21.0
387,46,1344,16,1,21.0
388,47,1344,17,1,20.0
389,48,1344,18,1,18.0
390,49,1344,19,1,19.0
391,50,1344,20,1,27.0
392,51,1344,21,1,42.0
393,52,1344,22,1,37.0
394,53,1344,23,1,35.0
395,54,1344,24,1,33.0
396,55,1344,25,1,26.0
397,56,1344,26,1,26.0
398,57,1344,27,1,24.0
399,58,1344,28,1,22.0
400,59,1344,29,1,21.0
401,60,1344,30,1,23.0
402,61,1344,31,1,21.0
403,1736,1344,1,2,19.0
404,1737,1344,2,2,19.0
405,1738,1344,3,2,20.0
406,1739,1344,4,2,23.0
407,1740,1344,5,2,23.0
408,1741,1344,6,2,20.0
409,1742,1344,7,2,18.0
410,1743,1344,8,2,17.0
411,1744,1344,9,2,16.0
412,1745,1344,10,2,16.0
413,1746,1344,11,2,15.0
414,1747,1344,12,2,15.0
415,1748,1344,13,2,13.0
416,1749,1344,14,2,13.0
417,1750,1344,15,2,13.0
418,1751,1344,16,2,13.0
419,1752,1344,17,2,13.0
420,1753,1344,18,2,10.0
421,1754,1344,19,2,8.0
422,1755,1344,20,2,9.1
423,1756,1344,21,2,4.6
424,1757,1344,22,2,2.3
425,1758,1344,23,2,1.4
426,1759,1344,24,2,1.3
427,1760,1344,25,2,1.3
428,1761,1344,26,2,0.97
429,1762,1344,27,2,0.81
430,1763,1344,28,2,0.78
431,1764,1344,29,2,0.77
432,1765,1344,30,2,0.81
433,1766,1344,31,2,0.81
434,3441,1344,1,3,0.4
435,3442,1344,2,3,0.28
436,3443,1344,3,3,0.4
437,3444,1344,4,3,1.0
438,3445,1344,5,3,0.44
439,3446,1344,6,3,0.33
440,3447,1344,7,3,0.29
441,3448,1344,8,3,0.44
442,3449,1344,9,3,0.4
443,3450,1344,10,3,0.29
444,3451,1344,11,3,0.37
445,3452,1344,12,3,0.28
446,3453,1344,13,3,0.29
447,3454,1344,14,3,0.88
448,3455,1344,15,3,0.7
449,3456,1344,16,3,1.3
450,3457,1344,17,3,1.9
451,3458,1344,18,3,2.0
452,3459,1344,19,3,1.4
453,3460,1344,20,3,0.12
454,3461,1344,21,3,0.08
455,3462,1344,22,3,0.13
456,3463,1344,23,3,0.06
457,3464,1344,24,3,0.51
458,3465,1344,25,3,0.67
459,3466,1344,26,3,2.5
460,3467,1344,27,3,4.0
461,3468,1344,28,3,3.5
462,3469,1344,29,3,2.7
463,3470,1344,30,3,2.4
464,3471,1344,31,3,2.3
465,5146,1344,1,4,2.3
466,5147,1344,2,4,2.1
467,5148,1344,3,4,2.3
468,5149,1344,4,4,1.8
469,5150,1344,5,4,1.0
470,5151,1344,6,4,0.66
471,5152,1344,7,4,0.88
472,5153,1344,8,4,0.96
473,5154,1344,9,4,1.4
474,5155,1344,10,4,0.27
475,5156,1344,11,4,0.96
476,5157,1344,12,4,1.4
477,5158,1344,13,4,0.92
478,5159,1344,14,4,0.4
479,5160,1344,15,4,0.19
480,5161,1344,16,4,0.16
481,5162,1344,17,4,0.14
482,5163,1344,18,4,0.13
483,5164,1344,19,4,0.14
484,5165,1344,20,4,0.13
485,5166,1344,21,4,0.13
486,5167,1344,22,4,0.16
487,5168,1344,23,4,0.23
488,5169,1344,24,4,0.51
489,5170,1344,25,4,0.44
490,5171,1344,26,4,0.2
491,5172,1344,27,4,0.13
492,5173,1344,28,4,0.09
493,5174,1344,29,4,0.13
494,5175,1344,30,4,0.14
495,5176,1344,31,4,0.27
496,6851,1344,1,5,0.55
497,6852,1344,2,5,0.51
498,6853,1344,3,5,0.24
499,6854,1344,4,5,0.22
500,6855,1344,5,5,0.13
501,6856,1344,6,5,0.18
502,6857,1344,7,5,0.15
503,6858,1344,8,5,0.13
504,6859,1344,9,5,0.1
505,6860,1344,10,5,0.08
506,6861,1344,11,5,0.11
507,6862,1344,12,5,0.15
508,6863,1344,13,5,0.18
509,6864,1344,14,5,0.21
510,6865,1344,15,5,0.25
511,6866,1344,16,5,0.28
512,6867,1344,17,5,0.31
513,6868,1344,18,5,0.34
514,6869,1344,19,5,0.38
515,6870,1344,20,5,0.41
516,6871,1344,21,5,0.44
517,6872,1344,22,5,0.48
518,6873,1344,23,5,0.51
519,6874,1344,24,5,0.54
520,6875,1344,25,5,0.58
521,6876,1344,26,5,0.61
522,6877,1344,27,5,0.64
523,6878,1344,28,5,0.67
524,6879,1344,29,5,0.71
525,6880,1344,30,5,0.74
526,6881,1344,31,5,0.77
527,8556,1344,1,6,0.81
528,8557,1344,2,6,0.84
529,8558,1344,3,6,0.87
530,8559,1344,4,6,0.91
531,8560,1344,5,6,0.94
532,8561,1344,6,6,0.97
533,8562,1344,7,6,1.0
534,8563,1344,8,6,1.0
535,8564,1344,9,6,1.1
536,8565,1344,10,6,1.1
537,8566,1344,11,6,1.1
538,8567,1344,12,6,1.2
539,8568,1344,13,6,1.2
540,8569,1344,14,6,1.2
541,8570,1344,15,6,1.3
542,8571,1344,16,6,1.3
543,8572,1344,17,6,1.3
544,8573,1344,18,6,1.4
545,8574,1344,19,6,1.4
546,8575,1344,20,6,1.4
547,8576,1344,21,6,1.5
548,8577,1344,22,6,1.5
549,8578,1344,23,6,1.5
550,8579,1344,24,6,1.6
551,8580,1344,25,6,1.6
552,8581,1344,26,6,1.6
553,8582,1344,27,6,1.7
554,8583,1344,28,6,1.7
555,8584,1344,29,6,1.7
556,8585,1344,30,6,1.7
557,8586,1344,31,6,1.8
558,10261,1344,1,7,0.35
559,10262,1344,2,7,0.35
560,10263,1344,3,7,0.6
561,10264,1344,4,7,0.6
562,10265,1344,5,7,0.6
563,10266,1344,6,7,0.6
564,10267,1344,7,7,0.6
565,10268,1344,8,7,0.66
566,10269,1344,9,7,0.07
567,10270,1344,10,7,0.72
568,10271,1344,11,7,0.73
569,10272,1344,12,7,0.72
570,10273,1344,13,7,0.73
571,10274,1344,14,7,0.72
572,10275,1344,15,7,0.48
573,10276,1344,16,7,0.47
574,10277,1344,17,7,0.48
575,10278,1344,18,7,0.47
576,10279,1344,19,7,0.48
577,10280,1344,20,7,0.47
578,10281,1344,21,7,0.48
579,10282,1344,22,7,0.35
580,10283,1344,23,7,0.35
581,10284,1344,24,7,0.2
582,10285,1344,25,7,0.1
583,10286,1344,26,7,0.01
584,10287,1344,27,7,0.01
585,10288,1344,28,7,0.01
586,10289,1344,29,7,0.01
587,10290,1344,30,7,1.6
588,10291,1344,31,7,
589,11966,1344,1,8,0.01
590,11967,1344,2,8,0.01
591,11968,1344,3,8,0.01
592,11969,1344,4,8,11.0
593,11970,1344,5,8,11.0
594,11971,1344,6,8,10.0
595,11972,1344,7,8,6.4
596,11973,1344,8,8,6.4
597,11974,1344,9,8,6.4
598,11975,1344,10,8,6.1
599,11976,1344,11,8,5.5
600,11977,1344,12,8,5.2
601,11978,1344,13,8,4.6
602,11979,1344,14,8,4.6
603,11980,1344,15,8,4.6
604,11981,1344,16,8,4.6
605,11982,1344,17,8,4.6
606,11983,1344,18,8,4.6
607,11984,1344,19,8,4.6
608,11985,1344,20,8,4.6
609,11986,1344,21,8,3.8
610,11987,1344,22,8,3.8
611,11988,1344,23,8,4.3
612,11989,1344,24,8,4.3
613,11990,1344,25,8,3.8
614,11991,1344,26,8,3.8
615,11992,1344,27,8,2.1
616,11993,1344,28,8,2.8
617,11994,1344,29,8,2.1
618,11995,1344,30,8,2.1
619,11996,1344,31,8,
620,13671,1344,1,9,2.1
621,13672,1344,2,9,2.1
622,13673,1344,3,9,0.27
623,13674,1344,4,9,0.28
624,13675,1344,5,9,0.27
625,13676,1344,6,9,0.28
626,13677,1344,7,9,0.24
627,13678,1344,8,9,0.2
628,13679,1344,9,9,0.2
629,13680,1344,10,9,0.27
630,13681,1344,11,9,1.1
631,13682,1344,12,9,1.1
632,13683,1344,13,9,1.2
633,13684,1344,14,9,1.1
634,13685,1344,15,9,1.1
635,13686,1344,16,9,2.6
636,13687,1344,17,9,2.8
637,13688,1344,18,9,2.8
638,13689,1344,19,9,2.7
639,13690,1344,20,9,2.6
640,13691,1344,21,9,2.3
641,13692,1344,22,9,2.1
642,13693,1344,23,9,2.1
643,13694,1344,24,9,2.6
644,13695,1344,25,9,2.1
645,13696,1344,26,9,2.1
646,13697,1344,27,9,2.1
647,13698,1344,28,9,2.1
648,13699,1344,29,9,1.8
649,13700,1344,30,9,2.8
650,13701,1344,31,9,
651,15376,1344,1,10,2.8
652,15377,1344,2,10,2.8
653,15378,1344,3,10,2.8
654,15379,1344,4,10,3.0
655,15380,1344,5,10,3.0
656,15381,1344,6,10,3.0
657,15382,1344,7,10,3.5
658,15383,1344,8,10,3.5
659,15384,1344,9,10,3.5
660,15385,1344,10,10,3.5
661,15386,1344,11,10,3.5
662,15387,1344,12,10,4.0
663,15388,1344,13,10,4.0
664,15389,1344,14,10,4.3
665,15390,1344,15,10,4.2
666,15391,1344,16,10,4.0
667,15392,1344,17,10,4.6
668,15393,1344,18,10,3.8
669,15394,1344,19,10,4.6
670,15395,1344,20,10,4.6
671,15396,1344,21,10,4.6
672,15397,1344,22,10,4.3
673,15398,1344,23,10,4.0
674,15399,1344,24,10,4.0
675,15400,1344,25,10,4.0
676,15401,1344,26,10,3.8
677,15402,1344,27,10,3.3
678,15403,1344,28,10,3.3
679,15404,1344,29,10,3.3
680,15405,1344,30,10,3.3
681,15406,1344,31,10,
682,17081,1344,1,11,3.3
683,17082,1344,2,11,3.3
684,17083,1344,3,11,3.3
685,17084,1344,4,11,3.3
686,17085,1344,5,11,3.3
687,17086,1344,6,11,3.3
688,17087,1344,7,11,4.0
689,17088,1344,8,11,4.0
690,17089,1344,9,11,7.9
691,17090,1344,10,11,7.9
692,17091,1344,11,11,7.9
693,17092,1344,12,11,7.9
694,17093,1344,13,11,7.9
695,17094,1344,14,11,14.0
696,17095,1344,15,11,14.0
697,17096,1344,16,11,14.0
698,17097,1344,17,11,14.0
699,17098,1344,18,11,14.0
700,17099,1344,19,11,13.0
701,17100,1344,20,11,12.0
702,17101,1344,21,11,12.0
703,17102,1344,22,11,11.0
704,17103,1344,23,11,11.0
705,17104,1344,24,11,11.0
706,17105,1344,25,11,11.0
707,17106,1344,26,11,11.0
708,17107,1344,27,11,11.0
709,17108,1344,28,11,11.0
710,17109,1344,29,11,11.0
711,17110,1344,30,11,11.0
712,17111,1344,31,11,
713,18786,1344,1,12,14.0
714,18787,1344,2,12,15.0
715,18788,1344,3,12,14.0
716,18789,1344,4,12,14.0
717,18790,1344,5,12,14.0
718,18791,1344,6,12,14.0
719,18792,1344,7,12,14.0
720,18793,1344,8,12,13.0
721,18794,1344,9,12,16.0
722,18795,1344,10,12,18.0
723,18796,1344,11,12,20.0
724,18797,1344,12,12,22.0
725,18798,1344,13,12,20.0
726,18799,1344,14,12,18.0
727,18800,1344,15,12,17.0
728,18801,1344,16,12,16.0
729,18802,1344,17,12,16.0
730,18803,1344,18,12,15.0
731,18804,1344,19,12,14.0
732,18805,1344,20,12,14.0
733,18806,1344,21,12,15.0
734,18807,1344,22,12,19.0
735,18808,1344,23,12,135.0
736,18809,1344,24,12,102.0
737,18810,1344,25,12,60.0
738,18811,1344,26,12,44.0
739,18812,1344,27,12,35.0
740,18813,1344,28,12,30.0
741,18814,1344,29,12,35.0
742,18815,1344,30,12,
743,18816,1344,31,12,
744,62,1345,1,1,46.0
745,63,1345,2,1,48.0
746,64,1345,3,1,55.0
747,65,1345,4,1,58.0
748,66,1345,5,1,55.0
749,67,1345,6,1,52.0
750,68,1345,7,1,51.0
751,69,1345,8,1,50.0
752,70,1345,9,1,45.0
753,71,1345,10,1,40.0
754,72,1345,11,1,36.0
755,73,1345,12,1,32.0
756,74,1345,13,1,30.0
757,75,1345,14,1,29.0
758,76,1345,15,1,30.0
759,77,1345,16,1,39.0
760,78,1345,17,1,56.0
761,79,1345,18,1,66.0
762,80,1345,19,1,62.0
763,81,1345,20,1,57.0
764,82,1345,21,1,59.0
765,83,1345,22,1,62.0
766,84,1345,23,1,64.0
767,85,1345,24,1,57.0
768,86,1345,25,1,65.0
769,87,1345,26,1,58.0
770,88,1345,27,1,53.0
771,89,1345,28,1,58.0
772,90,1345,29,1,66.0
773,91,1345,30,1,79.0
774,92,1345,31,1,80.0
775,1767,1345,1,2,79.0
776,1768,1345,2,2,74.0
777,1769,1345,3,2,71.0
778,1770,1345,4,2,69.0
779,1771,1345,5,2,68.0
780,1772,1345,6,2,72.0
781,1773,1345,7,2,69.0
782,1774,1345,8,2,61.0
783,1775,1345,9,2,61.0
784,1776,1345,10,2,60.0
785,1777,1345,11,2,58.0
786,1778,1345,12,2,57.0
787,1779,1345,13,2,55.0
788,1780,1345,14,2,53.0
789,1781,1345,15,2,55.0
790,1782,1345,16,2,60.0
791,1783,1345,17,2,56.0
792,1784,1345,18,2,51.0
793,1785,1345,19,2,47.0
794,1786,1345,20,2,43.0
795,1787,1345,21,2,42.0
796,1788,1345,22,2,40.0
797,1789,1345,23,2,44.0
798,1790,1345,24,2,51.0
799,1791,1345,25,2,51.0
800,1792,1345,26,2,50.0
801,1793,1345,27,2,37.0
802,1794,1345,28,2,41.0
803,1795,1345,29,2,42.0
804,1796,1345,30,2,35.0
805,1797,1345,31,2,32.0
806,3472,1345,1,3,28.0
807,3473,1345,2,3,25.0
808,3474,1345,3,3,22.0
809,3475,1345,4,3,20.0
810,3476,1345,5,3,20.0
811,3477,1345,6,3,15.0
812,3478,1345,7,3,13.0
813,3479,1345,8,3,10.0
814,3480,1345,9,3,11.0
815,3481,1345,10,3,8.5
816,3482,1345,11,3,7.1
817,3483,1345,12,3,5.5
818,3484,1345,13,3,5.1
819,3485,1345,14,3,3.0
820,3486,1345,15,3,3.5
821,3487,1345,16,3,2.8
822,3488,1345,17,3,1.5
823,3489,1345,18,3,1.4
824,3490,1345,19,3,1.3
825,3491,1345,20,3,1.1
826,3492,1345,21,3,0.91
827,3493,1345,22,3,1.0
828,3494,1345,23,3,0.74
829,3495,1345,24,3,0.31
830,3496,1345,25,3,0.27
831,3497,1345,26,3,0.27
832,3498,1345,27,3,0.31
833,3499,1345,28,3,0.34
834,3500,1345,29,3,0.31
835,3501,1345,30,3,0.27
836,3502,1345,31,3,0.31
837,5177,1345,1,4,0.19
838,5178,1345,2,4,0.27
839,5179,1345,3,4,0.38
840,5180,1345,4,4,0.34
841,5181,1345,5,4,0.71
842,5182,1345,6,4,0.64
843,5183,1345,7,4,0.38
844,5184,1345,8,4,0.27
845,5185,1345,9,4,0.21
846,5186,1345,10,4,0.31
847,5187,1345,11,4,0.21
848,5188,1345,12,4,0.15
849,5189,1345,13,4,0.44
850,5190,1345,14,4,0.34
851,5191,1345,15,4,0.34
852,5192,1345,16,4,0.34
853,5193,1345,17,4,0.04
854,5194,1345,18,4,0.02
855,5195,1345,19,4,0.01
856,5196,1345,20,4,
857,5197,1345,21,4,0.06
858,5198,1345,22,4,0.05
859,5199,1345,23,4,0.01
860,5200,1345,24,4,0.01
861,5201,1345,25,4,0.98
862,5202,1345,26,4,0.07
863,5203,1345,27,4,0.1
864,5204,1345,28,4,2.0
865,5205,1345,29,4,2.5
866,5206,1345,30,4,2.0
867,5207,1345,31,4,1.8
868,6882,1345,1,5,2.2
869,6883,1345,2,5,1.9
870,6884,1345,3,5,1.9
871,6885,1345,4,5,1.6
872,6886,1345,5,5,1.2
873,6887,1345,6,5,0.58
874,6888,1345,7,5,0.19
875,6889,1345,8,5,0.06
876,6890,1345,9,5,0.1
877,6891,1345,10,5,0.23
878,6892,1345,11,5,0.13
879,6893,1345,12,5,0.05
880,6894,1345,13,5,0.04
881,6895,1345,14,5,0.01
882,6896,1345,15,5,0.01
883,6897,1345,16,5,0.04
884,6898,1345,17,5,0.05
885,6899,1345,18,5,0.04
886,6900,1345,19,5,0.01
887,6901,1345,20,5,0.01
888,6902,1345,21,5,0.01
889,6903,1345,22,5,0.04
890,6904,1345,23,5,0.09
891,6905,1345,24,5,0.09
892,6906,1345,25,5,0.06
893,6907,1345,26,5,0.06
894,6908,1345,27,5,0.09
895,6909,1345,28,5,0.09
896,6910,1345,29,5,0.07
897,6911,1345,30,5,0.07
898,6912,1345,31,5,0.09
899,8587,1345,1,6,0.09
900,8588,1345,2,6,0.07
901,8589,1345,3,6,0.06
902,8590,1345,4,6,0.13
903,8591,1345,5,6,0.15
904,8592,1345,6,6,0.11
905,8593,1345,7,6,0.15
906,8594,1345,8,6,0.19
907,8595,1345,9,6,0.23
908,8596,1345,10,6,0.25
909,8597,1345,11,6,0.09
