,index,sal,rooz,Month,simineh_Debi
2234,188,1349,3,1,29.9
2235,189,1349,4,1,24.3
2236,190,1349,5,1,19.9
2237,191,1349,6,1,19.5
2238,192,1349,7,1,19.3
2239,193,1349,8,1,17.3
2240,194,1349,9,1,82.3
2241,195,1349,10,1,94.2
2242,196,1349,11,1,58.2
2243,197,1349,12,1,49.1
2244,198,1349,13,1,46.4
2245,199,1349,14,1,47.8
2246,200,1349,15,1,47.8
2247,201,1349,16,1,43.8
2248,202,1349,17,1,40.6
2249,203,1349,18,1,58.0
2250,204,1349,19,1,63.3
2251,205,1349,20,1,60.5
2252,206,1349,21,1,61.9
2253,207,1349,22,1,41.2
2254,208,1349,23,1,40.0
2255,209,1349,24,1,39.1
2256,210,1349,25,1,35.8
2257,211,1349,26,1,64.8
2258,212,1349,27,1,172.0
2259,213,1349,28,1,173.0
2260,214,1349,29,1,143.0
2261,215,1349,30,1,123.0
2262,216,1349,31,1,93.0
2263,1891,1349,1,2,84.0
2264,1892,1349,2,2,70.0
2265,1893,1349,3,2,68.8
2266,1894,1349,4,2,56.6
2267,1895,1349,5,2,52.2
2268,1896,1349,6,2,47.2
2269,1897,1349,7,2,45.2
2270,1898,1349,8,2,38.8
2271,1899,1349,9,2,33.2
2272,1900,1349,10,2,28.5
2273,1901,1349,11,2,24.7
2274,1902,1349,12,2,22.5
2275,1903,1349,13,2,20.3
2276,1904,1349,14,2,19.0
2277,1905,1349,15,2,17.7
2278,1906,1349,16,2,15.8
2279,1907,1349,17,2,14.4
2280,1908,1349,18,2,14.2
2281,1909,1349,19,2,13.2
2282,1910,1349,20,2,13.0
2283,1911,1349,21,2,12.6
2284,1912,1349,22,2,12.1
2285,1913,1349,23,2,11.8
2286,1914,1349,24,2,11.2
2287,1915,1349,25,2,10.4
2288,1916,1349,26,2,10.0
2289,1917,1349,27,2,4.0
2290,1918,1349,28,2,3.4
2291,1919,1349,29,2,3.2
2292,1920,1349,30,2,2.18
2293,1921,1349,31,2,1.11
2294,3596,1349,1,3,0.97
2295,3597,1349,2,3,0.88
2296,3598,1349,3,3,0.88
2297,3599,1349,4,3,0.93
2298,3600,1349,5,3,0.87
2299,3601,1349,6,3,0.6
2300,3602,1349,7,3,0.5
2301,3603,1349,8,3,0.79
2302,3604,1349,9,3,1.11
2303,3605,1349,10,3,1.02
2304,3606,1349,11,3,0.98
2305,3607,1349,12,3,0.97
2306,3608,1349,13,3,1.07
2307,3609,1349,14,3,1.16
2308,3610,1349,15,3,1.11
2309,3611,1349,16,3,0.93
2310,3612,1349,17,3,0.89
2311,3613,1349,18,3,0.79
2312,3614,1349,19,3,0.69
2313,3615,1349,20,3,0.78
2314,3616,1349,21,3,0.79
2315,3617,1349,22,3,0.79
2316,3618,1349,23,3,1.08
2317,3619,1349,24,3,1.08
2318,3620,1349,25,3,0.51
2319,3621,1349,26,3,0.41
2320,3622,1349,27,3,0.41
2321,3623,1349,28,3,0.42
2322,3624,1349,29,3,0.38
2323,3625,1349,30,3,0.35
2324,3626,1349,31,3,0.33
2325,5301,1349,1,4,0.35
2326,5302,1349,2,4,0.35
2327,5303,1349,3,4,0.34
2328,5304,1349,4,4,0.33
2329,5305,1349,5,4,0.3
2330,5306,1349,6,4,0.37
2331,5307,1349,7,4,0.5
2332,5308,1349,8,4,0.38
2333,5309,1349,9,4,0.39
2334,5310,1349,10,4,0.33
2335,5311,1349,11,4,0.29
2336,5312,1349,12,4,0.21
2337,5313,1349,13,4,0.17
2338,5314,1349,14,4,0.14
2339,5315,1349,15,4,0.15
2340,5316,1349,16,4,0.44
2341,5317,1349,17,4,0.33
2342,5318,1349,18,4,0.23
2343,5319,1349,19,4,0.21
2344,5320,1349,20,4,0.11
2345,5321,1349,21,4,0.1
2346,5322,1349,22,4,0.09
2347,5323,1349,23,4,0.13
2348,5324,1349,24,4,0.09
2349,5325,1349,25,4,0.11
2350,5326,1349,26,4,0.19
2351,5327,1349,27,4,0.29
2352,5328,1349,28,4,0.25
2353,5329,1349,29,4,0.25
2354,5330,1349,30,4,0.23
2355,5331,1349,31,4,0.21
2356,7006,1349,1,5,0.17
2357,7007,1349,2,5,0.17
2358,7008,1349,3,5,0.21
2359,7009,1349,4,5,0.23
2360,7010,1349,5,5,0.19
2361,7011,1349,6,5,
2362,7012,1349,7,5,
2363,7013,1349,8,5,
2364,7014,1349,9,5,
2365,7015,1349,10,5,
2366,7016,1349,11,5,
2367,7017,1349,12,5,
2368,7018,1349,13,5,
2369,7019,1349,14,5,
2370,7020,1349,15,5,
2371,7021,1349,16,5,
2372,7022,1349,17,5,
2373,7023,1349,18,5,
2374,7024,1349,19,5,
2375,7025,1349,20,5,
2376,7026,1349,21,5,
2377,7027,1349,22,5,
2378,7028,1349,23,5,
2379,7029,1349,24,5,
2380,7030,1349,25,5,
2381,7031,1349,26,5,
2382,7032,1349,27,5,
2383,7033,1349,28,5,
2384,7034,1349,29,5,
2385,7035,1349,30,5,
2386,7036,1349,31,5,
2387,8711,1349,1,6,
2388,8712,1349,2,6,
2389,8713,1349,3,6,
2390,8714,1349,4,6,
2391,8715,1349,5,6,0.11
2392,8716,1349,6,6,0.21
2393,8717,1349,7,6,0.13
2394,8718,1349,8,6,0.09
2395,8719,1349,9,6,0.06
2396,8720,1349,10,6,0.01
2397,8721,1349,11,6,0.21
2398,8722,1349,12,6,0.5
2399,8723,1349,13,6,0.55
2400,8724,1349,14,6,0.6
2401,8725,1349,15,6,0.65
2402,8726,1349,16,6,0.55
2403,8727,1349,17,6,0.39
2404,8728,1349,18,6,0.35
2405,8729,1349,19,6,0.41
2406,8730,1349,20,6,0.55
2407,8731,1349,21,6,0.61
2408,8732,1349,22,6,0.5
2409,8733,1349,23,6,0.45
2410,8734,1349,24,6,0.55
2411,8735,1349,25,6,0.88
2412,8736,1349,26,6,0.65
2413,8737,1349,27,6,0.74
2414,8738,1349,28,6,0.65
2415,8739,1349,29,6,0.5
2416,8740,1349,30,6,0.45
2417,8741,1349,31,6,0.41
2418,10416,1349,1,7,0.69
2419,10417,1349,2,7,0.79
2420,10418,1349,3,7,0.71
2421,10419,1349,4,7,0.7
2422,10420,1349,5,7,0.51
2423,10421,1349,6,7,0.61
2424,10422,1349,7,7,0.5
2425,10423,1349,8,7,0.4
2426,10424,1349,9,7,0.37
2427,10425,1349,10,7,0.33
2428,10426,1349,11,7,0.29
2429,10427,1349,12,7,0.25
2430,10428,1349,13,7,0.22
2431,10429,1349,14,7,0.21
2432,10430,1349,15,7,0.17
2433,10431,1349,16,7,0.13
2434,10432,1349,17,7,0.06
2435,10433,1349,18,7,0.07
2436,10434,1349,19,7,0.14
2437,10435,1349,20,7,0.14
2438,10436,1349,21,7,0.18
2439,10437,1349,22,7,0.23
2440,10438,1349,23,7,0.29
2441,10439,1349,24,7,0.23
2442,10440,1349,25,7,0.25
2443,10441,1349,26,7,0.21
2444,10442,1349,27,7,0.22
2445,10443,1349,28,7,0.27
2446,10444,1349,29,7,0.33
2447,10445,1349,30,7,0.33
2448,10446,1349,31,7,
2449,12121,1349,1,8,0.28
2450,12122,1349,2,8,0.29
2451,12123,1349,3,8,0.25
2452,12124,1349,4,8,0.31
2453,12125,1349,5,8,0.37
2454,12126,1349,6,8,0.36
2455,12127,1349,7,8,0.37
2456,12128,1349,8,8,0.38
2457,12129,1349,9,8,0.42
2458,12130,1349,10,8,0.5
2459,12131,1349,11,8,0.61
2460,12132,1349,12,8,0.61
2461,12133,1349,13,8,0.6
2462,12134,1349,14,8,0.64
2463,12135,1349,15,8,0.74
2464,12136,1349,16,8,0.79
2465,12137,1349,17,8,0.88
2466,12138,1349,18,8,0.97
2467,12139,1349,19,8,1.02
2468,12140,1349,20,8,0.88
2469,12141,1349,21,8,0.83
2470,12142,1349,22,8,0.78
2471,12143,1349,23,8,0.74
2472,12144,1349,24,8,0.64
2473,12145,1349,25,8,0.79
2474,12146,1349,26,8,0.88
2475,12147,1349,27,8,0.87
2476,12148,1349,28,8,0.83
2477,12149,1349,29,8,0.79
2478,12150,1349,30,8,0.7
2479,12151,1349,31,8,
2480,13826,1349,1,9,0.79
2481,13827,1349,2,9,1.98
2482,13828,1349,3,9,2.0
2483,13829,1349,4,9,1.85
2484,13830,1349,5,9,1.97
2485,13831,1349,6,9,2.12
2486,13832,1349,7,9,0.94
2487,13833,1349,8,9,1.0
2488,13834,1349,9,9,1.1
2489,13835,1349,10,9,1.16
2490,13836,1349,11,9,1.11
2491,13837,1349,12,9,1.11
2492,13838,1349,13,9,1.16
2493,13839,1349,14,9,1.26
2494,13840,1349,15,9,1.28
2495,13841,1349,16,9,1.26
2496,13842,1349,17,9,1.65
2497,13843,1349,18,9,1.98
2498,13844,1349,19,9,1.98
2499,13845,1349,20,9,2.1
2500,13846,1349,21,9,2.15
2501,13847,1349,22,9,2.6
2502,13848,1349,23,9,3.5
2503,13849,1349,24,9,3.5
2504,13850,1349,25,9,3.8
2505,13851,1349,26,9,3.7
2506,13852,1349,27,9,3.8
2507,13853,1349,28,9,3.9
2508,13854,1349,29,9,3.9
2509,13855,1349,30,9,3.75
2510,13856,1349,31,9,
2511,15531,1349,1,10,4.35
2512,15532,1349,2,10,4.7
2513,15533,1349,3,10,4.68
2514,15534,1349,4,10,4.12
2515,15535,1349,5,10,3.72
2516,15536,1349,6,10,3.72
2517,15537,1349,7,10,3.72
2518,15538,1349,8,10,3.6
2519,15539,1349,9,10,3.5
2520,15540,1349,10,10,3.65
2521,15541,1349,11,10,4.5
2522,15542,1349,12,10,4.72
2523,15543,1349,13,10,4.9
2524,15544,1349,14,10,4.92
2525,15545,1349,15,10,5.0
2526,15546,1349,16,10,5.0
2527,15547,1349,17,10,5.1
2528,15548,1349,18,10,4.95
2529,15549,1349,19,10,5.1
2530,15550,1349,20,10,5.01
2531,15551,1349,21,10,5.01
2532,15552,1349,22,10,5.1
2533,15553,1349,23,10,5.1
2534,15554,1349,24,10,5.15
2535,15555,1349,25,10,5.25
2536,15556,1349,26,10,5.35
2537,15557,1349,27,10,5.25
2538,15558,1349,28,10,5.15
2539,15559,1349,29,10,5.15
2540,15560,1349,30,10,5.15
2541,15561,1349,31,10,
2542,17236,1349,1,11,5.25
2543,17237,1349,2,11,9.02
2544,17238,1349,3,11,14.4
2545,17239,1349,4,11,15.1
2546,17240,1349,5,11,15.4
2547,17241,1349,6,11,14.9
2548,17242,1349,7,11,14.4
2549,17243,1349,8,11,14.2
2550,17244,1349,9,11,10.4
2551,17245,1349,10,11,6.97
2552,17246,1349,11,11,6.74
2553,17247,1349,12,11,6.74
2554,17248,1349,13,11,6.62
2555,17249,1349,14,11,5.13
2556,17250,1349,15,11,5.01
2557,17251,1349,16,11,5.15
2558,17252,1349,17,11,5.1
2559,17253,1349,18,11,5.36
2560,17254,1349,19,11,5.13
2561,17255,1349,20,11,5.15
2562,17256,1349,21,11,7.33
2563,17257,1349,22,11,6.28
2564,17258,1349,23,11,6.5
2565,17259,1349,24,11,6.62
2566,17260,1349,25,11,6.5
2567,17261,1349,26,11,6.39
2568,17262,1349,27,11,6.28
2569,17263,1349,28,11,6.28
2570,17264,1349,29,11,6.39
2571,17265,1349,30,11,6.3
2572,17266,1349,31,11,
2573,18941,1349,1,12,6.15
2574,18942,1349,2,12,6.16
2575,18943,1349,3,12,5.7
2576,18944,1349,4,12,5.36
2577,18945,1349,5,12,5.4
2578,18946,1349,6,12,5.59
2579,18947,1349,7,12,5.59
2580,18948,1349,8,12,5.7
2581,18949,1349,9,12,5.82
2582,18950,1349,10,12,7.18
2583,18951,1349,11,12,13.2
2584,18952,1349,12,12,14.6
2585,18953,1349,13,12,15.6
2586,18954,1349,14,12,15.8
2587,18955,1349,15,12,16.4
2588,18956,1349,16,12,18.2
2589,18957,1349,17,12,18.2
2590,18958,1349,18,12,18.4
2591,18959,1349,19,12,18.2
2592,18960,1349,20,12,16.9
2593,18961,1349,21,12,15.8
2594,18962,1349,22,12,15.6
2595,18963,1349,23,12,15.6
2596,18964,1349,24,12,15.3
2597,18965,1349,25,12,15.3
2598,18966,1349,26,12,15.3
2599,18967,1349,27,12,14.8
2600,18968,1349,28,12,14.8
2601,18969,1349,29,12,15.1
2602,18970,1349,30,12,
2603,18971,1349,31,12,
2604,217,1350,1,1,46.27
2605,218,1350,2,1,46.0
2606,219,1350,3,1,46.8
2607,220,1350,4,1,46.27
2608,221,1350,5,1,45.5
2609,222,1350,6,1,50.79
2610,223,1350,7,1,52.8
2611,224,1350,8,1,71.7
2612,225,1350,9,1,63.35
2613,226,1350,10,1,64.35
2614,227,1350,11,1,77.6
2615,228,1350,12,1,147.5
2616,229,1350,13,1,177.7
2617,230,1350,14,1,175.6
2618,231,1350,15,1,181.3
2619,232,1350,16,1,291.0
2620,233,1350,17,1,231.0
2621,234,1350,18,1,197.2
2622,235,1350,19,1,210.0
2623,236,1350,20,1,191.7
2624,237,1350,21,1,183.0
2625,238,1350,22,1,264.0
2626,239,1350,23,1,320.0
2627,240,1350,24,1,242.7
2628,241,1350,25,1,217.5
2629,242,1350,26,1,221.5
2630,243,1350,27,1,194.5
2631,244,1350,28,1,182.2
2632,245,1350,29,1,171.7
2633,246,1350,30,1,167.2
2634,247,1350,31,1,151.3
2635,1922,1350,1,2,142.3
2636,1923,1350,2,2,137.0
2637,1924,1350,3,2,144.6
2638,1925,1350,4,2,151.0
2639,1926,1350,5,2,119.9
2640,1927,1350,6,2,104.8
2641,1928,1350,7,2,99.1
2642,1929,1350,8,2,93.6
2643,1930,1350,9,2,90.5
2644,1931,1350,10,2,80.1
2645,1932,1350,11,2,75.8
2646,1933,1350,12,2,226.2
2647,1934,1350,13,2,132.9
2648,1935,1350,14,2,100.8
2649,1936,1350,15,2,90.9
2650,1937,1350,16,2,81.2
2651,1938,1350,17,2,129.5
2652,1939,1350,18,2,111.0
2653,1940,1350,19,2,111.0
2654,1941,1350,20,2,125.7
2655,1942,1350,21,2,132.6
2656,1943,1350,22,2,113.5
2657,1944,1350,23,2,92.8
2658,1945,1350,24,2,109.3
2659,1946,1350,25,2,89.4
2660,1947,1350,26,2,96.1
2661,1948,1350,27,2,79.0
2662,1949,1350,28,2,70.6
2663,1950,1350,29,2,63.0
2664,1951,1350,30,2,65.7
2665,1952,1350,31,2,115.1
2666,3627,1350,1,3,63.35
2667,3628,1350,2,3,56.1
2668,3629,1350,3,3,50.79
2669,3630,1350,4,3,47.08
2670,3631,1350,5,3,42.26
2671,3632,1350,6,3,43.62
2672,3633,1350,7,3,43.62
2673,3634,1350,8,3,40.93
2674,3635,1350,9,3,36.65
2675,3636,1350,10,3,35.08
2676,3637,1350,11,3,31.9
2677,3638,1350,12,3,28.6
2678,3639,1350,13,3,26.68
2679,3640,1350,14,3,23.89
2680,3641,1350,15,3,22.42
2681,3642,1350,16,3,19.2
2682,3643,1350,17,3,17.8
2683,3644,1350,18,3,15.8
2684,3645,1350,19,3,14.4
2685,3646,1350,20,3,12.67
2686,3647,1350,21,3,11.34
2687,3648,1350,22,3,9.5
2688,3649,1350,23,3,6.72
2689,3650,1350,24,3,7.22
2690,3651,1350,25,3,6.28
2691,3652,1350,26,3,6.4
2692,3653,1350,27,3,5.87
2693,3654,1350,28,3,7.4
2694,3655,1350,29,3,3.36
2695,3656,1350,30,3,3.36
2696,3657,1350,31,3,3.17
2697,5332,1350,1,4,3.17
2698,5333,1350,2,4,2.97
2699,5334,1350,3,4,2.88
2700,5335,1350,4,4,2.42
2701,5336,1350,5,4,2.58
2702,5337,1350,6,4,2.42
2703,5338,1350,7,4,2.29
2704,5339,1350,8,4,2.19
2705,5340,1350,9,4,2.1
2706,5341,1350,10,4,1.88
2707,5342,1350,11,4,1.88
2708,5343,1350,12,4,1.76
2709,5344,1350,13,4,2.29
2710,5345,1350,14,4,2.38
2711,5346,1350,15,4,1.9
2712,5347,1350,16,4,1.88
2713,5348,1350,17,4,2.0
2714,5349,1350,18,4,2.1
2715,5350,1350,19,4,2.19
2716,5351,1350,20,4,2.29
2717,5352,1350,21,4,2.35
2718,5353,1350,22,4,2.39
2719,5354,1350,23,4,2.35
2720,5355,1350,24,4,2.39
2721,5356,1350,25,4,2.42
2722,5357,1350,26,4,2.35
2723,5358,1350,27,4,2.35
2724,5359,1350,28,4,2.25
2725,5360,1350,29,4,2.35
2726,5361,1350,30,4,2.12
2727,5362,1350,31,4,2.0
2728,7037,1350,1,5,2.0
2729,7038,1350,2,5,2.1
2730,7039,1350,3,5,2.19
2731,7040,1350,4,5,1.94
2732,7041,1350,5,5,2.1
2733,7042,1350,6,5,2.1
2734,7043,1350,7,5,1.94
2735,7044,1350,8,5,2.1
2736,7045,1350,9,5,2.0
2737,7046,1350,10,5,1.94
2738,7047,1350,11,5,2.0
2739,7048,1350,12,5,1.88
2740,7049,1350,13,5,1.94
2741,7050,1350,14,5,2.0
2742,7051,1350,15,5,2.19
2743,7052,1350,16,5,2.1
2744,7053,1350,17,5,2.19
2745,7054,1350,18,5,2.19
2746,7055,1350,19,5,2.19
2747,7056,1350,20,5,2.0
2748,7057,1350,21,5,2.0
2749,7058,1350,22,5,2.0
2750,7059,1350,23,5,2.0
2751,7060,1350,24,5,2.1
2752,7061,1350,25,5,2.1
2753,7062,1350,26,5,2.0
2754,7063,1350,27,5,1.88
2755,7064,1350,28,5,1.95
2756,7065,1350,29,5,1.88
2757,7066,1350,30,5,1.94
2758,7067,1350,31,5,2.0
2759,8742,1350,1,6,2.0
2760,8743,1350,2,6,1.94
2761,8744,1350,3,6,1.94
2762,8745,1350,4,6,2.0
2763,8746,1350,5,6,2.0
2764,8747,1350,6,6,1.88
2765,8748,1350,7,6,1.82
2766,8749,1350,8,6,1.76
2767,8750,1350,9,6,1.8
2768,8751,1350,10,6,1.8
2769,8752,1350,11,6,1.88
2770,8753,1350,12,6,1.88
2771,8754,1350,13,6,1.88
2772,8755,1350,14,6,0.78
2773,8756,1350,15,6,0.73
2774,8757,1350,16,6,0.75
2775,8758,1350,17,6,0.78
2776,8759,1350,18,6,0.76
2777,8760,1350,19,6,0.78
2778,8761,1350,20,6,0.9
2779,8762,1350,21,6,0.84
2780,8763,1350,22,6,1.08
2781,8764,1350,23,6,1.02
2782,8765,1350,24,6,0.9
2783,8766,1350,25,6,0.9
2784,8767,1350,26,6,0.9
2785,8768,1350,27,6,0.8
2786,8769,1350,28,6,0.78
2787,8770,1350,29,6,0.84
2788,8771,1350,30,6,0.9
2789,8772,1350,31,6,0.9
2790,10447,1350,1,7,0.24
2791,10448,1350,2,7,0.25
2792,10449,1350,3,7,0.18
2793,10450,1350,4,7,0.22
2794,10451,1350,5,7,0.3
2795,10452,1350,6,7,0.29
2796,10453,1350,7,7,0.3
2797,10454,1350,8,7,0.35
2798,10455,1350,9,7,0.33
2799,10456,1350,10,7,0.19
2800,10457,1350,11,7,0.21
2801,10458,1350,12,7,0.21
2802,10459,1350,13,7,0.22
2803,10460,1350,14,7,0.22
2804,10461,1350,15,7,0.21
2805,10462,1350,16,7,0.2
2806,10463,1350,17,7,0.22
2807,10464,1350,18,7,0.21
2808,10465,1350,19,7,0.32
2809,10466,1350,20,7,0.3
2810,10467,1350,21,7,0.3
2811,10468,1350,22,7,0.29
2812,10469,1350,23,7,0.28
2813,10470,1350,24,7,0.39
2814,10471,1350,25,7,0.44
2815,10472,1350,26,7,0.4
2816,10473,1350,27,7,0.39
2817,10474,1350,28,7,0.44
2818,10475,1350,29,7,0.39
2819,10476,1350,30,7,0.42
2820,10477,1350,31,7,
2821,12152,1350,1,8,0.43
2822,12153,1350,2,8,0.35
2823,12154,1350,3,8,0.33
2824,12155,1350,4,8,0.5
2825,12156,1350,5,8,0.64
2826,12157,1350,6,8,0.7
2827,12158,1350,7,8,0.73
2828,12159,1350,8,8,0.66
2829,12160,1350,9,8,0.7
2830,12161,1350,10,8,0.66
2831,12162,1350,11,8,0.7
2832,12163,1350,12,8,0.72
2833,12164,1350,13,8,0.47
2834,12165,1350,14,8,0.3
2835,12166,1350,15,8,0.3
2836,12167,1350,16,8,0.35
2837,12168,1350,17,8,0.35
2838,12169,1350,18,8,0.39
2839,12170,1350,19,8,0.4
2840,12171,1350,20,8,0.44
2841,12172,1350,21,8,0.5
2842,12173,1350,22,8,0.5
2843,12174,1350,23,8,0.52
2844,12175,1350,24,8,0.58
2845,12176,1350,25,8,0.62
2846,12177,1350,26,8,0.66
2847,12178,1350,27,8,0.67
2848,12179,1350,28,8,0.7
2849,12180,1350,29,8,0.62
2850,12181,1350,30,8,0.56
2851,12182,1350,31,8,
2852,13857,1350,1,9,0.62
2853,13858,1350,2,9,0.62
2854,13859,1350,3,9,0.84
2855,13860,1350,4,9,0.96
2856,13861,1350,5,9,0.8
2857,13862,1350,6,9,0.72
2858,13863,1350,7,9,0.84
2859,13864,1350,8,9,0.84
2860,13865,1350,9,9,0.77
2861,13866,1350,10,9,2.95
2862,13867,1350,11,9,3.0
2863,13868,1350,12,9,2.78
2864,13869,1350,13,9,2.39
2865,13870,1350,14,9,2.19
2866,13871,1350,15,9,2.1
2867,13872,1350,16,9,1.88
2868,13873,1350,17,9,1.76
2869,13874,1350,18,9,1.51
2870,13875,1350,19,9,2.87
2871,13876,1350,20,9,4.25
2872,13877,1350,21,9,4.22
2873,13878,1350,22,9,4.08
2874,13879,1350,23,9,3.95
2875,13880,1350,24,9,3.8
2876,13881,1350,25,9,3.85
2877,13882,1350,26,9,4.08
2878,13883,1350,27,9,4.5
2879,13884,1350,28,9,4.48
2880,13885,1350,29,9,3.75
2881,13886,1350,30,9,3.75
2882,13887,1350,31,9,
2883,15562,1350,1,10,3.56
2884,15563,1350,2,10,3.56
2885,15564,1350,3,10,3.75
2886,15565,1350,4,10,3.65
2887,15566,1350,5,10,3.95
2888,15567,1350,6,10,4.08
2889,15568,1350,7,10,3.92
2890,15569,1350,8,10,3.65
2891,15570,1350,9,10,3.75
2892,15571,1350,10,10,5.05
2893,15572,1350,11,10,4.08
2894,15573,1350,12,10,5.35
2895,15574,1350,13,10,5.18
2896,15575,1350,14,10,4.91
2897,15576,1350,15,10,4.36
2898,15577,1350,16,10,4.22
2899,15578,1350,17,10,4.77
2900,15579,1350,18,10,5.05
2901,15580,1350,19,10,4.91
2902,15581,1350,20,10,5.05
2903,15582,1350,21,10,4.8
2904,15583,1350,22,10,4.91
2905,15584,1350,23,10,5.05
2906,15585,1350,24,10,5.1
2907,15586,1350,25,10,5.1
2908,15587,1350,26,10,5.05
2909,15588,1350,27,10,5.19
2910,15589,1350,28,10,5.32
2911,15590,1350,29,10,5.05
2912,15591,1350,30,10,4.45
2913,15592,1350,31,10,
2914,17267,1350,1,11,3.65
2915,17268,1350,2,11,3.95
2916,17269,1350,3,11,4.22
2917,17270,1350,4,11,4.77
2918,17271,1350,5,11,4.91
2919,17272,1350,6,11,6.1
2920,17273,1350,7,11,6.1
2921,17274,1350,8,11,6.3
2922,17275,1350,9,11,6.3
2923,17276,1350,10,11,6.31
2924,17277,1350,11,11,5.75
2925,17278,1350,12,11,5.61
2926,17279,1350,13,11,5.52
2927,17280,1350,14,11,5.71
2928,17281,1350,15,11,5.55
2929,17282,1350,16,11,5.71
2930,17283,1350,17,11,5.81
2931,17284,1350,18,11,5.81
2932,17285,1350,19,11,5.61
2933,17286,1350,20,11,5.32
2934,17287,1350,21,11,5.03
2935,17288,1350,22,11,5.03
2936,17289,1350,23,11,4.93
2937,17290,1350,24,11,5.61
2938,17291,1350,25,11,6.0
2939,17292,1350,26,11,6.42
2940,17293,1350,27,11,6.55
2941,17294,1350,28,11,6.93
2942,17295,1350,29,11,11.0
2943,17296,1350,30,11,18.05
2944,17297,1350,31,11,
2945,18972,1350,1,12,19.0
2946,18973,1350,2,12,19.0
2947,18974,1350,3,12,14.2
2948,18975,1350,4,12,11.6
2949,18976,1350,5,12,11.6
2950,18977,1350,6,12,11.0
2951,18978,1350,7,12,9.8
2952,18979,1350,8,12,9.0
2953,18980,1350,9,12,8.4
2954,18981,1350,10,12,9.7
2955,18982,1350,11,12,9.4
2956,18983,1350,12,12,8.8
2957,18984,1350,13,12,8.5
2958,18985,1350,14,12,8.6
2959,18986,1350,15,12,9.2
2960,18987,1350,16,12,27.0
2961,18988,1350,17,12,38.0
2962,18989,1350,18,12,54.3
2963,18990,1350,19,12,58.2
2964,18991,1350,20,12,45.8
2965,18992,1350,21,12,38.8
2966,18993,1350,22,12,37.6
2967,18994,1350,23,12,50.5
2968,18995,1350,24,12,75.9
2969,18996,1350,25,12,71.5
2970,18997,1350,26,12,57.6
2971,18998,1350,27,12,52.7
2972,18999,1350,28,12,51.7
2973,19000,1350,29,12,48.5
2974,19001,1350,30,12,49.5
2975,19002,1350,31,12,
2976,248,1351,1,1,42.95
2977,249,1351,2,1,43.6
2978,250,1351,3,1,42.62
2979,251,1351,4,1,42.62
2980,252,1351,5,1,42.62
2981,253,1351,6,1,32.79
2982,254,1351,7,1,29.94
2983,255,1351,8,1,29.37
2984,256,1351,9,1,28.8
2985,257,1351,10,1,28.8
2986,258,1351,11,1,27.93
2987,259,1351,12,1,28.8
2988,260,1351,13,1,31.36
2989,261,1351,14,1,35.47
2990,262,1351,15,1,39.7
2991,263,1351,16,1,48.02
2992,264,1351,17,1,62.8
2993,265,1351,18,1,52.0
2994,266,1351,19,1,47.5
2995,267,1351,20,1,101.2
2996,268,1351,21,1,107.3
2997,269,1351,22,1,80.0
2998,270,1351,23,1,62.8
2999,271,1351,24,1,60.6
3000,272,1351,25,1,53.87
3001,273,1351,26,1,50.87
3002,274,1351,27,1,49.75
3003,275,1351,28,1,52.8
3004,276,1351,29,1,55.0
3005,277,1351,30,1,68.33
3006,278,1351,31,1,101.29
3007,1953,1351,1,2,105.6
3008,1954,1351,2,2,97.2
3009,1955,1351,3,2,95.6
3010,1956,1351,4,2,83.6
3011,1957,1351,5,2,63.6
3012,1958,1351,6,2,43.92
3013,1959,1351,7,2,41.0
3014,1960,1351,8,2,35.8
3015,1961,1351,9,2,33.93
3016,1962,1351,10,2,30.51
3017,1963,1351,11,2,25.61
3018,1964,1351,12,2,24.74
3019,1965,1351,13,2,21.55
3020,1966,1351,14,2,19.62
3021,1967,1351,15,2,20.75
3022,1968,1351,16,2,19.4
3023,1969,1351,17,2,17.9
3024,1970,1351,18,2,16.5
3025,1971,1351,19,2,16.3
3026,1972,1351,20,2,16.5
3027,1973,1351,21,2,15.7
3028,1974,1351,22,2,23.1
3029,1975,1351,23,2,34.21
3030,1976,1351,24,2,30.22
3031,1977,1351,25,2,25.0
3032,1978,1351,26,2,21.42
3033,1979,1351,27,2,18.55
3034,1980,1351,28,2,16.5
3035,1981,1351,29,2,16.3
3036,1982,1351,30,2,14.15
3037,1983,1351,31,2,14.0
3038,3658,1351,1,3,12.79
3039,3659,1351,2,3,11.27
3040,3660,1351,3,3,11.84
3041,3661,1351,4,3,11.08
3042,3662,1351,5,3,9.72
3043,3663,1351,6,3,9.15
3044,3664,1351,7,3,8.1
3045,3665,1351,8,3,6.4
3046,3666,1351,9,3,5.77
3047,3667,1351,10,3,5.1
3048,3668,1351,11,3,5.0
3049,3669,1351,12,3,2.28
3050,3670,1351,13,3,2.0
3051,3671,1351,14,3,1.67
3052,3672,1351,15,3,1.58
3053,3673,1351,16,3,1.48
3054,3674,1351,17,3,1.58
3055,3675,1351,18,3,1.72
3056,3676,1351,19,3,1.67
3057,3677,1351,20,3,1.58
3058,3678,1351,21,3,1.58
3059,3679,1351,22,3,1.39
3060,3680,1351,23,3,1.24
3061,3681,1351,24,3,1.11
3062,3682,1351,25,3,0.96
3063,3683,1351,26,3,1.0
3064,3684,1351,27,3,0.9
3065,3685,1351,28,3,0.76
3066,3686,1351,29,3,0.67
3067,3687,1351,30,3,0.73
3068,3688,1351,31,3,0.6
