,sal,rooz,Month,zola_Debi
10370,1372,17,8,0.42
10371,1372,18,8,0.21
10372,1372,19,8,0.21
10373,1372,20,8,0.42
10374,1372,21,8,0.46
10375,1372,22,8,0.56
10376,1372,23,8,1.01
10377,1372,24,8,0.66
10378,1372,25,8,0.66
10379,1372,26,8,0.72
10380,1372,27,8,0.72
10381,1372,28,8,0.83
10382,1372,29,8,0.83
10383,1372,30,8,0.89
10384,1372,31,8,
11749,1372,1,9,0.83
11750,1372,2,9,0.89
11751,1372,3,9,1.06
11752,1372,4,9,3.4
11753,1372,5,9,1.79
11754,1372,6,9,1.89
11755,1372,7,9,2.0
11756,1372,8,9,2.1
11757,1372,9,9,2.2
11758,1372,10,9,2.2
11759,1372,11,9,2.34
11760,1372,12,9,2.34
11761,1372,13,9,2.62
11762,1372,14,9,2.48
11763,1372,15,9,2.2
11764,1372,16,9,2.34
11765,1372,17,9,2.34
11766,1372,18,9,2.48
11767,1372,19,9,2.0
11768,1372,20,9,1.89
11769,1372,21,9,2.0
11770,1372,22,9,2.34
11771,1372,23,9,2.1
11772,1372,24,9,1.59
11773,1372,25,9,1.79
11774,1372,26,9,2.1
11775,1372,27,9,2.1
11776,1372,28,9,2.1
11777,1372,29,9,2.1
11778,1372,30,9,2.1
11779,1372,31,9,
13144,1372,1,10,2.2
13145,1372,2,10,2.48
13146,1372,3,10,2.76
13147,1372,4,10,2.76
13148,1372,5,10,2.76
13149,1372,6,10,2.76
13150,1372,7,10,2.76
13151,1372,8,10,2.76
13152,1372,9,10,2.76
13153,1372,10,10,2.76
13154,1372,11,10,2.76
13155,1372,12,10,2.76
13156,1372,13,10,2.76
13157,1372,14,10,2.62
13158,1372,15,10,2.76
13159,1372,16,10,2.76
13160,1372,17,10,2.76
13161,1372,18,10,2.76
13162,1372,19,10,2.48
13163,1372,20,10,2.48
13164,1372,21,10,2.48
13165,1372,22,10,2.48
13166,1372,23,10,2.34
13167,1372,24,10,2.2
13168,1372,25,10,2.2
13169,1372,26,10,2.2
13170,1372,27,10,2.2
13171,1372,28,10,2.2
13172,1372,29,10,2.34
13173,1372,30,10,2.34
13174,1372,31,10,
14539,1372,1,11,2.2
14540,1372,2,11,2.1
14541,1372,3,11,2.1
14542,1372,4,11,2.2
14543,1372,5,11,2.2
14544,1372,6,11,2.48
14545,1372,7,11,2.48
14546,1372,8,11,2.34
14547,1372,9,11,2.34
14548,1372,10,11,2.48
14549,1372,11,11,2.76
14550,1372,12,11,3.18
14551,1372,13,11,3.32
14552,1372,14,11,3.04
14553,1372,15,11,2.9
14554,1372,16,11,2.9
14555,1372,17,11,3.04
14556,1372,18,11,2.9
14557,1372,19,11,2.9
14558,1372,20,11,3.18
14559,1372,21,11,3.18
14560,1372,22,11,3.18
14561,1372,23,11,3.18
14562,1372,24,11,3.04
14563,1372,25,11,3.04
14564,1372,26,11,3.18
14565,1372,27,11,3.18
14566,1372,28,11,2.9
14567,1372,29,11,3.18
14568,1372,30,11,3.32
14569,1372,31,11,
15934,1372,1,12,3.18
15935,1372,2,12,3.04
15936,1372,3,12,3.04
15937,1372,4,12,3.04
15938,1372,5,12,3.04
15939,1372,6,12,2.9
15940,1372,7,12,2.9
15941,1372,8,12,3.04
15942,1372,9,12,2.9
15943,1372,10,12,2.9
15944,1372,11,12,2.9
15945,1372,12,12,2.76
15946,1372,13,12,2.62
15947,1372,14,12,1.89
15948,1372,15,12,1.38
15949,1372,16,12,1.48
15950,1372,17,12,1.48
15951,1372,18,12,1.59
15952,1372,19,12,3.32
15953,1372,20,12,3.6
15954,1372,21,12,2.9
15955,1372,22,12,2.48
15956,1372,23,12,2.2
15957,1372,24,12,2.34
15958,1372,25,12,2.2
15959,1372,26,12,1.89
15960,1372,27,12,1.79
15961,1372,28,12,2.48
15962,1372,29,12,2.48
15963,1372,30,12,
15964,1372,31,12,
620,1373,1,1,3.52
621,1373,2,1,2.65
622,1373,3,1,3.52
623,1373,4,1,3.52
624,1373,5,1,3.52
625,1373,6,1,3.52
626,1373,7,1,3.13
627,1373,8,1,3.13
628,1373,9,1,3.13
629,1373,10,1,3.26
630,1373,11,1,3.26
631,1373,12,1,3.26
632,1373,13,1,3.39
633,1373,14,1,3.65
634,1373,15,1,3.91
635,1373,16,1,3.91
636,1373,17,1,3.65
637,1373,18,1,3.26
638,1373,19,1,3.13
639,1373,20,1,2.89
640,1373,21,1,3.13
641,1373,22,1,4.04
642,1373,23,1,4.3
643,1373,24,1,4.64
644,1373,25,1,4.81
645,1373,26,1,5.15
646,1373,27,1,5.15
647,1373,28,1,6.0
648,1373,29,1,5.49
649,1373,30,1,5.66
650,1373,31,1,6.0
2015,1373,1,2,5.81
2016,1373,2,2,4.64
2017,1373,3,2,5.32
2018,1373,4,2,14.95
2019,1373,5,2,16.13
2020,1373,6,2,15.24
2021,1373,7,2,14.72
2022,1373,8,2,14.72
2023,1373,9,2,14.2
2024,1373,10,2,14.72
2025,1373,11,2,15.24
2026,1373,12,2,15.24
2027,1373,13,2,17.57
2028,1373,14,2,17.57
2029,1373,15,2,18.34
2030,1373,16,2,17.57
2031,1373,17,2,14.2
2032,1373,18,2,14.2
2033,1373,19,2,10.95
2034,1373,20,2,10.3
2035,1373,21,2,8.67
2036,1373,22,2,8.11
2037,1373,23,2,7.41
2038,1373,24,2,7.41
2039,1373,25,2,5.66
2040,1373,26,2,5.83
2041,1373,27,2,5.32
2042,1373,28,2,6.13
2043,1373,29,2,7.17
2044,1373,30,2,5.49
2045,1373,31,2,4.47
3410,1373,1,3,3.65
3411,1373,2,3,3.52
3412,1373,3,3,2.68
3413,1373,4,3,2.26
3414,1373,5,3,2.05
3415,1373,6,3,1.85
3416,1373,7,3,1.57
3417,1373,8,3,3.91
3418,1373,9,3,3.18
3419,1373,10,3,1.62
3420,1373,11,3,5.36
3421,1373,12,3,4.98
3422,1373,13,3,0.6
3423,1373,14,3,7.41
3424,1373,15,3,6.56
3425,1373,16,3,4.04
3426,1373,17,3,4.47
3427,1373,18,3,4.78
3428,1373,19,3,3.65
3429,1373,20,3,3.26
3430,1373,21,3,2.68
3431,1373,22,3,2.16
3432,1373,23,3,1.85
3433,1373,24,3,1.85
3434,1373,25,3,1.47
3435,1373,26,3,5.46
3436,1373,27,3,2.37
3437,1373,28,3,1.66
3438,1373,29,3,1.28
3439,1373,30,3,0.77
3440,1373,31,3,0.25
4805,1373,1,4,0.19
4806,1373,2,4,0.1
4807,1373,3,4,
4808,1373,4,4,
4809,1373,5,4,
4810,1373,6,4,
4811,1373,7,4,
4812,1373,8,4,
4813,1373,9,4,
4814,1373,10,4,
4815,1373,11,4,
4816,1373,12,4,
4817,1373,13,4,
4818,1373,14,4,
4819,1373,15,4,4.12
4820,1373,16,4,2.37
4821,1373,17,4,1.38
4822,1373,18,4,0.23
4823,1373,19,4,0.04
4824,1373,20,4,
4825,1373,21,4,
4826,1373,22,4,
4827,1373,23,4,
4828,1373,24,4,
4829,1373,25,4,
4830,1373,26,4,
4831,1373,27,4,
4832,1373,28,4,
4833,1373,29,4,
4834,1373,30,4,
4835,1373,31,4,
6200,1373,1,5,
6201,1373,2,5,
6202,1373,3,5,
6203,1373,4,5,
6204,1373,5,5,
6205,1373,6,5,
6206,1373,7,5,
6207,1373,8,5,
6208,1373,9,5,
6209,1373,10,5,
6210,1373,11,5,
6211,1373,12,5,
6212,1373,13,5,
6213,1373,14,5,
6214,1373,15,5,
6215,1373,16,5,
6216,1373,17,5,
6217,1373,18,5,
6218,1373,19,5,
6219,1373,20,5,
6220,1373,21,5,
6221,1373,22,5,
6222,1373,23,5,
6223,1373,24,5,
6224,1373,25,5,
6225,1373,26,5,
6226,1373,27,5,
6227,1373,28,5,
6228,1373,29,5,
6229,1373,30,5,
6230,1373,31,5,
7595,1373,1,6,
7596,1373,2,6,
7597,1373,3,6,
7598,1373,4,6,
7599,1373,5,6,
7600,1373,6,6,
7601,1373,7,6,
7602,1373,8,6,
7603,1373,9,6,
7604,1373,10,6,
7605,1373,11,6,
7606,1373,12,6,
7607,1373,13,6,
7608,1373,14,6,
7609,1373,15,6,
7610,1373,16,6,
7611,1373,17,6,
7612,1373,18,6,
7613,1373,19,6,
7614,1373,20,6,
7615,1373,21,6,
7616,1373,22,6,
7617,1373,23,6,
7618,1373,24,6,
7619,1373,25,6,
7620,1373,26,6,
7621,1373,27,6,
7622,1373,28,6,
7623,1373,29,6,
7624,1373,30,6,
7625,1373,31,6,
8990,1373,1,7,
8991,1373,2,7,
8992,1373,3,7,
8993,1373,4,7,
8994,1373,5,7,
8995,1373,6,7,
8996,1373,7,7,
8997,1373,8,7,
8998,1373,9,7,
8999,1373,10,7,
9000,1373,11,7,
9001,1373,12,7,
9002,1373,13,7,0.05
9003,1373,14,7,0.13
9004,1373,15,7,0.15
9005,1373,16,7,0.2
9006,1373,17,7,0.2
9007,1373,18,7,0.2
9008,1373,19,7,0.19
9009,1373,20,7,0.13
9010,1373,21,7,0.13
9011,1373,22,7,0.19
9012,1373,23,7,0.62
9013,1373,24,7,0.63
9014,1373,25,7,0.47
9015,1373,26,7,0.4
9016,1373,27,7,0.62
9017,1373,28,7,0.62
9018,1373,29,7,0.7
9019,1373,30,7,0.77
9020,1373,31,7,
10385,1373,1,8,0.55
10386,1373,2,8,0.32
10387,1373,3,8,0.25
10388,1373,4,8,0.47
10389,1373,5,8,1.19
10390,1373,6,8,1.28
10391,1373,7,8,1.09
10392,1373,8,8,0.7
10393,1373,9,8,0.7
10394,1373,10,8,0.77
10395,1373,11,8,0.92
10396,1373,12,8,1.9
10397,1373,13,8,1.09
10398,1373,14,8,1.09
10399,1373,15,8,1.28
10400,1373,16,8,2.06
10401,1373,17,8,2.68
10402,1373,18,8,2.58
10403,1373,19,8,2.68
10404,1373,20,8,2.68
10405,1373,21,8,2.68
10406,1373,22,8,2.79
10407,1373,23,8,2.79
10408,1373,24,8,2.58
10409,1373,25,8,2.58
10410,1373,26,8,2.89
10411,1373,27,8,3.39
10412,1373,28,8,3.26
10413,1373,29,8,3.0
10414,1373,30,8,3.52
10415,1373,31,8,
11780,1373,1,9,2.65
11781,1373,2,9,3.78
11782,1373,3,9,3.78
11783,1373,4,9,3.78
11784,1373,5,9,3.52
11785,1373,6,9,3.52
11786,1373,7,9,3.13
11787,1373,8,9,3.13
11788,1373,9,9,3.13
11789,1373,10,9,3.39
11790,1373,11,9,3.0
11791,1373,12,9,2.79
11792,1373,13,9,2.89
11793,1373,14,9,2.89
11794,1373,15,9,2.64
11795,1373,16,9,2.26
11796,1373,17,9,2.47
11797,1373,18,9,2.37
11798,1373,19,9,2.37
11799,1373,20,9,2.47
11800,1373,21,9,2.47
11801,1373,22,9,2.47
11802,1373,23,9,2.47
11803,1373,24,9,2.47
11804,1373,25,9,2.37
11805,1373,26,9,2.37
11806,1373,27,9,2.26
11807,1373,28,9,2.16
11808,1373,29,9,2.26
11809,1373,30,9,2.26
11810,1373,31,9,
13175,1373,1,10,2.37
13176,1373,2,10,2.05
13177,1373,3,10,1.47
13178,1373,4,10,1.19
13179,1373,5,10,2.47
13180,1373,6,10,2.47
13181,1373,7,10,2.05
13182,1373,8,10,1.28
13183,1373,9,10,1.28
13184,1373,10,10,1.28
13185,1373,11,10,1.38
13186,1373,12,10,1.57
13187,1373,13,10,1.85
13188,1373,14,10,2.05
13189,1373,15,10,3.78
13190,1373,16,10,3.1
13191,1373,17,10,1.76
13192,1373,18,10,1.0
13193,1373,19,10,1.0
13194,1373,20,10,1.19
13195,1373,21,10,2.05
13196,1373,22,10,2.16
13197,1373,23,10,1.95
13198,1373,24,10,2.05
13199,1373,25,10,2.16
13200,1373,26,10,2.37
13201,1373,27,10,2.16
13202,1373,28,10,2.05
13203,1373,29,10,2.05
13204,1373,30,10,2.05
13205,1373,31,10,
14570,1373,1,11,1.85
14571,1373,2,11,2.05
14572,1373,3,11,1.95
14573,1373,4,11,1.76
14574,1373,5,11,1.85
14575,1373,6,11,2.16
14576,1373,7,11,1.76
14577,1373,8,11,2.16
14578,1373,9,11,1.47
14579,1373,10,11,1.57
14580,1373,11,11,1.76
14581,1373,12,11,2.47
14582,1373,13,11,1.95
14583,1373,14,11,2.16
14584,1373,15,11,1.95
14585,1373,16,11,1.95
14586,1373,17,11,1.95
14587,1373,18,11,1.95
14588,1373,19,11,2.05
14589,1373,20,11,2.05
14590,1373,21,11,2.26
14591,1373,22,11,2.26
14592,1373,23,11,2.16
14593,1373,24,11,2.16
14594,1373,25,11,2.26
14595,1373,26,11,2.37
14596,1373,27,11,2.58
14597,1373,28,11,2.79
14598,1373,29,11,2.79
14599,1373,30,11,2.79
14600,1373,31,11,
15965,1373,1,12,2.89
15966,1373,2,12,2.89
15967,1373,3,12,2.79
15968,1373,4,12,2.47
15969,1373,5,12,2.58
15970,1373,6,12,2.58
15971,1373,7,12,2.37
15972,1373,8,12,2.47
15973,1373,9,12,2.37
15974,1373,10,12,2.37
15975,1373,11,12,2.37
15976,1373,12,12,2.37
15977,1373,13,12,2.47
15978,1373,14,12,2.58
15979,1373,15,12,2.58
15980,1373,16,12,2.68
15981,1373,17,12,2.47
15982,1373,18,12,2.58
15983,1373,19,12,2.58
15984,1373,20,12,2.58
15985,1373,21,12,2.58
15986,1373,22,12,2.68
15987,1373,23,12,3.13
15988,1373,24,12,3.26
15989,1373,25,12,3.39
15990,1373,26,12,3.65
15991,1373,27,12,3.91
15992,1373,28,12,3.91
15993,1373,29,12,3.91
15994,1373,30,12,
15995,1373,31,12,
651,1374,1,1,3.37
652,1374,2,1,3.49
653,1374,3,1,3.6
654,1374,4,1,3.9
655,1374,5,1,4.34
656,1374,6,1,4.34
657,1374,7,1,4.19
658,1374,8,1,4.34
659,1374,9,1,4.34
660,1374,10,1,4.49
661,1374,11,1,4.49
662,1374,12,1,5.08
663,1374,13,1,5.92
664,1374,14,1,6.26
665,1374,15,1,6.59
666,1374,16,1,6.96
667,1374,17,1,7.17
668,1374,18,1,5.3
669,1374,19,1,5.49
670,1374,20,1,5.87
671,1374,21,1,4.64
672,1374,22,1,4.97
673,1374,23,1,6.25
674,1374,24,1,7.01
675,1374,25,1,10.51
676,1374,26,1,13.88
677,1374,27,1,12.74
678,1374,28,1,10.41
679,1374,29,1,9.56
680,1374,30,1,9.84
681,1374,31,1,13.07
2046,1374,1,2,12.12
2047,1374,2,2,12.74
2048,1374,3,2,13.74
2049,1374,4,2,11.26
2050,1374,5,2,10.13
2051,1374,6,2,8.38
2052,1374,7,2,10.13
2053,1374,8,2,8.85
2054,1374,9,2,8.14
2055,1374,10,2,7.2
2056,1374,11,2,7.44
2057,1374,12,2,11.26
2058,1374,13,2,9.32
2059,1374,14,2,13.74
2060,1374,15,2,15.42
2061,1374,16,2,12.12
2062,1374,17,2,8.62
2063,1374,18,2,7.67
2064,1374,19,2,7.44
2065,1374,20,2,7.44
2066,1374,21,2,7.01
2067,1374,22,2,7.91
2068,1374,23,2,6.63
2069,1374,24,2,5.64
2070,1374,25,2,5.05
2071,1374,26,2,5.64
2072,1374,27,2,4.85
2073,1374,28,2,4.85
2074,1374,29,2,3.36
2075,1374,30,2,3.66
2076,1374,31,2,4.85
3441,1374,1,3,4.75
3442,1374,2,3,3.56
3443,1374,3,3,2.97
3444,1374,4,3,2.28
3445,1374,5,3,1.98
3446,1374,6,3,1.58
3447,1374,7,3,0.99
3448,1374,8,3,1.09
3449,1374,9,3,0.49
3450,1374,10,3,
3451,1374,11,3,
3452,1374,12,3,
3453,1374,13,3,
3454,1374,14,3,
3455,1374,15,3,
3456,1374,16,3,
3457,1374,17,3,
3458,1374,18,3,
3459,1374,19,3,
3460,1374,20,3,
3461,1374,21,3,
3462,1374,22,3,
3463,1374,23,3,
3464,1374,24,3,
3465,1374,25,3,
3466,1374,26,3,
3467,1374,27,3,
3468,1374,28,3,
3469,1374,29,3,
3470,1374,30,3,
3471,1374,31,3,
4836,1374,1,4,
4837,1374,2,4,
4838,1374,3,4,
4839,1374,4,4,
4840,1374,5,4,
4841,1374,6,4,
4842,1374,7,4,
4843,1374,8,4,
4844,1374,9,4,
4845,1374,10,4,
4846,1374,11,4,
4847,1374,12,4,
4848,1374,13,4,
4849,1374,14,4,
4850,1374,15,4,
4851,1374,16,4,1.15
4852,1374,17,4,1.05
4853,1374,18,4,13.02
4854,1374,19,4,18.23
4855,1374,20,4,5.65
4856,1374,21,4,7.25
4857,1374,22,4,3.93
4858,1374,23,4,3.65
4859,1374,24,4,0.8
4860,1374,25,4,
4861,1374,26,4,
4862,1374,27,4,
4863,1374,28,4,
4864,1374,29,4,
4865,1374,30,4,
4866,1374,31,4,
6231,1374,1,5,
6232,1374,2,5,
6233,1374,3,5,
6234,1374,4,5,
6235,1374,5,5,
6236,1374,6,5,
6237,1374,7,5,
6238,1374,8,5,
6239,1374,9,5,
6240,1374,10,5,
6241,1374,11,5,
6242,1374,12,5,
6243,1374,13,5,
6244,1374,14,5,
6245,1374,15,5,
6246,1374,16,5,
6247,1374,17,5,
6248,1374,18,5,
6249,1374,19,5,
6250,1374,20,5,
6251,1374,21,5,
6252,1374,22,5,
6253,1374,23,5,
6254,1374,24,5,
6255,1374,25,5,
6256,1374,26,5,
6257,1374,27,5,
6258,1374,28,5,
6259,1374,29,5,
6260,1374,30,5,
6261,1374,31,5,
7626,1374,1,6,
7627,1374,2,6,
7628,1374,3,6,
7629,1374,4,6,
7630,1374,5,6,
7631,1374,6,6,
7632,1374,7,6,
7633,1374,8,6,
7634,1374,9,6,
7635,1374,10,6,
7636,1374,11,6,
7637,1374,12,6,
7638,1374,13,6,
7639,1374,14,6,
7640,1374,15,6,
7641,1374,16,6,
7642,1374,17,6,
7643,1374,18,6,
7644,1374,19,6,
7645,1374,20,6,
7646,1374,21,6,
7647,1374,22,6,
7648,1374,23,6,
7649,1374,24,6,
7650,1374,25,6,
7651,1374,26,6,
7652,1374,27,6,
7653,1374,28,6,
7654,1374,29,6,
7655,1374,30,6,
7656,1374,31,6,
9021,1374,1,7,
9022,1374,2,7,
9023,1374,3,7,
9024,1374,4,7,
9025,1374,5,7,
9026,1374,6,7,
9027,1374,7,7,
9028,1374,8,7,
9029,1374,9,7,
9030,1374,10,7,
9031,1374,11,7,
9032,1374,12,7,
9033,1374,13,7,
9034,1374,14,7,
9035,1374,15,7,
9036,1374,16,7,
9037,1374,17,7,
9038,1374,18,7,
9039,1374,19,7,
9040,1374,20,7,
9041,1374,21,7,
9042,1374,22,7,
9043,1374,23,7,
9044,1374,24,7,
9045,1374,25,7,
9046,1374,26,7,
9047,1374,27,7,
9048,1374,28,7,
9049,1374,29,7,
9050,1374,30,7,
9051,1374,31,7,
10416,1374,1,8,
10417,1374,2,8,
10418,1374,3,8,
10419,1374,4,8,
10420,1374,5,8,
10421,1374,6,8,
10422,1374,7,8,
10423,1374,8,8,
10424,1374,9,8,
10425,1374,10,8,0.35
10426,1374,11,8,1.0
10427,1374,12,8,0.92
10428,1374,13,8,1.51
10429,1374,14,8,0.92
10430,1374,15,8,0.6
10431,1374,16,8,0.6
10432,1374,17,8,0.6
10433,1374,18,8,0.68
10434,1374,19,8,0.76
10435,1374,20,8,0.92
10436,1374,21,8,0.92
10437,1374,22,8,1.08
10438,1374,23,8,0.84
10439,1374,24,8,0.92
10440,1374,25,8,1.0
10441,1374,26,8,0.92
10442,1374,27,8,0.92
10443,1374,28,8,1.0
10444,1374,29,8,0.92
10445,1374,30,8,0.68
10446,1374,31,8,
11811,1374,1,9,0.92
11812,1374,2,9,1.0
11813,1374,3,9,0.92
11814,1374,4,9,0.92
11815,1374,5,9,1.0
11816,1374,6,9,1.16
11817,1374,7,9,1.16
11818,1374,8,9,1.16
11819,1374,9,9,1.16
11820,1374,10,9,1.24
11821,1374,11,9,1.24
11822,1374,12,9,0.76
11823,1374,13,9,1.24
11824,1374,14,9,1.24
11825,1374,15,9,1.24
11826,1374,16,9,1.16
11827,1374,17,9,1.32
11828,1374,18,9,1.4
11829,1374,19,9,1.32
11830,1374,20,9,1.51
11831,1374,21,9,1.61
11832,1374,22,9,1.93
11833,1374,23,9,1.51
11834,1374,24,9,1.51
11835,1374,25,9,1.4
11836,1374,26,9,1.51
11837,1374,27,9,1.51
11838,1374,28,9,1.08
11839,1374,29,9,0.84
11840,1374,30,9,0.92
11841,1374,31,9,
13206,1374,1,10,1.0
13207,1374,2,10,1.32
13208,1374,3,10,1.4
13209,1374,4,10,1.4
13210,1374,5,10,1.4
13211,1374,6,10,1.51
13212,1374,7,10,1.51
13213,1374,8,10,1.32
13214,1374,9,10,1.4
13215,1374,10,10,1.4
13216,1374,11,10,1.4
13217,1374,12,10,1.4
13218,1374,13,10,1.4
13219,1374,14,10,1.51
13220,1374,15,10,1.72
13221,1374,16,10,1.61
13222,1374,17,10,1.61
13223,1374,18,10,1.82
13224,1374,19,10,1.82
13225,1374,20,10,1.93
13226,1374,21,10,1.93
13227,1374,22,10,1.82
13228,1374,23,10,1.82
13229,1374,24,10,1.72
13230,1374,25,10,2.35
13231,1374,26,10,2.46
13232,1374,27,10,2.69
13233,1374,28,10,3.03
13234,1374,29,10,4.34
13235,1374,30,10,4.37
13236,1374,31,10,
14601,1374,1,11,4.04
14602,1374,2,11,3.49
14603,1374,3,11,1.61
14604,1374,4,11,1.4
14605,1374,5,11,1.4
14606,1374,6,11,1.51
14607,1374,7,11,1.51
14608,1374,8,11,1.72
14609,1374,9,11,1.82
14610,1374,10,11,1.82
14611,1374,11,11,1.72
14612,1374,12,11,1.72
14613,1374,13,11,1.61
14614,1374,14,11,1.82
14615,1374,15,11,1.82
14616,1374,16,11,1.72
14617,1374,17,11,1.61
14618,1374,18,11,1.4
14619,1374,19,11,1.4
14620,1374,20,11,2.35
14621,1374,21,11,4.34
14622,1374,22,11,2.8
14623,1374,23,11,2.69
14624,1374,24,11,2.57
14625,1374,25,11,2.46
14626,1374,26,11,2.57
14627,1374,27,11,2.69
14628,1374,28,11,2.46
14629,1374,29,11,2.04
14630,1374,30,11,1.61
14631,1374,31,11,
15996,1374,1,12,1.82
15997,1374,2,12,1.82
15998,1374,3,12,1.72
15999,1374,4,12,1.72
16000,1374,5,12,1.72
16001,1374,6,12,2.25
16002,1374,7,12,2.25
16003,1374,8,12,2.25
16004,1374,9,12,2.14
16005,1374,10,12,2.14
16006,1374,11,12,2.25
16007,1374,12,12,2.25
16008,1374,13,12,2.25
16009,1374,14,12,2.25
16010,1374,15,12,2.25
16011,1374,16,12,2.14
16012,1374,17,12,2.46
16013,1374,18,12,2.8
16014,1374,19,12,2.57
16015,1374,20,12,2.46
16016,1374,21,12,2.8
16017,1374,22,12,3.03
16018,1374,23,12,2.92
16019,1374,24,12,3.03
16020,1374,25,12,3.14
16021,1374,26,12,3.14
16022,1374,27,12,3.14
16023,1374,28,12,3.37
16024,1374,29,12,3.6
16025,1374,30,12,
16026,1374,31,12,
682,1375,1,1,2.47
683,1375,2,1,2.6
684,1375,3,1,2.6
685,1375,4,1,2.6
686,1375,5,1,1.61
687,1375,6,1,2.97
688,1375,7,1,3.1
689,1375,8,1,3.42
690,1375,9,1,3.26
691,1375,10,1,3.26
692,1375,11,1,2.6
693,1375,12,1,1.84
694,1375,13,1,3.42
695,1375,14,1,5.39
696,1375,15,1,3.42
697,1375,16,1,5.16
698,1375,17,1,7.01
699,1375,18,1,4.7
700,1375,19,1,5.3
701,1375,20,1,3.58
702,1375,21,1,5.39
703,1375,22,1,4.7
704,1375,23,1,4.06
705,1375,24,1,3.42
706,1375,25,1,2.6
707,1375,26,1,1.76
708,1375,27,1,5.25
709,1375,28,1,5.16
710,1375,29,1,4.06
711,1375,30,1,5.16
712,1375,31,1,3.74
2077,1375,1,2,2.72
2078,1375,2,2,4.06
2079,1375,3,2,5.85
2080,1375,4,2,7.0
2081,1375,5,2,7.9
2082,1375,6,2,11.35
2083,1375,7,2,11.08
2084,1375,8,2,19.11
2085,1375,9,2,16.74
2086,1375,10,2,13.6
2087,1375,11,2,12.88
2088,1375,12,2,8.2
2089,1375,13,2,6.77
2090,1375,14,2,6.54
2091,1375,15,2,6.54
2092,1375,16,2,4.54
2093,1375,17,2,3.26
2094,1375,18,2,2.72
2095,1375,19,2,3.1
2096,1375,20,2,3.26
2097,1375,21,2,2.85
2098,1375,22,2,2.34
2099,1375,23,2,1.2
2100,1375,24,2,1.76
2101,1375,25,2,1.76
2102,1375,26,2,1.23
2103,1375,27,2,1.08
2104,1375,28,2,1.08
2105,1375,29,2,7.62
2106,1375,30,2,3.7
2107,1375,31,2,1.61
3472,1375,1,3,1.08
3473,1375,2,3,1.97
3474,1375,3,3,9.81
3475,1375,4,3,8.93
3476,1375,5,3,2.7
3477,1375,6,3,1.38
3478,1375,7,3,0.98
3479,1375,8,3,
3480,1375,9,3,
3481,1375,10,3,
3482,1375,11,3,
3483,1375,12,3,
3484,1375,13,3,
3485,1375,14,3,
3486,1375,15,3,
3487,1375,16,3,
3488,1375,17,3,
3489,1375,18,3,
3490,1375,19,3,
3491,1375,20,3,
3492,1375,21,3,
3493,1375,22,3,
3494,1375,23,3,
3495,1375,24,3,
3496,1375,25,3,
3497,1375,26,3,
3498,1375,27,3,
3499,1375,28,3,
3500,1375,29,3,
3501,1375,30,3,
3502,1375,31,3,
4867,1375,1,4,
4868,1375,2,4,
4869,1375,3,4,
4870,1375,4,4,
4871,1375,5,4,
4872,1375,6,4,
4873,1375,7,4,
4874,1375,8,4,
4875,1375,9,4,
4876,1375,10,4,
4877,1375,11,4,
4878,1375,12,4,2.71
4879,1375,13,4,9.99
4880,1375,14,4,10.84
4881,1375,15,4,26.54
4882,1375,16,4,6.21
4883,1375,17,4,4.93
4884,1375,18,4,3.1
4885,1375,19,4,1.54
4886,1375,20,4,0.94
4887,1375,21,4,0.6
4888,1375,22,4,
4889,1375,23,4,
4890,1375,24,4,
4891,1375,25,4,
4892,1375,26,4,
4893,1375,27,4,
4894,1375,28,4,
4895,1375,29,4,
4896,1375,30,4,
4897,1375,31,4,
6262,1375,1,5,
6263,1375,2,5,
6264,1375,3,5,
6265,1375,4,5,
6266,1375,5,5,
6267,1375,6,5,
6268,1375,7,5,
6269,1375,8,5,
6270,1375,9,5,
6271,1375,10,5,
6272,1375,11,5,
6273,1375,12,5,
6274,1375,13,5,
6275,1375,14,5,
6276,1375,15,5,
6277,1375,16,5,
6278,1375,17,5,
6279,1375,18,5,
6280,1375,19,5,
6281,1375,20,5,
6282,1375,21,5,
6283,1375,22,5,
6284,1375,23,5,
6285,1375,24,5,
6286,1375,25,5,
6287,1375,26,5,
6288,1375,27,5,
6289,1375,28,5,
6290,1375,29,5,
6291,1375,30,5,
6292,1375,31,5,
7657,1375,1,6,
7658,1375,2,6,
7659,1375,3,6,
7660,1375,4,6,
7661,1375,5,6,
7662,1375,6,6,
7663,1375,7,6,
7664,1375,8,6,
7665,1375,9,6,
7666,1375,10,6,
7667,1375,11,6,
7668,1375,12,6,
7669,1375,13,6,
7670,1375,14,6,
7671,1375,15,6,
7672,1375,16,6,
7673,1375,17,6,
7674,1375,18,6,
7675,1375,19,6,
7676,1375,20,6,
7677,1375,21,6,
7678,1375,22,6,
7679,1375,23,6,
7680,1375,24,6,
7681,1375,25,6,
7682,1375,26,6,
7683,1375,27,6,
7684,1375,28,6,
7685,1375,29,6,
7686,1375,30,6,
7687,1375,31,6,
9052,1375,1,7,
9053,1375,2,7,
9054,1375,3,7,
9055,1375,4,7,
9056,1375,5,7,
9057,1375,6,7,
9058,1375,7,7,
9059,1375,8,7,
9060,1375,9,7,
9061,1375,10,7,
9062,1375,11,7,
9063,1375,12,7,
9064,1375,13,7,
9065,1375,14,7,
9066,1375,15,7,
9067,1375,16,7,
9068,1375,17,7,
9069,1375,18,7,
9070,1375,19,7,
