,sal,rooz,Month,zola_Debi
14336,1365,15,11,1.34
14337,1365,16,11,1.5
14338,1365,17,11,1.59
14339,1365,18,11,1.59
14340,1365,19,11,1.59
14341,1365,20,11,1.67
14342,1365,21,11,1.67
14343,1365,22,11,1.67
14344,1365,23,11,1.67
14345,1365,24,11,1.65
14346,1365,25,11,1.59
14347,1365,26,11,1.59
14348,1365,27,11,1.67
14349,1365,28,11,1.67
14350,1365,29,11,1.67
14351,1365,30,11,1.67
14352,1365,31,11,
15717,1365,1,12,1.84
15718,1365,2,12,1.84
15719,1365,3,12,1.84
15720,1365,4,12,1.84
15721,1365,5,12,1.76
15722,1365,6,12,1.86
15723,1365,7,12,2.04
15724,1365,8,12,2.25
15725,1365,9,12,2.15
15726,1365,10,12,2.15
15727,1365,11,12,2.25
15728,1365,12,12,1.94
15729,1365,13,12,1.86
15730,1365,14,12,1.76
15731,1365,15,12,1.84
15732,1365,16,12,1.67
15733,1365,17,12,1.67
15734,1365,18,12,1.84
15735,1365,19,12,1.76
15736,1365,20,12,1.76
15737,1365,21,12,1.67
15738,1365,22,12,1.67
15739,1365,23,12,1.67
15740,1365,24,12,1.84
15741,1365,25,12,1.84
15742,1365,26,12,1.76
15743,1365,27,12,1.76
15744,1365,28,12,1.67
15745,1365,29,12,1.67
15746,1365,30,12,
15747,1365,31,12,
403,1366,1,1,5.93
404,1366,2,1,5.93
405,1366,3,1,5.81
406,1366,4,1,5.81
407,1366,5,1,5.93
408,1366,6,1,5.93
409,1366,7,1,5.93
410,1366,8,1,5.93
411,1366,9,1,6.05
412,1366,10,1,6.35
413,1366,11,1,7.1
414,1366,12,1,6.8
415,1366,13,1,6.5
416,1366,14,1,6.35
417,1366,15,1,6.8
418,1366,16,1,6.8
419,1366,17,1,6.5
420,1366,18,1,6.5
421,1366,19,1,6.65
422,1366,20,1,6.5
423,1366,21,1,6.35
424,1366,22,1,6.65
425,1366,23,1,7.25
426,1366,24,1,7.9
427,1366,25,1,11.53
428,1366,26,1,14.18
429,1366,27,1,14.44
430,1366,28,1,15.42
431,1366,29,1,18.86
432,1366,30,1,17.9
433,1366,31,1,17.9
1798,1366,1,2,20.2
1799,1366,2,2,19.85
1800,1366,3,2,19.5
1801,1366,4,2,17.58
1802,1366,5,2,14.71
1803,1366,6,2,18.54
1804,1366,7,2,19.18
1805,1366,8,2,26.52
1806,1366,9,2,25.71
1807,1366,10,2,30.46
1808,1366,11,2,30.0
1809,1366,12,2,30.93
1810,1366,13,2,30.0
1811,1366,14,2,28.45
1812,1366,15,2,20.42
1813,1366,16,2,19.68
1814,1366,17,2,22.75
1815,1366,18,2,23.59
1816,1366,19,2,24.86
1817,1366,20,2,26.52
1818,1366,21,2,22.75
1819,1366,22,2,22.32
1820,1366,23,2,22.75
1821,1366,24,2,20.79
1822,1366,25,2,21.9
1823,1366,26,2,23.17
1824,1366,27,2,20.79
1825,1366,28,2,16.92
1826,1366,29,2,17.24
1827,1366,30,2,16.92
1828,1366,31,2,16.28
3193,1366,1,3,15.64
3194,1366,2,3,16.28
3195,1366,3,3,16.92
3196,1366,4,3,16.28
3197,1366,5,3,12.3
3198,1366,6,3,10.5
3199,1366,7,3,9.67
3200,1366,8,3,7.97
3201,1366,9,3,7.8
3202,1366,10,3,6.62
3203,1366,11,3,6.62
3204,1366,12,3,5.93
3205,1366,13,3,5.03
3206,1366,14,3,4.8
3207,1366,15,3,4.92
3208,1366,16,3,4.57
3209,1366,17,3,3.89
3210,1366,18,3,3.67
3211,1366,19,3,3.67
3212,1366,20,3,3.34
3213,1366,21,3,3.34
3214,1366,22,3,2.9
3215,1366,23,3,3.12
3216,1366,24,3,2.9
3217,1366,25,3,2.63
3218,1366,26,3,2.63
3219,1366,27,3,2.72
3220,1366,28,3,3.12
3221,1366,29,3,2.54
3222,1366,30,3,2.45
3223,1366,31,3,3.12
4588,1366,1,4,2.72
4589,1366,2,4,4.34
4590,1366,3,4,3.78
4591,1366,4,4,4.46
4592,1366,5,4,4.0
4593,1366,6,4,3.34
4594,1366,7,4,2.72
4595,1366,8,4,7.26
4596,1366,9,4,6.79
4597,1366,10,4,8.14
4598,1366,11,4,7.8
4599,1366,12,4,8.33
4600,1366,13,4,5.97
4601,1366,14,4,5.54
4602,1366,15,4,4.92
4603,1366,16,4,4.69
4604,1366,17,4,4.34
4605,1366,18,4,2.81
4606,1366,19,4,2.81
4607,1366,20,4,4.69
4608,1366,21,4,2.72
4609,1366,22,4,1.76
4610,1366,23,4,1.2
4611,1366,24,4,0.75
4612,1366,25,4,0.67
4613,1366,26,4,0.52
4614,1366,27,4,0.08
4615,1366,28,4,2.78
4616,1366,29,4,3.12
4617,1366,30,4,1.36
4618,1366,31,4,0.6
5983,1366,1,5,0.1
5984,1366,2,5,0.06
5985,1366,3,5,0.06
5986,1366,4,5,0.98
5987,1366,5,5,1.28
5988,1366,6,5,1.05
5989,1366,7,5,0.1
5990,1366,8,5,0.04
5991,1366,9,5,
5992,1366,10,5,
5993,1366,11,5,
5994,1366,12,5,
5995,1366,13,5,
5996,1366,14,5,0.65
5997,1366,15,5,0.1
5998,1366,16,5,0.04
5999,1366,17,5,
6000,1366,18,5,0.02
6001,1366,19,5,
6002,1366,20,5,
6003,1366,21,5,
6004,1366,22,5,
6005,1366,23,5,
6006,1366,24,5,
6007,1366,25,5,2.59
6008,1366,26,5,2.27
6009,1366,27,5,1.92
6010,1366,28,5,2.09
6011,1366,29,5,1.76
6012,1366,30,5,1.52
6013,1366,31,5,1.44
7378,1366,1,6,
7379,1366,2,6,
7380,1366,3,6,
7381,1366,4,6,
7382,1366,5,6,
7383,1366,6,6,
7384,1366,7,6,
7385,1366,8,6,
7386,1366,9,6,
7387,1366,10,6,
7388,1366,11,6,
7389,1366,12,6,
7390,1366,13,6,
7391,1366,14,6,
7392,1366,15,6,
7393,1366,16,6,
7394,1366,17,6,
7395,1366,18,6,
7396,1366,19,6,
7397,1366,20,6,
7398,1366,21,6,
7399,1366,22,6,
7400,1366,23,6,
7401,1366,24,6,
7402,1366,25,6,
7403,1366,26,6,
7404,1366,27,6,
7405,1366,28,6,
7406,1366,29,6,
7407,1366,30,6,
7408,1366,31,6,
8773,1366,1,7,
8774,1366,2,7,
8775,1366,3,7,
8776,1366,4,7,
8777,1366,5,7,
8778,1366,6,7,
8779,1366,7,7,
8780,1366,8,7,
8781,1366,9,7,
8782,1366,10,7,
8783,1366,11,7,
8784,1366,12,7,
8785,1366,13,7,
8786,1366,14,7,
8787,1366,15,7,
8788,1366,16,7,
8789,1366,17,7,
8790,1366,18,7,
8791,1366,19,7,
8792,1366,20,7,
8793,1366,21,7,
8794,1366,22,7,
8795,1366,23,7,
8796,1366,24,7,
8797,1366,25,7,
8798,1366,26,7,
8799,1366,27,7,
8800,1366,28,7,
8801,1366,29,7,
8802,1366,30,7,
8803,1366,31,7,
10168,1366,1,8,0.65
10169,1366,2,8,0.92
10170,1366,3,8,0.92
10171,1366,4,8,1.43
10172,1366,5,8,1.67
10173,1366,6,8,1.74
10174,1366,7,8,3.04
10175,1366,8,8,2.61
10176,1366,9,8,4.85
10177,1366,10,8,3.05
10178,1366,11,8,7.4
10179,1366,12,8,5.81
10180,1366,13,8,5.69
10181,1366,14,8,4.29
10182,1366,15,8,3.74
10183,1366,16,8,3.64
10184,1366,17,8,3.34
10185,1366,18,8,2.75
10186,1366,19,8,2.49
10187,1366,20,8,2.24
10188,1366,21,8,2.07
10189,1366,22,8,1.9
10190,1366,23,8,1.59
10191,1366,24,8,1.67
10192,1366,25,8,1.43
10193,1366,26,8,1.43
10194,1366,27,8,1.35
10195,1366,28,8,1.2
10196,1366,29,8,1.28
10197,1366,30,8,1.28
10198,1366,31,8,
11563,1366,1,9,1.28
11564,1366,2,9,1.35
11565,1366,3,9,1.35
11566,1366,4,9,1.28
11567,1366,5,9,1.2
11568,1366,6,9,1.28
11569,1366,7,9,1.28
11570,1366,8,9,1.28
11571,1366,9,9,1.28
11572,1366,10,9,0.92
11573,1366,11,9,0.99
11574,1366,12,9,0.99
11575,1366,13,9,1.05
11576,1366,14,9,1.12
11577,1366,15,9,1.43
11578,1366,16,9,1.35
11579,1366,17,9,1.2
11580,1366,18,9,1.2
11581,1366,19,9,1.2
11582,1366,20,9,1.2
11583,1366,21,9,1.9
11584,1366,22,9,1.67
11585,1366,23,9,1.74
11586,1366,24,9,1.74
11587,1366,25,9,1.59
11588,1366,26,9,1.74
11589,1366,27,9,1.9
11590,1366,28,9,3.44
11591,1366,29,9,3.24
11592,1366,30,9,3.24
11593,1366,31,9,
12958,1366,1,10,2.95
12959,1366,2,10,3.05
12960,1366,3,10,2.95
12961,1366,4,10,2.95
12962,1366,5,10,2.95
12963,1366,6,10,2.95
12964,1366,7,10,2.95
12965,1366,8,10,2.66
12966,1366,9,10,2.66
12967,1366,10,10,2.32
12968,1366,11,10,2.58
12969,1366,12,10,2.66
12970,1366,13,10,2.07
12971,1366,14,10,2.66
12972,1366,15,10,2.66
12973,1366,16,10,2.58
12974,1366,17,10,2.58
12975,1366,18,10,2.49
12976,1366,19,10,2.41
12977,1366,20,10,2.41
12978,1366,21,10,2.41
12979,1366,22,10,2.49
12980,1366,23,10,2.49
12981,1366,24,10,2.41
12982,1366,25,10,2.41
12983,1366,26,10,2.32
12984,1366,27,10,2.32
12985,1366,28,10,2.41
12986,1366,29,10,2.41
12987,1366,30,10,2.24
12988,1366,31,10,
14353,1366,1,11,2.32
14354,1366,2,11,2.49
14355,1366,3,11,2.58
14356,1366,4,11,4.85
14357,1366,5,11,5.45
14358,1366,6,11,2.58
14359,1366,7,11,2.58
14360,1366,8,11,2.58
14361,1366,9,11,2.41
14362,1366,10,11,2.32
14363,1366,11,11,2.24
14364,1366,12,11,2.66
14365,1366,13,11,2.75
14366,1366,14,11,2.66
14367,1366,15,11,2.66
14368,1366,16,11,2.58
14369,1366,17,11,2.49
14370,1366,18,11,2.58
14371,1366,19,11,2.66
14372,1366,20,11,2.66
14373,1366,21,11,2.66
14374,1366,22,11,2.66
14375,1366,23,11,2.66
14376,1366,24,11,2.58
14377,1366,25,11,2.58
14378,1366,26,11,2.58
14379,1366,27,11,2.58
14380,1366,28,11,2.66
14381,1366,29,11,2.66
14382,1366,30,11,2.66
14383,1366,31,11,
15748,1366,1,12,2.66
15749,1366,2,12,2.75
15750,1366,3,12,2.75
15751,1366,4,12,2.85
15752,1366,5,12,3.05
15753,1366,6,12,2.95
15754,1366,7,12,2.75
15755,1366,8,12,3.15
15756,1366,9,12,3.15
15757,1366,10,12,3.24
15758,1366,11,12,4.85
15759,1366,12,12,4.97
15760,1366,13,12,5.09
15761,1366,14,12,5.45
15762,1366,15,12,5.09
15763,1366,16,12,4.74
15764,1366,17,12,4.52
15765,1366,18,12,4.29
15766,1366,19,12,4.29
15767,1366,20,12,4.29
15768,1366,21,12,4.41
15769,1366,22,12,4.74
15770,1366,23,12,4.74
15771,1366,24,12,4.52
15772,1366,25,12,4.63
15773,1366,26,12,4.63
15774,1366,27,12,4.63
15775,1366,28,12,5.21
15776,1366,29,12,5.33
15777,1366,30,12,5.45
15778,1366,31,12,
434,1367,1,1,6.29
435,1367,2,1,5.88
436,1367,3,1,6.29
437,1367,4,1,6.49
438,1367,5,1,6.69
439,1367,6,1,7.5
440,1367,7,1,8.1
441,1367,8,1,7.8
442,1367,9,1,7.2
443,1367,10,1,6.69
444,1367,11,1,6.08
445,1367,12,1,5.67
446,1367,13,1,5.46
447,1367,14,1,5.46
448,1367,15,1,6.29
449,1367,16,1,6.9
450,1367,17,1,8.1
451,1367,18,1,9.0
452,1367,19,1,8.7
453,1367,20,1,10.35
454,1367,21,1,10.8
455,1367,22,1,10.8
456,1367,23,1,11.25
457,1367,24,1,13.18
458,1367,25,1,9.9
459,1367,26,1,9.9
460,1367,27,1,9.9
461,1367,28,1,8.1
462,1367,29,1,5.88
463,1367,30,1,6.29
464,1367,31,1,4.56
1829,1367,1,2,3.98
1830,1367,2,2,3.84
1831,1367,3,2,2.63
1832,1367,4,2,2.12
1833,1367,5,2,1.85
1834,1367,6,2,1.67
1835,1367,7,2,1.76
1836,1367,8,2,1.4
1837,1367,9,2,1.34
1838,1367,10,2,0.76
1839,1367,11,2,0.6
1840,1367,12,2,0.15
1841,1367,13,2,0.05
1842,1367,14,2,
1843,1367,15,2,2.22
1844,1367,16,2,2.12
1845,1367,17,2,3.7
1846,1367,18,2,2.85
1847,1367,19,2,2.3
1848,1367,20,2,1.76
1849,1367,21,2,1.49
1850,1367,22,2,0.76
1851,1367,23,2,
1852,1367,24,2,
1853,1367,25,2,
1854,1367,26,2,
1855,1367,27,2,
1856,1367,28,2,
1857,1367,29,2,
1858,1367,30,2,
1859,1367,31,2,
3224,1367,1,3,
3225,1367,2,3,
3226,1367,3,3,
3227,1367,4,3,
3228,1367,5,3,
3229,1367,6,3,
3230,1367,7,3,
3231,1367,8,3,
3232,1367,9,3,
3233,1367,10,3,
3234,1367,11,3,
3235,1367,12,3,
3236,1367,13,3,
3237,1367,14,3,
3238,1367,15,3,
3239,1367,16,3,
3240,1367,17,3,
3241,1367,18,3,
3242,1367,19,3,
3243,1367,20,3,
3244,1367,21,3,
3245,1367,22,3,
3246,1367,23,3,
3247,1367,24,3,
3248,1367,25,3,
3249,1367,26,3,
3250,1367,27,3,
3251,1367,28,3,
3252,1367,29,3,
3253,1367,30,3,
3254,1367,31,3,
4619,1367,1,4,
4620,1367,2,4,
4621,1367,3,4,
4622,1367,4,4,
4623,1367,5,4,
4624,1367,6,4,
4625,1367,7,4,
4626,1367,8,4,
4627,1367,9,4,
4628,1367,10,4,
4629,1367,11,4,
4630,1367,12,4,
4631,1367,13,4,
4632,1367,14,4,
4633,1367,15,4,
4634,1367,16,4,
4635,1367,17,4,
4636,1367,18,4,
4637,1367,19,4,
4638,1367,20,4,
4639,1367,21,4,
4640,1367,22,4,
4641,1367,23,4,
4642,1367,24,4,
4643,1367,25,4,
4644,1367,26,4,
4645,1367,27,4,
4646,1367,28,4,
4647,1367,29,4,
4648,1367,30,4,
4649,1367,31,4,
6014,1367,1,5,
6015,1367,2,5,
6016,1367,3,5,
6017,1367,4,5,
6018,1367,5,5,
6019,1367,6,5,
6020,1367,7,5,
6021,1367,8,5,
6022,1367,9,5,
6023,1367,10,5,
6024,1367,11,5,
6025,1367,12,5,
6026,1367,13,5,
6027,1367,14,5,
6028,1367,15,5,
6029,1367,16,5,
6030,1367,17,5,
6031,1367,18,5,
6032,1367,19,5,
6033,1367,20,5,
6034,1367,21,5,
6035,1367,22,5,
6036,1367,23,5,
6037,1367,24,5,
6038,1367,25,5,
6039,1367,26,5,
6040,1367,27,5,1.07
6041,1367,28,5,2.87
6042,1367,29,5,
6043,1367,30,5,
6044,1367,31,5,
7409,1367,1,6,
7410,1367,2,6,1.44
7411,1367,3,6,0.15
7412,1367,4,6,
7413,1367,5,6,
7414,1367,6,6,
7415,1367,7,6,
7416,1367,8,6,
7417,1367,9,6,
7418,1367,10,6,
7419,1367,11,6,
7420,1367,12,6,
7421,1367,13,6,
7422,1367,14,6,
7423,1367,15,6,
7424,1367,16,6,
7425,1367,17,6,
7426,1367,18,6,
7427,1367,19,6,
7428,1367,20,6,
7429,1367,21,6,
7430,1367,22,6,
7431,1367,23,6,
7432,1367,24,6,
7433,1367,25,6,
7434,1367,26,6,
7435,1367,27,6,
7436,1367,28,6,
7437,1367,29,6,
7438,1367,30,6,
7439,1367,31,6,
8804,1367,1,7,
8805,1367,2,7,
8806,1367,3,7,
8807,1367,4,7,
8808,1367,5,7,
8809,1367,6,7,
8810,1367,7,7,
8811,1367,8,7,
8812,1367,9,7,
8813,1367,10,7,
8814,1367,11,7,
8815,1367,12,7,
8816,1367,13,7,
8817,1367,14,7,
8818,1367,15,7,
8819,1367,16,7,
8820,1367,17,7,
8821,1367,18,7,
8822,1367,19,7,
8823,1367,20,7,
8824,1367,21,7,
8825,1367,22,7,
8826,1367,23,7,
8827,1367,24,7,0.8
8828,1367,25,7,1.76
8829,1367,26,7,1.76
8830,1367,27,7,2.21
8831,1367,28,7,5.4
8832,1367,29,7,3.84
8833,1367,30,7,3.4
8834,1367,31,7,
10199,1367,1,8,3.29
10200,1367,2,8,2.96
10201,1367,3,8,2.74
10202,1367,4,8,2.41
10203,1367,5,8,2.74
10204,1367,6,8,2.63
10205,1367,7,8,2.3
10206,1367,8,8,2.52
10207,1367,9,8,2.21
10208,1367,10,8,2.12
10209,1367,11,8,2.12
10210,1367,12,8,1.94
10211,1367,13,8,1.76
10212,1367,14,8,1.67
10213,1367,15,8,1.76
10214,1367,16,8,1.67
10215,1367,17,8,2.03
10216,1367,18,8,2.63
10217,1367,19,8,2.21
10218,1367,20,8,2.21
10219,1367,21,8,2.21
10220,1367,22,8,2.21
10221,1367,23,8,2.21
10222,1367,24,8,2.12
10223,1367,25,8,2.41
10224,1367,26,8,2.21
10225,1367,27,8,2.21
10226,1367,28,8,2.12
10227,1367,29,8,2.21
10228,1367,30,8,2.03
10229,1367,31,8,
11594,1367,1,9,1.94
11595,1367,2,9,1.94
11596,1367,3,9,1.94
11597,1367,4,9,2.03
11598,1367,5,9,2.03
11599,1367,6,9,2.03
11600,1367,7,9,2.12
11601,1367,8,9,2.03
11602,1367,9,9,2.03
11603,1367,10,9,1.94
11604,1367,11,9,2.03
11605,1367,12,9,2.03
11606,1367,13,9,2.03
11607,1367,14,9,2.12
11608,1367,15,9,2.03
11609,1367,16,9,2.03
11610,1367,17,9,2.03
11611,1367,18,9,1.94
11612,1367,19,9,2.03
11613,1367,20,9,2.03
11614,1367,21,9,1.94
11615,1367,22,9,2.03
11616,1367,23,9,1.94
11617,1367,24,9,2.21
11618,1367,25,9,2.03
11619,1367,26,9,2.03
11620,1367,27,9,2.3
11621,1367,28,9,2.21
11622,1367,29,9,2.12
11623,1367,30,9,1.94
11624,1367,31,9,
12989,1367,1,10,2.03
12990,1367,2,10,2.03
12991,1367,3,10,2.03
12992,1367,4,10,1.94
12993,1367,5,10,2.03
12994,1367,6,10,2.03
12995,1367,7,10,2.3
12996,1367,8,10,2.27
12997,1367,9,10,2.25
12998,1367,10,10,2.22
12999,1367,11,10,2.19
13000,1367,12,10,2.16
13001,1367,13,10,2.14
13002,1367,14,10,2.11
13003,1367,15,10,2.08
13004,1367,16,10,2.05
13005,1367,17,10,2.03
13006,1367,18,10,2.0
13007,1367,19,10,1.97
13008,1367,20,10,1.95
13009,1367,21,10,1.92
13010,1367,22,10,1.89
13011,1367,23,10,1.86
13012,1367,24,10,1.84
13013,1367,25,10,1.81
13014,1367,26,10,1.78
13015,1367,27,10,1.75
13016,1367,28,10,1.73
13017,1367,29,10,1.7
13018,1367,30,10,1.67
13019,1367,31,10,
14384,1367,1,11,1.65
14385,1367,2,11,1.62
14386,1367,3,11,1.59
14387,1367,4,11,1.56
14388,1367,5,11,1.54
14389,1367,6,11,1.51
14390,1367,7,11,1.48
14391,1367,8,11,1.45
14392,1367,9,11,1.43
14393,1367,10,11,1.4
14394,1367,11,11,1.37
14395,1367,12,11,1.35
14396,1367,13,11,1.32
14397,1367,14,11,1.29
14398,1367,15,11,1.26
14399,1367,16,11,1.24
14400,1367,17,11,1.21
14401,1367,18,11,1.32
14402,1367,19,11,1.44
14403,1367,20,11,1.56
14404,1367,21,11,1.67
14405,1367,22,11,1.79
14406,1367,23,11,1.9
14407,1367,24,11,2.02
14408,1367,25,11,2.13
14409,1367,26,11,2.25
14410,1367,27,11,2.36
14411,1367,28,11,2.48
14412,1367,29,11,2.59
14413,1367,30,11,2.71
14414,1367,31,11,
15779,1367,1,12,2.82
15780,1367,2,12,2.94
15781,1367,3,12,3.02
15782,1367,4,12,3.17
15783,1367,5,12,3.28
15784,1367,6,12,3.4
15785,1367,7,12,3.51
15786,1367,8,12,3.63
15787,1367,9,12,3.74
15788,1367,10,12,3.86
15789,1367,11,12,3.97
15790,1367,12,12,4.09
15791,1367,13,12,4.2
15792,1367,14,12,4.32
15793,1367,15,12,4.43
15794,1367,16,12,4.55
15795,1367,17,12,4.66
15796,1367,18,12,5.46
15797,1367,19,12,5.88
15798,1367,20,12,6.69
15799,1367,21,12,5.88
15800,1367,22,12,5.46
15801,1367,23,12,6.49
15802,1367,24,12,6.49
15803,1367,25,12,6.49
15804,1367,26,12,6.49
15805,1367,27,12,6.49
15806,1367,28,12,6.9
15807,1367,29,12,6.9
15808,1367,30,12,
15809,1367,31,12,
465,1368,1,1,3.15
466,1368,2,1,2.65
467,1368,3,1,3.4
468,1368,4,1,4.05
469,1368,5,1,4.63
470,1368,6,1,4.48
471,1368,7,1,4.78
472,1368,8,1,5.07
473,1368,9,1,5.21
474,1368,10,1,6.34
475,1368,11,1,7.34
476,1368,12,1,6.34
477,1368,13,1,6.34
478,1368,14,1,6.34
479,1368,15,1,6.34
480,1368,16,1,6.34
481,1368,17,1,7.68
482,1368,18,1,7.85
483,1368,19,1,7.68
484,1368,20,1,7.85
485,1368,21,1,7.85
486,1368,22,1,8.19
487,1368,23,1,8.95
488,1368,24,1,13.02
489,1368,25,1,15.06
490,1368,26,1,15.06
491,1368,27,1,13.85
492,1368,28,1,13.61
493,1368,29,1,13.13
494,1368,30,1,12.43
495,1368,31,1,11.08
1860,1368,1,2,14.1
1861,1368,2,2,13.85
1862,1368,3,2,11.31
1863,1368,4,2,12.89
1864,1368,5,2,14.58
1865,1368,6,2,15.34
1866,1368,7,2,12.68
1867,1368,8,2,38.19
1868,1368,9,2,20.29
1869,1368,10,2,14.1
1870,1368,11,2,11.31
1871,1368,12,2,10.86
1872,1368,13,2,8.87
1873,1368,14,2,7.85
1874,1368,15,2,6.84
1875,1368,16,2,6.18
1876,1368,17,2,6.02
1877,1368,18,2,5.69
1878,1368,19,2,5.52
1879,1368,20,2,3.77
1880,1368,21,2,4.78
1881,1368,22,2,5.85
1882,1368,23,2,4.05
1883,1368,24,2,4.78
1884,1368,25,2,4.48
1885,1368,26,2,4.63
1886,1368,27,2,3.65
1887,1368,28,2,3.15
1888,1368,29,2,2.2
1889,1368,30,2,1.7
1890,1368,31,2,1.42
3255,1368,1,3,0.72
3256,1368,2,3,0.59
3257,1368,3,3,0.53
3258,1368,4,3,0.53
3259,1368,5,3,1.44
3260,1368,6,3,0.9
3261,1368,7,3,0.47
3262,1368,8,3,0.22
3263,1368,9,3,0.15
3264,1368,10,3,0.09
3265,1368,11,3,0.07
3266,1368,12,3,0.06
3267,1368,13,3,0.05
3268,1368,14,3,0.05
3269,1368,15,3,0.04
3270,1368,16,3,0.04
3271,1368,17,3,0.04
3272,1368,18,3,0.04
3273,1368,19,3,0.04
3274,1368,20,3,0.04
3275,1368,21,3,0.04
3276,1368,22,3,0.04
3277,1368,23,3,0.04
3278,1368,24,3,0.04
3279,1368,25,3,
3280,1368,26,3,
3281,1368,27,3,
3282,1368,28,3,
3283,1368,29,3,
3284,1368,30,3,
3285,1368,31,3,
4650,1368,1,4,
4651,1368,2,4,
4652,1368,3,4,
4653,1368,4,4,
4654,1368,5,4,
4655,1368,6,4,
4656,1368,7,4,
4657,1368,8,4,
4658,1368,9,4,
4659,1368,10,4,
4660,1368,11,4,
4661,1368,12,4,
4662,1368,13,4,
4663,1368,14,4,
4664,1368,15,4,
4665,1368,16,4,
4666,1368,17,4,
4667,1368,18,4,
4668,1368,19,4,
4669,1368,20,4,
4670,1368,21,4,
4671,1368,22,4,
4672,1368,23,4,
4673,1368,24,4,
4674,1368,25,4,
4675,1368,26,4,
4676,1368,27,4,
4677,1368,28,4,
4678,1368,29,4,
4679,1368,30,4,
4680,1368,31,4,
6045,1368,1,5,
6046,1368,2,5,
6047,1368,3,5,
6048,1368,4,5,
6049,1368,5,5,
6050,1368,6,5,
6051,1368,7,5,
6052,1368,8,5,
6053,1368,9,5,
6054,1368,10,5,
6055,1368,11,5,
6056,1368,12,5,
6057,1368,13,5,
6058,1368,14,5,
6059,1368,15,5,
6060,1368,16,5,
6061,1368,17,5,
6062,1368,18,5,
6063,1368,19,5,
6064,1368,20,5,
6065,1368,21,5,
6066,1368,22,5,
6067,1368,23,5,
6068,1368,24,5,
6069,1368,25,5,
6070,1368,26,5,
6071,1368,27,5,
6072,1368,28,5,
6073,1368,29,5,
6074,1368,30,5,
6075,1368,31,5,
7440,1368,1,6,
7441,1368,2,6,
7442,1368,3,6,
7443,1368,4,6,
7444,1368,5,6,
7445,1368,6,6,
7446,1368,7,6,
7447,1368,8,6,
7448,1368,9,6,
7449,1368,10,6,
7450,1368,11,6,
7451,1368,12,6,
7452,1368,13,6,
7453,1368,14,6,
7454,1368,15,6,
7455,1368,16,6,
7456,1368,17,6,
7457,1368,18,6,
7458,1368,19,6,
7459,1368,20,6,
7460,1368,21,6,
7461,1368,22,6,
7462,1368,23,6,
7463,1368,24,6,
7464,1368,25,6,
7465,1368,26,6,
7466,1368,27,6,
7467,1368,28,6,
7468,1368,29,6,
7469,1368,30,6,
7470,1368,31,6,
8835,1368,1,7,
8836,1368,2,7,
8837,1368,3,7,
8838,1368,4,7,
8839,1368,5,7,
8840,1368,6,7,
8841,1368,7,7,
8842,1368,8,7,
8843,1368,9,7,
8844,1368,10,7,
8845,1368,11,7,
8846,1368,12,7,
8847,1368,13,7,
8848,1368,14,7,
8849,1368,15,7,
8850,1368,16,7,
8851,1368,17,7,
8852,1368,18,7,
8853,1368,19,7,
8854,1368,20,7,
8855,1368,21,7,
8856,1368,22,7,
8857,1368,23,7,
8858,1368,24,7,
8859,1368,25,7,
8860,1368,26,7,
8861,1368,27,7,
8862,1368,28,7,
8863,1368,29,7,
8864,1368,30,7,
8865,1368,31,7,
10230,1368,1,8,
10231,1368,2,8,
10232,1368,3,8,
10233,1368,4,8,
10234,1368,5,8,
10235,1368,6,8,
10236,1368,7,8,
10237,1368,8,8,4.15
10238,1368,9,8,16.0
10239,1368,10,8,3.77
10240,1368,11,8,3.02
10241,1368,12,8,2.44
10242,1368,13,8,1.91
10243,1368,14,8,1.7
10244,1368,15,8,1.6
10245,1368,16,8,1.6
10246,1368,17,8,1.25
10247,1368,18,8,0.81
10248,1368,19,8,0.59
10249,1368,20,8,0.72
10250,1368,21,8,4.61
10251,1368,22,8,4.19
10252,1368,23,8,3.15
10253,1368,24,8,3.02
10254,1368,25,8,2.77
10255,1368,26,8,2.23
10256,1368,27,8,1.7
10257,1368,28,8,1.81
10258,1368,29,8,1.6
10259,1368,30,8,1.6
10260,1368,31,8,
11625,1368,1,9,1.6
11626,1368,2,9,1.42
11627,1368,3,9,1.34
11628,1368,4,9,1.25
11629,1368,5,9,1.16
11630,1368,6,9,1.16
11631,1368,7,9,1.16
11632,1368,8,9,1.07
11633,1368,9,9,1.16
11634,1368,10,9,2.12
11635,1368,11,9,2.12
11636,1368,12,9,1.51
11637,1368,13,9,1.34
11638,1368,14,9,1.51
11639,1368,15,9,1.34
11640,1368,16,9,1.34
11641,1368,17,9,1.6
11642,1368,18,9,1.6
11643,1368,19,9,1.6
11644,1368,20,9,1.6
11645,1368,21,9,1.6
11646,1368,22,9,1.6
11647,1368,23,9,1.51
11648,1368,24,9,1.34
11649,1368,25,9,1.34
11650,1368,26,9,1.42
11651,1368,27,9,1.25
11652,1368,28,9,1.25
11653,1368,29,9,1.25
11654,1368,30,9,1.34
11655,1368,31,9,
13020,1368,1,10,1.16
13021,1368,2,10,1.25
13022,1368,3,10,1.16
13023,1368,4,10,1.16
13024,1368,5,10,1.25
13025,1368,6,10,1.25
13026,1368,7,10,1.16
13027,1368,8,10,1.16
13028,1368,9,10,1.07
13029,1368,10,10,1.07
13030,1368,11,10,1.07
13031,1368,12,10,1.25
13032,1368,13,10,1.25
13033,1368,14,10,1.25
13034,1368,15,10,1.25
13035,1368,16,10,1.25
