,sal,rooz,Month,roozeh_Debi
0,1361,1,1,2.68
1,1361,2,1,2.98
2,1361,3,1,3.09
3,1361,4,1,3.49
4,1361,5,1,3.29
5,1361,6,1,3.7
6,1361,7,1,3.09
7,1361,8,1,3.09
8,1361,9,1,3.29
9,1361,10,1,3.7
10,1361,11,1,3.39
11,1361,12,1,3.09
12,1361,13,1,2.98
13,1361,14,1,3.39
14,1361,15,1,3.09
15,1361,16,1,3.7
16,1361,17,1,3.29
17,1361,18,1,3.91
18,1361,19,1,4.13
19,1361,20,1,3.8
20,1361,21,1,3.7
21,1361,22,1,3.39
22,1361,23,1,3.29
23,1361,24,1,3.6
24,1361,25,1,3.91
25,1361,26,1,3.7
26,1361,27,1,3.7
27,1361,28,1,4.46
28,1361,29,1,4.9
29,1361,30,1,5.24
30,1361,31,1,5.36
1178,1361,1,2,4.24
1179,1361,2,2,4.24
1180,1361,3,2,4.46
1181,1361,4,2,4.24
1182,1361,5,2,3.91
1183,1361,6,2,4.35
1184,1361,7,2,4.35
1185,1361,8,2,2.39
1186,1361,9,2,2.29
1187,1361,10,2,2.09
1188,1361,11,2,2.29
1189,1361,12,2,2.09
1190,1361,13,2,2.29
1191,1361,14,2,2.39
1192,1361,15,2,2.68
1193,1361,16,2,2.0
1194,1361,17,2,2.09
1195,1361,18,2,1.9
1196,1361,19,2,1.8
1197,1361,20,2,1.71
1198,1361,21,2,1.62
1199,1361,22,2,1.8
1200,1361,23,2,1.62
1201,1361,24,2,1.8
1202,1361,25,2,2.0
1203,1361,26,2,1.9
1204,1361,27,2,4.97
1205,1361,28,2,4.13
1206,1361,29,2,3.8
1207,1361,30,2,2.98
1208,1361,31,2,3.09
2356,1361,1,3,3.19
2357,1361,2,3,4.57
2358,1361,3,3,4.02
2359,1361,4,3,9.06
2360,1361,5,3,6.53
2361,1361,6,3,10.98
2362,1361,7,3,4.02
2363,1361,8,3,3.8
2364,1361,9,3,7.1
2365,1361,10,3,4.68
2366,1361,11,3,4.57
2367,1361,12,3,3.7
2368,1361,13,3,1.71
2369,1361,14,3,0.99
2370,1361,15,3,0.74
2371,1361,16,3,0.9
2372,1361,17,3,0.82
2373,1361,18,3,0.74
2374,1361,19,3,0.34
2375,1361,20,3,0.34
2376,1361,21,3,0.34
2377,1361,22,3,0.42
2378,1361,23,3,0.34
2379,1361,24,3,0.34
2380,1361,25,3,0.34
2381,1361,26,3,0.18
2382,1361,27,3,0.18
2383,1361,28,3,0.18
2384,1361,29,3,
2385,1361,30,3,0.1
2386,1361,31,3,
3534,1361,1,4,0.03
3535,1361,2,4,
3536,1361,3,4,0.03
3537,1361,4,4,0.1
3538,1361,5,4,
3539,1361,6,4,0.03
3540,1361,7,4,0.03
3541,1361,8,4,0.18
3542,1361,9,4,0.1
3543,1361,10,4,0.18
3544,1361,11,4,0.1
3545,1361,12,4,0.26
3546,1361,13,4,0.18
3547,1361,14,4,0.18
3548,1361,15,4,0.03
3549,1361,16,4,
3550,1361,17,4,0.18
3551,1361,18,4,0.1
3552,1361,19,4,0.03
3553,1361,20,4,
3554,1361,21,4,
3555,1361,22,4,0.03
3556,1361,23,4,
3557,1361,24,4,0.03
3558,1361,25,4,
3559,1361,26,4,0.03
3560,1361,27,4,
3561,1361,28,4,
3562,1361,29,4,0.03
3563,1361,30,4,
3564,1361,31,4,
4712,1361,1,5,
4713,1361,2,5,
4714,1361,3,5,
4715,1361,4,5,
4716,1361,5,5,
4717,1361,6,5,
4718,1361,7,5,
4719,1361,8,5,
4720,1361,9,5,
4721,1361,10,5,
4722,1361,11,5,
4723,1361,12,5,
4724,1361,13,5,
4725,1361,14,5,
4726,1361,15,5,
4727,1361,16,5,
4728,1361,17,5,
4729,1361,18,5,
4730,1361,19,5,
4731,1361,20,5,
4732,1361,21,5,
4733,1361,22,5,
4734,1361,23,5,
4735,1361,24,5,
4736,1361,25,5,
4737,1361,26,5,
4738,1361,27,5,
4739,1361,28,5,
4740,1361,29,5,
4741,1361,30,5,
4742,1361,31,5,
5890,1361,1,6,
5891,1361,2,6,
5892,1361,3,6,
5893,1361,4,6,
5894,1361,5,6,
5895,1361,6,6,
5896,1361,7,6,
5897,1361,8,6,
5898,1361,9,6,
5899,1361,10,6,
5900,1361,11,6,
5901,1361,12,6,
5902,1361,13,6,
5903,1361,14,6,
5904,1361,15,6,
5905,1361,16,6,
5906,1361,17,6,
5907,1361,18,6,
5908,1361,19,6,
5909,1361,20,6,
5910,1361,21,6,
5911,1361,22,6,
5912,1361,23,6,
5913,1361,24,6,
5914,1361,25,6,
5915,1361,26,6,
5916,1361,27,6,
5917,1361,28,6,
5918,1361,29,6,0.03
5919,1361,30,6,0.03
5920,1361,31,6,0.1
7068,1361,1,7,
7069,1361,2,7,
7070,1361,3,7,
7071,1361,4,7,
7072,1361,5,7,
7073,1361,6,7,
7074,1361,7,7,
7075,1361,8,7,
7076,1361,9,7,
7077,1361,10,7,0.1
7078,1361,11,7,0.18
7079,1361,12,7,0.18
7080,1361,13,7,0.1
7081,1361,14,7,
7082,1361,15,7,7.21
7083,1361,16,7,1.62
7084,1361,17,7,1.44
7085,1361,18,7,1.08
7086,1361,19,7,1.17
7087,1361,20,7,0.9
7088,1361,21,7,0.9
7089,1361,22,7,0.9
7090,1361,23,7,0.9
7091,1361,24,7,0.9
7092,1361,25,7,0.82
7093,1361,26,7,0.74
7094,1361,27,7,1.08
7095,1361,28,7,0.99
7096,1361,29,7,1.08
7097,1361,30,7,0.99
7098,1361,31,7,
8246,1361,1,8,0.99
8247,1361,2,8,1.17
8248,1361,3,8,0.99
8249,1361,4,8,0.99
8250,1361,5,8,1.26
8251,1361,6,8,1.35
8252,1361,7,8,1.26
8253,1361,8,8,1.53
8254,1361,9,8,1.71
8255,1361,10,8,1.8
8256,1361,11,8,2.09
8257,1361,12,8,2.45
8258,1361,13,8,1.9
8259,1361,14,8,1.8
8260,1361,15,8,1.62
8261,1361,16,8,1.53
8262,1361,17,8,1.71
8263,1361,18,8,2.58
8264,1361,19,8,2.09
8265,1361,20,8,1.71
8266,1361,21,8,2.0
8267,1361,22,8,2.09
8268,1361,23,8,2.19
8269,1361,24,8,2.09
8270,1361,25,8,2.29
8271,1361,26,8,2.39
8272,1361,27,8,2.09
8273,1361,28,8,2.0
8274,1361,29,8,2.09
8275,1361,30,8,2.29
8276,1361,31,8,
9424,1361,1,9,2.29
9425,1361,2,9,2.49
9426,1361,3,9,2.49
9427,1361,4,9,2.88
9428,1361,5,9,3.8
9429,1361,6,9,2.19
9430,1361,7,9,2.58
9431,1361,8,9,2.39
9432,1361,9,9,2.29
9433,1361,10,9,2.29
9434,1361,11,9,2.49
9435,1361,12,9,2.09
9436,1361,13,9,2.09
9437,1361,14,9,2.0
9438,1361,15,9,2.58
9439,1361,16,9,2.09
9440,1361,17,9,2.0
9441,1361,18,9,2.09
9442,1361,19,9,1.9
9443,1361,20,9,2.29
9444,1361,21,9,2.0
9445,1361,22,9,1.8
9446,1361,23,9,2.09
9447,1361,24,9,2.09
9448,1361,25,9,1.9
9449,1361,26,9,1.62
9450,1361,27,9,1.62
9451,1361,28,9,1.62
9452,1361,29,9,1.8
9453,1361,30,9,1.9
9454,1361,31,9,
10602,1361,1,10,1.62
10603,1361,2,10,1.44
10604,1361,3,10,1.62
10605,1361,4,10,1.53
10606,1361,5,10,1.53
10607,1361,6,10,1.71
10608,1361,7,10,1.53
10609,1361,8,10,1.44
10610,1361,9,10,1.35
10611,1361,10,10,1.44
10612,1361,11,10,1.71
10613,1361,12,10,1.62
10614,1361,13,10,1.35
10615,1361,14,10,1.53
10616,1361,15,10,1.71
10617,1361,16,10,1.62
10618,1361,17,10,1.53
10619,1361,18,10,1.22
10620,1361,19,10,1.53
10621,1361,20,10,1.44
10622,1361,21,10,1.53
10623,1361,22,10,1.62
10624,1361,23,10,1.9
10625,1361,24,10,1.8
10626,1361,25,10,1.8
10627,1361,26,10,1.62
10628,1361,27,10,1.53
10629,1361,28,10,1.53
10630,1361,29,10,1.62
10631,1361,30,10,1.53
10632,1361,31,10,
11780,1361,1,11,1.53
11781,1361,2,11,1.53
11782,1361,3,11,1.53
11783,1361,4,11,1.71
11784,1361,5,11,1.62
11785,1361,6,11,1.53
11786,1361,7,11,1.53
11787,1361,8,11,1.62
11788,1361,9,11,1.9
11789,1361,10,11,1.71
11790,1361,11,11,1.62
11791,1361,12,11,1.8
11792,1361,13,11,1.53
11793,1361,14,11,1.62
11794,1361,15,11,1.62
11795,1361,16,11,1.62
11796,1361,17,11,1.62
11797,1361,18,11,1.62
11798,1361,19,11,1.44
11799,1361,20,11,1.62
11800,1361,21,11,1.62
11801,1361,22,11,1.62
11802,1361,23,11,1.62
11803,1361,24,11,1.62
11804,1361,25,11,1.62
11805,1361,26,11,1.71
11806,1361,27,11,1.53
11807,1361,28,11,1.44
11808,1361,29,11,1.53
11809,1361,30,11,1.44
11810,1361,31,11,
12958,1361,1,12,1.62
12959,1361,2,12,1.62
12960,1361,3,12,1.8
12961,1361,4,12,1.71
12962,1361,5,12,1.71
12963,1361,6,12,1.9
12964,1361,7,12,1.8
12965,1361,8,12,1.9
12966,1361,9,12,1.8
12967,1361,10,12,1.9
12968,1361,11,12,2.19
12969,1361,12,12,2.0
12970,1361,13,12,1.71
12971,1361,14,12,2.09
12972,1361,15,12,1.9
12973,1361,16,12,1.8
12974,1361,17,12,3.29
12975,1361,18,12,3.39
12976,1361,19,12,3.49
12977,1361,20,12,3.6
12978,1361,21,12,3.29
12979,1361,22,12,3.29
12980,1361,23,12,2.68
12981,1361,24,12,3.09
12982,1361,25,12,3.09
12983,1361,26,12,1.71
12984,1361,27,12,3.29
12985,1361,28,12,3.19
12986,1361,29,12,2.98
12987,1361,30,12,
12988,1361,31,12,
31,1362,1,1,1.79
32,1362,2,1,1.6
33,1362,3,1,1.69
34,1362,4,1,1.6
35,1362,5,1,1.6
36,1362,6,1,1.6
37,1362,7,1,1.6
38,1362,8,1,1.52
39,1362,9,1,1.43
40,1362,10,1,1.43
41,1362,11,1,1.43
42,1362,12,1,1.26
43,1362,13,1,1.26
44,1362,14,1,1.26
45,1362,15,1,1.18
46,1362,16,1,1.18
47,1362,17,1,1.18
48,1362,18,1,1.1
49,1362,19,1,1.1
50,1362,20,1,1.18
51,1362,21,1,1.1
52,1362,22,1,1.03
53,1362,23,1,1.03
54,1362,24,1,1.03
55,1362,25,1,0.88
56,1362,26,1,0.88
57,1362,27,1,0.88
58,1362,28,1,1.1
59,1362,29,1,1.1
60,1362,30,1,0.95
61,1362,31,1,1.03
1209,1362,1,2,0.88
1210,1362,2,2,0.88
1211,1362,3,2,0.8
1212,1362,4,2,0.8
1213,1362,5,2,0.73
1214,1362,6,2,0.8
1215,1362,7,2,0.66
1216,1362,8,2,0.59
1217,1362,9,2,0.45
1218,1362,10,2,0.33
1219,1362,11,2,0.39
1220,1362,12,2,0.39
1221,1362,13,2,0.39
1222,1362,14,2,0.66
1223,1362,15,2,1.18
1224,1362,16,2,1.43
1225,1362,17,2,1.35
1226,1362,18,2,1.26
1227,1362,19,2,1.18
1228,1362,20,2,1.35
1229,1362,21,2,2.17
1230,1362,22,2,1.69
1231,1362,23,2,1.43
1232,1362,24,2,1.43
1233,1362,25,2,1.6
1234,1362,26,2,1.98
1235,1362,27,2,1.69
1236,1362,28,2,1.6
1237,1362,29,2,1.52
1238,1362,30,2,1.88
1239,1362,31,2,4.4
2387,1362,1,3,2.17
2388,1362,2,3,2.17
2389,1362,3,3,1.79
2390,1362,4,3,1.52
2391,1362,5,3,1.69
2392,1362,6,3,1.35
2393,1362,7,3,1.03
2394,1362,8,3,0.95
2395,1362,9,3,1.03
2396,1362,10,3,0.95
2397,1362,11,3,1.43
2398,1362,12,3,1.43
2399,1362,13,3,1.26
2400,1362,14,3,1.03
2401,1362,15,3,0.88
2402,1362,16,3,0.66
2403,1362,17,3,0.52
2404,1362,18,3,0.52
2405,1362,19,3,0.45
2406,1362,20,3,0.27
2407,1362,21,3,0.21
2408,1362,22,3,0.21
2409,1362,23,3,0.39
2410,1362,24,3,0.33
2411,1362,25,3,0.33
2412,1362,26,3,0.33
2413,1362,27,3,0.52
2414,1362,28,3,0.45
2415,1362,29,3,0.52
2416,1362,30,3,0.45
2417,1362,31,3,0.45
3565,1362,1,4,0.39
3566,1362,2,4,0.39
3567,1362,3,4,0.33
3568,1362,4,4,0.33
3569,1362,5,4,0.21
3570,1362,6,4,0.12
3571,1362,7,4,0.09
3572,1362,8,4,0.03
3573,1362,9,4,0.06
3574,1362,10,4,0.06
3575,1362,11,4,0.03
3576,1362,12,4,0.09
3577,1362,13,4,0.12
3578,1362,14,4,0.06
3579,1362,15,4,0.06
3580,1362,16,4,0.09
3581,1362,17,4,0.09
3582,1362,18,4,0.09
3583,1362,19,4,0.12
3584,1362,20,4,0.09
3585,1362,21,4,0.09
3586,1362,22,4,0.09
3587,1362,23,4,0.03
3588,1362,24,4,0.06
3589,1362,25,4,0.03
3590,1362,26,4,0.09
3591,1362,27,4,0.06
3592,1362,28,4,0.09
3593,1362,29,4,0.06
3594,1362,30,4,0.09
3595,1362,31,4,0.06
4743,1362,1,5,0.03
4744,1362,2,5,
4745,1362,3,5,0.06
4746,1362,4,5,0.03
4747,1362,5,5,0.03
4748,1362,6,5,
4749,1362,7,5,
4750,1362,8,5,0.06
4751,1362,9,5,
4752,1362,10,5,0.03
4753,1362,11,5,
4754,1362,12,5,0.03
4755,1362,13,5,
4756,1362,14,5,
4757,1362,15,5,
4758,1362,16,5,
4759,1362,17,5,
4760,1362,18,5,
4761,1362,19,5,
4762,1362,20,5,
4763,1362,21,5,
4764,1362,22,5,
4765,1362,23,5,
4766,1362,24,5,
4767,1362,25,5,
4768,1362,26,5,
4769,1362,27,5,
4770,1362,28,5,0.03
4771,1362,29,5,
4772,1362,30,5,0.06
4773,1362,31,5,
5921,1362,1,6,0.06
5922,1362,2,6,
5923,1362,3,6,0.03
5924,1362,4,6,
5925,1362,5,6,
5926,1362,6,6,0.03
5927,1362,7,6,0.03
5928,1362,8,6,
5929,1362,9,6,0.06
5930,1362,10,6,
5931,1362,11,6,
5932,1362,12,6,
5933,1362,13,6,0.03
5934,1362,14,6,0.03
5935,1362,15,6,
5936,1362,16,6,
5937,1362,17,6,0.03
5938,1362,18,6,
5939,1362,19,6,
5940,1362,20,6,
5941,1362,21,6,
5942,1362,22,6,
5943,1362,23,6,
5944,1362,24,6,
5945,1362,25,6,
5946,1362,26,6,
5947,1362,27,6,
5948,1362,28,6,
5949,1362,29,6,
5950,1362,30,6,
5951,1362,31,6,
7099,1362,1,7,0.09
7100,1362,2,7,0.09
7101,1362,3,7,0.09
7102,1362,4,7,0.09
7103,1362,5,7,0.09
7104,1362,6,7,0.09
7105,1362,7,7,0.09
7106,1362,8,7,0.09
7107,1362,9,7,0.12
7108,1362,10,7,0.09
7109,1362,11,7,0.12
7110,1362,12,7,0.09
7111,1362,13,7,0.12
7112,1362,14,7,0.09
7113,1362,15,7,0.09
7114,1362,16,7,0.12
7115,1362,17,7,0.12
7116,1362,18,7,0.15
7117,1362,19,7,0.15
7118,1362,20,7,0.12
7119,1362,21,7,0.15
7120,1362,22,7,0.15
7121,1362,23,7,0.15
7122,1362,24,7,0.12
7123,1362,25,7,0.27
7124,1362,26,7,0.15
7125,1362,27,7,0.21
7126,1362,28,7,0.21
7127,1362,29,7,0.27
7128,1362,30,7,0.33
7129,1362,31,7,
8277,1362,1,8,0.39
8278,1362,2,8,0.45
8279,1362,3,8,0.45
8280,1362,4,8,0.52
8281,1362,5,8,0.59
8282,1362,6,8,0.59
8283,1362,7,8,0.59
8284,1362,8,8,0.66
8285,1362,9,8,0.66
8286,1362,10,8,0.66
8287,1362,11,8,0.8
8288,1362,12,8,0.8
8289,1362,13,8,0.88
8290,1362,14,8,0.95
8291,1362,15,8,0.95
8292,1362,16,8,0.95
8293,1362,17,8,0.95
8294,1362,18,8,1.1
8295,1362,19,8,1.1
8296,1362,20,8,1.1
8297,1362,21,8,1.18
8298,1362,22,8,1.18
8299,1362,23,8,1.18
8300,1362,24,8,1.18
8301,1362,25,8,1.18
8302,1362,26,8,1.18
8303,1362,27,8,1.18
8304,1362,28,8,1.18
8305,1362,29,8,1.18
8306,1362,30,8,1.03
8307,1362,31,8,
9455,1362,1,9,1.1
9456,1362,2,9,1.1
9457,1362,3,9,1.18
9458,1362,4,9,1.1
9459,1362,5,9,1.26
9460,1362,6,9,1.18
9461,1362,7,9,1.26
9462,1362,8,9,1.26
9463,1362,9,9,1.26
9464,1362,10,9,1.18
9465,1362,11,9,1.26
9466,1362,12,9,1.26
9467,1362,13,9,1.26
9468,1362,14,9,1.18
9469,1362,15,9,1.18
9470,1362,16,9,1.26
9471,1362,17,9,1.26
9472,1362,18,9,1.26
9473,1362,19,9,1.26
9474,1362,20,9,1.35
9475,1362,21,9,1.26
9476,1362,22,9,1.26
9477,1362,23,9,1.18
9478,1362,24,9,1.26
9479,1362,25,9,1.18
9480,1362,26,9,1.18
9481,1362,27,9,1.18
9482,1362,28,9,1.1
9483,1362,29,9,1.18
9484,1362,30,9,1.03
9485,1362,31,9,
10633,1362,1,10,1.03
10634,1362,2,10,1.03
10635,1362,3,10,1.1
10636,1362,4,10,1.03
10637,1362,5,10,1.1
10638,1362,6,10,1.03
10639,1362,7,10,1.03
10640,1362,8,10,1.03
10641,1362,9,10,0.95
10642,1362,10,10,0.33
10643,1362,11,10,0.39
10644,1362,12,10,0.39
10645,1362,13,10,1.03
10646,1362,14,10,1.03
10647,1362,15,10,1.03
10648,1362,16,10,1.03
10649,1362,17,10,1.03
10650,1362,18,10,1.03
10651,1362,19,10,0.95
10652,1362,20,10,1.03
10653,1362,21,10,1.03
10654,1362,22,10,1.03
10655,1362,23,10,1.03
10656,1362,24,10,1.1
10657,1362,25,10,1.1
10658,1362,26,10,1.1
10659,1362,27,10,1.03
10660,1362,28,10,1.1
10661,1362,29,10,1.03
10662,1362,30,10,1.1
10663,1362,31,10,
11811,1362,1,11,1.03
11812,1362,2,11,0.95
11813,1362,3,11,0.88
11814,1362,4,11,0.88
11815,1362,5,11,0.88
11816,1362,6,11,0.95
11817,1362,7,11,0.95
11818,1362,8,11,0.88
11819,1362,9,11,1.03
11820,1362,10,11,0.95
11821,1362,11,11,0.95
11822,1362,12,11,0.95
11823,1362,13,11,0.88
11824,1362,14,11,1.03
11825,1362,15,11,1.18
11826,1362,16,11,1.35
11827,1362,17,11,1.18
11828,1362,18,11,1.35
11829,1362,19,11,1.35
11830,1362,20,11,1.43
11831,1362,21,11,1.43
11832,1362,22,11,1.52
11833,1362,23,11,1.35
11834,1362,24,11,1.88
11835,1362,25,11,1.79
11836,1362,26,11,1.6
11837,1362,27,11,1.69
11838,1362,28,11,1.69
11839,1362,29,11,1.52
11840,1362,30,11,1.52
11841,1362,31,11,
12989,1362,1,12,1.35
12990,1362,2,12,1.35
12991,1362,3,12,1.35
12992,1362,4,12,1.52
12993,1362,5,12,1.35
12994,1362,6,12,1.35
12995,1362,7,12,1.35
12996,1362,8,12,1.52
12997,1362,9,12,1.43
12998,1362,10,12,1.52
12999,1362,11,12,1.52
13000,1362,12,12,1.52
13001,1362,13,12,1.6
13002,1362,14,12,1.6
13003,1362,15,12,1.6
13004,1362,16,12,1.52
13005,1362,17,12,1.52
13006,1362,18,12,1.69
13007,1362,19,12,1.6
13008,1362,20,12,1.79
13009,1362,21,12,3.7
13010,1362,22,12,2.69
13011,1362,23,12,2.37
13012,1362,24,12,2.27
13013,1362,25,12,2.07
13014,1362,26,12,2.07
13015,1362,27,12,1.98
13016,1362,28,12,1.98
13017,1362,29,12,1.88
13018,1362,30,12,1.79
13019,1362,31,12,
62,1363,1,1,14.26
63,1363,2,1,9.19
64,1363,3,1,6.89
65,1363,4,1,8.73
66,1363,5,1,7.58
67,1363,6,1,7.81
68,1363,7,1,5.99
69,1363,8,1,5.99
70,1363,9,1,6.43
71,1363,10,1,8.27
72,1363,11,1,8.5
73,1363,12,1,6.43
74,1363,13,1,6.66
75,1363,14,1,7.35
76,1363,15,1,6.2
77,1363,16,1,5.36
78,1363,17,1,4.1
79,1363,18,1,4.1
80,1363,19,1,3.91
81,1363,20,1,3.91
82,1363,21,1,3.91
83,1363,22,1,3.72
84,1363,23,1,3.72
85,1363,24,1,3.72
86,1363,25,1,3.53
87,1363,26,1,3.72
88,1363,27,1,3.34
89,1363,28,1,3.15
90,1363,29,1,2.77
91,1363,30,1,2.39
92,1363,31,1,2.2
1240,1363,1,2,2.58
1241,1363,2,2,3.91
1242,1363,3,2,5.36
1243,1363,4,2,3.72
1244,1363,5,2,2.96
1245,1363,6,2,2.96
1246,1363,7,2,3.72
1247,1363,8,2,4.1
1248,1363,9,2,3.15
1249,1363,10,2,2.77
1250,1363,11,2,2.39
1251,1363,12,2,2.2
1252,1363,13,2,2.2
1253,1363,14,2,2.2
1254,1363,15,2,1.92
1255,1363,16,2,1.08
1256,1363,17,2,1.22
1257,1363,18,2,1.08
1258,1363,19,2,0.8
1259,1363,20,2,0.52
1260,1363,21,2,0.52
1261,1363,22,2,0.52
1262,1363,23,2,0.38
1263,1363,24,2,0.45
1264,1363,25,2,1.78
1265,1363,26,2,1.64
1266,1363,27,2,0.59
1267,1363,28,2,0.66
1268,1363,29,2,0.73
1269,1363,30,2,0.8
1270,1363,31,2,0.94
2418,1363,1,3,1.08
2419,1363,2,3,1.22
2420,1363,3,3,0.8
2421,1363,4,3,0.66
2422,1363,5,3,1.22
2423,1363,6,3,1.08
2424,1363,7,3,1.22
2425,1363,8,3,0.8
2426,1363,9,3,0.52
2427,1363,10,3,0.31
2428,1363,11,3,0.45
2429,1363,12,3,0.52
2430,1363,13,3,0.94
2431,1363,14,3,1.22
2432,1363,15,3,1.08
2433,1363,16,3,0.73
2434,1363,17,3,0.66
2435,1363,18,3,0.52
2436,1363,19,3,0.08
2437,1363,20,3,0.06
2438,1363,21,3,0.08
2439,1363,22,3,0.08
2440,1363,23,3,0.06
2441,1363,24,3,0.08
2442,1363,25,3,0.08
2443,1363,26,3,0.08
2444,1363,27,3,0.06
2445,1363,28,3,0.06
2446,1363,29,3,0.03
2447,1363,30,3,0.01
2448,1363,31,3,
3596,1363,1,4,
3597,1363,2,4,
3598,1363,3,4,
3599,1363,4,4,
3600,1363,5,4,
3601,1363,6,4,
3602,1363,7,4,0.01
3603,1363,8,4,0.01
3604,1363,9,4,0.01
3605,1363,10,4,0.03
3606,1363,11,4,
3607,1363,12,4,
3608,1363,13,4,
3609,1363,14,4,
3610,1363,15,4,
3611,1363,16,4,
3612,1363,17,4,
3613,1363,18,4,
3614,1363,19,4,0.03
3615,1363,20,4,0.06
3616,1363,21,4,0.05
3617,1363,22,4,0.01
3618,1363,23,4,
3619,1363,24,4,
3620,1363,25,4,
3621,1363,26,4,
3622,1363,27,4,
3623,1363,28,4,
3624,1363,29,4,
3625,1363,30,4,
3626,1363,31,4,
4774,1363,1,5,0.03
4775,1363,2,5,
4776,1363,3,5,0.05
4777,1363,4,5,0.01
4778,1363,5,5,0.01
4779,1363,6,5,0.01
4780,1363,7,5,
4781,1363,8,5,
4782,1363,9,5,
4783,1363,10,5,
4784,1363,11,5,
4785,1363,12,5,
4786,1363,13,5,
4787,1363,14,5,0.01
4788,1363,15,5,0.01
4789,1363,16,5,0.03
4790,1363,17,5,
4791,1363,18,5,
4792,1363,19,5,
4793,1363,20,5,
4794,1363,21,5,
4795,1363,22,5,
4796,1363,23,5,
4797,1363,24,5,
4798,1363,25,5,
4799,1363,26,5,
4800,1363,27,5,
4801,1363,28,5,
4802,1363,29,5,
4803,1363,30,5,
4804,1363,31,5,
5952,1363,1,6,
5953,1363,2,6,
5954,1363,3,6,
5955,1363,4,6,
5956,1363,5,6,
5957,1363,6,6,
5958,1363,7,6,
5959,1363,8,6,
5960,1363,9,6,
5961,1363,10,6,0.01
5962,1363,11,6,
5963,1363,12,6,
5964,1363,13,6,
5965,1363,14,6,0.01
5966,1363,15,6,
5967,1363,16,6,
5968,1363,17,6,
5969,1363,18,6,0.01
5970,1363,19,6,0.01
5971,1363,20,6,0.03
5972,1363,21,6,0.01
5973,1363,22,6,0.01
5974,1363,23,6,0.01
5975,1363,24,6,0.01
5976,1363,25,6,0.01
5977,1363,26,6,0.03
5978,1363,27,6,0.01
5979,1363,28,6,0.01
5980,1363,29,6,0.03
5981,1363,30,6,0.06
5982,1363,31,6,0.06
7130,1363,1,7,
7131,1363,2,7,
7132,1363,3,7,
7133,1363,4,7,0.03
7134,1363,5,7,0.06
7135,1363,6,7,
7136,1363,7,7,0.03
7137,1363,8,7,0.03
7138,1363,9,7,
7139,1363,10,7,
7140,1363,11,7,
7141,1363,12,7,
7142,1363,13,7,
7143,1363,14,7,
7144,1363,15,7,0.09
7145,1363,16,7,0.06
7146,1363,17,7,0.06
7147,1363,18,7,0.09
7148,1363,19,7,0.06
7149,1363,20,7,0.09
7150,1363,21,7,0.06
7151,1363,22,7,0.09
7152,1363,23,7,0.09
7153,1363,24,7,0.09
7154,1363,25,7,0.27
7155,1363,26,7,0.23
7156,1363,27,7,0.45
7157,1363,28,7,0.21
7158,1363,29,7,0.15
7159,1363,30,7,0.12
7160,1363,31,7,
8308,1363,1,8,0.15
8309,1363,2,8,0.45
8310,1363,3,8,0.52
8311,1363,4,8,0.45
8312,1363,5,8,0.39
8313,1363,6,8,0.45
8314,1363,7,8,0.52
8315,1363,8,8,0.52
8316,1363,9,8,0.45
8317,1363,10,8,0.73
8318,1363,11,8,1.1
8319,1363,12,8,9.84
8320,1363,13,8,1.5
8321,1363,14,8,1.36
8322,1363,15,8,1.08
8323,1363,16,8,0.8
8324,1363,17,8,0.8
8325,1363,18,8,0.8
8326,1363,19,8,1.08
8327,1363,20,8,1.08
8328,1363,21,8,1.22
8329,1363,22,8,1.08
8330,1363,23,8,0.8
8331,1363,24,8,1.08
8332,1363,25,8,1.08
8333,1363,26,8,1.22
8334,1363,27,8,1.22
8335,1363,28,8,0.94
8336,1363,29,8,0.8
8337,1363,30,8,0.8
8338,1363,31,8,
9486,1363,1,9,0.94
9487,1363,2,9,0.8
9488,1363,3,9,0.8
9489,1363,4,9,1.08
9490,1363,5,9,0.8
9491,1363,6,9,0.94
9492,1363,7,9,0.8
9493,1363,8,9,1.22
9494,1363,9,9,1.08
9495,1363,10,9,1.22
9496,1363,11,9,1.08
9497,1363,12,9,1.22
9498,1363,13,9,1.08
9499,1363,14,9,1.22
9500,1363,15,9,1.08
9501,1363,16,9,1.08
9502,1363,17,9,1.08
9503,1363,18,9,0.94
9504,1363,19,9,0.8
9505,1363,20,9,0.8
9506,1363,21,9,0.94
9507,1363,22,9,1.08
9508,1363,23,9,1.08
9509,1363,24,9,1.08
9510,1363,25,9,0.8
9511,1363,26,9,0.8
9512,1363,27,9,0.8
9513,1363,28,9,0.8
9514,1363,29,9,0.8
9515,1363,30,9,0.94
9516,1363,31,9,
10664,1363,1,10,0.94
10665,1363,2,10,1.08
10666,1363,3,10,1.08
10667,1363,4,10,1.08
10668,1363,5,10,1.08
10669,1363,6,10,1.22
10670,1363,7,10,1.08
10671,1363,8,10,1.22
10672,1363,9,10,1.08
10673,1363,10,10,1.08
10674,1363,11,10,1.22
10675,1363,12,10,1.22
10676,1363,13,10,1.08
10677,1363,14,10,1.08
10678,1363,15,10,1.22
10679,1363,16,10,1.08
10680,1363,17,10,1.22
10681,1363,18,10,1.08
10682,1363,19,10,1.08
10683,1363,20,10,1.08
10684,1363,21,10,1.08
10685,1363,22,10,1.22
10686,1363,23,10,1.08
10687,1363,24,10,1.08
10688,1363,25,10,1.08
10689,1363,26,10,1.64
10690,1363,27,10,1.5
10691,1363,28,10,1.36
