,sal,rooz,Month,roozeh_Debi
12071,1370,13,11,0.72
12072,1370,14,11,0.72
12073,1370,15,11,0.75
12074,1370,16,11,0.75
12075,1370,17,11,0.75
12076,1370,18,11,0.77
12077,1370,19,11,0.75
12078,1370,20,11,0.77
12079,1370,21,11,0.77
12080,1370,22,11,0.77
12081,1370,23,11,0.75
12082,1370,24,11,0.75
12083,1370,25,11,0.75
12084,1370,26,11,0.75
12085,1370,27,11,0.77
12086,1370,28,11,0.77
12087,1370,29,11,0.77
12088,1370,30,11,0.85
12089,1370,31,11,
13237,1370,1,12,0.87
13238,1370,2,12,0.9
13239,1370,3,12,0.87
13240,1370,4,12,1.02
13241,1370,5,12,1.4
13242,1370,6,12,1.29
13243,1370,7,12,1.13
13244,1370,8,12,1.08
13245,1370,9,12,1.05
13246,1370,10,12,1.0
13247,1370,11,12,0.98
13248,1370,12,12,0.95
13249,1370,13,12,0.95
13250,1370,14,12,0.92
13251,1370,15,12,0.95
13252,1370,16,12,0.95
13253,1370,17,12,0.98
13254,1370,18,12,0.95
13255,1370,19,12,0.95
13256,1370,20,12,0.98
13257,1370,21,12,0.98
13258,1370,22,12,0.92
13259,1370,23,12,0.95
13260,1370,24,12,0.95
13261,1370,25,12,0.95
13262,1370,26,12,0.98
13263,1370,27,12,1.53
13264,1370,28,12,1.26
13265,1370,29,12,1.22
13266,1370,30,12,1.57
13267,1370,31,12,
310,1371,1,1,3.45
311,1371,2,1,3.11
312,1371,3,1,3.28
313,1371,4,1,3.62
314,1371,5,1,3.62
315,1371,6,1,3.79
316,1371,7,1,3.79
317,1371,8,1,3.96
318,1371,9,1,4.84
319,1371,10,1,5.56
320,1371,11,1,6.1
321,1371,12,1,6.1
322,1371,13,1,8.54
323,1371,14,1,9.26
324,1371,15,1,9.02
325,1371,16,1,9.02
326,1371,17,1,8.78
327,1371,18,1,11.4
328,1371,19,1,18.7
329,1371,20,1,14.85
330,1371,21,1,18.4
331,1371,22,1,27.55
332,1371,23,1,11.22
333,1371,24,1,10.96
334,1371,25,1,10.22
335,1371,26,1,10.22
336,1371,27,1,10.96
337,1371,28,1,11.48
338,1371,29,1,10.96
339,1371,30,1,12.26
340,1371,31,1,23.03
1488,1371,1,2,12.78
1489,1371,2,2,11.22
1490,1371,3,2,10.46
1491,1371,4,2,9.5
1492,1371,5,2,9.02
1493,1371,6,2,10.22
1494,1371,7,2,9.26
1495,1371,8,2,9.02
1496,1371,9,2,8.54
1497,1371,10,2,7.86
1498,1371,11,2,7.64
1499,1371,12,2,8.3
1500,1371,13,2,9.02
1501,1371,14,2,9.02
1502,1371,15,2,8.3
1503,1371,16,2,13.86
1504,1371,17,2,9.26
1505,1371,18,2,12.84
1506,1371,19,2,9.98
1507,1371,20,2,8.08
1508,1371,21,2,18.33
1509,1371,22,2,27.55
1510,1371,23,2,36.88
1511,1371,24,2,17.68
1512,1371,25,2,14.54
1513,1371,26,2,15.78
1514,1371,27,2,14.54
1515,1371,28,2,13.3
1516,1371,29,2,15.71
1517,1371,30,2,13.61
1518,1371,31,2,12.0
2666,1371,1,3,9.26
2667,1371,2,3,9.26
2668,1371,3,3,11.74
2669,1371,4,3,11.22
2670,1371,5,3,10.96
2671,1371,6,3,11.74
2672,1371,7,3,11.48
2673,1371,8,3,10.96
2674,1371,9,3,10.7
2675,1371,10,3,10.22
2676,1371,11,3,9.98
2677,1371,12,3,10.22
2678,1371,13,3,10.46
2679,1371,14,3,10.22
2680,1371,15,3,9.5
2681,1371,16,3,8.3
2682,1371,17,3,7.86
2683,1371,18,3,7.42
2684,1371,19,3,6.54
2685,1371,20,3,5.56
2686,1371,21,3,5.92
2687,1371,22,3,3.11
2688,1371,23,3,2.94
2689,1371,24,3,3.28
2690,1371,25,3,3.28
2691,1371,26,3,2.94
2692,1371,27,3,2.6
2693,1371,28,3,2.77
2694,1371,29,3,2.6
2695,1371,30,3,2.6
2696,1371,31,3,2.45
3844,1371,1,4,3.62
3845,1371,2,4,3.45
3846,1371,3,4,3.28
3847,1371,4,4,2.77
3848,1371,5,4,2.94
3849,1371,6,4,2.45
3850,1371,7,4,2.45
3851,1371,8,4,2.0
3852,1371,9,4,1.85
3853,1371,10,4,1.85
3854,1371,11,4,1.85
3855,1371,12,4,1.4
3856,1371,13,4,0.85
3857,1371,14,4,0.85
3858,1371,15,4,0.84
3859,1371,16,4,0.84
3860,1371,17,4,0.84
3861,1371,18,4,0.84
3862,1371,19,4,0.84
3863,1371,20,4,0.83
3864,1371,21,4,0.83
3865,1371,22,4,0.83
3866,1371,23,4,0.83
3867,1371,24,4,0.83
3868,1371,25,4,0.82
3869,1371,26,4,0.82
3870,1371,27,4,0.82
3871,1371,28,4,0.82
3872,1371,29,4,0.82
3873,1371,30,4,0.81
3874,1371,31,4,0.81
5022,1371,1,5,0.81
5023,1371,2,5,0.81
5024,1371,3,5,0.8
5025,1371,4,5,0.8
5026,1371,5,5,0.8
5027,1371,6,5,0.8
5028,1371,7,5,0.8
5029,1371,8,5,0.79
5030,1371,9,5,0.79
5031,1371,10,5,0.79
5032,1371,11,5,0.79
5033,1371,12,5,0.79
5034,1371,13,5,0.78
5035,1371,14,5,0.78
5036,1371,15,5,0.78
5037,1371,16,5,0.78
5038,1371,17,5,0.78
5039,1371,18,5,0.77
5040,1371,19,5,0.77
5041,1371,20,5,0.77
5042,1371,21,5,0.77
5043,1371,22,5,0.77
5044,1371,23,5,0.76
5045,1371,24,5,0.76
5046,1371,25,5,0.8
5047,1371,26,5,0.85
5048,1371,27,5,0.89
5049,1371,28,5,0.93
5050,1371,29,5,0.97
5051,1371,30,5,1.01
5052,1371,31,5,1.06
6200,1371,1,6,1.1
6201,1371,2,6,1.14
6202,1371,3,6,1.18
6203,1371,4,6,1.22
6204,1371,5,6,1.27
6205,1371,6,6,1.31
6206,1371,7,6,1.35
6207,1371,8,6,1.39
6208,1371,9,6,1.43
6209,1371,10,6,1.43
6210,1371,11,6,1.43
6211,1371,12,6,1.43
6212,1371,13,6,1.43
6213,1371,14,6,1.43
6214,1371,15,6,1.43
6215,1371,16,6,1.43
6216,1371,17,6,1.43
6217,1371,18,6,1.43
6218,1371,19,6,1.43
6219,1371,20,6,1.43
6220,1371,21,6,1.43
6221,1371,22,6,1.43
6222,1371,23,6,1.43
6223,1371,24,6,1.43
6224,1371,25,6,1.43
6225,1371,26,6,1.43
6226,1371,27,6,1.43
6227,1371,28,6,1.43
6228,1371,29,6,1.43
6229,1371,30,6,1.43
6230,1371,31,6,1.43
7378,1371,1,7,0.28
7379,1371,2,7,0.36
7380,1371,3,7,0.4
7381,1371,4,7,0.44
7382,1371,5,7,0.44
7383,1371,6,7,0.48
7384,1371,7,7,0.56
7385,1371,8,7,0.6
7386,1371,9,7,0.65
7387,1371,10,7,0.8
7388,1371,11,7,0.95
7389,1371,12,7,0.95
7390,1371,13,7,0.85
7391,1371,14,7,0.9
7392,1371,15,7,1.0
7393,1371,16,7,1.0
7394,1371,17,7,1.0
7395,1371,18,7,1.1
7396,1371,19,7,1.15
7397,1371,20,7,1.21
7398,1371,21,7,1.21
7399,1371,22,7,1.32
7400,1371,23,7,1.43
7401,1371,24,7,1.32
7402,1371,25,7,1.32
7403,1371,26,7,1.32
7404,1371,27,7,1.32
7405,1371,28,7,1.43
7406,1371,29,7,1.38
7407,1371,30,7,1.38
7408,1371,31,7,
8556,1371,1,8,1.26
8557,1371,2,8,1.21
8558,1371,3,8,1.15
8559,1371,4,8,1.15
8560,1371,5,8,1.15
8561,1371,6,8,1.26
8562,1371,7,8,1.26
8563,1371,8,8,1.26
8564,1371,9,8,1.15
8565,1371,10,8,1.32
8566,1371,11,8,1.26
8567,1371,12,8,1.43
8568,1371,13,8,1.32
8569,1371,14,8,1.32
8570,1371,15,8,1.43
8571,1371,16,8,8.86
8572,1371,17,8,2.03
8573,1371,18,8,1.98
8574,1371,19,8,1.76
8575,1371,20,8,1.49
8576,1371,21,8,1.71
8577,1371,22,8,1.76
8578,1371,23,8,1.65
8579,1371,24,8,1.59
8580,1371,25,8,1.59
8581,1371,26,8,1.65
8582,1371,27,8,1.76
8583,1371,28,8,1.71
8584,1371,29,8,1.71
8585,1371,30,8,1.71
8586,1371,31,8,
9734,1371,1,9,1.87
9735,1371,2,9,2.97
9736,1371,3,9,2.76
9737,1371,4,9,2.9
9738,1371,5,9,2.2
9739,1371,6,9,1.87
9740,1371,7,9,1.65
9741,1371,8,9,1.65
9742,1371,9,9,1.87
9743,1371,10,9,1.87
9744,1371,11,9,1.81
9745,1371,12,9,1.98
9746,1371,13,9,2.03
9747,1371,14,9,1.93
9748,1371,15,9,2.03
9749,1371,16,9,1.93
9750,1371,17,9,1.98
9751,1371,18,9,1.87
9752,1371,19,9,1.81
9753,1371,20,9,1.81
9754,1371,21,9,1.76
9755,1371,22,9,1.76
9756,1371,23,9,1.65
9757,1371,24,9,1.71
9758,1371,25,9,2.34
9759,1371,26,9,1.98
9760,1371,27,9,2.09
9761,1371,28,9,1.98
9762,1371,29,9,2.03
9763,1371,30,9,1.93
9764,1371,31,9,
10912,1371,1,10,1.81
10913,1371,2,10,1.54
10914,1371,3,10,1.59
10915,1371,4,10,1.54
10916,1371,5,10,1.49
10917,1371,6,10,1.43
10918,1371,7,10,1.38
10919,1371,8,10,1.32
10920,1371,9,10,1.1
10921,1371,10,10,0.7
10922,1371,11,10,0.9
10923,1371,12,10,0.9
10924,1371,13,10,1.05
10925,1371,14,10,1.1
10926,1371,15,10,1.1
10927,1371,16,10,1.15
10928,1371,17,10,1.15
10929,1371,18,10,1.21
10930,1371,19,10,1.21
10931,1371,20,10,1.21
10932,1371,21,10,1.26
10933,1371,22,10,1.26
10934,1371,23,10,1.21
10935,1371,24,10,1.21
10936,1371,25,10,1.15
10937,1371,26,10,1.26
10938,1371,27,10,1.21
10939,1371,28,10,1.26
10940,1371,29,10,1.26
10941,1371,30,10,1.32
10942,1371,31,10,
12090,1371,1,11,1.7
12091,1371,2,11,2.3
12092,1371,3,11,1.85
12093,1371,4,11,1.7
12094,1371,5,11,1.4
12095,1371,6,11,1.55
12096,1371,7,11,1.25
12097,1371,8,11,1.25
12098,1371,9,11,1.55
12099,1371,10,11,1.55
12100,1371,11,11,1.7
12101,1371,12,11,1.85
12102,1371,13,11,2.0
12103,1371,14,11,2.0
12104,1371,15,11,2.0
12105,1371,16,11,1.85
12106,1371,17,11,1.85
12107,1371,18,11,1.85
12108,1371,19,11,1.55
12109,1371,20,11,1.4
12110,1371,21,11,1.55
12111,1371,22,11,1.55
12112,1371,23,11,1.7
12113,1371,24,11,1.7
12114,1371,25,11,1.55
12115,1371,26,11,1.7
12116,1371,27,11,1.7
12117,1371,28,11,1.55
12118,1371,29,11,1.7
12119,1371,30,11,1.4
12120,1371,31,11,
13268,1371,1,12,1.55
13269,1371,2,12,1.55
13270,1371,3,12,1.7
13271,1371,4,12,1.85
13272,1371,5,12,1.7
13273,1371,6,12,2.0
13274,1371,7,12,2.0
13275,1371,8,12,1.85
13276,1371,9,12,3.45
13277,1371,10,12,2.94
13278,1371,11,12,2.6
13279,1371,12,12,2.94
13280,1371,13,12,3.11
13281,1371,14,12,2.94
13282,1371,15,12,2.6
13283,1371,16,12,3.28
13284,1371,17,12,3.62
13285,1371,18,12,3.62
13286,1371,19,12,3.62
13287,1371,20,12,3.45
13288,1371,21,12,3.28
13289,1371,22,12,2.77
13290,1371,23,12,2.94
13291,1371,24,12,2.77
13292,1371,25,12,2.6
13293,1371,26,12,2.77
13294,1371,27,12,2.94
13295,1371,28,12,3.79
13296,1371,29,12,4.3
13297,1371,30,12,
13298,1371,31,12,
341,1372,1,1,3.65
342,1372,2,1,3.8
343,1372,3,1,3.8
344,1372,4,1,3.8
345,1372,5,1,3.95
346,1372,6,1,4.1
347,1372,7,1,3.95
348,1372,8,1,3.95
349,1372,9,1,3.95
350,1372,10,1,3.95
351,1372,11,1,4.49
352,1372,12,1,15.13
353,1372,13,1,14.37
354,1372,14,1,11.74
355,1372,15,1,11.48
356,1372,16,1,10.2
357,1372,17,1,8.7
358,1372,18,1,6.05
359,1372,19,1,5.46
360,1372,20,1,5.08
361,1372,21,1,5.08
362,1372,22,1,4.49
363,1372,23,1,3.95
364,1372,24,1,3.8
365,1372,25,1,3.8
366,1372,26,1,3.2
367,1372,27,1,2.75
368,1372,28,1,3.8
369,1372,29,1,3.8
370,1372,30,1,3.8
371,1372,31,1,3.8
1519,1372,1,2,3.35
1520,1372,2,2,3.35
1521,1372,3,2,3.05
1522,1372,4,2,3.05
1523,1372,5,2,3.2
1524,1372,6,2,5.08
1525,1372,7,2,4.68
1526,1372,8,2,4.3
1527,1372,9,2,4.88
1528,1372,10,2,18.62
1529,1372,11,2,14.75
1530,1372,12,2,5.08
1531,1372,13,2,5.08
1532,1372,14,2,5.46
1533,1372,15,2,5.46
1534,1372,16,2,4.1
1535,1372,17,2,4.1
1536,1372,18,2,4.1
1537,1372,19,2,4.1
1538,1372,20,2,4.1
1539,1372,21,2,4.49
1540,1372,22,2,4.3
1541,1372,23,2,4.1
1542,1372,24,2,4.1
1543,1372,25,2,4.3
1544,1372,26,2,3.95
1545,1372,27,2,3.8
1546,1372,28,2,3.5
1547,1372,29,2,3.2
1548,1372,30,2,3.2
1549,1372,31,2,3.35
2697,1372,1,3,3.8
2698,1372,2,3,3.65
2699,1372,3,3,4.1
2700,1372,4,3,3.5
2701,1372,5,3,3.5
2702,1372,6,3,2.75
2703,1372,7,3,2.48
2704,1372,8,3,2.37
2705,1372,9,3,2.37
2706,1372,10,3,2.37
2707,1372,11,3,2.75
2708,1372,12,3,2.25
2709,1372,13,3,1.91
2710,1372,14,3,1.57
2711,1372,15,3,1.25
2712,1372,16,3,1.05
2713,1372,17,3,0.75
2714,1372,18,3,0.75
2715,1372,19,3,0.75
2716,1372,20,3,0.85
2717,1372,21,3,0.75
2718,1372,22,3,0.85
2719,1372,23,3,0.95
2720,1372,24,3,1.15
2721,1372,25,3,1.05
2722,1372,26,3,1.05
2723,1372,27,3,1.05
2724,1372,28,3,0.65
2725,1372,29,3,0.85
2726,1372,30,3,1.25
2727,1372,31,3,1.15
3875,1372,1,4,1.15
3876,1372,2,4,1.05
3877,1372,3,4,1.05
3878,1372,4,4,1.05
3879,1372,5,4,0.95
3880,1372,6,4,1.15
3881,1372,7,4,6.52
3882,1372,8,4,3.8
3883,1372,9,4,3.05
3884,1372,10,4,2.6
3885,1372,11,4,2.25
3886,1372,12,4,1.8
3887,1372,13,4,1.68
3888,1372,14,4,1.8
3889,1372,15,4,1.57
3890,1372,16,4,1.35
3891,1372,17,4,0.95
3892,1372,18,4,0.75
3893,1372,19,4,0.75
3894,1372,20,4,0.55
3895,1372,21,4,0.45
3896,1372,22,4,0.4
3897,1372,23,4,0.36
3898,1372,24,4,0.31
3899,1372,25,4,0.31
3900,1372,26,4,0.26
3901,1372,27,4,0.31
3902,1372,28,4,0.21
3903,1372,29,4,0.26
3904,1372,30,4,0.21
3905,1372,31,4,0.26
5053,1372,1,5,0.21
5054,1372,2,5,0.17
5055,1372,3,5,0.17
5056,1372,4,5,0.26
5057,1372,5,5,0.21
5058,1372,6,5,0.17
5059,1372,7,5,0.17
5060,1372,8,5,0.17
5061,1372,9,5,0.07
5062,1372,10,5,0.07
5063,1372,11,5,0.07
5064,1372,12,5,0.21
5065,1372,13,5,0.17
5066,1372,14,5,0.17
5067,1372,15,5,0.17
5068,1372,16,5,0.07
5069,1372,17,5,0.07
5070,1372,18,5,0.12
5071,1372,19,5,0.07
5072,1372,20,5,0.07
5073,1372,21,5,0.07
5074,1372,22,5,0.07
5075,1372,23,5,0.07
5076,1372,24,5,0.07
5077,1372,25,5,0.12
5078,1372,26,5,0.07
5079,1372,27,5,0.07
5080,1372,28,5,0.07
5081,1372,29,5,0.07
5082,1372,30,5,0.07
5083,1372,31,5,0.07
6231,1372,1,6,0.07
6232,1372,2,6,0.07
6233,1372,3,6,0.07
6234,1372,4,6,0.07
6235,1372,5,6,0.07
6236,1372,6,6,0.07
6237,1372,7,6,0.07
6238,1372,8,6,0.07
6239,1372,9,6,0.07
6240,1372,10,6,0.07
6241,1372,11,6,0.07
6242,1372,12,6,0.07
6243,1372,13,6,0.07
6244,1372,14,6,0.07
6245,1372,15,6,0.07
6246,1372,16,6,0.07
6247,1372,17,6,0.07
6248,1372,18,6,0.65
6249,1372,19,6,1.57
6250,1372,20,6,1.25
6251,1372,21,6,1.35
6252,1372,22,6,1.25
6253,1372,23,6,0.85
6254,1372,24,6,0.85
6255,1372,25,6,0.85
6256,1372,26,6,0.65
6257,1372,27,6,0.55
6258,1372,28,6,0.45
6259,1372,29,6,0.4
6260,1372,30,6,0.45
6261,1372,31,6,0.45
7409,1372,1,7,1.57
7410,1372,2,7,1.57
7411,1372,3,7,1.57
7412,1372,4,7,1.68
7413,1372,5,7,1.91
7414,1372,6,7,1.15
7415,1372,7,7,1.35
7416,1372,8,7,1.45
7417,1372,9,7,1.45
7418,1372,10,7,1.68
7419,1372,11,7,1.57
7420,1372,12,7,1.68
7421,1372,13,7,1.68
7422,1372,14,7,1.57
7423,1372,15,7,1.8
7424,1372,16,7,1.68
7425,1372,17,7,1.8
7426,1372,18,7,1.68
7427,1372,19,7,1.68
7428,1372,20,7,1.68
7429,1372,21,7,1.57
7430,1372,22,7,1.57
7431,1372,23,7,1.68
7432,1372,24,7,1.45
7433,1372,25,7,1.45
7434,1372,26,7,1.35
7435,1372,27,7,1.25
7436,1372,28,7,1.05
7437,1372,29,7,0.95
7438,1372,30,7,0.85
7439,1372,31,7,
8587,1372,1,8,0.95
8588,1372,2,8,0.95
8589,1372,3,8,0.85
8590,1372,4,8,0.95
8591,1372,5,8,0.95
8592,1372,6,8,1.45
8593,1372,7,8,1.57
8594,1372,8,8,1.57
8595,1372,9,8,1.91
8596,1372,10,8,2.75
8597,1372,11,8,4.88
8598,1372,12,8,5.08
8599,1372,13,8,5.08
8600,1372,14,8,3.35
8601,1372,15,8,2.37
8602,1372,16,8,2.25
8603,1372,17,8,2.25
8604,1372,18,8,2.25
8605,1372,19,8,2.14
8606,1372,20,8,2.6
8607,1372,21,8,3.05
8608,1372,22,8,3.2
8609,1372,23,8,2.75
8610,1372,24,8,2.48
8611,1372,25,8,2.48
8612,1372,26,8,2.37
8613,1372,27,8,2.14
8614,1372,28,8,2.03
8615,1372,29,8,2.03
8616,1372,30,8,2.03
8617,1372,31,8,
9765,1372,1,9,2.03
9766,1372,2,9,2.03
9767,1372,3,9,2.14
9768,1372,4,9,2.9
9769,1372,5,9,3.35
9770,1372,6,9,2.6
9771,1372,7,9,3.05
9772,1372,8,9,2.48
9773,1372,9,9,2.37
9774,1372,10,9,2.14
9775,1372,11,9,1.91
9776,1372,12,9,1.91
9777,1372,13,9,1.8
9778,1372,14,9,1.91
9779,1372,15,9,1.8
9780,1372,16,9,1.57
9781,1372,17,9,1.8
9782,1372,18,9,1.8
9783,1372,19,9,1.91
9784,1372,20,9,1.8
9785,1372,21,9,1.8
9786,1372,22,9,1.91
9787,1372,23,9,1.91
9788,1372,24,9,1.91
9789,1372,25,9,2.37
9790,1372,26,9,2.14
9791,1372,27,9,2.03
9792,1372,28,9,1.91
9793,1372,29,9,1.8
9794,1372,30,9,2.03
9795,1372,31,9,
10943,1372,1,10,1.91
10944,1372,2,10,2.14
10945,1372,3,10,2.03
10946,1372,4,10,2.37
10947,1372,5,10,2.25
10948,1372,6,10,2.25
10949,1372,7,10,2.37
10950,1372,8,10,2.25
10951,1372,9,10,2.37
10952,1372,10,10,2.48
10953,1372,11,10,2.48
10954,1372,12,10,2.6
10955,1372,13,10,3.8
10956,1372,14,10,3.8
10957,1372,15,10,3.35
10958,1372,16,10,2.75
10959,1372,17,10,2.48
10960,1372,18,10,2.37
10961,1372,19,10,2.14
10962,1372,20,10,2.25
10963,1372,21,10,2.03
10964,1372,22,10,2.14
10965,1372,23,10,2.03
10966,1372,24,10,2.03
10967,1372,25,10,1.91
10968,1372,26,10,2.14
10969,1372,27,10,1.91
10970,1372,28,10,1.91
10971,1372,29,10,1.91
10972,1372,30,10,2.14
10973,1372,31,10,
12121,1372,1,11,1.91
12122,1372,2,11,1.91
12123,1372,3,11,2.03
12124,1372,4,11,2.03
12125,1372,5,11,2.03
12126,1372,6,11,2.03
12127,1372,7,11,1.91
12128,1372,8,11,1.8
12129,1372,9,11,2.14
12130,1372,10,11,2.14
12131,1372,11,11,2.35
12132,1372,12,11,2.9
12133,1372,13,11,2.48
12134,1372,14,11,2.25
12135,1372,15,11,2.14
12136,1372,16,11,2.03
12137,1372,17,11,2.25
12138,1372,18,11,2.14
12139,1372,19,11,2.03
12140,1372,20,11,2.03
12141,1372,21,11,2.03
12142,1372,22,11,1.91
12143,1372,23,11,2.03
12144,1372,24,11,2.03
12145,1372,25,11,2.03
12146,1372,26,11,2.03
12147,1372,27,11,2.03
12148,1372,28,11,1.91
12149,1372,29,11,1.91
12150,1372,30,11,1.91
12151,1372,31,11,
13299,1372,1,12,1.8
13300,1372,2,12,1.8
13301,1372,3,12,1.8
13302,1372,4,12,1.91
13303,1372,5,12,2.03
13304,1372,6,12,2.03
13305,1372,7,12,1.91
13306,1372,8,12,2.03
13307,1372,9,12,2.03
13308,1372,10,12,2.03
13309,1372,11,12,2.03
13310,1372,12,12,1.91
13311,1372,13,12,2.03
13312,1372,14,12,1.91
13313,1372,15,12,2.03
13314,1372,16,12,4.1
13315,1372,17,12,3.05
13316,1372,18,12,2.25
13317,1372,19,12,2.6
13318,1372,20,12,2.9
13319,1372,21,12,3.5
13320,1372,22,12,3.5
13321,1372,23,12,3.35
13322,1372,24,12,3.35
13323,1372,25,12,3.5
13324,1372,26,12,3.65
13325,1372,27,12,3.5
13326,1372,28,12,3.95
13327,1372,29,12,3.8
13328,1372,30,12,
13329,1372,31,12,
372,1373,1,1,1.62
373,1373,2,1,1.55
374,1373,3,1,1.55
375,1373,4,1,1.55
376,1373,5,1,1.63
377,1373,6,1,1.63
378,1373,7,1,1.63
379,1373,8,1,1.63
380,1373,9,1,1.63
381,1373,10,1,1.55
382,1373,11,1,1.49
383,1373,12,1,1.55
384,1373,13,1,1.63
385,1373,14,1,1.95
386,1373,15,1,2.45
387,1373,16,1,1.87
388,1373,17,1,1.71
389,1373,18,1,1.55
390,1373,19,1,1.55
391,1373,20,1,1.49
392,1373,21,1,1.55
393,1373,22,1,2.51
394,1373,23,1,2.11
395,1373,24,1,1.29
396,1373,25,1,1.79
397,1373,26,1,2.27
398,1373,27,1,2.03
399,1373,28,1,1.95
400,1373,29,1,1.87
401,1373,30,1,9.56
402,1373,31,1,7.12
1550,1373,1,2,3.95
1551,1373,2,2,3.55
1552,1373,3,2,4.62
1553,1373,4,2,11.84
1554,1373,5,2,7.9
1555,1373,6,2,4.9
1556,1373,7,2,5.64
1557,1373,8,2,4.77
1558,1373,9,2,4.77
1559,1373,10,2,4.77
1560,1373,11,2,4.36
1561,1373,12,2,6.01
1562,1373,13,2,5.27
1563,1373,14,2,5.27
1564,1373,15,2,4.9
1565,1373,16,2,4.77
1566,1373,17,2,4.49
1567,1373,18,2,3.95
1568,1373,19,2,3.82
1569,1373,20,2,3.46
1570,1373,21,2,3.36
1571,1373,22,2,3.27
1572,1373,23,2,3.18
1573,1373,24,2,2.99
1574,1373,25,2,2.99
1575,1373,26,2,2.71
1576,1373,27,2,2.71
1577,1373,28,2,2.71
1578,1373,29,2,2.99
1579,1373,30,2,2.9
1580,1373,31,2,2.62
2728,1373,1,3,2.48
2729,1373,2,3,2.12
2730,1373,3,3,1.85
2731,1373,4,3,1.68
2732,1373,5,3,1.57
2733,1373,6,3,1.57
2734,1373,7,3,1.57
2735,1373,8,3,1.52
2736,1373,9,3,1.57
2737,1373,10,3,1.62
2738,1373,11,3,1.57
2739,1373,12,3,1.57
2740,1373,13,3,1.52
2741,1373,14,3,5.65
2742,1373,15,3,3.19
2743,1373,16,3,2.56
2744,1373,17,3,3.55
2745,1373,18,3,3.19
2746,1373,19,3,3.08
2747,1373,20,3,3.08
2748,1373,21,3,2.87
2749,1373,22,3,2.66
2750,1373,23,3,2.35
2751,1373,24,3,2.11
2752,1373,25,3,1.87
2753,1373,26,3,1.55
2754,1373,27,3,1.43
2755,1373,28,3,1.18
2756,1373,29,3,1.12
2757,1373,30,3,1.12
2758,1373,31,3,0.99
3906,1373,1,4,0.99
3907,1373,2,4,0.93
3908,1373,3,4,0.87
3909,1373,4,4,0.82
3910,1373,5,4,1.05
3911,1373,6,4,1.49
3912,1373,7,4,0.93
3913,1373,8,4,0.87
3914,1373,9,4,0.82
3915,1373,10,4,0.49
3916,1373,11,4,0.43
3917,1373,12,4,0.65
3918,1373,13,4,0.82
3919,1373,14,4,1.05
3920,1373,15,4,4.15
3921,1373,16,4,2.98
3922,1373,17,4,2.87
3923,1373,18,4,2.19
3924,1373,19,4,1.87
3925,1373,20,4,1.79
3926,1373,21,4,1.87
3927,1373,22,4,1.49
3928,1373,23,4,1.49
3929,1373,24,4,1.43
3930,1373,25,4,1.3
3931,1373,26,4,1.12
3932,1373,27,4,0.99
3933,1373,28,4,0.93
3934,1373,29,4,0.77
3935,1373,30,4,0.71
3936,1373,31,4,0.6
5084,1373,1,5,0.55
5085,1373,2,5,0.6
5086,1373,3,5,0.65
5087,1373,4,5,0.65
5088,1373,5,5,0.55
5089,1373,6,5,0.55
5090,1373,7,5,0.55
5091,1373,8,5,0.55
5092,1373,9,5,0.49
5093,1373,10,5,0.43
5094,1373,11,5,0.43
5095,1373,12,5,0.3
5096,1373,13,5,0.17
5097,1373,14,5,0.17
5098,1373,15,5,0.13
5099,1373,16,5,0.05
5100,1373,17,5,0.13
5101,1373,18,5,0.13
5102,1373,19,5,0.13
5103,1373,20,5,0.13
5104,1373,21,5,0.13
5105,1373,22,5,0.17
5106,1373,23,5,0.13
5107,1373,24,5,0.13
5108,1373,25,5,0.13
5109,1373,26,5,0.17
5110,1373,27,5,0.17
5111,1373,28,5,0.13
5112,1373,29,5,0.13
5113,1373,30,5,0.13
5114,1373,31,5,0.17
6262,1373,1,6,0.17
6263,1373,2,6,0.21
6264,1373,3,6,0.17
6265,1373,4,6,0.17
6266,1373,5,6,0.17
6267,1373,6,6,0.17
6268,1373,7,6,0.13
6269,1373,8,6,0.13
6270,1373,9,6,0.05
6271,1373,10,6,0.09
6272,1373,11,6,0.09
6273,1373,12,6,0.09
6274,1373,13,6,0.09
6275,1373,14,6,0.13
6276,1373,15,6,0.05
6277,1373,16,6,0.09
6278,1373,17,6,0.09
6279,1373,18,6,0.09
6280,1373,19,6,0.09
6281,1373,20,6,0.13
6282,1373,21,6,0.17
6283,1373,22,6,0.17
6284,1373,23,6,0.17
6285,1373,24,6,0.21
6286,1373,25,6,0.13
6287,1373,26,6,0.21
6288,1373,27,6,0.26
6289,1373,28,6,0.26
6290,1373,29,6,0.34
6291,1373,30,6,0.38
6292,1373,31,6,0.6
7440,1373,1,7,0.43
7441,1373,2,7,0.43
7442,1373,3,7,0.43
7443,1373,4,7,0.43
7444,1373,5,7,0.43
7445,1373,6,7,0.87
7446,1373,7,7,2.61
7447,1373,8,7,1.87
7448,1373,9,7,1.24
7449,1373,10,7,1.24
7450,1373,11,7,1.24
7451,1373,12,7,1.12
7452,1373,13,7,1.12
7453,1373,14,7,0.93
7454,1373,15,7,0.99
7455,1373,16,7,1.05
7456,1373,17,7,1.12
7457,1373,18,7,1.12
7458,1373,19,7,1.05
7459,1373,20,7,0.99
7460,1373,21,7,0.93
7461,1373,22,7,0.99
7462,1373,23,7,0.93
7463,1373,24,7,0.93
7464,1373,25,7,0.99
7465,1373,26,7,0.93
7466,1373,27,7,1.12
7467,1373,28,7,1.18
