,sal,rooz,Month,mahabad_Debi
9787,1373,23,11,22.44
9788,1373,24,11,21.93
9789,1373,25,11,12.96
9790,1373,26,11,12.96
9791,1373,27,11,12.12
9792,1373,28,11,11.04
9793,1373,29,11,10.38
9794,1373,30,11,9.39
9795,1373,31,11,
10726,1373,1,12,9.06
10727,1373,2,12,9.39
10728,1373,3,12,9.06
10729,1373,4,12,9.06
10730,1373,5,12,14.22
10731,1373,6,12,15.9
10732,1373,7,12,15.06
10733,1373,8,12,15.06
10734,1373,9,12,14.64
10735,1373,10,12,14.64
10736,1373,11,12,14.22
10737,1373,12,12,14.22
10738,1373,13,12,14.22
10739,1373,14,12,14.64
10740,1373,15,12,12.12
10741,1373,16,12,10.05
10742,1373,17,12,10.05
10743,1373,18,12,9.72
10744,1373,19,12,10.05
10745,1373,20,12,10.38
10746,1373,21,12,10.05
10747,1373,22,12,10.05
10748,1373,23,12,12.93
10749,1373,24,12,10.71
10750,1373,25,12,12.96
10751,1373,26,12,16.35
10752,1373,27,12,15.9
10753,1373,28,12,15.48
10754,1373,29,12,15.9
10755,1373,30,12,
10756,1373,31,12,
186,1374,1,1,1.91
187,1374,2,1,1.5
188,1374,3,1,1.4
189,1374,4,1,1.6
190,1374,5,1,1.71
191,1374,6,1,1.5
192,1374,7,1,1.4
193,1374,8,1,1.5
194,1374,9,1,1.5
195,1374,10,1,1.6
196,1374,11,1,1.5
197,1374,12,1,1.4
198,1374,13,1,1.91
199,1374,14,1,1.71
200,1374,15,1,1.71
201,1374,16,1,8.7
202,1374,17,1,8.84
203,1374,18,1,9.16
204,1374,19,1,9.16
205,1374,20,1,9.8
206,1374,21,1,9.16
207,1374,22,1,8.84
208,1374,23,1,9.16
209,1374,24,1,17.02
210,1374,25,1,38.51
211,1374,26,1,91.48
212,1374,27,1,93.53
213,1374,28,1,45.54
214,1374,29,1,26.05
215,1374,30,1,26.05
216,1374,31,1,45.87
1147,1374,1,2,44.1
1148,1374,2,2,38.8
1149,1374,3,2,54.2
1150,1374,4,2,39.99
1151,1374,5,2,17.18
1152,1374,6,2,15.5
1153,1374,7,2,15.09
1154,1374,8,2,15.92
1155,1374,9,2,23.16
1156,1374,10,2,24.12
1157,1374,11,2,24.12
1158,1374,12,2,23.64
1159,1374,13,2,23.64
1160,1374,14,2,23.64
1161,1374,15,2,23.64
1162,1374,16,2,20.22
1163,1374,17,2,14.25
1164,1374,18,2,13.83
1165,1374,19,2,11.6
1166,1374,20,2,5.89
1167,1374,21,2,5.16
1168,1374,22,2,2.32
1169,1374,23,2,2.01
1170,1374,24,2,1.5
1171,1374,25,2,1.32
1172,1374,26,2,1.6
1173,1374,27,2,1.32
1174,1374,28,2,0.94
1175,1374,29,2,0.96
1176,1374,30,2,1.08
1177,1374,31,2,1.28
2108,1374,1,3,3.21
2109,1374,2,3,2.11
2110,1374,3,3,1.71
2111,1374,4,3,1.5
2112,1374,5,3,1.36
2113,1374,6,3,1.32
2114,1374,7,3,1.4
2115,1374,8,3,1.24
2116,1374,9,3,1.04
2117,1374,10,3,1.0
2118,1374,11,3,1.04
2119,1374,12,3,1.12
2120,1374,13,3,1.6
2121,1374,14,3,2.6
2122,1374,15,3,2.78
2123,1374,16,3,4.2
2124,1374,17,3,4.68
2125,1374,18,3,4.68
2126,1374,19,3,7.25
2127,1374,20,3,7.57
2128,1374,21,3,6.61
2129,1374,22,3,5.89
2130,1374,23,3,5.16
2131,1374,24,3,6.13
2132,1374,25,3,4.44
2133,1374,26,3,4.44
2134,1374,27,3,4.68
2135,1374,28,3,4.68
2136,1374,29,3,4.68
2137,1374,30,3,5.13
2138,1374,31,3,4.92
3069,1374,1,4,3.49
3070,1374,2,4,3.49
3071,1374,3,4,3.84
3072,1374,4,4,2.78
3073,1374,5,4,2.32
3074,1374,6,4,2.11
3075,1374,7,4,2.22
3076,1374,8,4,2.11
3077,1374,9,4,2.32
3078,1374,10,4,3.13
3079,1374,11,4,3.13
3080,1374,12,4,2.42
3081,1374,13,4,2.01
3082,1374,14,4,1.91
3083,1374,15,4,2.22
3084,1374,16,4,2.01
3085,1374,17,4,1.91
3086,1374,18,4,1.91
3087,1374,19,4,1.91
3088,1374,20,4,2.22
3089,1374,21,4,2.01
3090,1374,22,4,2.11
3091,1374,23,4,2.01
3092,1374,24,4,2.22
3093,1374,25,4,2.11
3094,1374,26,4,3.67
3095,1374,27,4,4.02
3096,1374,28,4,2.22
3097,1374,29,4,1.6
3098,1374,30,4,1.5
3099,1374,31,4,1.71
4030,1374,1,5,1.28
4031,1374,2,5,1.32
4032,1374,3,5,1.6
4033,1374,4,5,1.6
4034,1374,5,5,2.01
4035,1374,6,5,1.81
4036,1374,7,5,2.22
4037,1374,8,5,2.11
4038,1374,9,5,2.22
4039,1374,10,5,2.11
4040,1374,11,5,2.32
4041,1374,12,5,2.32
4042,1374,13,5,2.22
4043,1374,14,5,2.01
4044,1374,15,5,1.91
4045,1374,16,5,2.01
4046,1374,17,5,2.11
4047,1374,18,5,2.32
4048,1374,19,5,2.6
4049,1374,20,5,2.32
4050,1374,21,5,2.6
4051,1374,22,5,2.6
4052,1374,23,5,2.32
4053,1374,24,5,2.42
4054,1374,25,5,2.42
4055,1374,26,5,2.6
4056,1374,27,5,3.13
4057,1374,28,5,2.78
4058,1374,29,5,2.78
4059,1374,30,5,2.42
4060,1374,31,5,2.42
4991,1374,1,6,2.01
4992,1374,2,6,2.11
4993,1374,3,6,2.11
4994,1374,4,6,2.11
4995,1374,5,6,2.22
4996,1374,6,6,2.22
4997,1374,7,6,2.22
4998,1374,8,6,2.78
4999,1374,9,6,2.95
5000,1374,10,6,2.95
5001,1374,11,6,2.32
5002,1374,12,6,2.22
5003,1374,13,6,2.31
5004,1374,14,6,3.6
5005,1374,15,6,2.42
5006,1374,16,6,2.42
5007,1374,17,6,2.32
5008,1374,18,6,2.32
5009,1374,19,6,2.22
5010,1374,20,6,2.42
5011,1374,21,6,2.32
5012,1374,22,6,2.32
5013,1374,23,6,2.11
5014,1374,24,6,2.11
5015,1374,25,6,3.49
5016,1374,26,6,3.13
5017,1374,27,6,6.13
5018,1374,28,6,3.13
5019,1374,29,6,3.67
5020,1374,30,6,3.13
5021,1374,31,6,4.44
5952,1374,1,7,2.92
5953,1374,2,7,3.34
5954,1374,3,7,3.84
5955,1374,4,7,4.03
5956,1374,5,7,3.04
5957,1374,6,7,5.01
5958,1374,7,7,4.23
5959,1374,8,7,5.01
5960,1374,9,7,5.4
5961,1374,10,7,7.47
5962,1374,11,7,2.28
5963,1374,12,7,3.13
5964,1374,13,7,3.03
5965,1374,14,7,3.31
5966,1374,15,7,2.82
5967,1374,16,7,2.92
5968,1374,17,7,2.61
5969,1374,18,7,2.71
5970,1374,19,7,2.71
5971,1374,20,7,3.13
5972,1374,21,7,8.52
5973,1374,22,7,7.25
5974,1374,23,7,8.52
5975,1374,24,7,8.2
5976,1374,25,7,6.93
5977,1374,26,7,7.89
5978,1374,27,7,7.57
5979,1374,28,7,6.37
5980,1374,29,7,8.52
5981,1374,30,7,7.75
5982,1374,31,7,
6913,1374,1,8,8.53
6914,1374,2,8,6.93
6915,1374,3,8,7.57
6916,1374,4,8,7.89
6917,1374,5,8,6.61
6918,1374,6,8,7.57
6919,1374,7,8,6.93
6920,1374,8,8,7.89
6921,1374,9,8,8.52
6922,1374,10,8,7.89
6923,1374,11,8,10.52
6924,1374,12,8,11.6
6925,1374,13,8,12.32
6926,1374,14,8,11.6
6927,1374,15,8,11.6
6928,1374,16,8,10.88
6929,1374,17,8,10.88
6930,1374,18,8,10.52
6931,1374,19,8,10.52
6932,1374,20,8,9.48
6933,1374,21,8,10.16
6934,1374,22,8,9.48
6935,1374,23,8,9.8
6936,1374,24,8,9.16
6937,1374,25,8,9.16
6938,1374,26,8,8.84
6939,1374,27,8,9.16
6940,1374,28,8,8.84
6941,1374,29,8,8.84
6942,1374,30,8,4.92
6943,1374,31,8,
7874,1374,1,9,2.78
7875,1374,2,9,2.42
7876,1374,3,9,2.22
7877,1374,4,9,1.81
7878,1374,5,9,1.6
7879,1374,6,9,1.6
7880,1374,7,9,1.32
7881,1374,8,9,1.12
7882,1374,9,9,1.04
7883,1374,10,9,1.04
7884,1374,11,9,0.98
7885,1374,12,9,0.98
7886,1374,13,9,0.96
7887,1374,14,9,0.96
7888,1374,15,9,0.96
7889,1374,16,9,1.0
7890,1374,17,9,0.98
7891,1374,18,9,1.0
7892,1374,19,9,0.98
7893,1374,20,9,0.96
7894,1374,21,9,1.2
7895,1374,22,9,1.24
7896,1374,23,9,1.12
7897,1374,24,9,1.12
7898,1374,25,9,1.16
7899,1374,26,9,1.12
7900,1374,27,9,1.08
7901,1374,28,9,1.08
7902,1374,29,9,1.16
7903,1374,30,9,1.12
7904,1374,31,9,
8835,1374,1,10,1.12
8836,1374,2,10,1.12
8837,1374,3,10,1.16
8838,1374,4,10,1.16
8839,1374,5,10,1.16
8840,1374,6,10,1.2
8841,1374,7,10,1.28
8842,1374,8,10,1.28
8843,1374,9,10,1.32
8844,1374,10,10,1.26
8845,1374,11,10,1.5
8846,1374,12,10,1.5
8847,1374,13,10,1.5
8848,1374,14,10,1.5
8849,1374,15,10,2.01
8850,1374,16,10,2.78
8851,1374,17,10,2.01
8852,1374,18,10,1.5
8853,1374,19,10,1.4
8854,1374,20,10,1.36
8855,1374,21,10,1.32
8856,1374,22,10,1.32
8857,1374,23,10,1.24
8858,1374,24,10,1.24
8859,1374,25,10,1.24
8860,1374,26,10,1.24
8861,1374,27,10,1.24
8862,1374,28,10,1.32
8863,1374,29,10,1.38
8864,1374,30,10,1.04
8865,1374,31,10,
9796,1374,1,11,1.2
9797,1374,2,11,1.2
9798,1374,3,11,1.2
9799,1374,4,11,1.24
9800,1374,5,11,1.6
9801,1374,6,11,1.32
9802,1374,7,11,1.24
9803,1374,8,11,1.24
9804,1374,9,11,1.24
9805,1374,10,11,1.6
9806,1374,11,11,1.81
9807,1374,12,11,1.81
9808,1374,13,11,2.67
9809,1374,14,11,2.6
9810,1374,15,11,2.01
9811,1374,16,11,1.81
9812,1374,17,11,1.71
9813,1374,18,11,1.71
9814,1374,19,11,1.5
9815,1374,20,11,1.81
9816,1374,21,11,1.71
9817,1374,22,11,1.91
9818,1374,23,11,1.91
9819,1374,24,11,1.71
9820,1374,25,11,1.71
9821,1374,26,11,1.71
9822,1374,27,11,3.67
9823,1374,28,11,2.01
9824,1374,29,11,1.81
9825,1374,30,11,1.71
9826,1374,31,11,
10757,1374,1,12,1.71
10758,1374,2,12,1.71
10759,1374,3,12,2.22
10760,1374,4,12,1.91
10761,1374,5,12,1.81
10762,1374,6,12,1.81
10763,1374,7,12,2.78
10764,1374,8,12,1.81
10765,1374,9,12,2.11
10766,1374,10,12,1.91
10767,1374,11,12,1.81
10768,1374,12,12,2.01
10769,1374,13,12,2.91
10770,1374,14,12,1.01
10771,1374,15,12,1.81
10772,1374,16,12,1.6
10773,1374,17,12,1.71
10774,1374,18,12,2.11
10775,1374,19,12,3.31
10776,1374,20,12,1.81
10777,1374,21,12,1.71
10778,1374,22,12,1.71
10779,1374,23,12,1.6
10780,1374,24,12,1.71
10781,1374,25,12,1.5
10782,1374,26,12,1.5
10783,1374,27,12,1.5
10784,1374,28,12,1.36
10785,1374,29,12,1.5
10786,1374,30,12,
10787,1374,31,12,
217,1375,1,1,3.3
218,1375,2,1,3.0
219,1375,3,1,3.15
220,1375,4,1,3.3
221,1375,5,1,3.45
222,1375,6,1,3.45
223,1375,7,1,3.3
224,1375,8,1,3.3
225,1375,9,1,3.45
226,1375,10,1,3.93
227,1375,11,1,3.69
228,1375,12,1,3.93
229,1375,13,1,3.45
230,1375,14,1,3.45
231,1375,15,1,5.62
232,1375,16,1,6.7
233,1375,17,1,5.38
234,1375,18,1,4.65
235,1375,19,1,5.14
236,1375,20,1,9.22
237,1375,21,1,11.1
238,1375,22,1,11.88
239,1375,23,1,11.88
240,1375,24,1,17.03
241,1375,25,1,11.88
242,1375,26,1,17.43
243,1375,27,1,31.36
244,1375,28,1,36.31
245,1375,29,1,38.11
246,1375,30,1,53.39
247,1375,31,1,70.74
1178,1375,1,2,46.52
1179,1375,2,2,44.71
1180,1375,3,2,44.11
1181,1375,4,2,42.91
1182,1375,5,2,42.92
1183,1375,6,2,43.51
1184,1375,7,2,35.12
1185,1375,8,2,33.94
1186,1375,9,2,31.36
1187,1375,10,2,30.84
1188,1375,11,2,32.42
1189,1375,12,2,5.86
1190,1375,13,2,5.62
1191,1375,14,2,5.86
1192,1375,15,2,5.38
1193,1375,16,2,4.65
1194,1375,17,2,4.41
1195,1375,18,2,4.9
1196,1375,19,2,4.9
1197,1375,20,2,4.41
1198,1375,21,2,4.65
1199,1375,22,2,3.0
1200,1375,23,2,3.0
1201,1375,24,2,10.58
1202,1375,25,2,9.53
1203,1375,26,2,4.9
1204,1375,27,2,4.9
1205,1375,28,2,4.65
1206,1375,29,2,3.45
1207,1375,30,2,1.96
1208,1375,31,2,5.6
2139,1375,1,3,10.37
2140,1375,2,3,16.13
2141,1375,3,3,15.0
2142,1375,4,3,7.75
2143,1375,5,3,7.75
2144,1375,6,3,7.96
2145,1375,7,3,4.65
2146,1375,8,3,3.15
2147,1375,9,3,1.88
2148,1375,10,3,1.43
2149,1375,11,3,1.28
2150,1375,12,3,1.35
2151,1375,13,3,1.35
2152,1375,14,3,1.07
2153,1375,15,3,1.07
2154,1375,16,3,1.2
2155,1375,17,3,1.66
2156,1375,18,3,2.71
2157,1375,19,3,2.71
2158,1375,20,3,2.85
2159,1375,21,3,2.85
2160,1375,22,3,2.71
2161,1375,23,3,2.56
2162,1375,24,3,2.26
2163,1375,25,3,2.71
2164,1375,26,3,3.0
2165,1375,27,3,3.3
2166,1375,28,3,3.3
2167,1375,29,3,3.69
2168,1375,30,3,2.85
2169,1375,31,3,1.96
3100,1375,1,4,1.73
3101,1375,2,4,1.81
3102,1375,3,4,2.26
3103,1375,4,4,3.15
3104,1375,5,4,3.15
3105,1375,6,4,3.93
3106,1375,7,4,2.85
3107,1375,8,4,2.56
3108,1375,9,4,5.14
3109,1375,10,4,5.14
3110,1375,11,4,4.41
3111,1375,12,4,4.41
3112,1375,13,4,3.0
3113,1375,14,4,5.39
3114,1375,15,4,7.12
3115,1375,16,4,6.7
3116,1375,17,4,6.7
3117,1375,18,4,6.7
3118,1375,19,4,6.49
3119,1375,20,4,6.07
3120,1375,21,4,6.07
3121,1375,22,4,5.62
3122,1375,23,4,5.38
3123,1375,24,4,5.86
3124,1375,25,4,5.62
3125,1375,26,4,4.9
3126,1375,27,4,3.69
3127,1375,28,4,4.17
3128,1375,29,4,3.69
3129,1375,30,4,3.45
3130,1375,31,4,4.17
4061,1375,1,5,2.11
4062,1375,2,5,1.96
4063,1375,3,5,1.81
4064,1375,4,5,1.5
4065,1375,5,5,1.96
4066,1375,6,5,2.26
4067,1375,7,5,2.26
4068,1375,8,5,7.11
4069,1375,9,5,8.27
4070,1375,10,5,7.33
4071,1375,11,5,6.7
4072,1375,12,5,7.96
4073,1375,13,5,8.9
4074,1375,14,5,5.14
4075,1375,15,5,7.12
4076,1375,16,5,9.22
4077,1375,17,5,8.27
4078,1375,18,5,6.7
4079,1375,19,5,6.07
4080,1375,20,5,5.14
4081,1375,21,5,4.65
4082,1375,22,5,4.41
4083,1375,23,5,4.41
4084,1375,24,5,4.17
4085,1375,25,5,5.86
4086,1375,26,5,4.65
4087,1375,27,5,3.45
4088,1375,28,5,3.6
4089,1375,29,5,3.45
4090,1375,30,5,3.69
4091,1375,31,5,4.9
5022,1375,1,6,4.41
5023,1375,2,6,3.69
5024,1375,3,6,3.45
5025,1375,4,6,3.45
5026,1375,5,6,2.56
5027,1375,6,6,5.62
5028,1375,7,6,1.96
5029,1375,8,6,2.85
5030,1375,9,6,3.69
5031,1375,10,6,4.17
5032,1375,11,6,4.9
5033,1375,12,6,3.93
5034,1375,13,6,4.65
5035,1375,14,6,6.49
5036,1375,15,6,4.9
5037,1375,16,6,5.62
5038,1375,17,6,5.14
5039,1375,18,6,5.86
5040,1375,19,6,4.9
5041,1375,20,6,4.41
5042,1375,21,6,5.62
5043,1375,22,6,5.38
5044,1375,23,6,5.14
5045,1375,24,6,6.28
5046,1375,25,6,6.7
5047,1375,26,6,7.12
5048,1375,27,6,7.75
5049,1375,28,6,7.54
5050,1375,29,6,7.33
5051,1375,30,6,7.75
5052,1375,31,6,7.54
5983,1375,1,7,2.56
5984,1375,2,7,2.11
5985,1375,3,7,3.93
5986,1375,4,7,4.17
5987,1375,5,7,3.69
5988,1375,6,7,3.93
5989,1375,7,7,3.15
5990,1375,8,7,3.0
5991,1375,9,7,4.65
5992,1375,10,7,7.75
5993,1375,11,7,14.61
5994,1375,12,7,14.61
5995,1375,13,7,14.22
5996,1375,14,7,10.79
5997,1375,15,7,10.79
5998,1375,16,7,11.49
5999,1375,17,7,11.88
6000,1375,18,7,12.27
6001,1375,19,7,9.53
6002,1375,20,7,7.75
6003,1375,21,7,7.54
6004,1375,22,7,7.33
6005,1375,23,7,5.86
6006,1375,24,7,7.12
6007,1375,25,7,8.27
6008,1375,26,7,8.9
6009,1375,27,7,9.84
6010,1375,28,7,9.84
6011,1375,29,7,7.96
6012,1375,30,7,8.9
6013,1375,31,7,
6944,1375,1,8,7.75
6945,1375,2,8,7.75
6946,1375,3,8,6.91
6947,1375,4,8,7.75
6948,1375,5,8,8.27
6949,1375,6,8,7.33
6950,1375,7,8,7.54
6951,1375,8,8,7.54
6952,1375,9,8,7.33
6953,1375,10,8,7.33
6954,1375,11,8,7.33
6955,1375,12,8,6.07
6956,1375,13,8,3.45
6957,1375,14,8,2.85
6958,1375,15,8,4.17
6959,1375,16,8,4.9
6960,1375,17,8,7.75
6961,1375,18,8,6.49
6962,1375,19,8,6.49
6963,1375,20,8,5.62
6964,1375,21,8,5.86
6965,1375,22,8,7.12
6966,1375,23,8,6.7
6967,1375,24,8,5.38
6968,1375,25,8,5.86
6969,1375,26,8,5.62
6970,1375,27,8,5.86
6971,1375,28,8,6.91
6972,1375,29,8,6.91
6973,1375,30,8,6.7
6974,1375,31,8,
7905,1375,1,9,7.33
7906,1375,2,9,6.49
7907,1375,3,9,4.9
7908,1375,4,9,2.11
7909,1375,5,9,1.11
7910,1375,6,9,1.07
7911,1375,7,9,0.98
7912,1375,8,9,1.2
7913,1375,9,9,1.28
7914,1375,10,9,1.11
7915,1375,11,9,0.93
7916,1375,12,9,0.93
7917,1375,13,9,0.89
7918,1375,14,9,0.8
7919,1375,15,9,0.89
7920,1375,16,9,0.84
7921,1375,17,9,0.84
7922,1375,18,9,0.89
7923,1375,19,9,1.43
7924,1375,20,9,1.58
7925,1375,21,9,1.35
7926,1375,22,9,0.66
7927,1375,23,9,0.62
7928,1375,24,9,0.89
7929,1375,25,9,1.66
7930,1375,26,9,1.2
7931,1375,27,9,1.11
7932,1375,28,9,1.43
7933,1375,29,9,1.5
7934,1375,30,9,1.66
7935,1375,31,9,
8866,1375,1,10,1.88
8867,1375,2,10,1.28
8868,1375,3,10,1.2
8869,1375,4,10,1.28
8870,1375,5,10,1.35
8871,1375,6,10,1.43
8872,1375,7,10,1.88
8873,1375,8,10,1.96
8874,1375,9,10,2.71
8875,1375,10,10,3.45
8876,1375,11,10,3.0
8877,1375,12,10,3.15
8878,1375,13,10,3.3
8879,1375,14,10,3.45
8880,1375,15,10,3.0
8881,1375,16,10,2.26
8882,1375,17,10,1.96
8883,1375,18,10,1.81
8884,1375,19,10,1.81
8885,1375,20,10,1.81
8886,1375,21,10,2.41
8887,1375,22,10,2.85
8888,1375,23,10,1.96
8889,1375,24,10,1.81
8890,1375,25,10,1.5
8891,1375,26,10,1.66
8892,1375,27,10,2.71
8893,1375,28,10,2.85
8894,1375,29,10,1.81
8895,1375,30,10,1.66
8896,1375,31,10,
9827,1375,1,11,1.58
9828,1375,2,11,1.28
9829,1375,3,11,1.2
9830,1375,4,11,1.2
9831,1375,5,11,1.2
9832,1375,6,11,1.28
9833,1375,7,11,1.43
9834,1375,8,11,1.5
9835,1375,9,11,1.66
9836,1375,10,11,1.5
9837,1375,11,11,1.5
9838,1375,12,11,1.5
9839,1375,13,11,1.58
9840,1375,14,11,1.5
9841,1375,15,11,1.5
9842,1375,16,11,1.5
9843,1375,17,11,1.43
9844,1375,18,11,1.35
9845,1375,19,11,1.35
9846,1375,20,11,1.28
9847,1375,21,11,1.2
9848,1375,22,11,1.2
9849,1375,23,11,1.35
9850,1375,24,11,1.28
9851,1375,25,11,1.35
9852,1375,26,11,1.35
9853,1375,27,11,1.43
9854,1375,28,11,1.35
9855,1375,29,11,1.35
9856,1375,30,11,1.5
9857,1375,31,11,
10788,1375,1,12,1.5
10789,1375,2,12,1.5
10790,1375,3,12,1.73
10791,1375,4,12,1.66
10792,1375,5,12,1.73
10793,1375,6,12,1.66
10794,1375,7,12,1.73
10795,1375,8,12,1.73
10796,1375,9,12,2.26
10797,1375,10,12,1.96
10798,1375,11,12,1.96
10799,1375,12,12,1.88
10800,1375,13,12,1.88
10801,1375,14,12,2.41
10802,1375,15,12,3.0
10803,1375,16,12,2.85
10804,1375,17,12,2.26
10805,1375,18,12,2.41
10806,1375,19,12,2.85
10807,1375,20,12,2.26
10808,1375,21,12,2.11
10809,1375,22,12,2.11
10810,1375,23,12,2.41
10811,1375,24,12,2.41
10812,1375,25,12,2.41
10813,1375,26,12,2.56
10814,1375,27,12,2.56
10815,1375,28,12,2.56
10816,1375,29,12,4.41
10817,1375,30,12,4.41
10818,1375,31,12,
248,1376,1,1,20.96
249,1376,2,1,42.85
250,1376,3,1,51.2
251,1376,4,1,48.05
252,1376,5,1,48.05
253,1376,6,1,49.1
254,1376,7,1,50.15
255,1376,8,1,50.15
256,1376,9,1,50.15
257,1376,10,1,60.52
258,1376,11,1,117.42
259,1376,12,1,159.85
260,1376,13,1,173.06
261,1376,14,1,150.17
262,1376,15,1,62.75
263,1376,16,1,56.45
264,1376,17,1,53.3
265,1376,18,1,51.2
266,1376,19,1,13.87
267,1376,20,1,11.94
268,1376,21,1,12.0
269,1376,22,1,12.75
270,1376,23,1,13.5
271,1376,24,1,14.25
272,1376,25,1,14.62
273,1376,26,1,15.0
274,1376,27,1,14.62
275,1376,28,1,15.0
276,1376,29,1,14.62
277,1376,30,1,22.78
278,1376,31,1,33.19
1209,1376,1,2,28.71
1210,1376,2,2,20.46
1211,1376,3,2,10.11
1212,1376,4,2,8.97
1213,1376,5,2,8.4
1214,1376,6,2,7.65
1215,1376,7,2,8.97
1216,1376,8,2,11.4
1217,1376,9,2,58.23
1218,1376,10,2,7.65
1219,1376,11,2,6.15
1220,1376,12,2,5.7
1221,1376,13,2,5.31
1222,1376,14,2,5.12
1223,1376,15,2,5.7
1224,1376,16,2,5.31
1225,1376,17,2,4.92
1226,1376,18,2,3.51
1227,1376,19,2,3.51
1228,1376,20,2,3.8
1229,1376,21,2,2.5
1230,1376,22,2,3.08
1231,1376,23,2,3.51
1232,1376,24,2,2.79
1233,1376,25,2,2.79
1234,1376,26,2,2.93
1235,1376,27,2,2.79
1236,1376,28,2,2.64
1237,1376,29,2,2.79
1238,1376,30,2,3.22
1239,1376,31,2,3.37
2170,1376,1,3,2.16
2171,1376,2,3,2.5
2172,1376,3,3,2.38
2173,1376,4,3,2.79
2174,1376,5,3,2.27
2175,1376,6,3,2.64
2176,1376,7,3,2.93
2177,1376,8,3,3.51
2178,1376,9,3,3.22
2179,1376,10,3,3.37
2180,1376,11,3,2.93
2181,1376,12,3,2.79
2182,1376,13,3,3.8
2183,1376,14,3,4.34
2184,1376,15,3,3.8
2185,1376,16,3,3.51
2186,1376,17,3,3.51
2187,1376,18,3,3.08
2188,1376,19,3,2.93
2189,1376,20,3,3.08
2190,1376,21,3,2.79
2191,1376,22,3,4.53
2192,1376,23,3,5.51
2193,1376,24,3,6.4
2194,1376,25,3,5.9
2195,1376,26,3,5.9
2196,1376,27,3,5.7
2197,1376,28,3,6.15
2198,1376,29,3,5.7
2199,1376,30,3,5.51
2200,1376,31,3,5.7
3131,1376,1,4,7.65
3132,1376,2,4,6.9
3133,1376,3,4,6.65
3134,1376,4,4,6.15
3135,1376,5,4,4.73
3136,1376,6,4,4.73
3137,1376,7,4,5.12
3138,1376,8,4,4.73
3139,1376,9,4,5.31
3140,1376,10,4,6.65
3141,1376,11,4,4.73
3142,1376,12,4,4.14
3143,1376,13,4,4.92
3144,1376,14,4,4.73
3145,1376,15,4,4.92
3146,1376,16,4,5.31
3147,1376,17,4,7.4
3148,1376,18,4,6.15
3149,1376,19,4,5.51
3150,1376,20,4,4.53
3151,1376,21,4,4.53
3152,1376,22,4,4.14
3153,1376,23,4,4.14
3154,1376,24,4,4.34
3155,1376,25,4,4.34
3156,1376,26,4,5.9
3157,1376,27,4,4.34
3158,1376,28,4,5.7
3159,1376,29,4,4.34
3160,1376,30,4,8.23
3161,1376,31,4,6.65
4092,1376,1,5,7.15
4093,1376,2,5,5.9
4094,1376,3,5,4.92
4095,1376,4,5,4.73
4096,1376,5,5,5.7
4097,1376,6,5,4.73
4098,1376,7,5,4.92
4099,1376,8,5,5.12
4100,1376,9,5,5.12
4101,1376,10,5,5.31
4102,1376,11,5,6.9
4103,1376,12,5,7.4
4104,1376,13,5,6.9
4105,1376,14,5,6.15
4106,1376,15,5,5.9
4107,1376,16,5,6.9
4108,1376,17,5,7.15
4109,1376,18,5,7.4
4110,1376,19,5,7.65
4111,1376,20,5,7.4
4112,1376,21,5,7.9
4113,1376,22,5,7.9
4114,1376,23,5,7.9
4115,1376,24,5,7.65
4116,1376,25,5,7.9
4117,1376,26,5,7.4
4118,1376,27,5,6.9
4119,1376,28,5,6.65
4120,1376,29,5,6.65
4121,1376,30,5,6.65
4122,1376,31,5,6.9
5053,1376,1,6,6.65
5054,1376,2,6,6.15
5055,1376,3,6,5.7
5056,1376,4,6,6.15
5057,1376,5,6,5.9
5058,1376,6,6,5.9
5059,1376,7,6,6.65
5060,1376,8,6,6.65
5061,1376,9,6,7.15
5062,1376,10,6,7.15
5063,1376,11,6,6.9
5064,1376,12,6,6.9
5065,1376,13,6,7.4
5066,1376,14,6,7.65
5067,1376,15,6,7.4
5068,1376,16,6,7.55
5069,1376,17,6,7.7
5070,1376,18,6,7.85
5071,1376,19,6,8.0
5072,1376,20,6,8.15
5073,1376,21,6,8.3
5074,1376,22,6,8.45
5075,1376,23,6,8.6
5076,1376,24,6,8.75
5077,1376,25,6,8.9
5078,1376,26,6,9.05
5079,1376,27,6,9.2
5080,1376,28,6,9.35
5081,1376,29,6,9.5
5082,1376,30,6,9.56
5083,1376,31,6,9.8
6014,1376,1,7,7.42
6015,1376,2,7,7.31
6016,1376,3,7,7.19
6017,1376,4,7,7.08
6018,1376,5,7,6.96
6019,1376,6,7,6.85
6020,1376,7,7,6.73
6021,1376,8,7,6.62
6022,1376,9,7,6.5
6023,1376,10,7,6.38
6024,1376,11,7,6.27
6025,1376,12,7,6.15
6026,1376,13,7,6.04
6027,1376,14,7,5.92
6028,1376,15,7,5.81
6029,1376,16,7,5.69
6030,1376,17,7,5.57
6031,1376,18,7,5.46
6032,1376,19,7,5.34
6033,1376,20,7,5.31
6034,1376,21,7,6.65
6035,1376,22,7,7.65
6036,1376,23,7,7.65
6037,1376,24,7,5.7
6038,1376,25,7,5.31
6039,1376,26,7,6.9
6040,1376,27,7,8.15
6041,1376,28,7,8.97
6042,1376,29,7,9.82
6043,1376,30,7,9.82
6044,1376,31,7,
6975,1376,1,8,10.39
6976,1376,2,8,10.96
6977,1376,3,8,10.68
6978,1376,4,8,9.54
6979,1376,5,8,8.97
6980,1376,6,8,10.39
6981,1376,7,8,10.68
