,sal,rooz,Month,mahabad_Debi
0,1368,1,1,1.52
1,1368,2,1,1.17
2,1368,3,1,1.94
3,1368,4,1,1.14
4,1368,5,1,1.94
5,1368,6,1,2.04
6,1368,7,1,2.55
7,1368,8,1,2.14
8,1368,9,1,1.94
9,1368,10,1,1.83
10,1368,11,1,1.62
11,1368,12,1,1.52
12,1368,13,1,2.4
13,1368,14,1,5.64
14,1368,15,1,25.18
15,1368,16,1,8.25
16,1368,17,1,17.38
17,1368,18,1,37.43
18,1368,19,1,39.88
19,1368,20,1,22.24
20,1368,21,1,17.43
21,1368,22,1,17.43
22,1368,23,1,21.65
23,1368,24,1,30.82
24,1368,25,1,82.89
25,1368,26,1,38.02
26,1368,27,1,23.97
27,1368,28,1,25.5
28,1368,29,1,22.02
29,1368,30,1,8.85
30,1368,31,1,8.85
961,1368,1,2,8.25
962,1368,2,2,8.25
963,1368,3,2,7.35
964,1368,4,2,7.65
965,1368,5,2,6.61
966,1368,6,2,6.37
967,1368,7,2,2.72
968,1368,8,2,5.87
969,1368,9,2,6.37
970,1368,10,2,29.41
971,1368,11,2,4.7
972,1368,12,2,4.33
973,1368,13,2,8.9
974,1368,14,2,3.95
975,1368,15,2,3.57
976,1368,16,2,2.18
977,1368,17,2,2.05
978,1368,18,2,1.42
979,1368,19,2,0.98
980,1368,20,2,0.69
981,1368,21,2,0.72
982,1368,22,2,0.78
983,1368,23,2,0.6
984,1368,24,2,0.54
985,1368,25,2,0.58
986,1368,26,2,0.75
987,1368,27,2,0.9
988,1368,28,2,0.9
989,1368,29,2,0.81
990,1368,30,2,0.87
991,1368,31,2,0.9
1922,1368,1,3,1.05
1923,1368,2,3,0.98
1924,1368,3,3,0.98
1925,1368,4,3,0.9
1926,1368,5,3,0.98
1927,1368,6,3,1.2
1928,1368,7,3,0.63
1929,1368,8,3,0.54
1930,1368,9,3,0.81
1931,1368,10,3,1.65
1932,1368,11,3,2.59
1933,1368,12,3,2.72
1934,1368,13,3,2.05
1935,1368,14,3,2.32
1936,1368,15,3,2.18
1937,1368,16,3,2.32
1938,1368,17,3,2.59
1939,1368,18,3,2.46
1940,1368,19,3,3.57
1941,1368,20,3,3.0
1942,1368,21,3,2.86
1943,1368,22,3,3.19
1944,1368,23,3,2.72
1945,1368,24,3,2.59
1946,1368,25,3,2.46
1947,1368,26,3,2.86
1948,1368,27,3,3.38
1949,1368,28,3,3.38
1950,1368,29,3,3.38
1951,1368,30,3,2.72
1952,1368,31,3,2.72
2883,1368,1,4,2.72
2884,1368,2,4,4.14
2885,1368,3,4,2.32
2886,1368,4,4,1.65
2887,1368,5,4,2.32
2888,1368,6,4,2.32
2889,1368,7,4,1.65
2890,1368,8,4,1.5
2891,1368,9,4,1.42
2892,1368,10,4,1.65
2893,1368,11,4,1.92
2894,1368,12,4,1.78
2895,1368,13,4,1.65
2896,1368,14,4,1.42
2897,1368,15,4,1.42
2898,1368,16,4,1.5
2899,1368,17,4,1.58
2900,1368,18,4,1.2
2901,1368,19,4,1.65
2902,1368,20,4,1.5
2903,1368,21,4,1.5
2904,1368,22,4,1.65
2905,1368,23,4,1.78
2906,1368,24,4,1.78
2907,1368,25,4,1.58
2908,1368,26,4,1.5
2909,1368,27,4,1.58
2910,1368,28,4,1.58
2911,1368,29,4,1.5
2912,1368,30,4,1.58
2913,1368,31,4,1.65
3844,1368,1,5,1.65
3845,1368,2,5,1.58
3846,1368,3,5,1.65
3847,1368,4,5,1.58
3848,1368,5,5,2.18
3849,1368,6,5,1.78
3850,1368,7,5,2.18
3851,1368,8,5,2.32
3852,1368,9,5,1.65
3853,1368,10,5,1.92
3854,1368,11,5,1.78
3855,1368,12,5,2.72
3856,1368,13,5,2.49
3857,1368,14,5,2.59
3858,1368,15,5,1.65
3859,1368,16,5,1.65
3860,1368,17,5,1.92
3861,1368,18,5,1.92
3862,1368,19,5,2.32
3863,1368,20,5,2.49
3864,1368,21,5,2.05
3865,1368,22,5,1.78
3866,1368,23,5,1.65
3867,1368,24,5,2.05
3868,1368,25,5,1.92
3869,1368,26,5,1.65
3870,1368,27,5,1.58
3871,1368,28,5,2.32
3872,1368,29,5,2.72
3873,1368,30,5,1.58
3874,1368,31,5,1.5
4805,1368,1,6,1.5
4806,1368,2,6,1.65
4807,1368,3,6,1.42
4808,1368,4,6,1.35
4809,1368,5,6,1.42
4810,1368,6,6,2.05
4811,1368,7,6,1.42
4812,1368,8,6,1.28
4813,1368,9,6,1.58
4814,1368,10,6,1.92
4815,1368,11,6,3.0
4816,1368,12,6,3.0
4817,1368,13,6,3.76
4818,1368,14,6,1.92
4819,1368,15,6,1.65
4820,1368,16,6,1.58
4821,1368,17,6,1.42
4822,1368,18,6,1.42
4823,1368,19,6,1.35
4824,1368,20,6,1.42
4825,1368,21,6,1.5
4826,1368,22,6,1.58
4827,1368,23,6,1.58
4828,1368,24,6,1.5
4829,1368,25,6,1.65
4830,1368,26,6,2.05
4831,1368,27,6,2.18
4832,1368,28,6,2.32
4833,1368,29,6,2.86
4834,1368,30,6,3.57
4835,1368,31,6,4.7
5766,1368,1,7,1.5
5767,1368,2,7,1.42
5768,1368,3,7,1.42
5769,1368,4,7,1.58
5770,1368,5,7,1.42
5771,1368,6,7,1.28
5772,1368,7,7,1.65
5773,1368,8,7,1.65
5774,1368,9,7,1.65
5775,1368,10,7,1.65
5776,1368,11,7,1.78
5777,1368,12,7,1.92
5778,1368,13,7,1.65
5779,1368,14,7,1.78
5780,1368,15,7,1.58
5781,1368,16,7,1.58
5782,1368,17,7,1.78
5783,1368,18,7,1.5
5784,1368,19,7,1.58
5785,1368,20,7,1.28
5786,1368,21,7,1.12
5787,1368,22,7,1.65
5788,1368,23,7,1.28
5789,1368,24,7,1.65
5790,1368,25,7,1.28
5791,1368,26,7,1.5
5792,1368,27,7,1.65
5793,1368,28,7,1.35
5794,1368,29,7,1.58
5795,1368,30,7,1.65
5796,1368,31,7,
6727,1368,1,8,1.5
6728,1368,2,8,0.9
6729,1368,3,8,0.72
6730,1368,4,8,0.87
6731,1368,5,8,0.84
6732,1368,6,8,0.81
6733,1368,7,8,0.87
6734,1368,8,8,2.18
6735,1368,9,8,75.0
6736,1368,10,8,2.59
6737,1368,11,8,2.46
6738,1368,12,8,1.78
6739,1368,13,8,1.78
6740,1368,14,8,1.92
6741,1368,15,8,2.05
6742,1368,16,8,2.05
6743,1368,17,8,1.65
6744,1368,18,8,1.58
6745,1368,19,8,0.98
6746,1368,20,8,1.35
6747,1368,21,8,14.02
6748,1368,22,8,8.25
6749,1368,23,8,7.29
6750,1368,24,8,7.05
6751,1368,25,8,5.85
6752,1368,26,8,5.43
6753,1368,27,8,4.59
6754,1368,28,8,4.8
6755,1368,29,8,3.96
6756,1368,30,8,3.96
6757,1368,31,8,
7688,1368,1,9,3.96
7689,1368,2,9,4.59
7690,1368,3,9,4.38
7691,1368,4,9,3.75
7692,1368,5,9,3.96
7693,1368,6,9,4.59
7694,1368,7,9,3.96
7695,1368,8,9,3.3
7696,1368,9,9,3.75
7697,1368,10,9,5.22
7698,1368,11,9,4.17
7699,1368,12,9,3.6
7700,1368,13,9,5.22
7701,1368,14,9,3.96
7702,1368,15,9,4.17
7703,1368,16,9,3.45
7704,1368,17,9,3.45
7705,1368,18,9,3.3
7706,1368,19,9,3.15
7707,1368,20,9,3.15
7708,1368,21,9,3.15
7709,1368,22,9,3.0
7710,1368,23,9,3.96
7711,1368,24,9,3.15
7712,1368,25,9,3.45
7713,1368,26,9,2.7
7714,1368,27,9,3.0
7715,1368,28,9,2.14
7716,1368,29,9,3.15
7717,1368,30,9,2.7
7718,1368,31,9,
8649,1368,1,10,2.55
8650,1368,2,10,2.85
8651,1368,3,10,2.55
8652,1368,4,10,1.41
8653,1368,5,10,1.41
8654,1368,6,10,1.41
8655,1368,7,10,1.41
8656,1368,8,10,1.41
8657,1368,9,10,1.62
8658,1368,10,10,1.52
8659,1368,11,10,1.72
8660,1368,12,10,1.94
8661,1368,13,10,1.52
8662,1368,14,10,1.72
8663,1368,15,10,2.25
8664,1368,16,10,1.94
8665,1368,17,10,1.41
8666,1368,18,10,1.11
8667,1368,19,10,1.53
8668,1368,20,10,1.2
8669,1368,21,10,1.11
8670,1368,22,10,1.05
8671,1368,23,10,1.11
8672,1368,24,10,1.05
8673,1368,25,10,1.05
8674,1368,26,10,1.05
8675,1368,27,10,1.02
8676,1368,28,10,1.05
8677,1368,29,10,1.02
8678,1368,30,10,1.08
8679,1368,31,10,
9610,1368,1,11,5.64
9611,1368,2,11,1.08
9612,1368,3,11,0.9
9613,1368,4,11,0.87
9614,1368,5,11,0.84
9615,1368,6,11,0.87
9616,1368,7,11,0.81
9617,1368,8,11,0.75
9618,1368,9,11,0.99
9619,1368,10,11,1.11
9620,1368,11,11,1.17
9621,1368,12,11,1.05
9622,1368,13,11,1.11
9623,1368,14,11,1.2
9624,1368,15,11,1.08
9625,1368,16,11,1.05
9626,1368,17,11,1.17
9627,1368,18,11,1.14
9628,1368,19,11,1.17
9629,1368,20,11,1.11
9630,1368,21,11,1.17
9631,1368,22,11,1.17
9632,1368,23,11,1.14
9633,1368,24,11,1.2
9634,1368,25,11,3.15
9635,1368,26,11,6.33
9636,1368,27,11,3.75
9637,1368,28,11,5.01
9638,1368,29,11,3.0
9639,1368,30,11,2.4
9640,1368,31,11,
10571,1368,1,12,2.25
10572,1368,2,12,2.14
10573,1368,3,12,1.94
10574,1368,4,12,1.72
10575,1368,5,12,1.72
10576,1368,6,12,1.41
10577,1368,7,12,1.41
10578,1368,8,12,1.3
10579,1368,9,12,1.3
10580,1368,10,12,1.2
10581,1368,11,12,1.17
10582,1368,12,12,1.2
10583,1368,13,12,1.41
10584,1368,14,12,1.62
10585,1368,15,12,1.52
10586,1368,16,12,1.72
10587,1368,17,12,1.8
10588,1368,18,12,1.83
10589,1368,19,12,1.72
10590,1368,20,12,1.72
10591,1368,21,12,2.04
10592,1368,22,12,1.94
10593,1368,23,12,2.55
10594,1368,24,12,3.3
10595,1368,25,12,3.3
10596,1368,26,12,2.4
10597,1368,27,12,2.25
10598,1368,28,12,2.7
10599,1368,29,12,2.55
10600,1368,30,12,
10601,1368,31,12,
31,1369,1,1,2.55
32,1369,2,1,1.65
33,1369,3,1,1.95
34,1369,4,1,3.08
35,1369,5,1,4.8
36,1369,6,1,8.4
37,1369,7,1,8.7
38,1369,8,1,8.7
39,1369,9,1,3.6
40,1369,10,1,2.55
41,1369,11,1,2.7
42,1369,12,1,2.1
43,1369,13,1,1.65
44,1369,14,1,1.8
45,1369,15,1,3.3
46,1369,16,1,9.46
47,1369,17,1,9.6
48,1369,18,1,9.6
49,1369,19,1,9.6
50,1369,20,1,9.3
51,1369,21,1,9.3
52,1369,22,1,9.6
53,1369,23,1,9.0
54,1369,24,1,9.6
55,1369,25,1,9.6
56,1369,26,1,9.0
57,1369,27,1,9.0
58,1369,28,1,12.55
59,1369,29,1,25.01
60,1369,30,1,59.96
61,1369,31,1,42.48
992,1369,1,2,31.02
993,1369,2,2,18.6
994,1369,3,2,19.77
995,1369,4,2,19.38
996,1369,5,2,19.38
997,1369,6,2,18.99
998,1369,7,2,19.38
999,1369,8,2,13.81
1000,1369,9,2,14.16
1001,1369,10,2,13.81
1002,1369,11,2,12.09
1003,1369,12,2,10.5
1004,1369,13,2,6.36
1005,1369,14,2,4.59
1006,1369,15,2,3.45
1007,1369,16,2,3.45
1008,1369,17,2,3.6
1009,1369,18,2,2.97
1010,1369,19,2,3.45
1011,1369,20,2,2.85
1012,1369,21,2,2.1
1013,1369,22,2,1.2
1014,1369,23,2,2.1
1015,1369,24,2,2.4
1016,1369,25,2,2.44
1017,1369,26,2,2.49
1018,1369,27,2,2.54
1019,1369,28,2,2.59
1020,1369,29,2,2.64
1021,1369,30,2,2.68
1022,1369,31,2,2.73
1953,1369,1,3,2.78
1954,1369,2,3,2.83
1955,1369,3,3,2.88
1956,1369,4,3,2.92
1957,1369,5,3,2.97
1958,1369,6,3,3.02
1959,1369,7,3,3.07
1960,1369,8,3,3.05
1961,1369,9,3,3.03
1962,1369,10,3,3.01
1963,1369,11,3,2.99
1964,1369,12,3,2.97
1965,1369,13,3,2.95
1966,1369,14,3,2.93
1967,1369,15,3,2.91
1968,1369,16,3,2.89
1969,1369,17,3,2.87
1970,1369,18,3,2.85
1971,1369,19,3,2.83
1972,1369,20,3,2.81
1973,1369,21,3,2.79
1974,1369,22,3,2.77
1975,1369,23,3,2.75
1976,1369,24,3,2.73
1977,1369,25,3,2.71
1978,1369,26,3,2.69
1979,1369,27,3,2.67
1980,1369,28,3,2.65
1981,1369,29,3,2.63
1982,1369,30,3,2.61
1983,1369,31,3,2.59
2914,1369,1,4,2.57
2915,1369,2,4,2.55
2916,1369,3,4,2.53
2917,1369,4,4,2.51
2918,1369,5,4,2.49
2919,1369,6,4,2.47
2920,1369,7,4,2.45
2921,1369,8,4,2.43
2922,1369,9,4,2.41
2923,1369,10,4,2.39
2924,1369,11,4,2.37
2925,1369,12,4,2.35
2926,1369,13,4,2.33
2927,1369,14,4,2.31
2928,1369,15,4,2.29
2929,1369,16,4,2.27
2930,1369,17,4,2.25
2931,1369,18,4,2.23
2932,1369,19,4,2.21
2933,1369,20,4,2.19
2934,1369,21,4,2.17
2935,1369,22,4,2.15
2936,1369,23,4,2.13
2937,1369,24,4,2.11
2938,1369,25,4,2.09
2939,1369,26,4,2.09
2940,1369,27,4,2.09
2941,1369,28,4,2.08
2942,1369,29,4,2.08
2943,1369,30,4,2.08
2944,1369,31,4,2.07
3875,1369,1,5,2.07
3876,1369,2,5,2.07
3877,1369,3,5,2.06
3878,1369,4,5,2.06
3879,1369,5,5,2.06
3880,1369,6,5,2.06
3881,1369,7,5,2.05
3882,1369,8,5,2.05
3883,1369,9,5,2.05
3884,1369,10,5,2.04
3885,1369,11,5,2.04
3886,1369,12,5,2.04
3887,1369,13,5,2.03
3888,1369,14,5,2.03
3889,1369,15,5,2.03
3890,1369,16,5,2.03
3891,1369,17,5,2.02
3892,1369,18,5,2.02
3893,1369,19,5,2.02
3894,1369,20,5,2.01
3895,1369,21,5,2.01
3896,1369,22,5,2.01
3897,1369,23,5,2.0
3898,1369,24,5,2.0
3899,1369,25,5,2.0
3900,1369,26,5,2.0
3901,1369,27,5,1.97
3902,1369,28,5,2.02
3903,1369,29,5,2.07
3904,1369,30,5,2.12
3905,1369,31,5,2.18
4836,1369,1,6,2.23
4837,1369,2,6,2.28
4838,1369,3,6,2.32
4839,1369,4,6,2.38
4840,1369,5,6,2.43
4841,1369,6,6,2.49
4842,1369,7,6,2.54
4843,1369,8,6,2.59
4844,1369,9,6,2.64
4845,1369,10,6,2.69
4846,1369,11,6,2.75
4847,1369,12,6,2.81
4848,1369,13,6,2.78
4849,1369,14,6,2.75
4850,1369,15,6,2.73
4851,1369,16,6,2.71
4852,1369,17,6,2.68
4853,1369,18,6,2.65
4854,1369,19,6,2.63
4855,1369,20,6,2.61
4856,1369,21,6,2.58
4857,1369,22,6,2.56
4858,1369,23,6,2.53
4859,1369,24,6,2.51
4860,1369,25,6,2.48
4861,1369,26,6,2.46
4862,1369,27,6,2.43
4863,1369,28,6,2.41
4864,1369,29,6,2.38
4865,1369,30,6,2.36
4866,1369,31,6,2.33
5797,1369,1,7,7.63
5798,1369,2,7,6.36
5799,1369,3,7,5.85
5800,1369,4,7,5.64
5801,1369,5,7,4.8
5802,1369,6,7,5.43
5803,1369,7,7,6.1
5804,1369,8,7,7.38
5805,1369,9,7,7.12
5806,1369,10,7,7.38
5807,1369,11,7,12.26
5808,1369,12,7,10.5
5809,1369,13,7,8.4
5810,1369,14,7,8.14
5811,1369,15,7,7.12
5812,1369,16,7,6.61
5813,1369,17,7,1.94
5814,1369,18,7,1.98
5815,1369,19,7,2.03
5816,1369,20,7,2.08
5817,1369,21,7,2.12
5818,1369,22,7,2.17
5819,1369,23,7,2.22
5820,1369,24,7,2.26
5821,1369,25,7,2.31
5822,1369,26,7,2.36
5823,1369,27,7,2.41
5824,1369,28,7,2.45
5825,1369,29,7,2.5
5826,1369,30,7,2.55
5827,1369,31,7,
6758,1369,1,8,2.59
6759,1369,2,8,2.64
6760,1369,3,8,2.68
6761,1369,4,8,2.73
6762,1369,5,8,2.78
6763,1369,6,8,2.83
6764,1369,7,8,2.87
6765,1369,8,8,2.92
6766,1369,9,8,2.97
6767,1369,10,8,3.01
6768,1369,11,8,3.06
6769,1369,12,8,3.11
6770,1369,13,8,3.15
6771,1369,14,8,3.2
6772,1369,15,8,3.25
6773,1369,16,8,3.29
6774,1369,17,8,3.19
6775,1369,18,8,3.09
6776,1369,19,8,2.99
6777,1369,20,8,2.89
6778,1369,21,8,2.79
6779,1369,22,8,2.69
6780,1369,23,8,2.59
6781,1369,24,8,2.49
6782,1369,25,8,2.38
6783,1369,26,8,2.28
6784,1369,27,8,2.18
6785,1369,28,8,2.08
6786,1369,29,8,1.98
6787,1369,30,8,1.88
6788,1369,31,8,
7719,1369,1,9,1.78
7720,1369,2,9,1.68
7721,1369,3,9,1.58
7722,1369,4,9,1.47
7723,1369,5,9,1.37
7724,1369,6,9,1.27
7725,1369,7,9,1.16
7726,1369,8,9,1.2
7727,1369,9,9,1.35
7728,1369,10,9,0.75
7729,1369,11,9,0.48
7730,1369,12,9,0.48
7731,1369,13,9,0.43
7732,1369,14,9,0.57
7733,1369,15,9,0.52
7734,1369,16,9,0.7
7735,1369,17,9,0.66
7736,1369,18,9,0.75
7737,1369,19,9,0.75
7738,1369,20,9,1.5
7739,1369,21,9,1.05
7740,1369,22,9,0.9
7741,1369,23,9,0.52
7742,1369,24,9,0.7
7743,1369,25,9,0.61
7744,1369,26,9,0.75
7745,1369,27,9,0.9
7746,1369,28,9,0.75
7747,1369,29,9,1.35
7748,1369,30,9,1.35
7749,1369,31,9,
8680,1369,1,10,1.2
8681,1369,2,10,0.66
8682,1369,3,10,0.52
8683,1369,4,10,0.61
8684,1369,5,10,1.8
8685,1369,6,10,2.4
8686,1369,7,10,3.96
8687,1369,8,10,3.3
8688,1369,9,10,3.3
8689,1369,10,10,3.3
8690,1369,11,10,2.25
8691,1369,12,10,2.7
8692,1369,13,10,2.7
8693,1369,14,10,1.05
8694,1369,15,10,1.5
8695,1369,16,10,2.25
8696,1369,17,10,2.25
8697,1369,18,10,1.95
8698,1369,19,10,2.1
8699,1369,20,10,2.1
8700,1369,21,10,2.1
8701,1369,22,10,2.1
8702,1369,23,10,1.95
8703,1369,24,10,1.8
8704,1369,25,10,2.4
8705,1369,26,10,2.4
8706,1369,27,10,2.1
8707,1369,28,10,2.1
8708,1369,29,10,2.4
8709,1369,30,10,2.4
8710,1369,31,10,
9641,1369,1,11,2.25
9642,1369,2,11,2.25
9643,1369,3,11,2.1
9644,1369,4,11,2.25
9645,1369,5,11,2.1
9646,1369,6,11,1.8
9647,1369,7,11,1.95
9648,1369,8,11,2.1
9649,1369,9,11,1.05
9650,1369,10,11,0.7
9651,1369,11,11,0.9
9652,1369,12,11,1.05
9653,1369,13,11,1.05
9654,1369,14,11,0.9
9655,1369,15,11,1.2
9656,1369,16,11,1.05
9657,1369,17,11,0.75
9658,1369,18,11,0.61
9659,1369,19,11,0.61
9660,1369,20,11,0.7
9661,1369,21,11,0.52
9662,1369,22,11,0.67
9663,1369,23,11,0.57
9664,1369,24,11,0.52
9665,1369,25,11,0.57
9666,1369,26,11,0.66
9667,1369,27,11,0.57
9668,1369,28,11,0.57
9669,1369,29,11,0.57
9670,1369,30,11,0.57
9671,1369,31,11,
10602,1369,1,12,0.52
10603,1369,2,12,0.7
10604,1369,3,12,0.48
10605,1369,4,12,0.43
10606,1369,5,12,0.48
10607,1369,6,12,0.3
10608,1369,7,12,0.61
10609,1369,8,12,2.97
10610,1369,9,12,2.85
10611,1369,10,12,1.65
10612,1369,11,12,1.2
10613,1369,12,12,1.2
10614,1369,13,12,0.9
10615,1369,14,12,0.75
10616,1369,15,12,1.35
10617,1369,16,12,2.4
10618,1369,17,12,1.35
10619,1369,18,12,1.2
10620,1369,19,12,1.8
10621,1369,20,12,1.8
10622,1369,21,12,0.66
10623,1369,22,12,1.5
10624,1369,23,12,1.95
10625,1369,24,12,1.8
10626,1369,25,12,2.7
10627,1369,26,12,1.8
10628,1369,27,12,1.8
10629,1369,28,12,1.5
10630,1369,29,12,1.65
10631,1369,30,12,
10632,1369,31,12,
62,1370,1,1,13.8
63,1370,2,1,13.5
64,1370,3,1,14.1
65,1370,4,1,13.8
66,1370,5,1,13.8
67,1370,6,1,13.8
68,1370,7,1,14.1
69,1370,8,1,14.4
70,1370,9,1,9.75
71,1370,10,1,13.8
72,1370,11,1,14.7
73,1370,12,1,15.3
74,1370,13,1,16.5
75,1370,14,1,15.3
76,1370,15,1,14.7
77,1370,16,1,15.0
78,1370,17,1,15.3
79,1370,18,1,15.0
80,1370,19,1,15.3
81,1370,20,1,15.3
82,1370,21,1,22.4
83,1370,22,1,25.27
84,1370,23,1,43.1
85,1370,24,1,65.56
86,1370,25,1,90.98
87,1370,26,1,161.84
88,1370,27,1,124.32
89,1370,28,1,97.15
90,1370,29,1,72.7
91,1370,30,1,80.9
92,1370,31,1,36.5
1023,1370,1,2,34.5
1024,1370,2,2,62.34
1025,1370,3,2,80.9
1026,1370,4,2,57.8
1027,1370,5,2,47.9
1028,1370,6,2,65.0
1029,1370,7,2,65.0
1030,1370,8,2,63.5
1031,1370,9,2,59.9
1032,1370,10,2,47.3
1033,1370,11,2,13.0
1034,1370,12,2,32.1
1035,1370,13,2,35.0
1036,1370,14,2,36.0
1037,1370,15,2,8.5
1038,1370,16,2,8.5
1039,1370,17,2,11.0
1040,1370,18,2,10.5
1041,1370,19,2,34.0
1042,1370,20,2,72.98
1043,1370,21,2,64.25
1044,1370,22,2,69.5
1045,1370,23,2,100.7
1046,1370,24,2,43.1
1047,1370,25,2,37.5
1048,1370,26,2,43.1
1049,1370,27,2,46.1
1050,1370,28,2,73.26
1051,1370,29,2,152.42
1052,1370,30,2,38.1
1053,1370,31,2,36.5
1984,1370,1,3,38.1
1985,1370,2,3,38.65
1986,1370,3,3,36.0
1987,1370,4,3,12.25
1988,1370,5,3,13.8
1989,1370,6,3,21.05
1990,1370,7,3,27.5
1991,1370,8,3,26.3
1992,1370,9,3,23.9
1993,1370,10,3,18.2
1994,1370,11,3,15.9
1995,1370,12,3,8.75
1996,1370,13,3,6.9
1997,1370,14,3,9.0
1998,1370,15,3,11.0
1999,1370,16,3,9.25
2000,1370,17,3,4.7
2001,1370,18,3,3.6
2002,1370,19,3,4.05
2003,1370,20,3,2.1
2004,1370,21,3,2.3
2005,1370,22,3,2.3
2006,1370,23,3,2.3
2007,1370,24,3,2.1
2008,1370,25,3,4.05
2009,1370,26,3,3.9
2010,1370,27,3,6.1
2011,1370,28,3,5.1
2012,1370,29,3,3.15
2013,1370,30,3,2.3
2014,1370,31,3,2.6
2945,1370,1,4,4.5
2946,1370,2,4,3.75
2947,1370,3,4,3.75
2948,1370,4,4,4.35
2949,1370,5,4,3.9
2950,1370,6,4,3.75
2951,1370,7,4,3.6
2952,1370,8,4,2.9
2953,1370,9,4,3.45
2954,1370,10,4,2.5
2955,1370,11,4,2.3
2956,1370,12,4,2.6
2957,1370,13,4,2.4
2958,1370,14,4,3.45
2959,1370,15,4,3.3
2960,1370,16,4,2.4
2961,1370,17,4,2.0
2962,1370,18,4,2.1
2963,1370,19,4,2.2
2964,1370,20,4,2.1
2965,1370,21,4,2.2
2966,1370,22,4,2.5
2967,1370,23,4,2.7
2968,1370,24,4,3.0
2969,1370,25,4,2.9
2970,1370,26,4,3.6
2971,1370,27,4,3.6
2972,1370,28,4,4.5
2973,1370,29,4,4.7
2974,1370,30,4,3.15
2975,1370,31,4,2.2
3906,1370,1,5,2.0
3907,1370,2,5,2.0
3908,1370,3,5,2.3
3909,1370,4,5,2.5
3910,1370,5,5,3.0
3911,1370,6,5,3.6
3912,1370,7,5,2.9
3913,1370,8,5,2.9
3914,1370,9,5,2.0
3915,1370,10,5,2.4
3916,1370,11,5,2.7
3917,1370,12,5,3.15
3918,1370,13,5,2.8
3919,1370,14,5,2.9
3920,1370,15,5,3.15
3921,1370,16,5,3.45
3922,1370,17,5,3.15
3923,1370,18,5,3.0
3924,1370,19,5,2.7
3925,1370,20,5,2.9
3926,1370,21,5,3.0
3927,1370,22,5,2.9
3928,1370,23,5,4.35
3929,1370,24,5,3.45
3930,1370,25,5,2.4
3931,1370,26,5,2.3
3932,1370,27,5,2.6
3933,1370,28,5,2.7
3934,1370,29,5,2.6
3935,1370,30,5,2.7
3936,1370,31,5,2.7
4867,1370,1,6,3.3
4868,1370,2,6,3.0
4869,1370,3,6,2.7
4870,1370,4,6,2.9
4871,1370,5,6,3.0
4872,1370,6,6,2.8
4873,1370,7,6,4.2
4874,1370,8,6,4.2
4875,1370,9,6,4.05
4876,1370,10,6,5.1
4877,1370,11,6,4.2
4878,1370,12,6,3.6
4879,1370,13,6,3.0
4880,1370,14,6,3.0
4881,1370,15,6,2.4
4882,1370,16,6,2.3
4883,1370,17,6,2.7
4884,1370,18,6,3.3
4885,1370,19,6,3.6
4886,1370,20,6,2.3
4887,1370,21,6,2.0
4888,1370,22,6,2.3
4889,1370,23,6,2.3
4890,1370,24,6,2.2
4891,1370,25,6,1.8
4892,1370,26,6,1.8
4893,1370,27,6,1.7
4894,1370,28,6,1.95
4895,1370,29,6,2.0
4896,1370,30,6,2.1
4897,1370,31,6,2.6
5828,1370,1,7,2.31
5829,1370,2,7,2.29
5830,1370,3,7,2.26
5831,1370,4,7,2.24
5832,1370,5,7,2.21
5833,1370,6,7,2.19
5834,1370,7,7,2.16
5835,1370,8,7,2.14
5836,1370,9,7,2.11
5837,1370,10,7,2.09
5838,1370,11,7,2.06
5839,1370,12,7,2.04
5840,1370,13,7,2.01
5841,1370,14,7,1.99
5842,1370,15,7,1.96
5843,1370,16,7,1.94
5844,1370,17,7,1.96
5845,1370,18,7,1.97
5846,1370,19,7,1.99
5847,1370,20,7,2.01
5848,1370,21,7,2.03
5849,1370,22,7,2.05
5850,1370,23,7,2.07
5851,1370,24,7,2.08
5852,1370,25,7,2.1
5853,1370,26,7,2.12
5854,1370,27,7,2.8
5855,1370,28,7,2.5
5856,1370,29,7,3.15
5857,1370,30,7,3.15
5858,1370,31,7,
6789,1370,1,8,2.6
6790,1370,2,8,2.5
6791,1370,3,8,1.95
6792,1370,4,8,1.85
6793,1370,5,8,1.6
6794,1370,6,8,1.5
6795,1370,7,8,1.65
6796,1370,8,8,1.75
6797,1370,9,8,2.3
6798,1370,10,8,1.95
6799,1370,11,8,1.7
6800,1370,12,8,1.6
6801,1370,13,8,3.45
6802,1370,14,8,5.9
6803,1370,15,8,6.1
6804,1370,16,8,5.1
6805,1370,17,8,4.9
6806,1370,18,8,4.5
6807,1370,19,8,4.5
6808,1370,20,8,5.6
6809,1370,21,8,7.7
6810,1370,22,8,6.1
6811,1370,23,8,5.5
6812,1370,24,8,4.9
6813,1370,25,8,5.9
6814,1370,26,8,4.7
6815,1370,27,8,4.5
6816,1370,28,8,4.35
6817,1370,29,8,4.2
6818,1370,30,8,4.35
6819,1370,31,8,
7750,1370,1,9,4.35
7751,1370,2,9,4.2
7752,1370,3,9,2.8
7753,1370,4,9,2.6
7754,1370,5,9,2.7
7755,1370,6,9,1.95
7756,1370,7,9,4.6
7757,1370,8,9,4.35
7758,1370,9,9,3.6
7759,1370,10,9,3.45
7760,1370,11,9,2.9
7761,1370,12,9,2.0
7762,1370,13,9,2.6
7763,1370,14,9,2.4
7764,1370,15,9,1.95
7765,1370,16,9,1.85
7766,1370,17,9,1.95
7767,1370,18,9,2.9
7768,1370,19,9,5.5
