,sal,rooz,Month,gadar_Debi
0,1336,1,1,16.0
1,1336,2,1,18.0
2,1336,3,1,19.0
3,1336,4,1,23.0
4,1336,5,1,31.0
5,1336,6,1,17.0
6,1336,7,1,15.0
7,1336,8,1,14.0
8,1336,9,1,14.0
9,1336,10,1,16.0
10,1336,11,1,17.0
11,1336,12,1,17.0
12,1336,13,1,21.0
13,1336,14,1,27.0
14,1336,15,1,29.0
15,1336,16,1,28.0
16,1336,17,1,26.0
17,1336,18,1,24.0
18,1336,19,1,22.0
19,1336,20,1,22.0
20,1336,21,1,24.0
21,1336,22,1,21.0
22,1336,23,1,18.0
23,1336,24,1,16.0
24,1336,25,1,16.0
25,1336,26,1,16.0
26,1336,27,1,16.0
27,1336,28,1,19.0
28,1336,29,1,47.0
29,1336,30,1,41.0
30,1336,31,1,43.0
1829,1336,1,2,40.0
1830,1336,2,2,38.0
1831,1336,3,2,37.0
1832,1336,4,2,20.0
1833,1336,5,2,19.0
1834,1336,6,2,18.0
1835,1336,7,2,19.0
1836,1336,8,2,20.0
1837,1336,9,2,21.0
1838,1336,10,2,23.0
1839,1336,11,2,24.0
1840,1336,12,2,22.0
1841,1336,13,2,18.0
1842,1336,14,2,17.0
1843,1336,15,2,17.0
1844,1336,16,2,16.0
1845,1336,17,2,15.0
1846,1336,18,2,14.0
1847,1336,19,2,13.0
1848,1336,20,2,13.0
1849,1336,21,2,14.0
1850,1336,22,2,14.0
1851,1336,23,2,14.0
1852,1336,24,2,15.0
1853,1336,25,2,16.0
1854,1336,26,2,17.0
1855,1336,27,2,20.0
1856,1336,28,2,21.0
1857,1336,29,2,21.0
1858,1336,30,2,21.0
1859,1336,31,2,20.0
3658,1336,1,3,21.0
3659,1336,2,3,21.0
3660,1336,3,3,20.0
3661,1336,4,3,20.0
3662,1336,5,3,18.0
3663,1336,6,3,18.0
3664,1336,7,3,16.0
3665,1336,8,3,15.0
3666,1336,9,3,27.0
3667,1336,10,3,28.0
3668,1336,11,3,26.0
3669,1336,12,3,25.0
3670,1336,13,3,25.0
3671,1336,14,3,23.0
3672,1336,15,3,24.0
3673,1336,16,3,22.0
3674,1336,17,3,21.0
3675,1336,18,3,19.0
3676,1336,19,3,17.0
3677,1336,20,3,16.0
3678,1336,21,3,14.0
3679,1336,22,3,12.0
3680,1336,23,3,13.0
3681,1336,24,3,12.0
3682,1336,25,3,12.0
3683,1336,26,3,12.0
3684,1336,27,3,11.0
3685,1336,28,3,9.4
3686,1336,29,3,7.2
3687,1336,30,3,6.2
3688,1336,31,3,4.3
5487,1336,1,4,5.8
5488,1336,2,4,4.1
5489,1336,3,4,3.9
5490,1336,4,4,3.4
5491,1336,5,4,2.8
5492,1336,6,4,1.7
5493,1336,7,4,1.1
5494,1336,8,4,1.0
5495,1336,9,4,0.93
5496,1336,10,4,0.89
5497,1336,11,4,0.88
5498,1336,12,4,0.89
5499,1336,13,4,0.76
5500,1336,14,4,0.76
5501,1336,15,4,0.68
5502,1336,16,4,0.72
5503,1336,17,4,0.72
5504,1336,18,4,0.72
5505,1336,19,4,0.72
5506,1336,20,4,0.68
5507,1336,21,4,0.76
5508,1336,22,4,0.8
5509,1336,23,4,0.63
5510,1336,24,4,0.45
5511,1336,25,4,0.41
5512,1336,26,4,0.28
5513,1336,27,4,0.25
5514,1336,28,4,0.25
5515,1336,29,4,0.33
5516,1336,30,4,0.25
5517,1336,31,4,0.28
7316,1336,1,5,0.51
7317,1336,2,5,0.69
7318,1336,3,5,0.97
7319,1336,4,5,0.97
7320,1336,5,5,0.97
7321,1336,6,5,0.97
7322,1336,7,5,0.97
7323,1336,8,5,0.97
7324,1336,9,5,0.97
7325,1336,10,5,0.97
7326,1336,11,5,0.97
7327,1336,12,5,0.97
7328,1336,13,5,0.97
7329,1336,14,5,0.97
7330,1336,15,5,0.97
7331,1336,16,5,0.97
7332,1336,17,5,0.97
7333,1336,18,5,0.97
7334,1336,19,5,0.97
7335,1336,20,5,0.97
7336,1336,21,5,0.97
7337,1336,22,5,0.97
7338,1336,23,5,0.97
7339,1336,24,5,0.97
7340,1336,25,5,0.97
7341,1336,26,5,0.97
7342,1336,27,5,0.97
7343,1336,28,5,0.97
7344,1336,29,5,0.97
7345,1336,30,5,0.97
7346,1336,31,5,0.97
9145,1336,1,6,0.97
9146,1336,2,6,0.97
9147,1336,3,6,0.97
9148,1336,4,6,0.97
9149,1336,5,6,0.97
9150,1336,6,6,0.97
9151,1336,7,6,0.97
9152,1336,8,6,0.97
9153,1336,9,6,0.97
9154,1336,10,6,0.97
9155,1336,11,6,0.97
9156,1336,12,6,0.97
9157,1336,13,6,0.97
9158,1336,14,6,0.97
9159,1336,15,6,0.97
9160,1336,16,6,0.97
9161,1336,17,6,0.97
9162,1336,18,6,0.97
9163,1336,19,6,0.97
9164,1336,20,6,0.97
9165,1336,21,6,0.97
9166,1336,22,6,0.97
9167,1336,23,6,0.97
9168,1336,24,6,0.97
9169,1336,25,6,0.97
9170,1336,26,6,0.97
9171,1336,27,6,0.97
9172,1336,28,6,0.97
9173,1336,29,6,0.97
9174,1336,30,6,0.97
9175,1336,31,6,0.97
10974,1336,1,7,0.32
10975,1336,2,7,0.2
10976,1336,3,7,0.32
10977,1336,4,7,0.48
10978,1336,5,7,0.32
10979,1336,6,7,0.35
10980,1336,7,7,0.25
10981,1336,8,7,0.35
10982,1336,9,7,0.25
10983,1336,10,7,0.2
10984,1336,11,7,0.25
10985,1336,12,7,0.16
10986,1336,13,7,0.25
10987,1336,14,7,0.16
10988,1336,15,7,0.2
10989,1336,16,7,0.18
10990,1336,17,7,0.18
10991,1336,18,7,0.18
10992,1336,19,7,0.16
10993,1336,20,7,0.16
10994,1336,21,7,0.16
10995,1336,22,7,0.25
10996,1336,23,7,0.25
10997,1336,24,7,0.45
10998,1336,25,7,3.4
10999,1336,26,7,3.4
11000,1336,27,7,3.3
11001,1336,28,7,2.5
11002,1336,29,7,2.2
11003,1336,30,7,3.0
11004,1336,31,7,
12803,1336,1,8,3.4
12804,1336,2,8,3.3
12805,1336,3,8,3.2
12806,1336,4,8,3.5
12807,1336,5,8,2.7
12808,1336,6,8,2.8
12809,1336,7,8,3.1
12810,1336,8,8,3.5
12811,1336,9,8,3.3
12812,1336,10,8,3.0
12813,1336,11,8,2.7
12814,1336,12,8,3.0
12815,1336,13,8,4.3
12816,1336,14,8,3.1
12817,1336,15,8,3.7
12818,1336,16,8,7.0
12819,1336,17,8,8.4
12820,1336,18,8,8.4
12821,1336,19,8,7.5
12822,1336,20,8,8.2
12823,1336,21,8,8.1
12824,1336,22,8,7.8
12825,1336,23,8,9.0
12826,1336,24,8,9.2
12827,1336,25,8,9.7
12828,1336,26,8,9.3
12829,1336,27,8,9.7
12830,1336,28,8,8.8
12831,1336,29,8,8.5
12832,1336,30,8,9.0
12833,1336,31,8,
14632,1336,1,9,8.5
14633,1336,2,9,9.2
14634,1336,3,9,9.6
14635,1336,4,9,7.9
14636,1336,5,9,9.2
14637,1336,6,9,9.6
14638,1336,7,9,8.4
14639,1336,8,9,7.9
14640,1336,9,9,7.9
14641,1336,10,9,7.7
14642,1336,11,9,7.9
14643,1336,12,9,8.3
14644,1336,13,9,7.7
14645,1336,14,9,7.4
14646,1336,15,9,7.5
14647,1336,16,9,7.9
14648,1336,17,9,7.7
14649,1336,18,9,8.0
14650,1336,19,9,7.4
14651,1336,20,9,8.0
14652,1336,21,9,7.2
14653,1336,22,9,7.8
14654,1336,23,9,7.5
14655,1336,24,9,7.6
14656,1336,25,9,7.7
14657,1336,26,9,7.3
14658,1336,27,9,7.6
14659,1336,28,9,7.8
14660,1336,29,9,7.8
14661,1336,30,9,8.2
14662,1336,31,9,
16461,1336,1,10,8.2
16462,1336,2,10,8.4
16463,1336,3,10,8.4
16464,1336,4,10,8.6
16465,1336,5,10,9.0
16466,1336,6,10,8.5
16467,1336,7,10,8.2
16468,1336,8,10,7.5
16469,1336,9,10,7.5
16470,1336,10,10,7.7
16471,1336,11,10,7.1
16472,1336,12,10,7.7
16473,1336,13,10,7.3
16474,1336,14,10,7.9
16475,1336,15,10,7.5
16476,1336,16,10,7.9
16477,1336,17,10,8.2
16478,1336,18,10,7.6
16479,1336,19,10,7.4
16480,1336,20,10,7.5
16481,1336,21,10,7.3
16482,1336,22,10,6.9
16483,1336,23,10,7.0
16484,1336,24,10,7.2
16485,1336,25,10,7.6
16486,1336,26,10,7.9
16487,1336,27,10,8.4
16488,1336,28,10,8.2
16489,1336,29,10,7.7
16490,1336,30,10,8.2
16491,1336,31,10,
18290,1336,1,11,8.1
18291,1336,2,11,8.2
18292,1336,3,11,8.6
18293,1336,4,11,8.6
18294,1336,5,11,8.4
18295,1336,6,11,7.8
18296,1336,7,11,7.5
18297,1336,8,11,8.1
18298,1336,9,11,8.4
18299,1336,10,11,8.7
18300,1336,11,11,8.6
18301,1336,12,11,9.4
18302,1336,13,11,8.4
18303,1336,14,11,8.2
18304,1336,15,11,7.4
18305,1336,16,11,7.5
18306,1336,17,11,6.4
18307,1336,18,11,6.0
18308,1336,19,11,4.5
18309,1336,20,11,4.9
18310,1336,21,11,4.3
18311,1336,22,11,5.2
18312,1336,23,11,4.6
18313,1336,24,11,6.0
18314,1336,25,11,6.1
18315,1336,26,11,7.8
18316,1336,27,11,7.8
18317,1336,28,11,8.2
18318,1336,29,11,8.7
18319,1336,30,11,9.2
18320,1336,31,11,
20119,1336,1,12,9.3
20120,1336,2,12,8.5
20121,1336,3,12,9.4
20122,1336,4,12,11.0
20123,1336,5,12,12.0
20124,1336,6,12,10.0
20125,1336,7,12,9.2
20126,1336,8,12,8.7
20127,1336,9,12,8.7
20128,1336,10,12,8.5
20129,1336,11,12,8.9
20130,1336,12,12,9.7
20131,1336,13,12,10.0
20132,1336,14,12,11.0
20133,1336,15,12,11.0
20134,1336,16,12,12.0
20135,1336,17,12,13.0
20136,1336,18,12,19.0
20137,1336,19,12,19.0
20138,1336,20,12,18.0
20139,1336,21,12,17.0
20140,1336,22,12,16.0
20141,1336,23,12,16.0
20142,1336,24,12,16.0
20143,1336,25,12,14.0
20144,1336,26,12,13.0
20145,1336,27,12,12.0
20146,1336,28,12,12.0
20147,1336,29,12,13.0
20148,1336,30,12,
20149,1336,31,12,
31,1337,1,1,12.0
32,1337,2,1,13.0
33,1337,3,1,9.7
34,1337,4,1,8.2
35,1337,5,1,8.9
36,1337,6,1,10.0
37,1337,7,1,9.9
38,1337,8,1,10.0
39,1337,9,1,10.0
40,1337,10,1,10.0
41,1337,11,1,11.0
42,1337,12,1,9.0
43,1337,13,1,9.0
44,1337,14,1,9.0
45,1337,15,1,40.0
46,1337,16,1,35.0
47,1337,17,1,27.0
48,1337,18,1,17.0
49,1337,19,1,16.0
50,1337,20,1,15.0
51,1337,21,1,21.0
52,1337,22,1,15.0
53,1337,23,1,19.0
54,1337,24,1,28.0
55,1337,25,1,21.0
56,1337,26,1,32.0
57,1337,27,1,34.0
58,1337,28,1,30.0
59,1337,29,1,30.0
60,1337,30,1,30.0
61,1337,31,1,28.0
1860,1337,1,2,32.0
1861,1337,2,2,34.0
1862,1337,3,2,36.0
1863,1337,4,2,41.0
1864,1337,5,2,38.0
1865,1337,6,2,35.0
1866,1337,7,2,28.0
1867,1337,8,2,27.0
1868,1337,9,2,32.0
1869,1337,10,2,30.0
1870,1337,11,2,28.0
1871,1337,12,2,24.0
1872,1337,13,2,21.0
1873,1337,14,2,18.0
1874,1337,15,2,17.0
1875,1337,16,2,18.0
1876,1337,17,2,18.0
1877,1337,18,2,21.0
1878,1337,19,2,28.0
1879,1337,20,2,26.0
1880,1337,21,2,21.0
1881,1337,22,2,20.0
1882,1337,23,2,20.0
1883,1337,24,2,18.0
1884,1337,25,2,18.0
1885,1337,26,2,18.0
1886,1337,27,2,17.0
1887,1337,28,2,20.0
1888,1337,29,2,20.0
1889,1337,30,2,22.0
1890,1337,31,2,20.0
3689,1337,1,3,19.0
3690,1337,2,3,18.0
3691,1337,3,3,19.0
3692,1337,4,3,17.0
3693,1337,5,3,18.0
3694,1337,6,3,18.0
3695,1337,7,3,17.0
3696,1337,8,3,17.0
3697,1337,9,3,16.0
3698,1337,10,3,15.0
3699,1337,11,3,13.0
3700,1337,12,3,12.0
3701,1337,13,3,11.0
3702,1337,14,3,10.0
3703,1337,15,3,9.9
3704,1337,16,3,5.4
3705,1337,17,3,4.8
3706,1337,18,3,4.7
3707,1337,19,3,4.5
3708,1337,20,3,4.5
3709,1337,21,3,3.8
3710,1337,22,3,3.0
3711,1337,23,3,2.0
3712,1337,24,3,1.4
3713,1337,25,3,0.92
3714,1337,26,3,0.6
3715,1337,27,3,0.63
3716,1337,28,3,0.53
3717,1337,29,3,0.5
3718,1337,30,3,0.6
3719,1337,31,3,0.57
5518,1337,1,4,0.5
5519,1337,2,4,0.5
5520,1337,3,4,0.5
5521,1337,4,4,0.44
5522,1337,5,4,0.44
5523,1337,6,4,0.44
5524,1337,7,4,0.5
5525,1337,8,4,0.44
5526,1337,9,4,0.44
5527,1337,10,4,0.41
5528,1337,11,4,0.31
5529,1337,12,4,0.31
5530,1337,13,4,0.31
5531,1337,14,4,0.31
5532,1337,15,4,0.31
5533,1337,16,4,0.31
5534,1337,17,4,0.31
5535,1337,18,4,0.28
5536,1337,19,4,0.25
5537,1337,20,4,0.18
5538,1337,21,4,0.1
5539,1337,22,4,0.1
5540,1337,23,4,0.1
5541,1337,24,4,0.1
5542,1337,25,4,0.1
5543,1337,26,4,0.1
5544,1337,27,4,0.1
5545,1337,28,4,0.1
5546,1337,29,4,0.1
5547,1337,30,4,0.1
5548,1337,31,4,0.1
7347,1337,1,5,0.07
7348,1337,2,5,0.07
7349,1337,3,5,0.07
7350,1337,4,5,0.07
7351,1337,5,5,0.07
7352,1337,6,5,0.07
7353,1337,7,5,0.07
7354,1337,8,5,0.07
7355,1337,9,5,0.07
7356,1337,10,5,0.06
7357,1337,11,5,0.06
7358,1337,12,5,0.06
7359,1337,13,5,0.06
7360,1337,14,5,0.06
7361,1337,15,5,0.06
7362,1337,16,5,0.06
7363,1337,17,5,0.06
7364,1337,18,5,0.06
7365,1337,19,5,0.06
7366,1337,20,5,0.04
7367,1337,21,5,0.04
7368,1337,22,5,0.04
7369,1337,23,5,0.04
7370,1337,24,5,0.04
7371,1337,25,5,0.04
7372,1337,26,5,0.04
7373,1337,27,5,0.04
7374,1337,28,5,0.04
7375,1337,29,5,0.04
7376,1337,30,5,0.03
7377,1337,31,5,0.03
9176,1337,1,6,0.03
9177,1337,2,6,0.03
9178,1337,3,6,0.03
9179,1337,4,6,0.03
9180,1337,5,6,0.03
9181,1337,6,6,0.03
9182,1337,7,6,0.03
9183,1337,8,6,0.03
9184,1337,9,6,0.02
9185,1337,10,6,0.02
9186,1337,11,6,0.02
9187,1337,12,6,0.02
9188,1337,13,6,0.02
9189,1337,14,6,0.02
9190,1337,15,6,0.02
9191,1337,16,6,0.02
9192,1337,17,6,0.02
9193,1337,18,6,0.02
9194,1337,19,6,0.02
9195,1337,20,6,0.02
9196,1337,21,6,0.02
9197,1337,22,6,0.02
9198,1337,23,6,0.02
9199,1337,24,6,0.02
9200,1337,25,6,0.02
9201,1337,26,6,0.02
9202,1337,27,6,0.02
9203,1337,28,6,0.02
9204,1337,29,6,0.02
9205,1337,30,6,0.02
9206,1337,31,6,0.02
11005,1337,1,7,0.5
11006,1337,2,7,0.5
11007,1337,3,7,0.5
11008,1337,4,7,0.5
11009,1337,5,7,0.5
11010,1337,6,7,0.5
11011,1337,7,7,0.5
11012,1337,8,7,0.5
11013,1337,9,7,0.5
11014,1337,10,7,0.5
11015,1337,11,7,0.5
11016,1337,12,7,0.5
11017,1337,13,7,0.5
11018,1337,14,7,0.5
11019,1337,15,7,0.5
11020,1337,16,7,0.5
11021,1337,17,7,0.5
11022,1337,18,7,0.5
11023,1337,19,7,0.5
11024,1337,20,7,0.5
11025,1337,21,7,0.5
11026,1337,22,7,0.5
11027,1337,23,7,0.5
11028,1337,24,7,0.5
11029,1337,25,7,0.5
11030,1337,26,7,0.5
11031,1337,27,7,0.5
11032,1337,28,7,0.5
11033,1337,29,7,0.5
11034,1337,30,7,0.5
11035,1337,31,7,
12834,1337,1,8,0.5
12835,1337,2,8,0.5
12836,1337,3,8,0.5
12837,1337,4,8,0.5
12838,1337,5,8,0.5
12839,1337,6,8,0.5
12840,1337,7,8,0.5
12841,1337,8,8,0.5
12842,1337,9,8,0.5
12843,1337,10,8,0.5
12844,1337,11,8,0.5
12845,1337,12,8,0.5
12846,1337,13,8,0.5
12847,1337,14,8,0.5
12848,1337,15,8,0.5
12849,1337,16,8,0.5
12850,1337,17,8,0.5
12851,1337,18,8,0.5
12852,1337,19,8,1.4
12853,1337,20,8,1.8
12854,1337,21,8,1.3
12855,1337,22,8,1.0
12856,1337,23,8,1.1
12857,1337,24,8,0.8
12858,1337,25,8,1.0
12859,1337,26,8,1.1
12860,1337,27,8,0.96
12861,1337,28,8,0.88
12862,1337,29,8,1.0
12863,1337,30,8,1.3
12864,1337,31,8,
14663,1337,1,9,1.3
14664,1337,2,9,1.6
14665,1337,3,9,1.6
14666,1337,4,9,1.4
14667,1337,5,9,1.4
14668,1337,6,9,1.5
14669,1337,7,9,1.6
14670,1337,8,9,1.6
14671,1337,9,9,1.8
14672,1337,10,9,2.0
14673,1337,11,9,2.1
14674,1337,12,9,2.3
14675,1337,13,9,2.3
14676,1337,14,9,2.1
14677,1337,15,9,2.0
14678,1337,16,9,2.6
14679,1337,17,9,3.0
14680,1337,18,9,11.0
14681,1337,19,9,12.0
14682,1337,20,9,11.0
14683,1337,21,9,10.0
14684,1337,22,9,7.6
14685,1337,23,9,5.5
14686,1337,24,9,5.2
14687,1337,25,9,5.0
14688,1337,26,9,4.8
14689,1337,27,9,4.7
14690,1337,28,9,4.7
14691,1337,29,9,4.4
14692,1337,30,9,4.5
14693,1337,31,9,
16492,1337,1,10,4.4
16493,1337,2,10,4.5
16494,1337,3,10,4.2
16495,1337,4,10,4.5
16496,1337,5,10,4.6
16497,1337,6,10,4.4
16498,1337,7,10,4.2
16499,1337,8,10,4.4
16500,1337,9,10,4.0
16501,1337,10,10,4.2
16502,1337,11,10,4.5
16503,1337,12,10,4.3
16504,1337,13,10,4.0
16505,1337,14,10,4.2
16506,1337,15,10,4.0
16507,1337,16,10,4.4
16508,1337,17,10,3.9
16509,1337,18,10,4.0
16510,1337,19,10,3.9
16511,1337,20,10,3.6
16512,1337,21,10,3.7
16513,1337,22,10,3.6
16514,1337,23,10,3.7
16515,1337,24,10,3.6
16516,1337,25,10,3.7
16517,1337,26,10,3.6
16518,1337,27,10,3.5
16519,1337,28,10,3.6
16520,1337,29,10,4.0
16521,1337,30,10,4.2
16522,1337,31,10,
18321,1337,1,11,4.5
18322,1337,2,11,4.2
18323,1337,3,11,4.1
18324,1337,4,11,4.0
18325,1337,5,11,3.7
18326,1337,6,11,3.6
18327,1337,7,11,3.7
18328,1337,8,11,3.8
18329,1337,9,11,4.0
18330,1337,10,11,3.8
18331,1337,11,11,4.0
18332,1337,12,11,3.8
18333,1337,13,11,3.7
18334,1337,14,11,3.8
18335,1337,15,11,3.7
18336,1337,16,11,3.8
18337,1337,17,11,4.0
18338,1337,18,11,3.8
18339,1337,19,11,3.6
18340,1337,20,11,4.0
18341,1337,21,11,3.7
18342,1337,22,11,3.6
18343,1337,23,11,3.7
18344,1337,24,11,3.7
18345,1337,25,11,3.7
18346,1337,26,11,3.7
18347,1337,27,11,3.8
18348,1337,28,11,3.9
18349,1337,29,11,3.8
18350,1337,30,11,3.6
18351,1337,31,11,
20150,1337,1,12,4.0
20151,1337,2,12,4.7
20152,1337,3,12,4.0
20153,1337,4,12,3.9
20154,1337,5,12,4.1
20155,1337,6,12,5.0
20156,1337,7,12,4.2
20157,1337,8,12,4.2
20158,1337,9,12,4.2
20159,1337,10,12,4.2
20160,1337,11,12,4.5
20161,1337,12,12,4.6
20162,1337,13,12,4.7
20163,1337,14,12,4.5
20164,1337,15,12,4.7
20165,1337,16,12,4.4
20166,1337,17,12,4.5
20167,1337,18,12,4.3
20168,1337,19,12,4.2
20169,1337,20,12,4.5
20170,1337,21,12,6.2
20171,1337,22,12,6.0
20172,1337,23,12,5.5
20173,1337,24,12,5.4
20174,1337,25,12,5.5
20175,1337,26,12,6.5
20176,1337,27,12,10.0
20177,1337,28,12,11.0
20178,1337,29,12,8.9
20179,1337,30,12,
20180,1337,31,12,
62,1338,1,1,6.6
63,1338,2,1,8.7
64,1338,3,1,11.0
65,1338,4,1,11.0
66,1338,5,1,11.0
67,1338,6,1,9.7
68,1338,7,1,9.1
69,1338,8,1,8.0
70,1338,9,1,7.4
71,1338,10,1,7.3
72,1338,11,1,7.3
73,1338,12,1,7.7
74,1338,13,1,15.0
75,1338,14,1,18.0
76,1338,15,1,13.0
77,1338,16,1,13.0
78,1338,17,1,12.0
79,1338,18,1,14.0
80,1338,19,1,16.0
81,1338,20,1,18.0
82,1338,21,1,18.0
83,1338,22,1,17.0
84,1338,23,1,16.0
85,1338,24,1,13.0
86,1338,25,1,13.0
87,1338,26,1,13.0
88,1338,27,1,12.0
89,1338,28,1,12.0
90,1338,29,1,12.0
91,1338,30,1,12.0
92,1338,31,1,19.0
1891,1338,1,2,20.0
1892,1338,2,2,19.0
1893,1338,3,2,24.0
1894,1338,4,2,24.0
1895,1338,5,2,31.0
1896,1338,6,2,47.0
1897,1338,7,2,45.0
1898,1338,8,2,40.0
1899,1338,9,2,35.0
1900,1338,10,2,31.0
1901,1338,11,2,30.0
1902,1338,12,2,20.0
1903,1338,13,2,30.0
1904,1338,14,2,29.0
1905,1338,15,2,32.0
1906,1338,16,2,32.0
1907,1338,17,2,35.0
1908,1338,18,2,33.0
1909,1338,19,2,32.0
1910,1338,20,2,32.0
1911,1338,21,2,28.0
1912,1338,22,2,28.0
1913,1338,23,2,25.0
1914,1338,24,2,27.0
1915,1338,25,2,26.0
1916,1338,26,2,24.0
1917,1338,27,2,23.0
1918,1338,28,2,20.0
1919,1338,29,2,18.0
1920,1338,30,2,18.0
1921,1338,31,2,18.0
3720,1338,1,3,17.0
3721,1338,2,3,16.0
3722,1338,3,3,15.0
3723,1338,4,3,13.0
3724,1338,5,3,12.0
3725,1338,6,3,12.0
3726,1338,7,3,11.0
3727,1338,8,3,11.0
3728,1338,9,3,11.0
3729,1338,10,3,10.0
3730,1338,11,3,10.0
3731,1338,12,3,9.4
3732,1338,13,3,9.0
3733,1338,14,3,8.5
3734,1338,15,3,7.8
3735,1338,16,3,7.6
3736,1338,17,3,7.4
3737,1338,18,3,7.6
3738,1338,19,3,7.4
3739,1338,20,3,7.4
3740,1338,21,3,1.5
3741,1338,22,3,1.0
3742,1338,23,3,0.93
3743,1338,24,3,0.8
3744,1338,25,3,0.7
3745,1338,26,3,0.5
3746,1338,27,3,0.5
3747,1338,28,3,0.5
3748,1338,29,3,0.5
3749,1338,30,3,0.5
3750,1338,31,3,0.5
5549,1338,1,4,0.28
5550,1338,2,4,0.18
5551,1338,3,4,0.12
5552,1338,4,4,0.12
5553,1338,5,4,0.15
5554,1338,6,4,0.18
5555,1338,7,4,0.18
5556,1338,8,4,0.18
5557,1338,9,4,0.18
5558,1338,10,4,0.18
5559,1338,11,4,0.11
5560,1338,12,4,0.04
5561,1338,13,4,0.04
5562,1338,14,4,0.03
5563,1338,15,4,0.03
5564,1338,16,4,0.03
5565,1338,17,4,0.03
5566,1338,18,4,0.03
5567,1338,19,4,0.03
5568,1338,20,4,0.03
5569,1338,21,4,0.03
5570,1338,22,4,0.03
5571,1338,23,4,0.03
5572,1338,24,4,0.03
5573,1338,25,4,0.03
5574,1338,26,4,0.03
5575,1338,27,4,0.03
5576,1338,28,4,0.03
5577,1338,29,4,0.03
5578,1338,30,4,0.03
5579,1338,31,4,0.03
7378,1338,1,5,0.03
7379,1338,2,5,0.03
7380,1338,3,5,0.03
7381,1338,4,5,0.01
7382,1338,5,5,0.01
7383,1338,6,5,0.01
7384,1338,7,5,0.01
7385,1338,8,5,0.01
7386,1338,9,5,0.03
7387,1338,10,5,0.02
7388,1338,11,5,0.01
7389,1338,12,5,0.01
7390,1338,13,5,0.01
7391,1338,14,5,0.01
7392,1338,15,5,0.01
7393,1338,16,5,0.01
7394,1338,17,5,0.01
7395,1338,18,5,0.02
7396,1338,19,5,0.03
7397,1338,20,5,0.03
7398,1338,21,5,0.03
7399,1338,22,5,0.03
7400,1338,23,5,0.03
7401,1338,24,5,0.03
7402,1338,25,5,0.03
7403,1338,26,5,0.03
7404,1338,27,5,0.03
7405,1338,28,5,0.03
7406,1338,29,5,0.03
7407,1338,30,5,0.03
7408,1338,31,5,0.03
9207,1338,1,6,0.03
9208,1338,2,6,0.03
9209,1338,3,6,0.03
9210,1338,4,6,0.03
9211,1338,5,6,0.03
9212,1338,6,6,0.03
9213,1338,7,6,0.03
9214,1338,8,6,0.03
9215,1338,9,6,0.03
9216,1338,10,6,0.03
9217,1338,11,6,0.03
9218,1338,12,6,0.03
9219,1338,13,6,0.03
9220,1338,14,6,0.03
9221,1338,15,6,0.03
9222,1338,16,6,0.03
9223,1338,17,6,0.03
9224,1338,18,6,0.03
9225,1338,19,6,0.03
9226,1338,20,6,0.03
9227,1338,21,6,0.03
9228,1338,22,6,0.03
9229,1338,23,6,0.03
9230,1338,24,6,0.03
9231,1338,25,6,0.03
9232,1338,26,6,
9233,1338,27,6,
9234,1338,28,6,
9235,1338,29,6,
9236,1338,30,6,
9237,1338,31,6,
11036,1338,1,7,0.01
11037,1338,2,7,0.01
11038,1338,3,7,0.01
11039,1338,4,7,0.01
11040,1338,5,7,0.01
11041,1338,6,7,0.01
11042,1338,7,7,0.01
11043,1338,8,7,0.01
11044,1338,9,7,0.01
11045,1338,10,7,0.01
11046,1338,11,7,0.01
11047,1338,12,7,0.01
11048,1338,13,7,0.01
11049,1338,14,7,0.01
11050,1338,15,7,0.01
11051,1338,16,7,0.01
11052,1338,17,7,0.01
11053,1338,18,7,0.01
11054,1338,19,7,0.01
11055,1338,20,7,0.01
11056,1338,21,7,0.01
11057,1338,22,7,0.01
11058,1338,23,7,0.01
11059,1338,24,7,0.01
11060,1338,25,7,0.01
11061,1338,26,7,0.01
11062,1338,27,7,0.01
11063,1338,28,7,0.01
11064,1338,29,7,0.01
11065,1338,30,7,0.01
11066,1338,31,7,
12865,1338,1,8,0.01
12866,1338,2,8,0.01
12867,1338,3,8,0.01
12868,1338,4,8,0.01
12869,1338,5,8,0.01
12870,1338,6,8,0.01
12871,1338,7,8,0.01
12872,1338,8,8,0.01
12873,1338,9,8,0.01
12874,1338,10,8,0.01
12875,1338,11,8,0.01
12876,1338,12,8,0.01
12877,1338,13,8,0.01
12878,1338,14,8,0.01
12879,1338,15,8,0.01
12880,1338,16,8,0.01
12881,1338,17,8,0.01
12882,1338,18,8,0.01
12883,1338,19,8,0.01
12884,1338,20,8,0.01
12885,1338,21,8,0.01
12886,1338,22,8,0.01
12887,1338,23,8,0.01
12888,1338,24,8,0.01
12889,1338,25,8,0.01
12890,1338,26,8,0.01
12891,1338,27,8,0.01
12892,1338,28,8,0.01
12893,1338,29,8,0.01
12894,1338,30,8,0.01
12895,1338,31,8,
14694,1338,1,9,0.01
14695,1338,2,9,0.01
14696,1338,3,9,0.01
14697,1338,4,9,0.1
14698,1338,5,9,0.1
14699,1338,6,9,0.1
14700,1338,7,9,0.1
14701,1338,8,9,0.1
14702,1338,9,9,0.1
14703,1338,10,9,0.1
14704,1338,11,9,0.57
14705,1338,12,9,1.1
14706,1338,13,9,1.4
14707,1338,14,9,1.5
14708,1338,15,9,1.5
14709,1338,16,9,1.5
14710,1338,17,9,1.5
14711,1338,18,9,1.5
