,sal,rooz,Month,shahar_Debi
5167,1385,22,6,0.423
5168,1385,23,6,0.423
5169,1385,24,6,0.973
5170,1385,25,6,0.812
5171,1385,26,6,1.17
5172,1385,27,6,0.979
5173,1385,28,6,0.917
5174,1385,29,6,0.976
5175,1385,30,6,0.976
5176,1385,31,6,0.888
6076,1385,1,7,6.22
6077,1385,2,7,6.32
6078,1385,3,7,4.78
6079,1385,4,7,4.78
6080,1385,5,7,4.13
6081,1385,6,7,3.99
6082,1385,7,7,3.82
6083,1385,8,7,3.83
6084,1385,9,7,4.91
6085,1385,10,7,5.11
6086,1385,11,7,5.11
6087,1385,12,7,8.04
6088,1385,13,7,6.16
6089,1385,14,7,6.75
6090,1385,15,7,5.11
6091,1385,16,7,4.97
6092,1385,17,7,4.78
6093,1385,18,7,4.59
6094,1385,19,7,4.59
6095,1385,20,7,4.78
6096,1385,21,7,4.53
6097,1385,22,7,5.11
6098,1385,23,7,5.38
6099,1385,24,7,5.88
6100,1385,25,7,1.16
6101,1385,26,7,0.276
6102,1385,27,7,0.159
6103,1385,28,7,0.068
6104,1385,29,7,0.002
6105,1385,30,7,0.004
6106,1385,31,7,
7006,1385,1,8,0.005
7007,1385,2,8,0.077
7008,1385,3,8,0.149
7009,1385,4,8,0.222
7010,1385,5,8,0.294
7011,1385,6,8,0.2
7012,1385,7,8,18.7
7013,1385,8,8,10.0
7014,1385,9,8,5.94
7015,1385,10,8,36.0
7016,1385,11,8,32.7
7017,1385,12,8,13.5
7018,1385,13,8,3.14
7019,1385,14,8,5.73
7020,1385,15,8,6.92
7021,1385,16,8,6.91
7022,1385,17,8,6.01
7023,1385,18,8,5.72
7024,1385,19,8,6.53
7025,1385,20,8,7.37
7026,1385,21,8,6.98
7027,1385,22,8,7.22
7028,1385,23,8,7.05
7029,1385,24,8,6.91
7030,1385,25,8,6.68
7031,1385,26,8,6.53
7032,1385,27,8,5.54
7033,1385,28,8,7.71
7034,1385,29,8,8.22
7035,1385,30,8,7.7
7036,1385,31,8,
7936,1385,1,9,7.46
7937,1385,2,9,7.53
7938,1385,3,9,7.38
7939,1385,4,9,7.22
7940,1385,5,9,7.29
7941,1385,6,9,2.66
7942,1385,7,9,2.35
7943,1385,8,9,2.26
7944,1385,9,9,2.36
7945,1385,10,9,3.09
7946,1385,11,9,2.98
7947,1385,12,9,1.71
7948,1385,13,9,1.13
7949,1385,14,9,0.599
7950,1385,15,9,0.787
7951,1385,16,9,0.701
7952,1385,17,9,0.559
7953,1385,18,9,0.448
7954,1385,19,9,0.346
7955,1385,20,9,0.364
7956,1385,21,9,0.346
7957,1385,22,9,0.327
7958,1385,23,9,0.327
7959,1385,24,9,0.292
7960,1385,25,9,0.31
7961,1385,26,9,0.26
7962,1385,27,9,0.122
7963,1385,28,9,0.108
7964,1385,29,9,0.095
7965,1385,30,9,0.081
7966,1385,31,9,
8866,1385,1,10,0.068
8867,1385,2,10,0.054
8868,1385,3,10,0.041
8869,1385,4,10,0.027
8870,1385,5,10,0.014
8871,1385,6,10,0.0
8872,1385,7,10,0.002
8873,1385,8,10,0.002
8874,1385,9,10,0.002
8875,1385,10,10,0.001
8876,1385,11,10,0.001
8877,1385,12,10,0.001
8878,1385,13,10,0.001
8879,1385,14,10,0.0
8880,1385,15,10,0.0
8881,1385,16,10,0.0
8882,1385,17,10,0.001
8883,1385,18,10,0.001
8884,1385,19,10,0.004
8885,1385,20,10,0.004
8886,1385,21,10,0.005
8887,1385,22,10,0.012
8888,1385,23,10,0.012
8889,1385,24,10,0.012
8890,1385,25,10,0.012
8891,1385,26,10,0.032
8892,1385,27,10,0.057
8893,1385,28,10,0.05
8894,1385,29,10,0.043
8895,1385,30,10,0.05
8896,1385,31,10,
9796,1385,1,11,0.083
9797,1385,2,11,0.075
9798,1385,3,11,0.074
9799,1385,4,11,0.043
9800,1385,5,11,0.05
9801,1385,6,11,0.057
9802,1385,7,11,0.065
9803,1385,8,11,0.05
9804,1385,9,11,0.05
9805,1385,10,11,0.05
9806,1385,11,11,0.102
9807,1385,12,11,0.102
9808,1385,13,11,0.083
9809,1385,14,11,0.083
9810,1385,15,11,0.113
9811,1385,16,11,0.26
9812,1385,17,11,0.186
9813,1385,18,11,0.159
9814,1385,19,11,0.147
9815,1385,20,11,0.147
9816,1385,21,11,0.159
9817,1385,22,11,0.135
9818,1385,23,11,0.135
9819,1385,24,11,0.135
9820,1385,25,11,0.16
9821,1385,26,11,0.172
9822,1385,27,11,0.172
9823,1385,28,11,0.172
9824,1385,29,11,0.185
9825,1385,30,11,0.172
9826,1385,31,11,
10726,1385,1,12,0.185
10727,1385,2,12,0.199
10728,1385,3,12,0.199
10729,1385,4,12,0.175
10730,1385,5,12,0.112
10731,1385,6,12,0.147
10732,1385,7,12,0.159
10733,1385,8,12,0.172
10734,1385,9,12,0.16
10735,1385,10,12,0.135
10736,1385,11,12,0.123
10737,1385,12,12,0.065
10738,1385,13,12,0.057
10739,1385,14,12,0.065
10740,1385,15,12,2.24
10741,1385,16,12,3.74
10742,1385,17,12,0.327
10743,1385,18,12,0.26
10744,1385,19,12,0.185
10745,1385,20,12,0.159
10746,1385,21,12,0.159
10747,1385,22,12,0.159
10748,1385,23,12,0.172
10749,1385,24,12,0.245
10750,1385,25,12,0.552
10751,1385,26,12,0.529
10752,1385,27,12,0.529
10753,1385,28,12,0.551
10754,1385,29,12,0.551
10755,1385,30,12,
10756,1385,31,12,
527,1386,1,1,1.01
528,1386,2,1,1.04
529,1386,3,1,1.08
530,1386,4,1,1.12
531,1386,5,1,0.975
532,1386,6,1,1.33
533,1386,7,1,1.2
534,1386,8,1,1.27
535,1386,9,1,1.12
536,1386,10,1,1.01
537,1386,11,1,0.245
538,1386,12,1,0.135
539,1386,13,1,0.229
540,1386,14,1,0.2
541,1386,15,1,0.229
542,1386,16,1,0.188
543,1386,17,1,0.176
544,1386,18,1,0.188
545,1386,19,1,0.188
546,1386,20,1,0.164
547,1386,21,1,0.213
548,1386,22,1,0.144
549,1386,23,1,0.143
550,1386,24,1,0.188
551,1386,25,1,0.188
552,1386,26,1,0.164
553,1386,27,1,0.098
554,1386,28,1,0.083
555,1386,29,1,0.176
556,1386,30,1,0.09
557,1386,31,1,0.068
1457,1386,1,2,0.056
1458,1386,2,2,0.046
1459,1386,3,2,0.041
1460,1386,4,2,0.041
1461,1386,5,2,0.041
1462,1386,6,2,0.041
1463,1386,7,2,0.036
1464,1386,8,2,0.163
1465,1386,9,2,1.72
1466,1386,10,2,0.073
1467,1386,11,2,0.058
1468,1386,12,2,0.025
1469,1386,13,2,0.022
1470,1386,14,2,0.043
1471,1386,15,2,0.083
1472,1386,16,2,0.068
1473,1386,17,2,0.073
1474,1386,18,2,0.052
1475,1386,19,2,0.063
1476,1386,20,2,0.046
1477,1386,21,2,0.052
1478,1386,22,2,0.109
1479,1386,23,2,1.12
1480,1386,24,2,0.135
1481,1386,25,2,0.036
1482,1386,26,2,0.041
1483,1386,27,2,0.068
1484,1386,28,2,0.068
1485,1386,29,2,0.09
1486,1386,30,2,0.09
1487,1386,31,2,0.056
2387,1386,1,3,0.083
2388,1386,2,3,0.106
2389,1386,3,3,0.083
2390,1386,4,3,0.076
2391,1386,5,3,0.054
2392,1386,6,3,0.047
2393,1386,7,3,0.047
2394,1386,8,3,0.041
2395,1386,9,3,0.092
2396,1386,10,3,0.041
2397,1386,11,3,0.036
2398,1386,12,3,0.046
2399,1386,13,3,0.046
2400,1386,14,3,0.063
2401,1386,15,3,0.052
2402,1386,16,3,0.046
2403,1386,17,3,0.056
2404,1386,18,3,0.051
2405,1386,19,3,0.041
2406,1386,20,3,0.051
2407,1386,21,3,0.051
2408,1386,22,3,0.056
2409,1386,23,3,0.046
2410,1386,24,3,0.051
2411,1386,25,3,0.056
2412,1386,26,3,0.062
2413,1386,27,3,0.062
2414,1386,28,3,0.084
2415,1386,29,3,0.119
2416,1386,30,3,0.046
2417,1386,31,3,0.098
3317,1386,1,4,0.389
3318,1386,2,4,0.051
3319,1386,3,4,0.046
3320,1386,4,4,0.041
3321,1386,5,4,0.051
3322,1386,6,4,0.051
3323,1386,7,4,0.051
3324,1386,8,4,0.051
3325,1386,9,4,0.046
3326,1386,10,4,0.038
3327,1386,11,4,0.09
3328,1386,12,4,0.308
3329,1386,13,4,0.056
3330,1386,14,4,0.041
3331,1386,15,4,0.051
3332,1386,16,4,0.401
3333,1386,17,4,0.062
3334,1386,18,4,0.068
3335,1386,19,4,0.056
3336,1386,20,4,0.056
3337,1386,21,4,0.041
3338,1386,22,4,0.0
3339,1386,23,4,0.0
3340,1386,24,4,0.0
3341,1386,25,4,0.0
3342,1386,26,4,0.0
3343,1386,27,4,0.0
3344,1386,28,4,0.0
3345,1386,29,4,0.068
3346,1386,30,4,0.025
3347,1386,31,4,0.124
4247,1386,1,5,0.016
4248,1386,2,5,0.054
4249,1386,3,5,0.0
4250,1386,4,5,0.056
4251,1386,5,5,0.0
4252,1386,6,5,0.0
4253,1386,7,5,0.0
4254,1386,8,5,0.0
4255,1386,9,5,0.0
4256,1386,10,5,0.0
4257,1386,11,5,0.0
4258,1386,12,5,0.0
4259,1386,13,5,0.0
4260,1386,14,5,0.0
4261,1386,15,5,0.0
4262,1386,16,5,0.0
4263,1386,17,5,0.0
4264,1386,18,5,0.459
4265,1386,19,5,0.676
4266,1386,20,5,0.429
4267,1386,21,5,0.014
4268,1386,22,5,0.0
4269,1386,23,5,0.0
4270,1386,24,5,0.0
4271,1386,25,5,0.0
4272,1386,26,5,0.0
4273,1386,27,5,0.0
4274,1386,28,5,0.0
4275,1386,29,5,0.0
4276,1386,30,5,0.0
4277,1386,31,5,0.0
5177,1386,1,6,0.0
5178,1386,2,6,0.0
5179,1386,3,6,0.146
5180,1386,4,6,0.642
5181,1386,5,6,0.116
5182,1386,6,6,0.2
5183,1386,7,6,0.176
5184,1386,8,6,0.098
5185,1386,9,6,0.014
5186,1386,10,6,0.009
5187,1386,11,6,0.0
5188,1386,12,6,0.0
5189,1386,13,6,0.0
5190,1386,14,6,0.0
5191,1386,15,6,0.0
5192,1386,16,6,0.0
5193,1386,17,6,0.0
5194,1386,18,6,0.0
5195,1386,19,6,0.0
5196,1386,20,6,19.9
5197,1386,21,6,9.58
5198,1386,22,6,0.401
5199,1386,23,6,0.094
5200,1386,24,6,0.019
5201,1386,25,6,0.0
5202,1386,26,6,0.0
5203,1386,27,6,0.0
5204,1386,28,6,0.0
5205,1386,29,6,0.0
5206,1386,30,6,0.0
5207,1386,31,6,0.0
6107,1386,1,7,0.062
6108,1386,2,7,0.062
6109,1386,3,7,0.062
6110,1386,4,7,0.062
6111,1386,5,7,0.051
6112,1386,6,7,0.119
6113,1386,7,7,0.214
6114,1386,8,7,0.568
6115,1386,9,7,0.697
6116,1386,10,7,3.02
6117,1386,11,7,1.4
6118,1386,12,7,1.88
6119,1386,13,7,0.515
6120,1386,14,7,0.393
6121,1386,15,7,0.242
6122,1386,16,7,0.274
6123,1386,17,7,0.255
6124,1386,18,7,0.687
6125,1386,19,7,0.213
6126,1386,20,7,0.213
6127,1386,21,7,0.202
6128,1386,22,7,0.271
6129,1386,23,7,0.391
6130,1386,24,7,0.255
6131,1386,25,7,0.178
6132,1386,26,7,0.176
6133,1386,27,7,0.154
6134,1386,28,7,0.144
6135,1386,29,7,0.123
6136,1386,30,7,0.123
6137,1386,31,7,
7037,1386,1,8,0.076
7038,1386,2,8,0.056
7039,1386,3,8,0.041
7040,1386,4,8,0.046
7041,1386,5,8,0.054
7042,1386,6,8,0.065
7043,1386,7,8,0.119
7044,1386,8,8,0.189
7045,1386,9,8,0.119
7046,1386,10,8,0.063
7047,1386,11,8,0.063
7048,1386,12,8,0.051
7049,1386,13,8,0.041
7050,1386,14,8,0.027
7051,1386,15,8,0.02
7052,1386,16,8,0.166
7053,1386,17,8,0.257
7054,1386,18,8,0.188
7055,1386,19,8,0.188
7056,1386,20,8,0.115
7057,1386,21,8,0.133
7058,1386,22,8,0.543
7059,1386,23,8,0.473
7060,1386,24,8,0.321
7061,1386,25,8,0.24
7062,1386,26,8,0.25
7063,1386,27,8,0.154
7064,1386,28,8,0.143
7065,1386,29,8,0.303
7066,1386,30,8,0.618
7067,1386,31,8,
7967,1386,1,9,0.354
7968,1386,2,9,0.41
7969,1386,3,9,1.27
7970,1386,4,9,0.196
7971,1386,5,9,0.106
7972,1386,6,9,0.115
7973,1386,7,9,0.09
7974,1386,8,9,0.09
7975,1386,9,9,0.062
7976,1386,10,9,0.062
7977,1386,11,9,0.051
7978,1386,12,9,0.302
7979,1386,13,9,0.115
7980,1386,14,9,0.076
7981,1386,15,9,0.075
7982,1386,16,9,0.115
7983,1386,17,9,0.076
7984,1386,18,9,0.414
7985,1386,19,9,0.642
7986,1386,20,9,0.745
7987,1386,21,9,0.595
7988,1386,22,9,0.415
7989,1386,23,9,0.534
7990,1386,24,9,0.543
7991,1386,25,9,0.452
7992,1386,26,9,0.753
7993,1386,27,9,0.978
7994,1386,28,9,0.877
7995,1386,29,9,0.844
7996,1386,30,9,1.01
7997,1386,31,9,
8897,1386,1,10,0.592
8898,1386,2,10,0.541
8899,1386,3,10,0.518
8900,1386,4,10,0.496
8901,1386,5,10,0.646
8902,1386,6,10,0.618
8903,1386,7,10,0.641
8904,1386,8,10,0.642
8905,1386,9,10,0.697
8906,1386,10,10,0.671
8907,1386,11,10,0.541
8908,1386,12,10,0.566
8909,1386,13,10,0.59
8910,1386,14,10,0.591
8911,1386,15,10,0.615
8912,1386,16,10,0.642
8913,1386,17,10,0.472
8914,1386,18,10,0.356
8915,1386,19,10,0.302
8916,1386,20,10,0.431
8917,1386,21,10,0.321
8918,1386,22,10,0.227
8919,1386,23,10,0.956
8920,1386,24,10,1.12
8921,1386,25,10,1.15
8922,1386,26,10,1.12
8923,1386,27,10,1.36
8924,1386,28,10,1.36
8925,1386,29,10,1.09
8926,1386,30,10,1.08
8927,1386,31,10,
9827,1386,1,11,1.09
9828,1386,2,11,1.15
9829,1386,3,11,1.12
9830,1386,4,11,1.12
9831,1386,5,11,1.2
9832,1386,6,11,1.24
9833,1386,7,11,1.2
9834,1386,8,11,1.2
9835,1386,9,11,1.32
9836,1386,10,11,1.32
9837,1386,11,11,0.942
9838,1386,12,11,1.12
9839,1386,13,11,1.16
9840,1386,14,11,1.24
9841,1386,15,11,1.24
9842,1386,16,11,1.27
9843,1386,17,11,1.12
9844,1386,18,11,1.12
9845,1386,19,11,0.928
9846,1386,20,11,0.473
9847,1386,21,11,0.473
9848,1386,22,11,0.677
9849,1386,23,11,0.844
9850,1386,24,11,0.877
9851,1386,25,11,0.975
9852,1386,26,11,0.975
9853,1386,27,11,0.844
9854,1386,28,11,0.612
9855,1386,29,11,0.189
9856,1386,30,11,1.45
9857,1386,31,11,
10757,1386,1,12,1.39
10758,1386,2,12,0.191
10759,1386,3,12,0.143
10760,1386,4,12,0.144
10761,1386,5,12,0.124
10762,1386,6,12,0.41
10763,1386,7,12,0.431
10764,1386,8,12,0.257
10765,1386,9,12,0.191
10766,1386,10,12,0.335
10767,1386,11,12,0.372
10768,1386,12,12,1.32
10769,1386,13,12,1.53
10770,1386,14,12,1.86
10771,1386,15,12,1.53
10772,1386,16,12,1.32
10773,1386,17,12,1.36
10774,1386,18,12,1.27
10775,1386,19,12,1.2
10776,1386,20,12,1.2
10777,1386,21,12,1.2
10778,1386,22,12,1.4
10779,1386,23,12,1.15
10780,1386,24,12,1.4
10781,1386,25,12,1.36
10782,1386,26,12,1.27
10783,1386,27,12,1.08
10784,1386,28,12,1.04
10785,1386,29,12,1.01
10786,1386,30,12,
10787,1386,31,12,
558,1387,1,1,1.87
559,1387,2,1,1.79
560,1387,3,1,0.396
561,1387,4,1,9.77
562,1387,5,1,0.507
563,1387,6,1,0.468
564,1387,7,1,0.43
565,1387,8,1,0.448
566,1387,9,1,0.701
567,1387,10,1,0.218
568,1387,11,1,1.21
569,1387,12,1,0.292
570,1387,13,1,0.139
571,1387,14,1,0.127
572,1387,15,1,0.176
573,1387,16,1,0.163
574,1387,17,1,1.11
575,1387,18,1,1.1
576,1387,19,1,0.745
577,1387,20,1,0.291
578,1387,21,1,0.203
579,1387,22,1,0.345
580,1387,23,1,0.435
581,1387,24,1,0.697
582,1387,25,1,0.44
583,1387,26,1,0.424
584,1387,27,1,0.375
585,1387,28,1,0.292
586,1387,29,1,0.261
587,1387,30,1,0.98
588,1387,31,1,0.506
1488,1387,1,2,0.23
1489,1387,2,2,0.231
1490,1387,3,2,0.163
1491,1387,4,2,0.151
1492,1387,5,2,1.36
1493,1387,6,2,0.788
1494,1387,7,2,0.449
1495,1387,8,2,0.549
1496,1387,9,2,0.723
1497,1387,10,2,0.681
1498,1387,11,2,0.507
1499,1387,12,2,0.341
1500,1387,13,2,0.359
1501,1387,14,2,0.341
1502,1387,15,2,0.768
1503,1387,16,2,0.394
1504,1387,17,2,0.14
1505,1387,18,2,0.105
1506,1387,19,2,0.067
1507,1387,20,2,0.085
1508,1387,21,2,0.068
1509,1387,22,2,0.068
1510,1387,23,2,0.029
1511,1387,24,2,0.032
1512,1387,25,2,0.029
1513,1387,26,2,0.029
1514,1387,27,2,0.043
1515,1387,28,2,0.043
1516,1387,29,2,0.032
1517,1387,30,2,0.018
1518,1387,31,2,1.12
2418,1387,1,3,0.806
2419,1387,2,3,1.66
2420,1387,3,3,1.45
2421,1387,4,3,0.859
2422,1387,5,3,0.36
2423,1387,6,3,0.109
2424,1387,7,3,0.058
2425,1387,8,3,0.05
2426,1387,9,3,0.035
2427,1387,10,3,0.035
2428,1387,11,3,0.081
2429,1387,12,3,13.3
2430,1387,13,3,12.6
2431,1387,14,3,0.438
2432,1387,15,3,0.147
2433,1387,16,3,0.05
2434,1387,17,3,4.38
2435,1387,18,3,9.46
2436,1387,19,3,1.91
2437,1387,20,3,1.47
2438,1387,21,3,0.98
2439,1387,22,3,0.163
2440,1387,23,3,0.461
2441,1387,24,3,0.342
2442,1387,25,3,0.342
2443,1387,26,3,0.358
2444,1387,27,3,0.105
2445,1387,28,3,0.947
2446,1387,29,3,0.231
2447,1387,30,3,0.491
2448,1387,31,3,0.379
3348,1387,1,4,0.361
3349,1387,2,4,0.116
3350,1387,3,4,0.116
3351,1387,4,4,0.189
3352,1387,5,4,0.275
3353,1387,6,4,0.324
3354,1387,7,4,0.176
3355,1387,8,4,0.432
3356,1387,9,4,0.176
3357,1387,10,4,0.067
3358,1387,11,4,0.067
3359,1387,12,4,0.067
3360,1387,13,4,0.495
3361,1387,14,4,0.139
3362,1387,15,4,0.076
3363,1387,16,4,0.095
3364,1387,17,4,0.176
3365,1387,18,4,0.189
3366,1387,19,4,0.261
3367,1387,20,4,0.255
3368,1387,21,4,0.043
3369,1387,22,4,0.023
3370,1387,23,4,0.013
3371,1387,24,4,0.013
3372,1387,25,4,0.0
3373,1387,26,4,0.0
3374,1387,27,4,0.0
3375,1387,28,4,0.0
3376,1387,29,4,0.221
3377,1387,30,4,0.126
3378,1387,31,4,0.749
4278,1387,1,5,0.65
4279,1387,2,5,0.043
4280,1387,3,5,0.05
4281,1387,4,5,0.0
4282,1387,5,5,0.0
4283,1387,6,5,0.0
4284,1387,7,5,0.0
4285,1387,8,5,0.0
4286,1387,9,5,0.0
4287,1387,10,5,0.0
4288,1387,11,5,0.0
4289,1387,12,5,0.0
4290,1387,13,5,0.272
4291,1387,14,5,0.163
4292,1387,15,5,0.043
4293,1387,16,5,0.218
4294,1387,17,5,0.076
4295,1387,18,5,0.085
4296,1387,19,5,0.116
4297,1387,20,5,0.394
4298,1387,21,5,0.275
4299,1387,22,5,0.341
4300,1387,23,5,0.275
4301,1387,24,5,0.358
4302,1387,25,5,0.245
4303,1387,26,5,0.152
4304,1387,27,5,0.013
4305,1387,28,5,0.127
4306,1387,29,5,0.0
4307,1387,30,5,0.0
4308,1387,31,5,0.0
5208,1387,1,6,0.0
5209,1387,2,6,0.0
5210,1387,3,6,0.0
5211,1387,4,6,0.0
5212,1387,5,6,0.134
5213,1387,6,6,0.005
5214,1387,7,6,0.056
5215,1387,8,6,0.108
5216,1387,9,6,0.681
5217,1387,10,6,0.178
5218,1387,11,6,0.014
5219,1387,12,6,0.009
5220,1387,13,6,0.005
5221,1387,14,6,0.0
5222,1387,15,6,0.0
5223,1387,16,6,0.0
5224,1387,17,6,0.0
5225,1387,18,6,0.0
5226,1387,19,6,0.0
5227,1387,20,6,0.0
5228,1387,21,6,0.0
5229,1387,22,6,0.0
5230,1387,23,6,0.0
5231,1387,24,6,0.0
5232,1387,25,6,0.0
5233,1387,26,6,14.1
5234,1387,27,6,7.61
5235,1387,28,6,0.577
5236,1387,29,6,0.089
5237,1387,30,6,0.276
5238,1387,31,6,4.02
6138,1387,1,7,0.0
6139,1387,2,7,0.0
6140,1387,3,7,0.0
6141,1387,4,7,0.035
6142,1387,5,7,0.0
6143,1387,6,7,0.0
6144,1387,7,7,0.0
6145,1387,8,7,0.0
6146,1387,9,7,0.0
6147,1387,10,7,0.0
6148,1387,11,7,0.0
6149,1387,12,7,0.0
6150,1387,13,7,0.0
6151,1387,14,7,0.0
6152,1387,15,7,0.0
6153,1387,16,7,0.0
6154,1387,17,7,0.0
6155,1387,18,7,0.0
6156,1387,19,7,0.0
6157,1387,20,7,0.0
6158,1387,21,7,0.0
6159,1387,22,7,0.0
6160,1387,23,7,0.0
6161,1387,24,7,0.0
6162,1387,25,7,0.0
6163,1387,26,7,0.0
6164,1387,27,7,0.0
6165,1387,28,7,0.0
6166,1387,29,7,0.0
6167,1387,30,7,0.0
6168,1387,31,7,
7068,1387,1,8,0.0
7069,1387,2,8,0.0
7070,1387,3,8,2.11
7071,1387,4,8,10.5
7072,1387,5,8,2.05
7073,1387,6,8,15.6
7074,1387,7,8,2.04
7075,1387,8,8,1.41
7076,1387,9,8,2.78
7077,1387,10,8,3.45
7078,1387,11,8,2.66
7079,1387,12,8,0.326
7080,1387,13,8,0.292
7081,1387,14,8,0.275
7082,1387,15,8,0.245
7083,1387,16,8,0.216
7084,1387,17,8,0.23
7085,1387,18,8,0.216
7086,1387,19,8,0.216
7087,1387,20,8,0.354
7088,1387,21,8,0.245
7089,1387,22,8,0.068
7090,1387,23,8,0.0
7091,1387,24,8,0.0
7092,1387,25,8,0.0
7093,1387,26,8,0.0
7094,1387,27,8,0.214
7095,1387,28,8,0.068
7096,1387,29,8,0.0
7097,1387,30,8,0.0
7098,1387,31,8,
7998,1387,1,9,0.076
7999,1387,2,9,0.678
8000,1387,3,9,0.552
8001,1387,4,9,0.076
8002,1387,5,9,0.036
8003,1387,6,9,0.127
8004,1387,7,9,0.0
8005,1387,8,9,0.139
8006,1387,9,9,0.116
8007,1387,10,9,0.036
8008,1387,11,9,0.029
8009,1387,12,9,0.0
8010,1387,13,9,0.0
8011,1387,14,9,0.0
8012,1387,15,9,0.0
8013,1387,16,9,0.075
8014,1387,17,9,0.0
8015,1387,18,9,0.0
8016,1387,19,9,0.0
8017,1387,20,9,0.0
8018,1387,21,9,0.0
8019,1387,22,9,0.0
8020,1387,23,9,0.0
8021,1387,24,9,0.0
8022,1387,25,9,0.0
8023,1387,26,9,0.0
8024,1387,27,9,0.0
8025,1387,28,9,0.0
8026,1387,29,9,0.0
8027,1387,30,9,0.0
8028,1387,31,9,
8928,1387,1,10,0.0
8929,1387,2,10,0.0
8930,1387,3,10,0.0
8931,1387,4,10,0.338
8932,1387,5,10,0.139
8933,1387,6,10,0.127
8934,1387,7,10,0.116
8935,1387,8,10,0.085
8936,1387,9,10,0.058
8937,1387,10,10,0.0
8938,1387,11,10,0.0
8939,1387,12,10,0.043
8940,1387,13,10,0.076
8941,1387,14,10,0.058
8942,1387,15,10,0.035
8943,1387,16,10,0.341
8944,1387,17,10,0.206
8945,1387,18,10,0.218
8946,1387,19,10,0.116
8947,1387,20,10,0.035
8948,1387,21,10,0.189
8949,1387,22,10,0.151
8950,1387,23,10,0.139
8951,1387,24,10,0.139
8952,1387,25,10,0.139
8953,1387,26,10,0.191
8954,1387,27,10,0.116
8955,1387,28,10,0.085
8956,1387,29,10,0.089
8957,1387,30,10,0.203
8958,1387,31,10,
9858,1387,1,11,0.127
9859,1387,2,11,0.116
9860,1387,3,11,0.116
9861,1387,4,11,0.118
9862,1387,5,11,0.89
9863,1387,6,11,0.081
9864,1387,7,11,0.029
9865,1387,8,11,0.018
9866,1387,9,11,0.013
9867,1387,10,11,0.027
9868,1387,11,11,0.018
9869,1387,12,11,0.024
9870,1387,13,11,0.086
9871,1387,14,11,0.058
9872,1387,15,11,0.058
9873,1387,16,11,0.058
9874,1387,17,11,0.023
9875,1387,18,11,0.013
9876,1387,19,11,0.013
9877,1387,20,11,0.029
9878,1387,21,11,0.029
9879,1387,22,11,0.043
9880,1387,23,11,0.018
9881,1387,24,11,0.013
9882,1387,25,11,0.024
9883,1387,26,11,0.013
9884,1387,27,11,0.007
9885,1387,28,11,0.009
9886,1387,29,11,0.018
9887,1387,30,11,0.018
9888,1387,31,11,
10788,1387,1,12,0.029
10789,1387,2,12,0.029
10790,1387,3,12,0.029
10791,1387,4,12,0.05
10792,1387,5,12,0.05
10793,1387,6,12,0.043
10794,1387,7,12,0.043
10795,1387,8,12,0.05
10796,1387,9,12,0.035
10797,1387,10,12,0.05
10798,1387,11,12,0.043
10799,1387,12,12,0.116
10800,1387,13,12,0.105
10801,1387,14,12,0.095
10802,1387,15,12,0.127
10803,1387,16,12,0.116
10804,1387,17,12,0.105
10805,1387,18,12,0.116
10806,1387,19,12,0.116
10807,1387,20,12,3.47
10808,1387,21,12,1.48
10809,1387,22,12,0.829
10810,1387,23,12,0.231
10811,1387,24,12,8.23
10812,1387,25,12,2.44
10813,1387,26,12,2.17
10814,1387,27,12,2.29
10815,1387,28,12,2.29
10816,1387,29,12,2.24
10817,1387,30,12,2.17
10818,1387,31,12,
589,1388,1,1,1.27
590,1388,2,1,1.82
591,1388,3,1,1.52
592,1388,4,1,1.44
593,1388,5,1,1.37
594,1388,6,1,2.18
595,1388,7,1,2.66
596,1388,8,1,14.0
597,1388,9,1,14.8
598,1388,10,1,2.32
599,1388,11,1,2.06
600,1388,12,1,2.11
601,1388,13,1,1.6
602,1388,14,1,1.42
603,1388,15,1,1.2
604,1388,16,1,0.368
605,1388,17,1,0.468
606,1388,18,1,0.82
607,1388,19,1,1.24
608,1388,20,1,1.93
609,1388,21,1,1.2
610,1388,22,1,1.02
611,1388,23,1,1.07
612,1388,24,1,1.67
613,1388,25,1,0.77
614,1388,26,1,0.438
615,1388,27,1,0.127
616,1388,28,1,0.036
617,1388,29,1,0.023
618,1388,30,1,0.023
619,1388,31,1,0.218
1519,1388,1,2,0.007
1520,1388,2,2,0.007
1521,1388,3,2,0.086
1522,1388,4,2,0.786
1523,1388,5,2,0.24
1524,1388,6,2,0.043
1525,1388,7,2,0.083
1526,1388,8,2,2.4
1527,1388,9,2,13.4
1528,1388,10,2,1.77
1529,1388,11,2,2.31
1530,1388,12,2,7.76
1531,1388,13,2,1.83
1532,1388,14,2,1.84
1533,1388,15,2,1.76
1534,1388,16,2,1.9
1535,1388,17,2,1.57
1536,1388,18,2,5.73
1537,1388,19,2,2.88
1538,1388,20,2,1.94
1539,1388,21,2,1.9
1540,1388,22,2,2.14
1541,1388,23,2,1.75
1542,1388,24,2,1.36
1543,1388,25,2,1.62
1544,1388,26,2,1.39
1545,1388,27,2,0.971
1546,1388,28,2,0.219
1547,1388,29,2,4.95
1548,1388,30,2,0.987
1549,1388,31,2,0.153
2449,1388,1,3,0.0
2450,1388,2,3,0.0
2451,1388,3,3,0.0
2452,1388,4,3,0.0
2453,1388,5,3,0.0
2454,1388,6,3,0.0
2455,1388,7,3,0.0
