,sal,rooz,Month,golman_abShoor_EV
222,1376,6,1,2.6
223,1376,7,1,2.6
224,1376,8,1,1.9
225,1376,9,1,1.4
226,1376,10,1,2.0
227,1376,11,1,0.9
228,1376,12,1,0.9
229,1376,13,1,1.3
230,1376,14,1,0.1
231,1376,15,1,1.5
232,1376,16,1,1.2
233,1376,17,1,3.5
234,1376,18,1,1.5
235,1376,19,1,1.6
236,1376,20,1,2.7
237,1376,21,1,2.4
238,1376,22,1,2.6
239,1376,23,1,1.8
240,1376,24,1,1.4
241,1376,25,1,4.5
242,1376,26,1,3.8
243,1376,27,1,3.3
244,1376,28,1,0.9
245,1376,29,1,
246,1376,30,1,1.6
247,1376,31,1,2.1
1395,1376,1,2,2.6
1396,1376,2,2,3.7
1397,1376,3,2,3.5
1398,1376,4,2,0.2
1399,1376,5,2,1.6
1400,1376,6,2,1.0
1401,1376,7,2,0.4
1402,1376,8,2,0.7
1403,1376,9,2,2.6
1404,1376,10,2,2.9
1405,1376,11,2,3.4
1406,1376,12,2,2.2
1407,1376,13,2,3.1
1408,1376,14,2,3.2
1409,1376,15,2,3.7
1410,1376,16,2,3.0
1411,1376,17,2,3.8
1412,1376,18,2,3.4
1413,1376,19,2,5.0
1414,1376,20,2,4.3
1415,1376,21,2,3.8
1416,1376,22,2,3.6
1417,1376,23,2,4.8
1418,1376,24,2,2.7
1419,1376,25,2,4.4
1420,1376,26,2,4.9
1421,1376,27,2,4.4
1422,1376,28,2,3.2
1423,1376,29,2,3.0
1424,1376,30,2,4.4
1425,1376,31,2,5.7
2573,1376,1,3,3.1
2574,1376,2,3,3.7
2575,1376,3,3,4.4
2576,1376,4,3,3.8
2577,1376,5,3,2.5
2578,1376,6,3,7.7
2579,1376,7,3,3.8
2580,1376,8,3,3.1
2581,1376,9,3,4.7
2582,1376,10,3,3.9
2583,1376,11,3,4.2
2584,1376,12,3,4.6
2585,1376,13,3,5.2
2586,1376,14,3,4.4
2587,1376,15,3,3.5
2588,1376,16,3,5.4
2589,1376,17,3,6.1
2590,1376,18,3,3.5
2591,1376,19,3,5.7
2592,1376,20,3,6.1
2593,1376,21,3,6.8
2594,1376,22,3,6.6
2595,1376,23,3,6.3
2596,1376,24,3,6.6
2597,1376,25,3,7.6
2598,1376,26,3,5.2
2599,1376,27,3,8.7
2600,1376,28,3,5.3
2601,1376,29,3,2.6
2602,1376,30,3,5.3
2603,1376,31,3,8.7
3751,1376,1,4,6.1
3752,1376,2,4,8.9
3753,1376,3,4,9.6
3754,1376,4,4,10.5
3755,1376,5,4,5.3
3756,1376,6,4,6.3
3757,1376,7,4,7.4
3758,1376,8,4,7.6
3759,1376,9,4,3.5
3760,1376,10,4,5.2
3761,1376,11,4,6.3
3762,1376,12,4,7.9
3763,1376,13,4,5.7
3764,1376,14,4,11.6
3765,1376,15,4,12.3
3766,1376,16,4,9.2
3767,1376,17,4,7.0
3768,1376,18,4,6.3
3769,1376,19,4,6.2
3770,1376,20,4,7.0
3771,1376,21,4,9.2
3772,1376,22,4,6.1
3773,1376,23,4,5.5
3774,1376,24,4,6.4
3775,1376,25,4,7.2
3776,1376,26,4,8.7
3777,1376,27,4,7.2
3778,1376,28,4,7.3
3779,1376,29,4,5.8
3780,1376,30,4,5.8
3781,1376,31,4,6.8
4929,1376,1,5,4.4
4930,1376,2,5,2.6
4931,1376,3,5,3.5
4932,1376,4,5,2.2
4933,1376,5,5,9.6
4934,1376,6,5,4.6
4935,1376,7,5,3.1
4936,1376,8,5,4.4
4937,1376,9,5,6.1
4938,1376,10,5,8.7
4939,1376,11,5,7.9
4940,1376,12,5,5.2
4941,1376,13,5,8.3
4942,1376,14,5,6.1
4943,1376,15,5,8.3
4944,1376,16,5,6.6
4945,1376,17,5,5.2
4946,1376,18,5,4.5
4947,1376,19,5,3.8
4948,1376,20,5,4.8
4949,1376,21,5,9.2
4950,1376,22,5,6.8
4951,1376,23,5,7.9
4952,1376,24,5,2.6
4953,1376,25,5,4.8
4954,1376,26,5,5.9
4955,1376,27,5,4.6
4956,1376,28,5,6.1
4957,1376,29,5,9.8
4958,1376,30,5,6.1
4959,1376,31,5,5.2
6107,1376,1,6,4.8
6108,1376,2,6,4.9
6109,1376,3,6,5.5
6110,1376,4,6,5.0
6111,1376,5,6,5.3
6112,1376,6,6,4.3
6113,1376,7,6,4.2
6114,1376,8,6,5.0
6115,1376,9,6,6.8
6116,1376,10,6,4.2
6117,1376,11,6,5.1
6118,1376,12,6,4.3
6119,1376,13,6,5.2
6120,1376,14,6,7.0
6121,1376,15,6,9.1
6122,1376,16,6,7.4
6123,1376,17,6,4.4
6124,1376,18,6,5.3
6125,1376,19,6,4.4
6126,1376,20,6,4.8
6127,1376,21,6,2.7
6128,1376,22,6,3.5
6129,1376,23,6,3.5
6130,1376,24,6,3.5
6131,1376,25,6,4.9
6132,1376,26,6,2.2
6133,1376,27,6,4.1
6134,1376,28,6,4.5
6135,1376,29,6,5.1
6136,1376,30,6,5.2
6137,1376,31,6,5.3
7285,1376,1,7,3.9
7286,1376,2,7,3.3
7287,1376,3,7,4.4
7288,1376,4,7,7.2
7289,1376,5,7,4.0
7290,1376,6,7,5.2
7291,1376,7,7,4.4
7292,1376,8,7,4.5
7293,1376,9,7,3.1
7294,1376,10,7,1.7
7295,1376,11,7,5.7
7296,1376,12,7,0.9
7297,1376,13,7,1.7
7298,1376,14,7,3.1
7299,1376,15,7,1.1
7300,1376,16,7,2.6
7301,1376,17,7,3.4
7302,1376,18,7,1.9
7303,1376,19,7,2.6
7304,1376,20,7,2.0
7305,1376,21,7,1.0
7306,1376,22,7,2.2
7307,1376,23,7,4.4
7308,1376,24,7,1.6
7309,1376,25,7,2.0
7310,1376,26,7,2.2
7311,1376,27,7,2.2
7312,1376,28,7,1.0
7313,1376,29,7,1.0
7314,1376,30,7,1.4
7315,1376,31,7,
8463,1376,1,8,1.7
8464,1376,2,8,1.9
8465,1376,3,8,2.0
8466,1376,4,8,1.3
8467,1376,5,8,1.6
8468,1376,6,8,0.9
8469,1376,7,8,0.9
8470,1376,8,8,1.4
8471,1376,9,8,1.2
8472,1376,10,8,
8473,1376,11,8,1.7
8474,1376,12,8,0.1
8475,1376,13,8,0.1
8476,1376,14,8,1.7
8477,1376,15,8,1.1
8478,1376,16,8,1.1
8479,1376,17,8,1.6
8480,1376,18,8,1.3
8481,1376,19,8,1.1
8482,1376,20,8,1.0
8483,1376,21,8,0.6
8484,1376,22,8,0.1
8485,1376,23,8,0.9
8486,1376,24,8,1.1
8487,1376,25,8,0.3
8488,1376,26,8,0.1
8489,1376,27,8,0.1
8490,1376,28,8,0.1
8491,1376,29,8,0.4
8492,1376,30,8,0.6
8493,1376,31,8,
9641,1376,1,9,0.8
9642,1376,2,9,0.7
9643,1376,3,9,1.1
9644,1376,4,9,0.2
9645,1376,5,9,0.1
9646,1376,6,9,
9647,1376,7,9,0.1
9648,1376,8,9,0.2
9649,1376,9,9,0.2
9650,1376,10,9,0.3
9651,1376,11,9,0.1
9652,1376,12,9,0.1
9653,1376,13,9,0.1
9654,1376,14,9,
9655,1376,15,9,0.1
9656,1376,16,9,0.1
9657,1376,17,9,0.3
9658,1376,18,9,0.7
9659,1376,19,9,
9660,1376,20,9,0.1
9661,1376,21,9,0.2
9662,1376,22,9,0.1
9663,1376,23,9,0.1
9664,1376,24,9,0.1
9665,1376,25,9,0.1
9666,1376,26,9,0.2
9667,1376,27,9,
9668,1376,28,9,0.1
9669,1376,29,9,0.2
9670,1376,30,9,0.2
9671,1376,31,9,
10819,1376,1,10,0.4
10820,1376,2,10,0.1
10821,1376,3,10,0.1
10822,1376,4,10,0.2
10823,1376,5,10,0.1
10824,1376,6,10,0.2
10825,1376,7,10,0.2
10826,1376,8,10,0.1
10827,1376,9,10,0.1
10828,1376,10,10,
10829,1376,11,10,0.2
10830,1376,12,10,0.7
10831,1376,13,10,0.1
10832,1376,14,10,0.4
10833,1376,15,10,0.6
10834,1376,16,10,0.4
10835,1376,17,10,0.4
10836,1376,18,10,0.3
10837,1376,19,10,0.1
10838,1376,20,10,0.1
10839,1376,21,10,0.9
10840,1376,22,10,0.6
10841,1376,23,10,0.1
10842,1376,24,10,
10843,1376,25,10,0.1
10844,1376,26,10,
10845,1376,27,10,
10846,1376,28,10,0.1
10847,1376,29,10,0.1
10848,1376,30,10,0.1
10849,1376,31,10,
11997,1376,1,11,0.1
11998,1376,2,11,0.1
11999,1376,3,11,0.1
12000,1376,4,11,
12001,1376,5,11,1.4
12002,1376,6,11,
12003,1376,7,11,
12004,1376,8,11,
12005,1376,9,11,
12006,1376,10,11,0.2
12007,1376,11,11,0.1
12008,1376,12,11,0.1
12009,1376,13,11,0.2
12010,1376,14,11,
12011,1376,15,11,0.1
12012,1376,16,11,
12013,1376,17,11,0.1
12014,1376,18,11,0.1
12015,1376,19,11,0.4
12016,1376,20,11,1.7
12017,1376,21,11,0.6
12018,1376,22,11,0.8
12019,1376,23,11,0.7
12020,1376,24,11,0.9
12021,1376,25,11,1.5
12022,1376,26,11,0.1
12023,1376,27,11,0.8
12024,1376,28,11,0.1
12025,1376,29,11,0.4
12026,1376,30,11,0.1
12027,1376,31,11,
13175,1376,1,12,0.1
13176,1376,2,12,0.4
13177,1376,3,12,0.1
13178,1376,4,12,0.2
13179,1376,5,12,0.3
13180,1376,6,12,0.5
13181,1376,7,12,0.9
13182,1376,8,12,0.7
13183,1376,9,12,0.5
13184,1376,10,12,1.1
13185,1376,11,12,0.9
13186,1376,12,12,0.9
13187,1376,13,12,1.0
13188,1376,14,12,1.2
13189,1376,15,12,1.2
13190,1376,16,12,1.2
13191,1376,17,12,1.4
13192,1376,18,12,1.3
13193,1376,19,12,1.2
13194,1376,20,12,1.3
13195,1376,21,12,2.2
13196,1376,22,12,2.0
13197,1376,23,12,1.7
13198,1376,24,12,1.3
13199,1376,25,12,2.2
13200,1376,26,12,1.6
13201,1376,27,12,1.0
13202,1376,28,12,1.5
13203,1376,29,12,1.4
13204,1376,30,12,
13205,1376,31,12,
248,1377,1,1,3.3
249,1377,2,1,2.6
250,1377,3,1,2.3
251,1377,4,1,1.9
252,1377,5,1,1.8
253,1377,6,1,4.3
254,1377,7,1,0.4
255,1377,8,1,2.1
256,1377,9,1,1.2
257,1377,10,1,1.2
258,1377,11,1,7.4
259,1377,12,1,2.3
260,1377,13,1,0.9
261,1377,14,1,2.1
262,1377,15,1,4.8
263,1377,16,1,2.6
264,1377,17,1,3.1
265,1377,18,1,3.1
266,1377,19,1,3.3
267,1377,20,1,0.9
268,1377,21,1,3.3
269,1377,22,1,1.8
270,1377,23,1,2.0
271,1377,24,1,3.6
272,1377,25,1,5.2
273,1377,26,1,5.4
274,1377,27,1,5.8
275,1377,28,1,3.8
276,1377,29,1,3.0
277,1377,30,1,2.7
278,1377,31,1,4.4
1426,1377,1,2,5.1
1427,1377,2,2,5.2
1428,1377,3,2,3.6
1429,1377,4,2,2.3
1430,1377,5,2,2.7
1431,1377,6,2,3.4
1432,1377,7,2,4.8
1433,1377,8,2,5.1
1434,1377,9,2,3.2
1435,1377,10,2,9.0
1436,1377,11,2,3.7
1437,1377,12,2,4.9
1438,1377,13,2,3.6
1439,1377,14,2,2.9
1440,1377,15,2,2.7
1441,1377,16,2,3.7
1442,1377,17,2,4.2
1443,1377,18,2,5.8
1444,1377,19,2,6.6
1445,1377,20,2,4.1
1446,1377,21,2,3.5
1447,1377,22,2,4.4
1448,1377,23,2,3.5
1449,1377,24,2,7.4
1450,1377,25,2,1.7
1451,1377,26,2,5.6
1452,1377,27,2,5.9
1453,1377,28,2,4.4
1454,1377,29,2,4.7
1455,1377,30,2,12.8
1456,1377,31,2,1.0
2604,1377,1,3,2.2
2605,1377,2,3,4.2
2606,1377,3,3,4.2
2607,1377,4,3,4.8
2608,1377,5,3,8.1
2609,1377,6,3,3.9
2610,1377,7,3,7.0
2611,1377,8,3,7.0
2612,1377,9,3,3.5
2613,1377,10,3,8.3
2614,1377,11,3,6.3
2615,1377,12,3,8.0
2616,1377,13,3,8.7
2617,1377,14,3,8.5
2618,1377,15,3,5.9
2619,1377,16,3,6.8
2620,1377,17,3,5.9
2621,1377,18,3,7.4
2622,1377,19,3,5.4
2623,1377,20,3,6.1
2624,1377,21,3,7.3
2625,1377,22,3,5.2
2626,1377,23,3,6.7
2627,1377,24,3,5.5
2628,1377,25,3,5.3
2629,1377,26,3,6.3
2630,1377,27,3,6.9
2631,1377,28,3,5.2
2632,1377,29,3,3.9
2633,1377,30,3,6.6
2634,1377,31,3,4.2
3782,1377,1,4,4.8
3783,1377,2,4,5.5
3784,1377,3,4,6.3
3785,1377,4,4,5.4
3786,1377,5,4,5.7
3787,1377,6,4,5.9
3788,1377,7,4,5.4
3789,1377,8,4,5.8
3790,1377,9,4,5.1
3791,1377,10,4,5.3
3792,1377,11,4,6.8
3793,1377,12,4,7.5
3794,1377,13,4,5.8
3795,1377,14,4,6.5
3796,1377,15,4,6.8
3797,1377,16,4,5.4
3798,1377,17,4,10.5
3799,1377,18,4,6.8
3800,1377,19,4,5.2
3801,1377,20,4,6.6
3802,1377,21,4,7.1
3803,1377,22,4,6.8
3804,1377,23,4,4.9
3805,1377,24,4,3.7
3806,1377,25,4,5.7
3807,1377,26,4,5.2
3808,1377,27,4,4.9
3809,1377,28,4,5.2
3810,1377,29,4,4.2
3811,1377,30,4,5.9
3812,1377,31,4,5.8
4960,1377,1,5,3.6
4961,1377,2,5,5.0
4962,1377,3,5,5.4
4963,1377,4,5,5.5
4964,1377,5,5,4.8
4965,1377,6,5,4.2
4966,1377,7,5,5.7
4967,1377,8,5,5.9
4968,1377,9,5,4.9
4969,1377,10,5,6.3
4970,1377,11,5,5.4
4971,1377,12,5,5.1
4972,1377,13,5,5.6
4973,1377,14,5,5.2
4974,1377,15,5,7.4
4975,1377,16,5,5.0
4976,1377,17,5,5.0
4977,1377,18,5,5.8
4978,1377,19,5,2.7
4979,1377,20,5,4.4
4980,1377,21,5,4.2
4981,1377,22,5,5.1
4982,1377,23,5,5.2
4983,1377,24,5,5.3
4984,1377,25,5,4.8
4985,1377,26,5,4.1
4986,1377,27,5,4.3
4987,1377,28,5,4.3
4988,1377,29,5,4.5
4989,1377,30,5,3.5
4990,1377,31,5,4.7
6138,1377,1,6,4.5
6139,1377,2,6,4.3
6140,1377,3,6,5.0
6141,1377,4,6,4.6
6142,1377,5,6,5.7
6143,1377,6,6,5.4
6144,1377,7,6,6.5
6145,1377,8,6,6.6
6146,1377,9,6,6.1
6147,1377,10,6,3.5
6148,1377,11,6,4.9
6149,1377,12,6,5.0
6150,1377,13,6,5.4
6151,1377,14,6,5.4
6152,1377,15,6,5.4
6153,1377,16,6,4.8
6154,1377,17,6,4.5
6155,1377,18,6,3.1
6156,1377,19,6,6.5
6157,1377,20,6,5.3
6158,1377,21,6,4.2
6159,1377,22,6,4.2
6160,1377,23,6,3.4
6161,1377,24,6,3.4
6162,1377,25,6,5.2
6163,1377,26,6,3.3
6164,1377,27,6,3.2
6165,1377,28,6,3.6
6166,1377,29,6,3.2
6167,1377,30,6,3.8
6168,1377,31,6,3.4
7316,1377,1,7,5.7
7317,1377,2,7,5.3
7318,1377,3,7,4.1
7319,1377,4,7,3.2
7320,1377,5,7,3.8
7321,1377,6,7,4.3
7322,1377,7,7,3.5
7323,1377,8,7,3.5
7324,1377,9,7,4.5
7325,1377,10,7,5.4
7326,1377,11,7,4.0
7327,1377,12,7,2.8
7328,1377,13,7,2.0
7329,1377,14,7,2.2
7330,1377,15,7,2.5
7331,1377,16,7,1.7
7332,1377,17,7,1.8
7333,1377,18,7,1.9
7334,1377,19,7,3.5
7335,1377,20,7,2.5
7336,1377,21,7,3.1
7337,1377,22,7,2.8
7338,1377,23,7,1.3
7339,1377,24,7,2.6
7340,1377,25,7,3.9
7341,1377,26,7,3.0
7342,1377,27,7,2.4
7343,1377,28,7,3.5
7344,1377,29,7,3.5
7345,1377,30,7,3.4
7346,1377,31,7,
8494,1377,1,8,2.4
8495,1377,2,8,2.3
8496,1377,3,8,1.7
8497,1377,4,8,0.4
8498,1377,5,8,1.1
8499,1377,6,8,1.1
8500,1377,7,8,0.6
8501,1377,8,8,1.6
8502,1377,9,8,1.2
8503,1377,10,8,1.2
8504,1377,11,8,1.7
8505,1377,12,8,1.0
8506,1377,13,8,1.6
8507,1377,14,8,1.4
8508,1377,15,8,1.9
8509,1377,16,8,2.0
8510,1377,17,8,1.6
8511,1377,18,8,1.7
8512,1377,19,8,3.2
8513,1377,20,8,1.0
8514,1377,21,8,1.0
8515,1377,22,8,1.0
8516,1377,23,8,1.0
8517,1377,24,8,7.0
8518,1377,25,8,2.6
8519,1377,26,8,1.4
8520,1377,27,8,1.4
8521,1377,28,8,1.2
8522,1377,29,8,0.6
8523,1377,30,8,1.1
8524,1377,31,8,
9672,1377,1,9,1.0
9673,1377,2,9,0.7
9674,1377,3,9,0.1
9675,1377,4,9,0.1
9676,1377,5,9,0.4
9677,1377,6,9,0.4
9678,1377,7,9,0.3
9679,1377,8,9,0.1
9680,1377,9,9,0.3
9681,1377,10,9,0.2
9682,1377,11,9,0.1
9683,1377,12,9,0.2
9684,1377,13,9,0.2
9685,1377,14,9,0.3
9686,1377,15,9,0.1
9687,1377,16,9,0.1
9688,1377,17,9,0.2
9689,1377,18,9,0.3
9690,1377,19,9,0.2
9691,1377,20,9,0.9
9692,1377,21,9,0.3
9693,1377,22,9,0.3
9694,1377,23,9,0.1
9695,1377,24,9,0.1
9696,1377,25,9,0.4
9697,1377,26,9,1.3
9698,1377,27,9,0.9
9699,1377,28,9,1.0
9700,1377,29,9,0.2
9701,1377,30,9,0.2
9702,1377,31,9,
10850,1377,1,10,0.2
10851,1377,2,10,0.1
10852,1377,3,10,0.3
10853,1377,4,10,0.1
10854,1377,5,10,0.3
10855,1377,6,10,0.1
10856,1377,7,10,0.1
10857,1377,8,10,0.1
10858,1377,9,10,0.1
10859,1377,10,10,0.3
10860,1377,11,10,0.3
10861,1377,12,10,0.1
10862,1377,13,10,0.1
10863,1377,14,10,0.2
10864,1377,15,10,0.1
10865,1377,16,10,0.1
10866,1377,17,10,0.1
10867,1377,18,10,0.1
10868,1377,19,10,0.1
10869,1377,20,10,0.1
10870,1377,21,10,0.2
10871,1377,22,10,0.3
10872,1377,23,10,0.1
10873,1377,24,10,0.1
10874,1377,25,10,0.1
10875,1377,26,10,0.1
10876,1377,27,10,0.1
10877,1377,28,10,0.8
10878,1377,29,10,0.1
10879,1377,30,10,0.2
10880,1377,31,10,
12028,1377,1,11,0.1
12029,1377,2,11,0.6
12030,1377,3,11,0.3
12031,1377,4,11,0.1
12032,1377,5,11,0.1
12033,1377,6,11,0.1
12034,1377,7,11,0.2
12035,1377,8,11,0.2
12036,1377,9,11,0.2
12037,1377,10,11,0.1
12038,1377,11,11,0.1
12039,1377,12,11,0.1
12040,1377,13,11,0.1
12041,1377,14,11,0.3
12042,1377,15,11,0.1
12043,1377,16,11,0.1
12044,1377,17,11,0.1
12045,1377,18,11,0.1
12046,1377,19,11,0.9
12047,1377,20,11,1.8
12048,1377,21,11,1.7
12049,1377,22,11,0.6
12050,1377,23,11,0.6
12051,1377,24,11,0.8
12052,1377,25,11,1.0
12053,1377,26,11,1.0
12054,1377,27,11,0.8
12055,1377,28,11,0.3
12056,1377,29,11,0.1
12057,1377,30,11,0.9
12058,1377,31,11,
13206,1377,1,12,0.9
13207,1377,2,12,0.9
13208,1377,3,12,0.4
13209,1377,4,12,1.1
13210,1377,5,12,1.4
13211,1377,6,12,1.0
13212,1377,7,12,1.0
13213,1377,8,12,1.5
13214,1377,9,12,1.0
13215,1377,10,12,1.8
13216,1377,11,12,1.8
13217,1377,12,12,2.2
13218,1377,13,12,1.9
13219,1377,14,12,2.6
13220,1377,15,12,1.9
13221,1377,16,12,2.1
13222,1377,17,12,2.4
13223,1377,18,12,1.9
13224,1377,19,12,1.7
13225,1377,20,12,0.1
13226,1377,21,12,0.3
13227,1377,22,12,1.5
13228,1377,23,12,1.7
13229,1377,24,12,1.9
13230,1377,25,12,1.7
13231,1377,26,12,1.7
13232,1377,27,12,2.8
13233,1377,28,12,1.9
13234,1377,29,12,1.2
13235,1377,30,12,
13236,1377,31,12,
279,1378,1,1,1.4
280,1378,2,1,1.5
281,1378,3,1,1.8
282,1378,4,1,0.6
283,1378,5,1,1.1
284,1378,6,1,3.8
285,1378,7,1,1.0
286,1378,8,1,1.0
287,1378,9,1,1.9
288,1378,10,1,2.0
289,1378,11,1,1.7
290,1378,12,1,1.9
291,1378,13,1,3.2
292,1378,14,1,3.2
293,1378,15,1,3.6
294,1378,16,1,2.3
295,1378,17,1,1.1
296,1378,18,1,3.1
297,1378,19,1,1.8
298,1378,20,1,7.0
299,1378,21,1,0.1
300,1378,22,1,0.7
301,1378,23,1,2.5
302,1378,24,1,1.5
303,1378,25,1,2.7
304,1378,26,1,3.1
305,1378,27,1,2.5
306,1378,28,1,1.7
307,1378,29,1,2.8
308,1378,30,1,3.4
309,1378,31,1,1.1
1457,1378,1,2,0.5
1458,1378,2,2,4.7
1459,1378,3,2,2.8
1460,1378,4,2,4.0
1461,1378,5,2,2.8
1462,1378,6,2,2.8
1463,1378,7,2,2.6
1464,1378,8,2,3.1
1465,1378,9,2,2.4
1466,1378,10,2,1.9
1467,1378,11,2,1.7
1468,1378,12,2,1.9
1469,1378,13,2,2.1
1470,1378,14,2,1.8
1471,1378,15,2,2.7
1472,1378,16,2,3.5
1473,1378,17,2,2.9
1474,1378,18,2,2.3
1475,1378,19,2,3.2
1476,1378,20,2,5.7
1477,1378,21,2,2.6
1478,1378,22,2,2.0
1479,1378,23,2,3.5
1480,1378,24,2,4.5
1481,1378,25,2,4.9
1482,1378,26,2,4.1
1483,1378,27,2,4.5
1484,1378,28,2,3.4
1485,1378,29,2,4.5
1486,1378,30,2,6.4
1487,1378,31,2,2.4
2635,1378,1,3,5.1
2636,1378,2,3,5.5
2637,1378,3,3,2.7
2638,1378,4,3,5.3
2639,1378,5,3,4.5
2640,1378,6,3,4.4
2641,1378,7,3,4.9
2642,1378,8,3,4.5
2643,1378,9,3,3.4
2644,1378,10,3,4.3
2645,1378,11,3,5.9
2646,1378,12,3,3.6
2647,1378,13,3,4.9
2648,1378,14,3,4.1
2649,1378,15,3,4.7
2650,1378,16,3,5.4
2651,1378,17,3,6.7
2652,1378,18,3,4.9
2653,1378,19,3,3.7
2654,1378,20,3,6.5
2655,1378,21,3,4.5
2656,1378,22,3,5.2
2657,1378,23,3,4.0
2658,1378,24,3,4.5
2659,1378,25,3,4.9
2660,1378,26,3,3.9
2661,1378,27,3,3.3
2662,1378,28,3,2.7
2663,1378,29,3,5.3
2664,1378,30,3,5.5
2665,1378,31,3,6.1
3813,1378,1,4,4.8
3814,1378,2,4,4.4
3815,1378,3,4,3.4
3816,1378,4,4,3.8
3817,1378,5,4,3.6
3818,1378,6,4,3.6
3819,1378,7,4,2.7
3820,1378,8,4,4.7
3821,1378,9,4,4.1
3822,1378,10,4,4.0
3823,1378,11,4,4.9
3824,1378,12,4,4.4
3825,1378,13,4,5.2
3826,1378,14,4,6.6
3827,1378,15,4,5.5
3828,1378,16,4,6.6
3829,1378,17,4,5.3
3830,1378,18,4,5.2
3831,1378,19,4,5.2
3832,1378,20,4,4.5
3833,1378,21,4,5.6
3834,1378,22,4,4.6
3835,1378,23,4,7.6
3836,1378,24,4,5.7
3837,1378,25,4,5.3
3838,1378,26,4,6.6
3839,1378,27,4,5.3
3840,1378,28,4,6.1
3841,1378,29,4,8.0
3842,1378,30,4,5.7
3843,1378,31,4,5.4
4991,1378,1,5,5.8
4992,1378,2,5,5.4
4993,1378,3,5,5.1
4994,1378,4,5,5.9
4995,1378,5,5,5.3
4996,1378,6,5,5.3
4997,1378,7,5,5.8
4998,1378,8,5,4.4
4999,1378,9,5,4.8
5000,1378,10,5,4.7
5001,1378,11,5,4.8
5002,1378,12,5,4.9
5003,1378,13,5,9.3
5004,1378,14,5,4.6
5005,1378,15,5,4.5
5006,1378,16,5,4.3
5007,1378,17,5,4.4
5008,1378,18,5,2.6
5009,1378,19,5,4.2
5010,1378,20,5,4.2
5011,1378,21,5,4.4
5012,1378,22,5,2.9
5013,1378,23,5,4.4
5014,1378,24,5,3.6
5015,1378,25,5,5.3
5016,1378,26,5,4.0
5017,1378,27,5,3.6
5018,1378,28,5,3.6
5019,1378,29,5,3.6
5020,1378,30,5,3.8
5021,1378,31,5,3.6
6169,1378,1,6,5.3
6170,1378,2,6,4.1
6171,1378,3,6,4.5
6172,1378,4,6,4.1
6173,1378,5,6,5.2
6174,1378,6,6,4.6
6175,1378,7,6,3.5
6176,1378,8,6,3.7
6177,1378,9,6,3.7
6178,1378,10,6,4.0
6179,1378,11,6,3.3
6180,1378,12,6,3.7
6181,1378,13,6,3.0
6182,1378,14,6,3.3
6183,1378,15,6,2.8
6184,1378,16,6,4.5
6185,1378,17,6,3.4
6186,1378,18,6,4.4
6187,1378,19,6,4.5
6188,1378,20,6,4.4
6189,1378,21,6,5.3
6190,1378,22,6,3.8
6191,1378,23,6,4.7
6192,1378,24,6,2.8
6193,1378,25,6,3.0
6194,1378,26,6,3.1
6195,1378,27,6,3.6
6196,1378,28,6,5.2
6197,1378,29,6,5.6
6198,1378,30,6,3.3
6199,1378,31,6,3.3
7347,1378,1,7,3.6
7348,1378,2,7,3.4
7349,1378,3,7,3.7
7350,1378,4,7,3.2
7351,1378,5,7,3.4
7352,1378,6,7,3.4
7353,1378,7,7,3.5
7354,1378,8,7,2.9
7355,1378,9,7,3.1
7356,1378,10,7,3.7
7357,1378,11,7,3.2
7358,1378,12,7,3.8
7359,1378,13,7,3.8
7360,1378,14,7,3.1
7361,1378,15,7,3.9
7362,1378,16,7,3.5
7363,1378,17,7,3.8
7364,1378,18,7,2.6
7365,1378,19,7,3.4
7366,1378,20,7,2.4
7367,1378,21,7,1.0
7368,1378,22,7,1.7
7369,1378,23,7,1.7
7370,1378,24,7,4.2
7371,1378,25,7,4.4
7372,1378,26,7,4.0
7373,1378,27,7,3.6
7374,1378,28,7,3.5
7375,1378,29,7,3.1
7376,1378,30,7,3.1
7377,1378,31,7,
8525,1378,1,8,2.9
8526,1378,2,8,3.1
8527,1378,3,8,3.1
8528,1378,4,8,0.6
8529,1378,5,8,1.3
8530,1378,6,8,1.4
8531,1378,7,8,1.9
8532,1378,8,8,1.5
8533,1378,9,8,4.6
8534,1378,10,8,2.4
8535,1378,11,8,0.9
8536,1378,12,8,0.9
8537,1378,13,8,0.6
8538,1378,14,8,0.4
8539,1378,15,8,0.8
8540,1378,16,8,0.9
8541,1378,17,8,0.6
8542,1378,18,8,0.3
8543,1378,19,8,0.8
8544,1378,20,8,4.8
8545,1378,21,8,0.2
8546,1378,22,8,2.8
8547,1378,23,8,0.6
8548,1378,24,8,0.5
8549,1378,25,8,0.7
8550,1378,26,8,1.4
8551,1378,27,8,0.8
8552,1378,28,8,1.1
8553,1378,29,8,1.3
8554,1378,30,8,1.4
8555,1378,31,8,
9703,1378,1,9,3.5
9704,1378,2,9,0.8
9705,1378,3,9,1.2
9706,1378,4,9,2.7
9707,1378,5,9,0.2
9708,1378,6,9,0.2
9709,1378,7,9,0.2
9710,1378,8,9,0.3
9711,1378,9,9,0.4
9712,1378,10,9,0.8
9713,1378,11,9,0.5
9714,1378,12,9,0.5
9715,1378,13,9,0.8
9716,1378,14,9,0.5
9717,1378,15,9,0.7
9718,1378,16,9,0.5
9719,1378,17,9,0.8
9720,1378,18,9,0.3
9721,1378,19,9,0.3
9722,1378,20,9,0.6
9723,1378,21,9,0.3
9724,1378,22,9,0.2
9725,1378,23,9,0.3
9726,1378,24,9,0.2
