,sal,rooz,Month,golman_abShoor_EV
0,1368,1,1,0.9
1,1368,2,1,1.7
2,1368,3,1,2.6
3,1368,4,1,2.6
4,1368,5,1,0.9
5,1368,6,1,1.7
6,1368,7,1,4.4
7,1368,8,1,2.2
8,1368,9,1,1.7
9,1368,10,1,3.9
10,1368,11,1,5.2
11,1368,12,1,0.4
12,1368,13,1,0.7
13,1368,14,1,0.2
14,1368,15,1,0.5
15,1368,16,1,1.7
16,1368,17,1,5.2
17,1368,18,1,2.6
18,1368,19,1,0.9
19,1368,20,1,1.7
20,1368,21,1,1.7
21,1368,22,1,3.5
22,1368,23,1,3.1
23,1368,24,1,3.5
24,1368,25,1,3.5
25,1368,26,1,2.6
26,1368,27,1,2.6
27,1368,28,1,3.5
28,1368,29,1,3.1
29,1368,30,1,3.9
30,1368,31,1,2.6
1178,1368,1,2,5.2
1179,1368,2,2,
1180,1368,3,2,2.6
1181,1368,4,2,3.1
1182,1368,5,2,5.2
1183,1368,6,2,2.6
1184,1368,7,2,2.6
1185,1368,8,2,2.6
1186,1368,9,2,1.7
1187,1368,10,2,2.6
1188,1368,11,2,1.5
1189,1368,12,2,3.5
1190,1368,13,2,3.5
1191,1368,14,2,3.5
1192,1368,15,2,2.6
1193,1368,16,2,8.7
1194,1368,17,2,4.4
1195,1368,18,2,4.5
1196,1368,19,2,3.5
1197,1368,20,2,5.2
1198,1368,21,2,1.7
1199,1368,22,2,2.6
1200,1368,23,2,0.9
1201,1368,24,2,0.3
1202,1368,25,2,0.3
1203,1368,26,2,4.4
1204,1368,27,2,3.5
1205,1368,28,2,5.7
1206,1368,29,2,6.1
1207,1368,30,2,5.2
1208,1368,31,2,4.4
2356,1368,1,3,2.6
2357,1368,2,3,7.0
2358,1368,3,3,5.2
2359,1368,4,3,9.6
2360,1368,5,3,5.2
2361,1368,6,3,6.1
2362,1368,7,3,4.4
2363,1368,8,3,7.9
2364,1368,9,3,4.4
2365,1368,10,3,5.2
2366,1368,11,3,5.2
2367,1368,12,3,5.2
2368,1368,13,3,3.5
2369,1368,14,3,6.1
2370,1368,15,3,6.1
2371,1368,16,3,6.1
2372,1368,17,3,5.2
2373,1368,18,3,6.1
2374,1368,19,3,5.2
2375,1368,20,3,8.7
2376,1368,21,3,4.4
2377,1368,22,3,7.9
2378,1368,23,3,2.6
2379,1368,24,3,6.1
2380,1368,25,3,6.1
2381,1368,26,3,4.4
2382,1368,27,3,4.6
2383,1368,28,3,4.4
2384,1368,29,3,6.1
2385,1368,30,3,6.1
2386,1368,31,3,7.9
3534,1368,1,4,2.6
3535,1368,2,4,7.0
3536,1368,3,4,5.2
3537,1368,4,4,9.6
3538,1368,5,4,5.2
3539,1368,6,4,6.1
3540,1368,7,4,4.4
3541,1368,8,4,7.9
3542,1368,9,4,4.4
3543,1368,10,4,5.2
3544,1368,11,4,5.2
3545,1368,12,4,5.2
3546,1368,13,4,3.5
3547,1368,14,4,6.1
3548,1368,15,4,6.1
3549,1368,16,4,6.1
3550,1368,17,4,5.2
3551,1368,18,4,6.1
3552,1368,19,4,5.2
3553,1368,20,4,8.7
3554,1368,21,4,4.4
3555,1368,22,4,7.9
3556,1368,23,4,2.6
3557,1368,24,4,6.1
3558,1368,25,4,6.1
3559,1368,26,4,4.4
3560,1368,27,4,4.6
3561,1368,28,4,4.4
3562,1368,29,4,6.1
3563,1368,30,4,6.1
3564,1368,31,4,7.9
4712,1368,1,5,8.3
4713,1368,2,5,8.9
4714,1368,3,5,5.7
4715,1368,4,5,4.4
4716,1368,5,5,7.0
4717,1368,6,5,7.0
4718,1368,7,5,10.0
4719,1368,8,5,6.6
4720,1368,9,5,2.6
4721,1368,10,5,4.6
4722,1368,11,5,4.8
4723,1368,12,5,4.0
4724,1368,13,5,7.2
4725,1368,14,5,4.4
4726,1368,15,5,4.2
4727,1368,16,5,2.6
4728,1368,17,5,4.4
4729,1368,18,5,4.4
4730,1368,19,5,5.7
4731,1368,20,5,1.3
4732,1368,21,5,4.9
4733,1368,22,5,4.4
4734,1368,23,5,3.0
4735,1368,24,5,3.4
4736,1368,25,5,5.8
4737,1368,26,5,4.9
4738,1368,27,5,4.4
4739,1368,28,5,5.2
4740,1368,29,5,3.9
4741,1368,30,5,2.6
4742,1368,31,5,3.3
5890,1368,1,6,3.3
5891,1368,2,6,3.9
5892,1368,3,6,5.5
5893,1368,4,6,6.6
5894,1368,5,6,3.6
5895,1368,6,6,5.2
5896,1368,7,6,4.7
5897,1368,8,6,3.5
5898,1368,9,6,3.9
5899,1368,10,6,3.9
5900,1368,11,6,4.7
5901,1368,12,6,6.6
5902,1368,13,6,3.2
5903,1368,14,6,3.5
5904,1368,15,6,3.2
5905,1368,16,6,3.7
5906,1368,17,6,3.8
5907,1368,18,6,4.8
5908,1368,19,6,3.9
5909,1368,20,6,3.9
5910,1368,21,6,2.9
5911,1368,22,6,3.9
5912,1368,23,6,3.8
5913,1368,24,6,3.9
5914,1368,25,6,3.7
5915,1368,26,6,3.1
5916,1368,27,6,3.0
5917,1368,28,6,2.6
5918,1368,29,6,4.4
5919,1368,30,6,5.2
5920,1368,31,6,4.4
7068,1368,1,7,4.0
7069,1368,2,7,2.6
7070,1368,3,7,3.8
7071,1368,4,7,2.4
7072,1368,5,7,3.1
7073,1368,6,7,4.4
7074,1368,7,7,2.6
7075,1368,8,7,2.6
7076,1368,9,7,4.4
7077,1368,10,7,6.1
7078,1368,11,7,6.1
7079,1368,12,7,5.2
7080,1368,13,7,4.4
7081,1368,14,7,7.0
7082,1368,15,7,8.7
7083,1368,16,7,7.9
7084,1368,17,7,4.4
7085,1368,18,7,3.1
7086,1368,19,7,3.9
7087,1368,20,7,3.8
7088,1368,21,7,3.5
7089,1368,22,7,3.8
7090,1368,23,7,3.1
7091,1368,24,7,2.6
7092,1368,25,7,2.6
7093,1368,26,7,2.6
7094,1368,27,7,2.6
7095,1368,28,7,4.5
7096,1368,29,7,3.5
7097,1368,30,7,0.4
7098,1368,31,7,
8246,1368,1,8,2.6
8247,1368,2,8,2.6
8248,1368,3,8,0.9
8249,1368,4,8,1.5
8250,1368,5,8,0.9
8251,1368,6,8,1.7
8252,1368,7,8,2.2
8253,1368,8,8,4.9
8254,1368,9,8,0.9
8255,1368,10,8,1.3
8256,1368,11,8,0.9
8257,1368,12,8,1.3
8258,1368,13,8,1.7
8259,1368,14,8,1.3
8260,1368,15,8,0.4
8261,1368,16,8,
8262,1368,17,8,
8263,1368,18,8,0.4
8264,1368,19,8,
8265,1368,20,8,6.1
8266,1368,21,8,
8267,1368,22,8,
8268,1368,23,8,1.0
8269,1368,24,8,0.2
8270,1368,25,8,0.9
8271,1368,26,8,1.0
8272,1368,27,8,1.9
8273,1368,28,8,1.5
8274,1368,29,8,0.9
8275,1368,30,8,0.4
8276,1368,31,8,
9424,1368,1,9,2.6
9425,1368,2,9,2.6
9426,1368,3,9,0.9
9427,1368,4,9,1.7
9428,1368,5,9,1.7
9429,1368,6,9,2.2
9430,1368,7,9,1.0
9431,1368,8,9,1.7
9432,1368,9,9,0.9
9433,1368,10,9,1.5
9434,1368,11,9,1.5
9435,1368,12,9,5.2
9436,1368,13,9,
9437,1368,14,9,0.1
9438,1368,15,9,
9439,1368,16,9,0.4
9440,1368,17,9,
9441,1368,18,9,
9442,1368,19,9,1.3
9443,1368,20,9,0.3
9444,1368,21,9,1.3
9445,1368,22,9,1.1
9446,1368,23,9,1.0
9447,1368,24,9,1.3
9448,1368,25,9,
9449,1368,26,9,0.9
9450,1368,27,9,0.4
9451,1368,28,9,0.4
9452,1368,29,9,0.9
9453,1368,30,9,0.9
9454,1368,31,9,
10602,1368,1,10,
10603,1368,2,10,
10604,1368,3,10,
10605,1368,4,10,
10606,1368,5,10,0.2
10607,1368,6,10,0.7
10608,1368,7,10,0.1
10609,1368,8,10,0.9
10610,1368,9,10,0.4
10611,1368,10,10,0.4
10612,1368,11,10,0.1
10613,1368,12,10,1.3
10614,1368,13,10,
10615,1368,14,10,0.3
10616,1368,15,10,
10617,1368,16,10,
10618,1368,17,10,
10619,1368,18,10,0.9
10620,1368,19,10,
10621,1368,20,10,0.4
10622,1368,21,10,
10623,1368,22,10,
10624,1368,23,10,1.7
10625,1368,24,10,
10626,1368,25,10,
10627,1368,26,10,0.9
10628,1368,27,10,
10629,1368,28,10,
10630,1368,29,10,
10631,1368,30,10,
10632,1368,31,10,
11780,1368,1,11,0.9
11781,1368,2,11,0.3
11782,1368,3,11,
11783,1368,4,11,0.4
11784,1368,5,11,0.3
11785,1368,6,11,0.1
11786,1368,7,11,
11787,1368,8,11,
11788,1368,9,11,
11789,1368,10,11,
11790,1368,11,11,1.7
11791,1368,12,11,
11792,1368,13,11,2.1
11793,1368,14,11,1.1
11794,1368,15,11,0.4
11795,1368,16,11,0.1
11796,1368,17,11,0.4
11797,1368,18,11,0.9
11798,1368,19,11,0.4
11799,1368,20,11,
11800,1368,21,11,0.6
11801,1368,22,11,0.6
11802,1368,23,11,
11803,1368,24,11,
11804,1368,25,11,
11805,1368,26,11,0.1
11806,1368,27,11,
11807,1368,28,11,
11808,1368,29,11,
11809,1368,30,11,2.4
11810,1368,31,11,
12958,1368,1,12,0.1
12959,1368,2,12,1.3
12960,1368,3,12,
12961,1368,4,12,1.3
12962,1368,5,12,
12963,1368,6,12,1.2
12964,1368,7,12,2.2
12965,1368,8,12,0.4
12966,1368,9,12,1.3
12967,1368,10,12,1.7
12968,1368,11,12,1.7
12969,1368,12,12,0.9
12970,1368,13,12,0.9
12971,1368,14,12,1.3
12972,1368,15,12,0.6
12973,1368,16,12,
12974,1368,17,12,0.4
12975,1368,18,12,0.9
12976,1368,19,12,
12977,1368,20,12,
12978,1368,21,12,0.4
12979,1368,22,12,0.9
12980,1368,23,12,2.4
12981,1368,24,12,0.7
12982,1368,25,12,
12983,1368,26,12,0.9
12984,1368,27,12,1.7
12985,1368,28,12,1.7
12986,1368,29,12,1.7
12987,1368,30,12,0.1
12988,1368,31,12,
31,1369,1,1,
32,1369,2,1,0.9
33,1369,3,1,2.6
34,1369,4,1,1.0
35,1369,5,1,
36,1369,6,1,
37,1369,7,1,0.4
38,1369,8,1,
39,1369,9,1,1.3
40,1369,10,1,1.3
41,1369,11,1,0.9
42,1369,12,1,1.7
43,1369,13,1,0.4
44,1369,14,1,0.9
45,1369,15,1,1.4
46,1369,16,1,0.4
47,1369,17,1,0.7
48,1369,18,1,0.9
49,1369,19,1,0.9
50,1369,20,1,1.1
51,1369,21,1,1.1
52,1369,22,1,1.3
53,1369,23,1,1.3
54,1369,24,1,0.1
55,1369,25,1,0.4
56,1369,26,1,0.2
57,1369,27,1,2.2
58,1369,28,1,4.4
59,1369,29,1,0.4
60,1369,30,1,1.7
61,1369,31,1,1.0
1209,1369,1,2,1.1
1210,1369,2,2,1.9
1211,1369,3,2,1.7
1212,1369,4,2,2.0
1213,1369,5,2,1.9
1214,1369,6,2,2.9
1215,1369,7,2,1.7
1216,1369,8,2,2.4
1217,1369,9,2,4.4
1218,1369,10,2,1.5
1219,1369,11,2,2.0
1220,1369,12,2,3.5
1221,1369,13,2,1.5
1222,1369,14,2,1.7
1223,1369,15,2,1.7
1224,1369,16,2,2.0
1225,1369,17,2,3.1
1226,1369,18,2,2.6
1227,1369,19,2,3.1
1228,1369,20,2,3.0
1229,1369,21,2,2.5
1230,1369,22,2,2.6
1231,1369,23,2,3.5
1232,1369,24,2,3.5
1233,1369,25,2,2.9
1234,1369,26,2,2.1
1235,1369,27,2,3.2
1236,1369,28,2,3.9
1237,1369,29,2,4.4
1238,1369,30,2,4.4
1239,1369,31,2,4.4
2387,1369,1,3,2.8
2388,1369,2,3,1.1
2389,1369,3,3,1.1
2390,1369,4,3,1.5
2391,1369,5,3,2.6
2392,1369,6,3,3.1
2393,1369,7,3,3.0
2394,1369,8,3,4.4
2395,1369,9,3,3.3
2396,1369,10,3,3.5
2397,1369,11,3,3.8
2398,1369,12,3,3.6
2399,1369,13,3,3.3
2400,1369,14,3,3.1
2401,1369,15,3,3.5
2402,1369,16,3,3.9
2403,1369,17,3,3.1
2404,1369,18,3,2.2
2405,1369,19,3,2.5
2406,1369,20,3,2.2
2407,1369,21,3,2.1
2408,1369,22,3,3.1
2409,1369,23,3,3.1
2410,1369,24,3,2.5
2411,1369,25,3,2.2
2412,1369,26,3,1.1
2413,1369,27,3,3.1
2414,1369,28,3,3.1
2415,1369,29,3,2.8
2416,1369,30,3,3.1
2417,1369,31,3,2.6
3565,1369,1,4,2.6
3566,1369,2,4,3.1
3567,1369,3,4,3.7
3568,1369,4,4,3.1
3569,1369,5,4,2.6
3570,1369,6,4,3.8
3571,1369,7,4,4.4
3572,1369,8,4,3.8
3573,1369,9,4,4.0
3574,1369,10,4,4.5
3575,1369,11,4,3.3
3576,1369,12,4,3.8
3577,1369,13,4,5.1
3578,1369,14,4,4.9
3579,1369,15,4,5.0
3580,1369,16,4,4.6
3581,1369,17,4,4.6
3582,1369,18,4,4.5
3583,1369,19,4,5.1
3584,1369,20,4,4.4
3585,1369,21,4,5.2
3586,1369,22,4,4.5
3587,1369,23,4,4.7
3588,1369,24,4,4.6
3589,1369,25,4,5.0
3590,1369,26,4,5.0
3591,1369,27,4,4.7
3592,1369,28,4,5.0
3593,1369,29,4,6.0
3594,1369,30,4,5.6
3595,1369,31,4,5.9
4743,1369,1,5,5.1
4744,1369,2,5,5.1
4745,1369,3,5,4.9
4746,1369,4,5,4.6
4747,1369,5,5,4.8
4748,1369,6,5,4.6
4749,1369,7,5,5.5
4750,1369,8,5,4.4
4751,1369,9,5,3.3
4752,1369,10,5,3.1
4753,1369,11,5,4.4
4754,1369,12,5,4.8
4755,1369,13,5,5.1
4756,1369,14,5,5.3
4757,1369,15,5,3.9
4758,1369,16,5,3.7
4759,1369,17,5,4.0
4760,1369,18,5,4.2
4761,1369,19,5,3.3
4762,1369,20,5,3.1
4763,1369,21,5,1.5
4764,1369,22,5,2.5
4765,1369,23,5,3.7
4766,1369,24,5,3.1
4767,1369,25,5,3.1
4768,1369,26,5,2.2
4769,1369,27,5,2.6
4770,1369,28,5,2.0
4771,1369,29,5,2.2
4772,1369,30,5,2.5
4773,1369,31,5,2.3
5921,1369,1,6,
5922,1369,2,6,
5923,1369,3,6,
5924,1369,4,6,
5925,1369,5,6,
5926,1369,6,6,
5927,1369,7,6,
5928,1369,8,6,
5929,1369,9,6,
5930,1369,10,6,
5931,1369,11,6,
5932,1369,12,6,
5933,1369,13,6,
5934,1369,14,6,
5935,1369,15,6,
5936,1369,16,6,
5937,1369,17,6,
5938,1369,18,6,
5939,1369,19,6,
5940,1369,20,6,
5941,1369,21,6,
5942,1369,22,6,
5943,1369,23,6,
5944,1369,24,6,
5945,1369,25,6,
5946,1369,26,6,
5947,1369,27,6,
5948,1369,28,6,
5949,1369,29,6,
5950,1369,30,6,
5951,1369,31,6,
7099,1369,1,7,2.6
7100,1369,2,7,4.8
7101,1369,3,7,3.8
7102,1369,4,7,3.9
7103,1369,5,7,2.2
7104,1369,6,7,3.6
7105,1369,7,7,2.1
7106,1369,8,7,4.8
7107,1369,9,7,3.1
7108,1369,10,7,1.7
7109,1369,11,7,2.4
7110,1369,12,7,2.5
7111,1369,13,7,2.6
7112,1369,14,7,3.9
7113,1369,15,7,3.3
7114,1369,16,7,2.6
7115,1369,17,7,2.6
7116,1369,18,7,2.4
7117,1369,19,7,2.8
7118,1369,20,7,2.2
7119,1369,21,7,2.8
7120,1369,22,7,0.9
7121,1369,23,7,0.2
7122,1369,24,7,3.8
7123,1369,25,7,0.4
7124,1369,26,7,1.3
7125,1369,27,7,0.9
7126,1369,28,7,0.2
7127,1369,29,7,1.4
7128,1369,30,7,
7129,1369,31,7,
8277,1369,1,8,0.6
8278,1369,2,8,
8279,1369,3,8,
8280,1369,4,8,1.5
8281,1369,5,8,0.8
8282,1369,6,8,
8283,1369,7,8,1.3
8284,1369,8,8,1.7
8285,1369,9,8,1.3
8286,1369,10,8,0.9
8287,1369,11,8,1.4
8288,1369,12,8,0.9
8289,1369,13,8,1.3
8290,1369,14,8,0.4
8291,1369,15,8,1.8
8292,1369,16,8,0.2
8293,1369,17,8,0.6
8294,1369,18,8,2.4
8295,1369,19,8,2.2
8296,1369,20,8,0.2
8297,1369,21,8,0.4
8298,1369,22,8,0.6
8299,1369,23,8,0.4
8300,1369,24,8,0.2
8301,1369,25,8,0.3
8302,1369,26,8,0.1
8303,1369,27,8,0.4
8304,1369,28,8,0.3
8305,1369,29,8,0.4
8306,1369,30,8,0.1
8307,1369,31,8,
9455,1369,1,9,0.1
9456,1369,2,9,0.4
9457,1369,3,9,0.2
9458,1369,4,9,0.4
9459,1369,5,9,
9460,1369,6,9,0.1
9461,1369,7,9,
9462,1369,8,9,0.2
9463,1369,9,9,
9464,1369,10,9,0.2
9465,1369,11,9,
9466,1369,12,9,0.1
9467,1369,13,9,
9468,1369,14,9,0.8
9469,1369,15,9,0.3
9470,1369,16,9,0.1
9471,1369,17,9,0.4
9472,1369,18,9,0.1
9473,1369,19,9,0.1
9474,1369,20,9,0.1
9475,1369,21,9,0.2
9476,1369,22,9,0.2
9477,1369,23,9,0.1
9478,1369,24,9,0.1
9479,1369,25,9,
9480,1369,26,9,
9481,1369,27,9,0.6
9482,1369,28,9,0.7
9483,1369,29,9,0.1
9484,1369,30,9,
9485,1369,31,9,
10633,1369,1,10,0.8
10634,1369,2,10,
10635,1369,3,10,
10636,1369,4,10,0.2
10637,1369,5,10,
10638,1369,6,10,
10639,1369,7,10,
10640,1369,8,10,
10641,1369,9,10,
10642,1369,10,10,
10643,1369,11,10,
10644,1369,12,10,0.1
10645,1369,13,10,
10646,1369,14,10,
10647,1369,15,10,
10648,1369,16,10,0.1
10649,1369,17,10,
10650,1369,18,10,0.2
10651,1369,19,10,
10652,1369,20,10,
10653,1369,21,10,
10654,1369,22,10,0.1
10655,1369,23,10,
10656,1369,24,10,0.1
10657,1369,25,10,
10658,1369,26,10,
10659,1369,27,10,0.1
10660,1369,28,10,0.1
10661,1369,29,10,
10662,1369,30,10,
10663,1369,31,10,
11811,1369,1,11,
11812,1369,2,11,0.2
11813,1369,3,11,0.1
11814,1369,4,11,
11815,1369,5,11,
11816,1369,6,11,
11817,1369,7,11,
11818,1369,8,11,0.1
11819,1369,9,11,
11820,1369,10,11,0.2
11821,1369,11,11,0.1
11822,1369,12,11,0.1
11823,1369,13,11,0.1
11824,1369,14,11,
11825,1369,15,11,0.3
11826,1369,16,11,
11827,1369,17,11,0.1
11828,1369,18,11,
11829,1369,19,11,
11830,1369,20,11,
11831,1369,21,11,0.1
11832,1369,22,11,
11833,1369,23,11,0.2
11834,1369,24,11,
11835,1369,25,11,0.2
11836,1369,26,11,0.1
11837,1369,27,11,0.1
11838,1369,28,11,0.2
11839,1369,29,11,0.3
11840,1369,30,11,0.3
11841,1369,31,11,
12989,1369,1,12,
12990,1369,2,12,0.2
12991,1369,3,12,
12992,1369,4,12,
12993,1369,5,12,0.3
12994,1369,6,12,
12995,1369,7,12,0.4
12996,1369,8,12,1.3
12997,1369,9,12,0.1
12998,1369,10,12,0.1
12999,1369,11,12,0.2
13000,1369,12,12,
13001,1369,13,12,0.4
13002,1369,14,12,0.5
13003,1369,15,12,
13004,1369,16,12,
13005,1369,17,12,
13006,1369,18,12,0.1
13007,1369,19,12,0.5
13008,1369,20,12,
13009,1369,21,12,0.5
13010,1369,22,12,0.7
13011,1369,23,12,0.2
13012,1369,24,12,0.1
13013,1369,25,12,0.4
13014,1369,26,12,
13015,1369,27,12,0.7
13016,1369,28,12,0.2
13017,1369,29,12,0.9
13018,1369,30,12,
13019,1369,31,12,
62,1370,1,1,
63,1370,2,1,
64,1370,3,1,
65,1370,4,1,
66,1370,5,1,
67,1370,6,1,1.8
68,1370,7,1,3.4
69,1370,8,1,3.5
70,1370,9,1,4.3
71,1370,10,1,4.0
72,1370,11,1,4.3
73,1370,12,1,3.1
74,1370,13,1,3.2
75,1370,14,1,3.2
76,1370,15,1,4.0
77,1370,16,1,3.8
78,1370,17,1,2.9
79,1370,18,1,3.7
80,1370,19,1,2.6
81,1370,20,1,3.5
82,1370,21,1,5.1
83,1370,22,1,4.5
84,1370,23,1,5.3
85,1370,24,1,5.9
86,1370,25,1,3.5
87,1370,26,1,3.3
88,1370,27,1,5.2
89,1370,28,1,4.4
90,1370,29,1,4.1
91,1370,30,1,4.4
92,1370,31,1,2.9
1240,1370,1,2,7.5
1241,1370,2,2,6.1
1242,1370,3,2,5.1
1243,1370,4,2,4.8
1244,1370,5,2,4.4
1245,1370,6,2,5.1
1246,1370,7,2,5.8
1247,1370,8,2,5.9
1248,1370,9,2,6.6
1249,1370,10,2,4.5
1250,1370,11,2,3.4
1251,1370,12,2,1.3
1252,1370,13,2,1.0
1253,1370,14,2,0.8
1254,1370,15,2,3.7
1255,1370,16,2,3.2
1256,1370,17,2,3.5
1257,1370,18,2,2.1
1258,1370,19,2,1.7
1259,1370,20,2,1.9
1260,1370,21,2,1.6
1261,1370,22,2,2.6
1262,1370,23,2,2.6
1263,1370,24,2,4.9
1264,1370,25,2,5.0
1265,1370,26,2,4.5
1266,1370,27,2,3.9
1267,1370,28,2,6.1
1268,1370,29,2,7.0
1269,1370,30,2,6.1
1270,1370,31,2,6.9
2418,1370,1,3,3.5
2419,1370,2,3,4.4
2420,1370,3,3,4.4
2421,1370,4,3,5.2
2422,1370,5,3,2.5
2423,1370,6,3,7.2
2424,1370,7,3,4.9
2425,1370,8,3,6.1
2426,1370,9,3,7.4
2427,1370,10,3,6.1
2428,1370,11,3,7.4
2429,1370,12,3,8.0
2430,1370,13,3,6.1
2431,1370,14,3,7.0
2432,1370,15,3,6.1
2433,1370,16,3,7.0
2434,1370,17,3,7.6
2435,1370,18,3,7.0
2436,1370,19,3,8.7
2437,1370,20,3,6.1
2438,1370,21,3,6.4
2439,1370,22,3,9.6
2440,1370,23,3,6.3
2441,1370,24,3,8.7
2442,1370,25,3,6.0
2443,1370,26,3,7.5
2444,1370,27,3,6.3
2445,1370,28,3,6.3
2446,1370,29,3,6.6
2447,1370,30,3,7.0
2448,1370,31,3,7.0
3596,1370,1,4,7.0
3597,1370,2,4,7.9
3598,1370,3,4,8.3
3599,1370,4,4,7.9
3600,1370,5,4,7.9
3601,1370,6,4,7.9
3602,1370,7,4,8.3
3603,1370,8,4,8.7
3604,1370,9,4,9.6
3605,1370,10,4,7.4
3606,1370,11,4,7.9
3607,1370,12,4,11.3
3608,1370,13,4,9.0
3609,1370,14,4,9.2
3610,1370,15,4,8.7
3611,1370,16,4,11.3
3612,1370,17,4,9.3
3613,1370,18,4,8.7
3614,1370,19,4,10.1
3615,1370,20,4,7.9
3616,1370,21,4,8.7
3617,1370,22,4,7.9
3618,1370,23,4,7.9
3619,1370,24,4,7.9
3620,1370,25,4,9.2
3621,1370,26,4,13.1
3622,1370,27,4,9.6
3623,1370,28,4,10.5
3624,1370,29,4,9.6
3625,1370,30,4,8.5
3626,1370,31,4,7.9
4774,1370,1,5,9.6
4775,1370,2,5,10.5
4776,1370,3,5,9.6
4777,1370,4,5,8.7
4778,1370,5,5,8.6
4779,1370,6,5,8.3
4780,1370,7,5,7.9
4781,1370,8,5,8.7
4782,1370,9,5,9.6
4783,1370,10,5,8.7
4784,1370,11,5,10.5
4785,1370,12,5,9.6
4786,1370,13,5,8.7
4787,1370,14,5,8.0
4788,1370,15,5,9.6
4789,1370,16,5,9.2
4790,1370,17,5,9.4
4791,1370,18,5,10.1
4792,1370,19,5,6.5
4793,1370,20,5,3.9
4794,1370,21,5,8.7
4795,1370,22,5,7.9
4796,1370,23,5,9.2
4797,1370,24,5,7.0
4798,1370,25,5,7.9
4799,1370,26,5,8.7
4800,1370,27,5,10.5
4801,1370,28,5,9.6
4802,1370,29,5,8.3
4803,1370,30,5,7.9
4804,1370,31,5,8.7
5952,1370,1,6,9.6
5953,1370,2,6,12.3
5954,1370,3,6,8.7
5955,1370,4,6,7.0
5956,1370,5,6,8.7
5957,1370,6,6,6.6
5958,1370,7,6,9.6
5959,1370,8,6,4.5
5960,1370,9,6,7.4
5961,1370,10,6,7.9
5962,1370,11,6,6.6
5963,1370,12,6,9.2
5964,1370,13,6,10.5
5965,1370,14,6,8.3
5966,1370,15,6,7.0
5967,1370,16,6,7.2
5968,1370,17,6,6.6
5969,1370,18,6,7.6
5970,1370,19,6,8.3
5971,1370,20,6,5.9
5972,1370,21,6,6.6
5973,1370,22,6,4.1
5974,1370,23,6,6.1
5975,1370,24,6,7.9
5976,1370,25,6,5.7
5977,1370,26,6,7.0
5978,1370,27,6,6.7
5979,1370,28,6,6.6
5980,1370,29,6,6.1
5981,1370,30,6,6.4
5982,1370,31,6,5.7
7130,1370,1,7,
7131,1370,2,7,
7132,1370,3,7,
7133,1370,4,7,
7134,1370,5,7,
7135,1370,6,7,
7136,1370,7,7,
7137,1370,8,7,
7138,1370,9,7,
7139,1370,10,7,
7140,1370,11,7,
7141,1370,12,7,
7142,1370,13,7,
7143,1370,14,7,
7144,1370,15,7,
7145,1370,16,7,
7146,1370,17,7,
7147,1370,18,7,
7148,1370,19,7,
7149,1370,20,7,
7150,1370,21,7,
7151,1370,22,7,
7152,1370,23,7,
7153,1370,24,7,
7154,1370,25,7,
7155,1370,26,7,
7156,1370,27,7,
7157,1370,28,7,
7158,1370,29,7,
7159,1370,30,7,
7160,1370,31,7,
8308,1370,1,8,1.5
8309,1370,2,8,1.1
8310,1370,3,8,1.5
8311,1370,4,8,2.7
8312,1370,5,8,2.8
8313,1370,6,8,3.2
8314,1370,7,8,1.8
8315,1370,8,8,2.2
8316,1370,9,8,2.0
8317,1370,10,8,2.5
8318,1370,11,8,1.1
8319,1370,12,8,0.8
8320,1370,13,8,1.3
8321,1370,14,8,0.1
8322,1370,15,8,0.3
8323,1370,16,8,0.4
8324,1370,17,8,1.5
8325,1370,18,8,1.3
8326,1370,19,8,1.5
8327,1370,20,8,1.7
8328,1370,21,8,1.5
8329,1370,22,8,1.9
8330,1370,23,8,1.9
8331,1370,24,8,1.7
8332,1370,25,8,2.2
8333,1370,26,8,2.5
8334,1370,27,8,2.2
8335,1370,28,8,3.0
8336,1370,29,8,2.5
8337,1370,30,8,3.1
8338,1370,31,8,
9486,1370,1,9,2.5
9487,1370,2,9,1.3
9488,1370,3,9,1.3
9489,1370,4,9,1.4
9490,1370,5,9,0.4
9491,1370,6,9,
9492,1370,7,9,
9493,1370,8,9,
9494,1370,9,9,
9495,1370,10,9,
9496,1370,11,9,
9497,1370,12,9,
9498,1370,13,9,
9499,1370,14,9,
9500,1370,15,9,
9501,1370,16,9,
9502,1370,17,9,
9503,1370,18,9,
9504,1370,19,9,
9505,1370,20,9,
9506,1370,21,9,
9507,1370,22,9,
9508,1370,23,9,
9509,1370,24,9,
9510,1370,25,9,
9511,1370,26,9,
9512,1370,27,9,
9513,1370,28,9,
9514,1370,29,9,
9515,1370,30,9,
9516,1370,31,9,
10664,1370,1,10,
10665,1370,2,10,
10666,1370,3,10,
10667,1370,4,10,
10668,1370,5,10,
10669,1370,6,10,
10670,1370,7,10,
10671,1370,8,10,
10672,1370,9,10,
10673,1370,10,10,
10674,1370,11,10,
10675,1370,12,10,
10676,1370,13,10,
10677,1370,14,10,
10678,1370,15,10,
10679,1370,16,10,
10680,1370,17,10,
10681,1370,18,10,
10682,1370,19,10,
10683,1370,20,10,
10684,1370,21,10,
10685,1370,22,10,
10686,1370,23,10,
10687,1370,24,10,
10688,1370,25,10,
10689,1370,26,10,
10690,1370,27,10,
10691,1370,28,10,
10692,1370,29,10,
10693,1370,30,10,
10694,1370,31,10,
11842,1370,1,11,
11843,1370,2,11,
11844,1370,3,11,
11845,1370,4,11,
