,sal,rooz,Month,chehrig_olia_EV
13759,1387,14,9,0.4
13760,1387,14,9,0.4
13761,1387,15,9,3.5
13762,1387,15,9,3.5
13763,1387,16,9,0.0
13764,1387,16,9,0.0
13765,1387,17,9,0.0
13766,1387,17,9,0.0
13767,1387,18,9,0.4
13768,1387,18,9,0.4
13769,1387,19,9,0.4
13770,1387,19,9,0.4
13771,1387,20,9,0.0
13772,1387,20,9,0.0
13773,1387,21,9,0.0
13774,1387,21,9,0.0
13775,1387,22,9,0.0
13776,1387,22,9,0.0
13777,1387,23,9,0.0
13778,1387,23,9,0.0
13779,1387,24,9,0.0
13780,1387,24,9,0.0
13781,1387,25,9,0.0
13782,1387,25,9,0.0
13783,1387,26,9,0.0
13784,1387,26,9,0.0
13785,1387,27,9,0.0
13786,1387,27,9,0.0
13787,1387,28,9,0.0
13788,1387,28,9,0.0
13789,1387,29,9,0.0
13790,1387,29,9,0.0
13791,1387,30,9,0.0
13792,1387,30,9,0.0
13793,1387,31,9,
13794,1387,31,9,
15314,1387,1,10,0.0
15315,1387,1,10,0.0
15316,1387,2,10,0.0
15317,1387,2,10,0.0
15318,1387,3,10,0.0
15319,1387,3,10,0.0
15320,1387,4,10,0.0
15321,1387,4,10,0.0
15322,1387,5,10,0.0
15323,1387,5,10,0.0
15324,1387,6,10,0.0
15325,1387,6,10,0.0
15326,1387,7,10,0.0
15327,1387,7,10,0.0
15328,1387,8,10,0.0
15329,1387,8,10,0.0
15330,1387,9,10,0.0
15331,1387,9,10,0.0
15332,1387,10,10,0.0
15333,1387,10,10,0.0
15334,1387,11,10,0.0
15335,1387,11,10,0.0
15336,1387,12,10,0.0
15337,1387,12,10,0.0
15338,1387,13,10,0.0
15339,1387,13,10,0.0
15340,1387,14,10,0.0
15341,1387,14,10,0.0
15342,1387,15,10,0.0
15343,1387,15,10,0.0
15344,1387,16,10,0.0
15345,1387,16,10,0.0
15346,1387,17,10,0.0
15347,1387,17,10,0.0
15348,1387,18,10,0.0
15349,1387,18,10,0.0
15350,1387,19,10,0.0
15351,1387,19,10,0.0
15352,1387,20,10,0.0
15353,1387,20,10,0.0
15354,1387,21,10,0.0
15355,1387,21,10,0.0
15356,1387,22,10,0.0
15357,1387,22,10,0.0
15358,1387,23,10,0.0
15359,1387,23,10,0.0
15360,1387,24,10,0.0
15361,1387,24,10,0.0
15362,1387,25,10,0.0
15363,1387,25,10,0.0
15364,1387,26,10,0.0
15365,1387,26,10,0.0
15366,1387,27,10,0.0
15367,1387,27,10,0.0
15368,1387,28,10,0.0
15369,1387,28,10,0.0
15370,1387,29,10,0.0
15371,1387,29,10,0.0
15372,1387,30,10,0.0
15373,1387,30,10,0.0
15374,1387,31,10,
15375,1387,31,10,
16895,1387,1,11,0.0
16896,1387,1,11,0.0
16897,1387,2,11,0.0
16898,1387,2,11,0.0
16899,1387,3,11,0.0
16900,1387,3,11,0.0
16901,1387,4,11,0.0
16902,1387,4,11,0.0
16903,1387,5,11,0.0
16904,1387,5,11,0.0
16905,1387,6,11,0.0
16906,1387,6,11,0.0
16907,1387,7,11,0.0
16908,1387,7,11,0.0
16909,1387,8,11,0.0
16910,1387,8,11,0.0
16911,1387,9,11,0.0
16912,1387,9,11,0.0
16913,1387,10,11,0.0
16914,1387,10,11,0.0
16915,1387,11,11,0.0
16916,1387,11,11,0.0
16917,1387,12,11,0.0
16918,1387,12,11,0.0
16919,1387,13,11,0.0
16920,1387,13,11,0.0
16921,1387,14,11,0.0
16922,1387,14,11,0.0
16923,1387,15,11,0.0
16924,1387,15,11,0.0
16925,1387,16,11,0.0
16926,1387,16,11,0.0
16927,1387,17,11,0.0
16928,1387,17,11,0.0
16929,1387,18,11,0.0
16930,1387,18,11,0.0
16931,1387,19,11,0.0
16932,1387,19,11,0.0
16933,1387,20,11,0.0
16934,1387,20,11,0.0
16935,1387,21,11,0.0
16936,1387,21,11,0.0
16937,1387,22,11,0.0
16938,1387,22,11,0.0
16939,1387,23,11,0.0
16940,1387,23,11,0.0
16941,1387,24,11,0.0
16942,1387,24,11,0.0
16943,1387,25,11,0.0
16944,1387,25,11,0.0
16945,1387,26,11,0.0
16946,1387,26,11,0.0
16947,1387,27,11,0.0
16948,1387,27,11,0.0
16949,1387,28,11,0.0
16950,1387,28,11,0.0
16951,1387,29,11,0.0
16952,1387,29,11,0.0
16953,1387,30,11,0.0
16954,1387,30,11,0.0
16955,1387,31,11,
16956,1387,31,11,
18476,1387,1,12,0.0
18477,1387,1,12,0.0
18478,1387,2,12,0.0
18479,1387,2,12,0.0
18480,1387,3,12,0.0
18481,1387,3,12,0.0
18482,1387,4,12,0.0
18483,1387,4,12,0.0
18484,1387,5,12,0.0
18485,1387,5,12,0.0
18486,1387,6,12,0.0
18487,1387,6,12,0.0
18488,1387,7,12,0.0
18489,1387,7,12,0.0
18490,1387,8,12,0.0
18491,1387,8,12,0.0
18492,1387,9,12,0.0
18493,1387,9,12,0.0
18494,1387,10,12,0.0
18495,1387,10,12,0.0
18496,1387,11,12,0.0
18497,1387,11,12,0.0
18498,1387,12,12,0.0
18499,1387,12,12,0.0
18500,1387,13,12,0.0
18501,1387,13,12,0.0
18502,1387,14,12,0.0
18503,1387,14,12,0.0
18504,1387,15,12,0.0
18505,1387,15,12,0.0
18506,1387,16,12,0.0
18507,1387,16,12,0.0
18508,1387,17,12,0.0
18509,1387,17,12,0.0
18510,1387,18,12,0.0
18511,1387,18,12,0.0
18512,1387,19,12,0.0
18513,1387,19,12,0.0
18514,1387,20,12,0.0
18515,1387,20,12,0.0
18516,1387,21,12,0.0
18517,1387,21,12,0.0
18518,1387,22,12,0.0
18519,1387,22,12,0.0
18520,1387,23,12,0.0
18521,1387,23,12,0.0
18522,1387,24,12,0.0
18523,1387,24,12,0.0
18524,1387,25,12,0.0
18525,1387,25,12,0.0
18526,1387,26,12,0.0
18527,1387,26,12,0.0
18528,1387,27,12,0.0
18529,1387,27,12,0.0
18530,1387,28,12,0.0
18531,1387,28,12,0.0
18532,1387,29,12,0.0
18533,1387,29,12,0.0
18534,1387,30,12,0.0
18535,1387,30,12,0.0
18536,1387,31,12,
18537,1387,31,12,
1147,1388,1,1,0.0
1148,1388,1,1,0.0
1149,1388,2,1,0.0
1150,1388,2,1,0.0
1151,1388,3,1,0.0
1152,1388,3,1,0.0
1153,1388,4,1,0.0
1154,1388,4,1,0.0
1155,1388,5,1,0.0
1156,1388,5,1,0.0
1157,1388,6,1,0.0
1158,1388,6,1,0.0
1159,1388,7,1,0.0
1160,1388,7,1,0.0
1161,1388,8,1,3.6
1162,1388,8,1,3.6
1163,1388,9,1,2.6
1164,1388,9,1,2.6
1165,1388,10,1,1.1
1166,1388,10,1,1.1
1167,1388,11,1,2.9
1168,1388,11,1,2.9
1169,1388,12,1,1.7
1170,1388,12,1,1.7
1171,1388,13,1,2.6
1172,1388,13,1,2.6
1173,1388,14,1,3.5
1174,1388,14,1,3.5
1175,1388,15,1,2.6
1176,1388,15,1,2.6
1177,1388,16,1,3.5
1178,1388,16,1,3.5
1179,1388,17,1,2.6
1180,1388,17,1,2.6
1181,1388,18,1,2.3
1182,1388,18,1,2.3
1183,1388,19,1,0.9
1184,1388,19,1,0.9
1185,1388,20,1,2.6
1186,1388,20,1,2.6
1187,1388,21,1,2.6
1188,1388,21,1,2.6
1189,1388,22,1,1.7
1190,1388,22,1,1.7
1191,1388,23,1,2.6
1192,1388,23,1,2.6
1193,1388,24,1,3.5
1194,1388,24,1,3.5
1195,1388,25,1,4.4
1196,1388,25,1,4.4
1197,1388,26,1,5.2
1198,1388,26,1,5.2
1199,1388,27,1,6.1
1200,1388,27,1,6.1
1201,1388,28,1,7.0
1202,1388,28,1,7.0
1203,1388,29,1,2.2
1204,1388,29,1,2.2
1205,1388,30,1,2.3
1206,1388,30,1,2.3
1207,1388,31,1,2.6
1208,1388,31,1,2.6
2728,1388,1,2,4.4
2729,1388,1,2,4.4
2730,1388,2,2,2.5
2731,1388,2,2,2.5
2732,1388,3,2,2.6
2733,1388,3,2,2.6
2734,1388,4,2,2.1
2735,1388,4,2,2.1
2736,1388,5,2,2.6
2737,1388,5,2,2.6
2738,1388,6,2,3.8
2739,1388,6,2,3.8
2740,1388,7,2,1.4
2741,1388,7,2,1.4
2742,1388,8,2,1.8
2743,1388,8,2,1.8
2744,1388,9,2,2.7
2745,1388,9,2,2.7
2746,1388,10,2,1.6
2747,1388,10,2,1.6
2748,1388,11,2,1.1
2749,1388,11,2,1.1
2750,1388,12,2,3.3
2751,1388,12,2,3.3
2752,1388,13,2,2.6
2753,1388,13,2,2.6
2754,1388,14,2,3.0
2755,1388,14,2,3.0
2756,1388,15,2,1.8
2757,1388,15,2,1.8
2758,1388,16,2,1.3
2759,1388,16,2,1.3
2760,1388,17,2,0.5
2761,1388,17,2,0.5
2762,1388,18,2,1.9
2763,1388,18,2,1.9
2764,1388,19,2,2.1
2765,1388,19,2,2.1
2766,1388,20,2,1.7
2767,1388,20,2,1.7
2768,1388,21,2,1.9
2769,1388,21,2,1.9
2770,1388,22,2,2.6
2771,1388,22,2,2.6
2772,1388,23,2,3.5
2773,1388,23,2,3.5
2774,1388,24,2,2.1
2775,1388,24,2,2.1
2776,1388,25,2,2.3
2777,1388,25,2,2.3
2778,1388,26,2,4.4
2779,1388,26,2,4.4
2780,1388,27,2,7.0
2781,1388,27,2,7.0
2782,1388,28,2,7.9
2783,1388,28,2,7.9
2784,1388,29,2,6.1
2785,1388,29,2,6.1
2786,1388,30,2,4.9
2787,1388,30,2,4.9
2788,1388,31,2,5.2
2789,1388,31,2,5.2
4309,1388,1,3,8.7
4310,1388,1,3,8.7
4311,1388,2,3,10.5
4312,1388,2,3,10.5
4313,1388,3,3,9.6
4314,1388,3,3,9.6
4315,1388,4,3,6.1
4316,1388,4,3,6.1
4317,1388,5,3,8.7
4318,1388,5,3,8.7
4319,1388,6,3,7.2
4320,1388,6,3,7.2
4321,1388,7,3,10.6
4322,1388,7,3,10.6
4323,1388,8,3,6.2
4324,1388,8,3,6.2
4325,1388,9,3,4.1
4326,1388,9,3,4.1
4327,1388,10,3,4.4
4328,1388,10,3,4.4
4329,1388,11,3,5.2
4330,1388,11,3,5.2
4331,1388,12,3,7.9
4332,1388,12,3,7.9
4333,1388,13,3,9.6
4334,1388,13,3,9.6
4335,1388,14,3,10.5
4336,1388,14,3,10.5
4337,1388,15,3,10.5
4338,1388,15,3,10.5
4339,1388,16,3,11.4
4340,1388,16,3,11.4
4341,1388,17,3,5.9
4342,1388,17,3,5.9
4343,1388,18,3,8.7
4344,1388,18,3,8.7
4345,1388,19,3,11.4
4346,1388,19,3,11.4
4347,1388,20,3,10.5
4348,1388,20,3,10.5
4349,1388,21,3,10.5
4350,1388,21,3,10.5
4351,1388,22,3,9.6
4352,1388,22,3,9.6
4353,1388,23,3,10.5
4354,1388,23,3,10.5
4355,1388,24,3,11.4
4356,1388,24,3,11.4
4357,1388,25,3,12.2
4358,1388,25,3,12.2
4359,1388,26,3,10.5
4360,1388,26,3,10.5
4361,1388,27,3,9.6
4362,1388,27,3,9.6
4363,1388,28,3,3.5
4364,1388,28,3,3.5
4365,1388,29,3,8.4
4366,1388,29,3,8.4
4367,1388,30,3,5.2
4368,1388,30,3,5.2
4369,1388,31,3,7.1
4370,1388,31,3,7.1
5890,1388,1,4,8.2
5891,1388,1,4,8.2
5892,1388,2,4,9.6
5893,1388,2,4,9.6
5894,1388,3,4,8.7
5895,1388,3,4,8.7
5896,1388,4,4,9.6
5897,1388,4,4,9.6
5898,1388,5,4,9.6
5899,1388,5,4,9.6
5900,1388,6,4,10.5
5901,1388,6,4,10.5
5902,1388,7,4,10.5
5903,1388,7,4,10.5
5904,1388,8,4,9.6
5905,1388,8,4,9.6
5906,1388,9,4,12.2
5907,1388,9,4,12.2
5908,1388,10,4,12.2
5909,1388,10,4,12.2
5910,1388,11,4,11.4
5911,1388,11,4,11.4
5912,1388,12,4,11.4
5913,1388,12,4,11.4
5914,1388,13,4,12.2
5915,1388,13,4,12.2
5916,1388,14,4,12.2
5917,1388,14,4,12.2
5918,1388,15,4,13.1
5919,1388,15,4,13.1
5920,1388,16,4,12.2
5921,1388,16,4,12.2
5922,1388,17,4,12.2
5923,1388,17,4,12.2
5924,1388,18,4,12.2
5925,1388,18,4,12.2
5926,1388,19,4,12.2
5927,1388,19,4,12.2
5928,1388,20,4,14.0
5929,1388,20,4,14.0
5930,1388,21,4,14.0
5931,1388,21,4,14.0
5932,1388,22,4,13.1
5933,1388,22,4,13.1
5934,1388,23,4,11.4
5935,1388,23,4,11.4
5936,1388,24,4,12.2
5937,1388,24,4,12.2
5938,1388,25,4,12.2
5939,1388,25,4,12.2
5940,1388,26,4,11.4
5941,1388,26,4,11.4
5942,1388,27,4,11.4
5943,1388,27,4,11.4
5944,1388,28,4,11.4
5945,1388,28,4,11.4
5946,1388,29,4,9.6
5947,1388,29,4,9.6
5948,1388,30,4,9.6
5949,1388,30,4,9.6
5950,1388,31,4,9.6
5951,1388,31,4,9.6
7471,1388,1,5,9.6
7472,1388,1,5,9.6
7473,1388,2,5,9.6
7474,1388,2,5,9.6
7475,1388,3,5,10.5
7476,1388,3,5,10.5
7477,1388,4,5,10.5
7478,1388,4,5,10.5
7479,1388,5,5,10.5
7480,1388,5,5,10.5
7481,1388,6,5,11.4
7482,1388,6,5,11.4
7483,1388,7,5,11.4
7484,1388,7,5,11.4
7485,1388,8,5,11.4
7486,1388,8,5,11.4
7487,1388,9,5,12.2
7488,1388,9,5,12.2
7489,1388,10,5,13.1
7490,1388,10,5,13.1
7491,1388,11,5,13.1
7492,1388,11,5,13.1
7493,1388,12,5,11.4
7494,1388,12,5,11.4
7495,1388,13,5,5.9
7496,1388,13,5,5.9
7497,1388,14,5,10.5
7498,1388,14,5,10.5
7499,1388,15,5,10.5
7500,1388,15,5,10.5
7501,1388,16,5,10.5
7502,1388,16,5,10.5
7503,1388,17,5,11.4
7504,1388,17,5,11.4
7505,1388,18,5,12.2
7506,1388,18,5,12.2
7507,1388,19,5,11.4
7508,1388,19,5,11.4
7509,1388,20,5,11.4
7510,1388,20,5,11.4
7511,1388,21,5,11.4
7512,1388,21,5,11.4
7513,1388,22,5,10.5
7514,1388,22,5,10.5
7515,1388,23,5,10.5
7516,1388,23,5,10.5
7517,1388,24,5,11.4
7518,1388,24,5,11.4
7519,1388,25,5,11.4
7520,1388,25,5,11.4
7521,1388,26,5,11.4
7522,1388,26,5,11.4
7523,1388,27,5,12.2
7524,1388,27,5,12.2
7525,1388,28,5,13.1
7526,1388,28,5,13.1
7527,1388,29,5,11.4
7528,1388,29,5,11.4
7529,1388,30,5,11.4
7530,1388,30,5,11.4
7531,1388,31,5,9.6
7532,1388,31,5,9.6
9052,1388,1,6,9.6
9053,1388,1,6,9.6
9054,1388,2,6,9.6
9055,1388,2,6,9.6
9056,1388,3,6,9.6
9057,1388,3,6,9.6
9058,1388,4,6,4.4
9059,1388,4,6,4.4
9060,1388,5,6,3.9
9061,1388,5,6,3.9
9062,1388,6,6,3.5
9063,1388,6,6,3.5
9064,1388,7,6,6.1
9065,1388,7,6,6.1
9066,1388,8,6,7.0
9067,1388,8,6,7.0
9068,1388,9,6,8.7
9069,1388,9,6,8.7
9070,1388,10,6,10.5
9071,1388,10,6,10.5
9072,1388,11,6,11.4
9073,1388,11,6,11.4
9074,1388,12,6,11.4
9075,1388,12,6,11.4
9076,1388,13,6,11.4
9077,1388,13,6,11.4
9078,1388,14,6,11.4
9079,1388,14,6,11.4
9080,1388,15,6,12.2
9081,1388,15,6,12.2
9082,1388,16,6,13.1
9083,1388,16,6,13.1
9084,1388,17,6,11.4
9085,1388,17,6,11.4
9086,1388,18,6,9.6
9087,1388,18,6,9.6
9088,1388,19,6,9.6
9089,1388,19,6,9.6
9090,1388,20,6,9.6
9091,1388,20,6,9.6
9092,1388,21,6,7.9
9093,1388,21,6,7.9
9094,1388,22,6,7.0
9095,1388,22,6,7.0
9096,1388,23,6,7.0
9097,1388,23,6,7.0
9098,1388,24,6,7.0
9099,1388,24,6,7.0
9100,1388,25,6,7.0
9101,1388,25,6,7.0
9102,1388,26,6,6.1
9103,1388,26,6,6.1
9104,1388,27,6,6.1
9105,1388,27,6,6.1
9106,1388,28,6,6.1
9107,1388,28,6,6.1
9108,1388,29,6,7.0
9109,1388,29,6,7.0
9110,1388,30,6,6.1
9111,1388,30,6,6.1
9112,1388,31,6,6.1
9113,1388,31,6,6.1
10633,1388,1,7,4.4
10634,1388,1,7,4.4
10635,1388,2,7,3.5
10636,1388,2,7,3.5
10637,1388,3,7,4.4
10638,1388,3,7,4.4
10639,1388,4,7,5.2
10640,1388,4,7,5.2
10641,1388,5,7,2.6
10642,1388,5,7,2.6
10643,1388,6,7,5.2
10644,1388,6,7,5.2
10645,1388,7,7,4.4
10646,1388,7,7,4.4
10647,1388,8,7,2.6
10648,1388,8,7,2.6
10649,1388,9,7,2.6
10650,1388,9,7,2.6
10651,1388,10,7,2.6
10652,1388,10,7,2.6
10653,1388,11,7,4.4
10654,1388,11,7,4.4
10655,1388,12,7,5.2
10656,1388,12,7,5.2
10657,1388,13,7,4.4
10658,1388,13,7,4.4
10659,1388,14,7,4.4
10660,1388,14,7,4.4
10661,1388,15,7,4.4
10662,1388,15,7,4.4
10663,1388,16,7,1.5
10664,1388,16,7,1.5
10665,1388,17,7,3.5
10666,1388,17,7,3.5
10667,1388,18,7,2.4
10668,1388,18,7,2.4
10669,1388,19,7,1.9
10670,1388,19,7,1.9
10671,1388,20,7,2.6
10672,1388,20,7,2.6
10673,1388,21,7,3.5
10674,1388,21,7,3.5
10675,1388,22,7,4.4
10676,1388,22,7,4.4
10677,1388,23,7,4.4
10678,1388,23,7,4.4
10679,1388,24,7,4.4
10680,1388,24,7,4.4
10681,1388,25,7,5.2
10682,1388,25,7,5.2
10683,1388,26,7,6.1
10684,1388,26,7,6.1
10685,1388,27,7,6.1
10686,1388,27,7,6.1
10687,1388,28,7,6.1
10688,1388,28,7,6.1
10689,1388,29,7,6.1
10690,1388,29,7,6.1
10691,1388,30,7,4.4
10692,1388,30,7,4.4
10693,1388,31,7,
10694,1388,31,7,
12214,1388,1,8,5.2
12215,1388,1,8,5.2
12216,1388,2,8,4.4
12217,1388,2,8,4.4
12218,1388,3,8,4.4
12219,1388,3,8,4.4
12220,1388,4,8,4.4
12221,1388,4,8,4.4
12222,1388,5,8,6.1
12223,1388,5,8,6.1
12224,1388,6,8,4.4
12225,1388,6,8,4.4
12226,1388,7,8,4.4
12227,1388,7,8,4.4
12228,1388,8,8,3.1
12229,1388,8,8,3.1
12230,1388,9,8,1.9
12231,1388,9,8,1.9
12232,1388,10,8,1.9
12233,1388,10,8,1.9
12234,1388,11,8,3.4
12235,1388,11,8,3.4
12236,1388,12,8,0.6
12237,1388,12,8,0.6
12238,1388,13,8,1.1
12239,1388,13,8,1.1
12240,1388,14,8,1.7
12241,1388,14,8,1.7
12242,1388,15,8,2.6
12243,1388,15,8,2.6
12244,1388,16,8,2.6
12245,1388,16,8,2.6
12246,1388,17,8,2.6
12247,1388,17,8,2.6
12248,1388,18,8,1.6
12249,1388,18,8,1.6
12250,1388,19,8,1.7
12251,1388,19,8,1.7
12252,1388,20,8,2.6
12253,1388,20,8,2.6
12254,1388,21,8,2.6
12255,1388,21,8,2.6
12256,1388,22,8,2.6
12257,1388,22,8,2.6
12258,1388,23,8,1.1
12259,1388,23,8,1.1
12260,1388,24,8,1.5
12261,1388,24,8,1.5
12262,1388,25,8,1.7
12263,1388,25,8,1.7
12264,1388,26,8,1.4
12265,1388,26,8,1.4
12266,1388,27,8,3.5
12267,1388,27,8,3.5
12268,1388,28,8,0.0
12269,1388,28,8,0.0
12270,1388,29,8,0.0
12271,1388,29,8,0.0
12272,1388,30,8,0.0
12273,1388,30,8,0.0
12274,1388,31,8,
12275,1388,31,8,
13795,1388,1,9,0.0
13796,1388,1,9,0.0
13797,1388,2,9,0.0
13798,1388,2,9,0.0
13799,1388,3,9,0.0
13800,1388,3,9,0.0
13801,1388,4,9,0.0
13802,1388,4,9,0.0
13803,1388,5,9,0.0
13804,1388,5,9,0.0
13805,1388,6,9,0.0
13806,1388,6,9,0.0
13807,1388,7,9,0.0
13808,1388,7,9,0.0
13809,1388,8,9,0.0
13810,1388,8,9,0.0
13811,1388,9,9,0.0
13812,1388,9,9,0.0
13813,1388,10,9,0.0
13814,1388,10,9,0.0
13815,1388,11,9,0.0
13816,1388,11,9,0.0
13817,1388,12,9,0.0
13818,1388,12,9,0.0
13819,1388,13,9,0.0
13820,1388,13,9,0.0
13821,1388,14,9,0.0
13822,1388,14,9,0.0
13823,1388,15,9,0.0
13824,1388,15,9,0.0
13825,1388,16,9,0.0
13826,1388,16,9,0.0
13827,1388,17,9,0.0
13828,1388,17,9,0.0
13829,1388,18,9,0.0
13830,1388,18,9,0.0
13831,1388,19,9,0.0
13832,1388,19,9,0.0
13833,1388,20,9,0.0
13834,1388,20,9,0.0
13835,1388,21,9,0.0
13836,1388,21,9,0.0
13837,1388,22,9,0.0
13838,1388,22,9,0.0
13839,1388,23,9,0.0
13840,1388,23,9,0.0
13841,1388,24,9,0.0
13842,1388,24,9,0.0
13843,1388,25,9,0.0
13844,1388,25,9,0.0
13845,1388,26,9,0.0
13846,1388,26,9,0.0
13847,1388,27,9,0.0
13848,1388,27,9,0.0
13849,1388,28,9,0.0
13850,1388,28,9,0.0
13851,1388,29,9,0.0
13852,1388,29,9,0.0
13853,1388,30,9,0.0
13854,1388,30,9,0.0
13855,1388,31,9,
13856,1388,31,9,
15376,1388,1,10,0.0
15377,1388,1,10,0.0
15378,1388,2,10,0.0
15379,1388,2,10,0.0
15380,1388,3,10,0.0
15381,1388,3,10,0.0
15382,1388,4,10,0.0
15383,1388,4,10,0.0
15384,1388,5,10,0.0
15385,1388,5,10,0.0
15386,1388,6,10,0.0
15387,1388,6,10,0.0
15388,1388,7,10,0.0
15389,1388,7,10,0.0
15390,1388,8,10,0.0
15391,1388,8,10,0.0
15392,1388,9,10,0.0
15393,1388,9,10,0.0
15394,1388,10,10,0.0
15395,1388,10,10,0.0
15396,1388,11,10,0.0
15397,1388,11,10,0.0
15398,1388,12,10,0.0
15399,1388,12,10,0.0
15400,1388,13,10,0.0
15401,1388,13,10,0.0
15402,1388,14,10,0.0
15403,1388,14,10,0.0
15404,1388,15,10,0.0
15405,1388,15,10,0.0
15406,1388,16,10,0.0
15407,1388,16,10,0.0
15408,1388,17,10,0.0
15409,1388,17,10,0.0
15410,1388,18,10,0.0
15411,1388,18,10,0.0
15412,1388,19,10,0.0
15413,1388,19,10,0.0
15414,1388,20,10,0.0
15415,1388,20,10,0.0
15416,1388,21,10,0.0
15417,1388,21,10,0.0
15418,1388,22,10,0.0
15419,1388,22,10,0.0
15420,1388,23,10,0.0
15421,1388,23,10,0.0
15422,1388,24,10,0.0
15423,1388,24,10,0.0
15424,1388,25,10,0.0
15425,1388,25,10,0.0
15426,1388,26,10,0.0
15427,1388,26,10,0.0
15428,1388,27,10,0.0
15429,1388,27,10,0.0
15430,1388,28,10,0.0
15431,1388,28,10,0.0
15432,1388,29,10,0.0
15433,1388,29,10,0.0
15434,1388,30,10,0.0
15435,1388,30,10,0.0
15436,1388,31,10,
15437,1388,31,10,
16957,1388,1,11,0.0
16958,1388,1,11,0.0
16959,1388,2,11,0.0
16960,1388,2,11,0.0
16961,1388,3,11,0.0
16962,1388,3,11,0.0
16963,1388,4,11,0.0
16964,1388,4,11,0.0
16965,1388,5,11,0.0
16966,1388,5,11,0.0
16967,1388,6,11,0.0
16968,1388,6,11,0.0
16969,1388,7,11,0.0
16970,1388,7,11,0.0
16971,1388,8,11,0.0
16972,1388,8,11,0.0
16973,1388,9,11,0.0
16974,1388,9,11,0.0
16975,1388,10,11,0.0
16976,1388,10,11,0.0
16977,1388,11,11,0.0
16978,1388,11,11,0.0
16979,1388,12,11,0.0
16980,1388,12,11,0.0
16981,1388,13,11,0.0
16982,1388,13,11,0.0
16983,1388,14,11,0.0
16984,1388,14,11,0.0
16985,1388,15,11,0.0
16986,1388,15,11,0.0
16987,1388,16,11,0.0
16988,1388,16,11,0.0
16989,1388,17,11,0.0
16990,1388,17,11,0.0
16991,1388,18,11,0.0
16992,1388,18,11,0.0
16993,1388,19,11,0.0
16994,1388,19,11,0.0
16995,1388,20,11,0.0
16996,1388,20,11,0.0
16997,1388,21,11,0.0
16998,1388,21,11,0.0
16999,1388,22,11,0.0
17000,1388,22,11,0.0
17001,1388,23,11,0.0
17002,1388,23,11,0.0
17003,1388,24,11,0.0
17004,1388,24,11,0.0
17005,1388,25,11,0.0
17006,1388,25,11,0.0
17007,1388,26,11,0.0
17008,1388,26,11,0.0
17009,1388,27,11,0.0
17010,1388,27,11,0.0
17011,1388,28,11,0.0
17012,1388,28,11,0.0
17013,1388,29,11,0.0
17014,1388,29,11,0.0
17015,1388,30,11,0.0
17016,1388,30,11,0.0
17017,1388,31,11,
17018,1388,31,11,
18538,1388,1,12,0.0
18539,1388,1,12,0.0
18540,1388,2,12,0.0
18541,1388,2,12,0.0
18542,1388,3,12,0.0
18543,1388,3,12,0.0
18544,1388,4,12,0.0
18545,1388,4,12,0.0
18546,1388,5,12,0.0
18547,1388,5,12,0.0
18548,1388,6,12,0.0
18549,1388,6,12,0.0
18550,1388,7,12,0.0
18551,1388,7,12,0.0
18552,1388,8,12,0.0
18553,1388,8,12,0.0
18554,1388,9,12,0.0
18555,1388,9,12,0.0
18556,1388,10,12,0.0
18557,1388,10,12,0.0
18558,1388,11,12,0.0
18559,1388,11,12,0.0
18560,1388,12,12,0.0
18561,1388,12,12,0.0
18562,1388,13,12,0.0
18563,1388,13,12,0.0
18564,1388,14,12,0.0
18565,1388,14,12,0.0
18566,1388,15,12,0.0
18567,1388,15,12,0.0
18568,1388,16,12,0.0
18569,1388,16,12,0.0
18570,1388,17,12,0.0
18571,1388,17,12,0.0
18572,1388,18,12,0.0
18573,1388,18,12,0.0
18574,1388,19,12,0.0
18575,1388,19,12,0.0
18576,1388,20,12,0.0
18577,1388,20,12,0.0
18578,1388,21,12,0.0
18579,1388,21,12,0.0
18580,1388,22,12,0.0
18581,1388,22,12,0.0
18582,1388,23,12,0.0
18583,1388,23,12,0.0
18584,1388,24,12,0.0
18585,1388,24,12,0.0
18586,1388,25,12,0.0
18587,1388,25,12,0.0
18588,1388,26,12,0.0
18589,1388,26,12,0.0
18590,1388,27,12,0.0
18591,1388,27,12,0.0
18592,1388,28,12,0.0
18593,1388,28,12,0.0
18594,1388,29,12,0.0
18595,1388,29,12,0.0
18596,1388,30,12,
18597,1388,30,12,
18598,1388,31,12,
18599,1388,31,12,
1209,1389,1,1,0.0
1210,1389,2,1,0.0
1211,1389,3,1,0.0
1212,1389,4,1,0.0
1213,1389,5,1,0.0
1214,1389,6,1,0.0
1215,1389,7,1,0.0
1216,1389,8,1,0.0
1217,1389,9,1,0.0
1218,1389,10,1,0.0
1219,1389,11,1,0.0
1220,1389,12,1,0.0
1221,1389,13,1,0.0
1222,1389,14,1,0.0
1223,1389,15,1,0.0
1224,1389,16,1,0.0
1225,1389,17,1,0.0
1226,1389,18,1,0.0
1227,1389,19,1,0.0
1228,1389,20,1,0.0
1229,1389,21,1,0.0
1230,1389,22,1,0.0
1231,1389,23,1,0.0
1232,1389,24,1,0.0
1233,1389,25,1,1.3
1234,1389,26,1,1.3
1235,1389,27,1,1.3
1236,1389,28,1,4.8
1237,1389,29,1,5.2
1238,1389,30,1,6.1
1239,1389,31,1,3.7
2790,1389,1,2,3.1
2791,1389,2,2,3.3
2792,1389,3,2,2.5
2793,1389,4,2,2.2
2794,1389,5,2,4.4
2795,1389,6,2,0.9
