,sal,rooz,Month,chehrig_olia_EV
1983,1375,31,2,1.4
3534,1375,1,3,2.4
3535,1375,2,3,3.1
3536,1375,3,3,3.4
3537,1375,4,3,5.7
3538,1375,5,3,5.7
3539,1375,6,3,6.8
3540,1375,7,3,9.1
3541,1375,8,3,9.1
3542,1375,9,3,8.0
3543,1375,10,3,8.0
3544,1375,11,3,9.1
3545,1375,12,3,9.1
3546,1375,13,3,9.1
3547,1375,14,3,8.0
3548,1375,15,3,5.7
3549,1375,16,3,8.0
3550,1375,17,3,6.0
3551,1375,18,3,6.8
3552,1375,19,3,5.7
3553,1375,20,3,6.8
3554,1375,21,3,8.0
3555,1375,22,3,9.1
3556,1375,23,3,9.1
3557,1375,24,3,9.1
3558,1375,25,3,9.1
3559,1375,26,3,6.8
3560,1375,27,3,7.2
3561,1375,28,3,6.8
3562,1375,29,3,8.0
3563,1375,30,3,9.1
3564,1375,31,3,9.1
5115,1375,1,4,10.2
5116,1375,2,4,8.0
5117,1375,3,4,8.0
5118,1375,4,4,9.1
5119,1375,5,4,9.1
5120,1375,6,4,9.1
5121,1375,7,4,9.1
5122,1375,8,4,8.7
5123,1375,9,4,9.9
5124,1375,10,4,8.0
5125,1375,11,4,8.0
5126,1375,12,4,9.1
5127,1375,13,4,5.3
5128,1375,14,4,2.5
5129,1375,15,4,4.2
5130,1375,16,4,3.4
5131,1375,17,4,8.0
5132,1375,18,4,9.1
5133,1375,19,4,10.2
5134,1375,20,4,11.4
5135,1375,21,4,10.2
5136,1375,22,4,10.2
5137,1375,23,4,10.2
5138,1375,24,4,10.2
5139,1375,25,4,9.1
5140,1375,26,4,9.1
5141,1375,27,4,9.1
5142,1375,28,4,9.1
5143,1375,29,4,9.1
5144,1375,30,4,9.1
5145,1375,31,4,9.1
6696,1375,1,5,8.8
6697,1375,2,5,10.2
6698,1375,3,5,11.4
6699,1375,4,5,12.5
6700,1375,5,5,9.1
6701,1375,6,5,12.5
6702,1375,7,5,11.4
6703,1375,8,5,11.4
6704,1375,9,5,12.5
6705,1375,10,5,9.1
6706,1375,11,5,12.5
6707,1375,12,5,11.4
6708,1375,13,5,12.5
6709,1375,14,5,11.4
6710,1375,15,5,9.1
6711,1375,16,5,9.1
6712,1375,17,5,9.1
6713,1375,18,5,9.1
6714,1375,19,5,11.4
6715,1375,20,5,12.5
6716,1375,21,5,11.4
6717,1375,22,5,11.4
6718,1375,23,5,11.4
6719,1375,24,5,11.4
6720,1375,25,5,10.2
6721,1375,26,5,11.4
6722,1375,27,5,11.4
6723,1375,28,5,10.2
6724,1375,29,5,10.2
6725,1375,30,5,9.1
6726,1375,31,5,9.1
8277,1375,1,6,8.0
8278,1375,2,6,10.2
8279,1375,3,6,11.4
8280,1375,4,6,11.4
8281,1375,5,6,11.4
8282,1375,6,6,9.1
8283,1375,7,6,9.1
8284,1375,8,6,9.1
8285,1375,9,6,9.1
8286,1375,10,6,11.4
8287,1375,11,6,10.2
8288,1375,12,6,8.0
8289,1375,13,6,9.1
8290,1375,14,6,8.0
8291,1375,15,6,8.0
8292,1375,16,6,8.0
8293,1375,17,6,8.0
8294,1375,18,6,8.0
8295,1375,19,6,8.0
8296,1375,20,6,8.0
8297,1375,21,6,8.0
8298,1375,22,6,4.5
8299,1375,23,6,6.0
8300,1375,24,6,6.8
8301,1375,25,6,5.7
8302,1375,26,6,6.8
8303,1375,27,6,8.0
8304,1375,28,6,8.0
8305,1375,29,6,8.0
8306,1375,30,6,9.1
8307,1375,31,6,8.0
9858,1375,1,7,6.8
9859,1375,2,7,8.0
9860,1375,3,7,8.0
9861,1375,4,7,8.0
9862,1375,5,7,8.0
9863,1375,6,7,8.0
9864,1375,7,7,9.1
9865,1375,8,7,9.1
9866,1375,9,7,9.1
9867,1375,10,7,8.0
9868,1375,11,7,8.0
9869,1375,12,7,6.8
9870,1375,13,7,8.0
9871,1375,14,7,6.8
9872,1375,15,7,6.8
9873,1375,16,7,6.8
9874,1375,17,7,6.8
9875,1375,18,7,6.8
9876,1375,19,7,6.8
9877,1375,20,7,5.7
9878,1375,21,7,8.0
9879,1375,22,7,3.1
9880,1375,23,7,4.8
9881,1375,24,7,5.9
9882,1375,25,7,2.6
9883,1375,26,7,3.4
9884,1375,27,7,4.6
9885,1375,28,7,3.4
9886,1375,29,7,3.4
9887,1375,30,7,4.6
9888,1375,31,7,
11439,1375,1,8,5.7
11440,1375,2,8,5.7
11441,1375,3,8,5.7
11442,1375,4,8,4.6
11443,1375,5,8,4.6
11444,1375,6,8,5.7
11445,1375,7,8,4.6
11446,1375,8,8,2.3
11447,1375,9,8,4.3
11448,1375,10,8,2.3
11449,1375,11,8,3.4
11450,1375,12,8,4.6
11451,1375,13,8,3.4
11452,1375,14,8,3.4
11453,1375,15,8,3.4
11454,1375,16,8,3.9
11455,1375,17,8,2.3
11456,1375,18,8,3.4
11457,1375,19,8,3.4
11458,1375,20,8,3.4
11459,1375,21,8,3.4
11460,1375,22,8,3.4
11461,1375,23,8,
11462,1375,24,8,
11463,1375,25,8,
11464,1375,26,8,
11465,1375,27,8,
11466,1375,28,8,
11467,1375,29,8,
11468,1375,30,8,
11469,1375,31,8,
13020,1375,1,9,
13021,1375,2,9,
13022,1375,3,9,
13023,1375,4,9,
13024,1375,5,9,
13025,1375,6,9,
13026,1375,7,9,
13027,1375,8,9,
13028,1375,9,9,
13029,1375,10,9,
13030,1375,11,9,
13031,1375,12,9,
13032,1375,13,9,
13033,1375,14,9,
13034,1375,15,9,
13035,1375,16,9,
13036,1375,17,9,
13037,1375,18,9,
13038,1375,19,9,
13039,1375,20,9,
13040,1375,21,9,
13041,1375,22,9,
13042,1375,23,9,
13043,1375,24,9,
13044,1375,25,9,
13045,1375,26,9,
13046,1375,27,9,
13047,1375,28,9,
13048,1375,29,9,
13049,1375,30,9,
13050,1375,31,9,
14601,1375,1,10,
14602,1375,2,10,
14603,1375,3,10,
14604,1375,4,10,
14605,1375,5,10,
14606,1375,6,10,
14607,1375,7,10,
14608,1375,8,10,
14609,1375,9,10,
14610,1375,10,10,
14611,1375,11,10,
14612,1375,12,10,
14613,1375,13,10,
14614,1375,14,10,
14615,1375,15,10,
14616,1375,16,10,
14617,1375,17,10,
14618,1375,18,10,
14619,1375,19,10,
14620,1375,20,10,
14621,1375,21,10,
14622,1375,22,10,
14623,1375,23,10,
14624,1375,24,10,
14625,1375,25,10,
14626,1375,26,10,
14627,1375,27,10,
14628,1375,28,10,
14629,1375,29,10,
14630,1375,30,10,
14631,1375,31,10,
16182,1375,1,11,
16183,1375,2,11,
16184,1375,3,11,
16185,1375,4,11,
16186,1375,5,11,
16187,1375,6,11,
16188,1375,7,11,
16189,1375,8,11,
16190,1375,9,11,
16191,1375,10,11,
16192,1375,11,11,
16193,1375,12,11,
16194,1375,13,11,
16195,1375,14,11,
16196,1375,15,11,
16197,1375,16,11,
16198,1375,17,11,
16199,1375,18,11,
16200,1375,19,11,
16201,1375,20,11,
16202,1375,21,11,
16203,1375,22,11,
16204,1375,23,11,
16205,1375,24,11,
16206,1375,25,11,
16207,1375,26,11,
16208,1375,27,11,
16209,1375,28,11,
16210,1375,29,11,
16211,1375,30,11,
16212,1375,31,11,
17763,1375,1,12,
17764,1375,2,12,
17765,1375,3,12,
17766,1375,4,12,
17767,1375,5,12,
17768,1375,6,12,
17769,1375,7,12,
17770,1375,8,12,
17771,1375,9,12,
17772,1375,10,12,
17773,1375,11,12,
17774,1375,12,12,
17775,1375,13,12,
17776,1375,14,12,
17777,1375,15,12,
17778,1375,16,12,
17779,1375,17,12,
17780,1375,18,12,
17781,1375,19,12,
17782,1375,20,12,
17783,1375,21,12,
17784,1375,22,12,
17785,1375,23,12,
17786,1375,24,12,
17787,1375,25,12,
17788,1375,26,12,
17789,1375,27,12,
17790,1375,28,12,
17791,1375,29,12,
17792,1375,30,12,
17793,1375,31,12,
403,1376,1,1,0.1
404,1376,2,1,0.1
405,1376,3,1,0.1
406,1376,4,1,0.1
407,1376,5,1,0.1
408,1376,6,1,0.1
409,1376,7,1,0.1
410,1376,8,1,0.1
411,1376,9,1,0.1
412,1376,10,1,0.1
413,1376,11,1,0.1
414,1376,12,1,0.1
415,1376,13,1,0.1
416,1376,14,1,0.1
417,1376,15,1,0.1
418,1376,16,1,0.1
419,1376,17,1,2.3
420,1376,18,1,3.4
421,1376,19,1,3.4
422,1376,20,1,5.7
423,1376,21,1,5.7
424,1376,22,1,6.8
425,1376,23,1,5.7
426,1376,24,1,6.8
427,1376,25,1,8.0
428,1376,26,1,8.0
429,1376,27,1,8.0
430,1376,28,1,4.6
431,1376,29,1,4.6
432,1376,30,1,8.0
433,1376,31,1,5.1
1984,1376,1,2,3.4
1985,1376,2,2,3.4
1986,1376,3,2,3.4
1987,1376,4,2,3.3
1988,1376,5,2,1.1
1989,1376,6,2,2.3
1990,1376,7,2,3.5
1991,1376,8,2,4.3
1992,1376,9,2,6.8
1993,1376,10,2,6.8
1994,1376,11,2,6.8
1995,1376,12,2,5.7
1996,1376,13,2,6.6
1997,1376,14,2,6.8
1998,1376,15,2,6.8
1999,1376,16,2,8.0
2000,1376,17,2,8.0
2001,1376,18,2,8.0
2002,1376,19,2,8.2
2003,1376,20,2,6.8
2004,1376,21,2,5.3
2005,1376,22,2,5.3
2006,1376,23,2,3.4
2007,1376,24,2,5.8
2008,1376,25,2,5.7
2009,1376,26,2,5.9
2010,1376,27,2,6.8
2011,1376,28,2,8.0
2012,1376,29,2,5.1
2013,1376,30,2,6.8
2014,1376,31,2,9.1
3565,1376,1,3,8.0
3566,1376,2,3,5.7
3567,1376,3,3,6.8
3568,1376,4,3,6.8
3569,1376,5,3,8.0
3570,1376,6,3,6.8
3571,1376,7,3,6.8
3572,1376,8,3,4.9
3573,1376,9,3,6.8
3574,1376,10,3,8.0
3575,1376,11,3,8.0
3576,1376,12,3,8.0
3577,1376,13,3,8.0
3578,1376,14,3,8.0
3579,1376,15,3,9.1
3580,1376,16,3,9.1
3581,1376,17,3,9.1
3582,1376,18,3,11.4
3583,1376,19,3,10.2
3584,1376,20,3,10.2
3585,1376,21,3,9.1
3586,1376,22,3,10.2
3587,1376,23,3,10.2
3588,1376,24,3,9.1
3589,1376,25,3,10.2
3590,1376,26,3,10.2
3591,1376,27,3,10.2
3592,1376,28,3,10.2
3593,1376,29,3,10.2
3594,1376,30,3,10.2
3595,1376,31,3,11.4
5146,1376,1,4,12.5
5147,1376,2,4,13.7
5148,1376,3,4,12.5
5149,1376,4,4,11.4
5150,1376,5,4,11.4
5151,1376,6,4,11.4
5152,1376,7,4,10.2
5153,1376,8,4,10.2
5154,1376,9,4,10.2
5155,1376,10,4,9.1
5156,1376,11,4,10.2
5157,1376,12,4,9.1
5158,1376,13,4,8.1
5159,1376,14,4,10.2
5160,1376,15,4,11.4
5161,1376,16,4,11.4
5162,1376,17,4,10.2
5163,1376,18,4,10.2
5164,1376,19,4,11.4
5165,1376,20,4,11.4
5166,1376,21,4,11.4
5167,1376,22,4,10.2
5168,1376,23,4,11.4
5169,1376,24,4,11.4
5170,1376,25,4,11.4
5171,1376,26,4,11.4
5172,1376,27,4,11.4
5173,1376,28,4,11.4
5174,1376,29,4,11.4
5175,1376,30,4,9.6
5176,1376,31,4,11.4
6727,1376,1,5,11.4
6728,1376,2,5,10.2
6729,1376,3,5,9.1
6730,1376,4,5,10.2
6731,1376,5,5,9.1
6732,1376,6,5,10.2
6733,1376,7,5,9.3
6734,1376,8,5,9.2
6735,1376,9,5,8.0
6736,1376,10,5,8.0
6737,1376,11,5,6.9
6738,1376,12,5,6.8
6739,1376,13,5,6.8
6740,1376,14,5,6.8
6741,1376,15,5,8.0
6742,1376,16,5,8.0
6743,1376,17,5,9.1
6744,1376,18,5,11.4
6745,1376,19,5,10.2
6746,1376,20,5,8.0
6747,1376,21,5,9.1
6748,1376,22,5,10.2
6749,1376,23,5,9.1
6750,1376,24,5,10.2
6751,1376,25,5,10.2
6752,1376,26,5,10.2
6753,1376,27,5,10.2
6754,1376,28,5,10.2
6755,1376,29,5,10.2
6756,1376,30,5,10.2
6757,1376,31,5,10.2
8308,1376,1,6,10.2
8309,1376,2,6,10.2
8310,1376,3,6,10.2
8311,1376,4,6,10.2
8312,1376,5,6,10.2
8313,1376,6,6,10.2
8314,1376,7,6,10.2
8315,1376,8,6,11.4
8316,1376,9,6,11.4
8317,1376,10,6,11.4
8318,1376,11,6,11.4
8319,1376,12,6,10.2
8320,1376,13,6,10.2
8321,1376,14,6,10.2
8322,1376,15,6,8.2
8323,1376,16,6,8.2
8324,1376,17,6,8.0
8325,1376,18,6,6.8
8326,1376,19,6,6.8
8327,1376,20,6,8.0
8328,1376,21,6,4.8
8329,1376,22,6,5.8
8330,1376,23,6,10.2
8331,1376,24,6,8.0
8332,1376,25,6,8.0
8333,1376,26,6,8.0
8334,1376,27,6,8.0
8335,1376,28,6,8.0
8336,1376,29,6,8.0
8337,1376,30,6,8.0
8338,1376,31,6,8.0
9889,1376,1,7,6.8
9890,1376,2,7,8.0
9891,1376,3,7,8.0
9892,1376,4,7,8.0
9893,1376,5,7,8.0
9894,1376,6,7,8.0
9895,1376,7,7,6.8
9896,1376,8,7,8.0
9897,1376,9,7,6.8
9898,1376,10,7,3.1
9899,1376,11,7,5.7
9900,1376,12,7,4.6
9901,1376,13,7,5.7
9902,1376,14,7,5.7
9903,1376,15,7,5.7
9904,1376,16,7,5.7
9905,1376,17,7,5.7
9906,1376,18,7,5.7
9907,1376,19,7,5.8
9908,1376,20,7,3.6
9909,1376,21,7,3.4
9910,1376,22,7,5.7
9911,1376,23,7,6.8
9912,1376,24,7,5.7
9913,1376,25,7,5.7
9914,1376,26,7,5.7
9915,1376,27,7,2.3
9916,1376,28,7,3.4
9917,1376,29,7,3.4
9918,1376,30,7,3.4
9919,1376,31,7,
11470,1376,1,8,5.7
11471,1376,2,8,5.7
11472,1376,3,8,5.7
11473,1376,4,8,5.7
11474,1376,5,8,3.4
11475,1376,6,8,1.9
11476,1376,7,8,2.3
11477,1376,8,8,3.4
11478,1376,9,8,1.1
11479,1376,10,8,3.4
11480,1376,11,8,0.2
11481,1376,12,8,0.6
11482,1376,13,8,3.4
11483,1376,14,8,5.7
11484,1376,15,8,3.4
11485,1376,16,8,
11486,1376,17,8,
11487,1376,18,8,
11488,1376,19,8,
11489,1376,20,8,3.4
11490,1376,21,8,2.5
11491,1376,22,8,
11492,1376,23,8,2.3
11493,1376,24,8,2.3
11494,1376,25,8,2.3
11495,1376,26,8,3.4
11496,1376,27,8,3.4
11497,1376,28,8,3.4
11498,1376,29,8,2.3
11499,1376,30,8,1.1
11500,1376,31,8,
13051,1376,1,9,1.1
13052,1376,2,9,3.4
13053,1376,3,9,
13054,1376,4,9,2.3
13055,1376,5,9,2.3
13056,1376,6,9,2.3
13057,1376,7,9,2.3
13058,1376,8,9,0.1
13059,1376,9,9,0.1
13060,1376,10,9,0.1
13061,1376,11,9,0.1
13062,1376,12,9,0.1
13063,1376,13,9,0.1
13064,1376,14,9,0.1
13065,1376,15,9,0.1
13066,1376,16,9,0.1
13067,1376,17,9,0.1
13068,1376,18,9,0.1
13069,1376,19,9,0.1
13070,1376,20,9,0.1
13071,1376,21,9,0.1
13072,1376,22,9,0.1
13073,1376,23,9,0.1
13074,1376,24,9,0.1
13075,1376,25,9,0.1
13076,1376,26,9,0.1
13077,1376,27,9,0.1
13078,1376,28,9,0.1
13079,1376,29,9,0.1
13080,1376,30,9,0.1
13081,1376,31,9,
14632,1376,1,10,0.1
14633,1376,2,10,0.1
14634,1376,3,10,0.1
14635,1376,4,10,0.1
14636,1376,5,10,0.1
14637,1376,6,10,0.1
14638,1376,7,10,0.1
14639,1376,8,10,0.1
14640,1376,9,10,0.1
14641,1376,10,10,0.1
14642,1376,11,10,0.1
14643,1376,12,10,0.1
14644,1376,13,10,0.1
14645,1376,14,10,0.1
14646,1376,15,10,0.1
14647,1376,16,10,0.1
14648,1376,17,10,0.1
14649,1376,18,10,0.1
14650,1376,19,10,0.1
14651,1376,20,10,0.1
14652,1376,21,10,0.1
14653,1376,22,10,0.1
14654,1376,23,10,0.1
14655,1376,24,10,0.1
14656,1376,25,10,0.1
14657,1376,26,10,0.1
14658,1376,27,10,0.1
14659,1376,28,10,0.1
14660,1376,29,10,0.1
14661,1376,30,10,0.1
14662,1376,31,10,
16213,1376,1,11,0.1
16214,1376,2,11,0.1
16215,1376,3,11,0.1
16216,1376,4,11,0.1
16217,1376,5,11,0.1
16218,1376,6,11,0.1
16219,1376,7,11,0.1
16220,1376,8,11,0.1
16221,1376,9,11,0.1
16222,1376,10,11,0.1
16223,1376,11,11,0.1
16224,1376,12,11,0.1
16225,1376,13,11,0.1
16226,1376,14,11,0.1
16227,1376,15,11,0.1
16228,1376,16,11,0.1
16229,1376,17,11,0.1
16230,1376,18,11,0.1
16231,1376,19,11,0.1
16232,1376,20,11,0.1
16233,1376,21,11,0.1
16234,1376,22,11,0.1
16235,1376,23,11,0.1
16236,1376,24,11,0.1
16237,1376,25,11,0.1
16238,1376,26,11,0.1
16239,1376,27,11,0.1
16240,1376,28,11,0.1
16241,1376,29,11,0.1
16242,1376,30,11,0.1
16243,1376,31,11,
17794,1376,1,12,0.1
17795,1376,2,12,0.1
17796,1376,3,12,0.1
17797,1376,4,12,0.1
17798,1376,5,12,0.1
17799,1376,6,12,0.1
17800,1376,7,12,0.1
17801,1376,8,12,0.1
17802,1376,9,12,0.1
17803,1376,10,12,0.1
17804,1376,11,12,0.1
17805,1376,12,12,0.1
17806,1376,13,12,0.1
17807,1376,14,12,0.1
17808,1376,15,12,0.1
17809,1376,16,12,0.1
17810,1376,17,12,0.1
17811,1376,18,12,0.1
17812,1376,19,12,0.1
17813,1376,20,12,0.1
17814,1376,21,12,0.1
17815,1376,22,12,0.1
17816,1376,23,12,0.1
17817,1376,24,12,0.1
17818,1376,25,12,0.1
17819,1376,26,12,0.1
17820,1376,27,12,0.1
17821,1376,28,12,0.1
17822,1376,29,12,0.1
17823,1376,30,12,0.1
17824,1376,31,12,
434,1377,1,1,0.1
435,1377,2,1,0.1
436,1377,3,1,0.1
437,1377,4,1,0.1
438,1377,5,1,0.1
439,1377,6,1,0.1
440,1377,7,1,0.1
441,1377,8,1,0.1
442,1377,9,1,0.1
443,1377,10,1,0.1
444,1377,11,1,0.1
445,1377,12,1,0.1
446,1377,13,1,2.3
447,1377,14,1,2.3
448,1377,15,1,3.4
449,1377,16,1,4.5
450,1377,17,1,4.5
451,1377,18,1,1.2
452,1377,19,1,2.3
453,1377,20,1,5.7
454,1377,21,1,3.4
455,1377,22,1,4.5
456,1377,23,1,6.8
457,1377,24,1,5.7
458,1377,25,1,5.7
459,1377,26,1,0.4
460,1377,27,1,5.7
461,1377,28,1,5.7
462,1377,29,1,5.7
463,1377,30,1,5.7
464,1377,31,1,5.7
2015,1377,1,2,5.7
2016,1377,2,2,3.6
2017,1377,3,2,4.1
2018,1377,4,2,4.5
2019,1377,5,2,4.5
2020,1377,6,2,4.5
2021,1377,7,2,5.7
2022,1377,8,2,5.7
2023,1377,9,2,6.8
2024,1377,10,2,8.0
2025,1377,11,2,8.0
2026,1377,12,2,8.0
2027,1377,13,2,8.0
2028,1377,14,2,4.8
2029,1377,15,2,6.8
2030,1377,16,2,8.0
2031,1377,17,2,8.0
2032,1377,18,2,8.0
2033,1377,19,2,8.0
2034,1377,20,2,4.7
2035,1377,21,2,4.5
2036,1377,22,2,6.8
2037,1377,23,2,3.7
2038,1377,24,2,4.0
2039,1377,25,2,4.5
2040,1377,26,2,7.1
2041,1377,27,2,8.0
2042,1377,28,2,8.0
2043,1377,29,2,8.0
2044,1377,30,2,5.6
2045,1377,31,2,3.4
3596,1377,1,3,4.5
3597,1377,2,3,5.7
3598,1377,3,3,8.0
3599,1377,4,3,8.0
3600,1377,5,3,8.0
3601,1377,6,3,8.0
3602,1377,7,3,8.0
3603,1377,8,3,9.1
3604,1377,9,3,10.2
3605,1377,10,3,10.2
3606,1377,11,3,8.0
3607,1377,12,3,8.0
3608,1377,13,3,8.0
3609,1377,14,3,8.0
3610,1377,15,3,6.8
3611,1377,16,3,6.8
3612,1377,17,3,6.8
3613,1377,18,3,5.1
3614,1377,19,3,6.8
3615,1377,20,3,8.0
3616,1377,21,3,8.0
3617,1377,22,3,8.0
3618,1377,23,3,6.8
3619,1377,24,3,7.1
3620,1377,25,3,4.5
3621,1377,26,3,5.7
3622,1377,27,3,6.8
3623,1377,28,3,6.8
3624,1377,29,3,8.0
3625,1377,30,3,8.0
3626,1377,31,3,9.1
5177,1377,1,4,9.1
5178,1377,2,4,9.1
5179,1377,3,4,9.1
5180,1377,4,4,9.1
5181,1377,5,4,9.1
5182,1377,6,4,9.1
5183,1377,7,4,9.1
5184,1377,8,4,9.1
5185,1377,9,4,9.1
5186,1377,10,4,9.1
5187,1377,11,4,9.1
5188,1377,12,4,10.2
5189,1377,13,4,9.1
5190,1377,14,4,9.1
5191,1377,15,4,10.2
5192,1377,16,4,10.2
5193,1377,17,4,10.2
5194,1377,18,4,10.2
5195,1377,19,4,10.2
5196,1377,20,4,10.2
5197,1377,21,4,9.1
5198,1377,22,4,8.0
5199,1377,23,4,5.1
5200,1377,24,4,8.0
5201,1377,25,4,4.8
5202,1377,26,4,3.6
5203,1377,27,4,3.4
5204,1377,28,4,8.0
5205,1377,29,4,10.2
5206,1377,30,4,10.2
5207,1377,31,4,10.2
6758,1377,1,5,8.0
6759,1377,2,5,8.0
6760,1377,3,5,8.0
6761,1377,4,5,8.0
6762,1377,5,5,8.0
6763,1377,6,5,8.0
6764,1377,7,5,9.1
6765,1377,8,5,10.2
6766,1377,9,5,10.2
6767,1377,10,5,10.2
6768,1377,11,5,10.2
6769,1377,12,5,8.0
6770,1377,13,5,8.0
6771,1377,14,5,8.0
6772,1377,15,5,10.2
6773,1377,16,5,10.2
6774,1377,17,5,10.2
6775,1377,18,5,6.0
6776,1377,19,5,6.8
6777,1377,20,5,8.0
6778,1377,21,5,10.2
6779,1377,22,5,10.2
6780,1377,23,5,9.1
6781,1377,24,5,10.2
6782,1377,25,5,10.2
6783,1377,26,5,4.3
6784,1377,27,5,5.7
6785,1377,28,5,8.0
6786,1377,29,5,8.0
6787,1377,30,5,8.0
6788,1377,31,5,8.0
8339,1377,1,6,8.0
8340,1377,2,6,5.7
8341,1377,3,6,8.0
8342,1377,4,6,9.1
8343,1377,5,6,10.2
8344,1377,6,6,10.2
8345,1377,7,6,10.2
8346,1377,8,6,10.2
8347,1377,9,6,10.2
8348,1377,10,6,10.2
8349,1377,11,6,8.0
8350,1377,12,6,8.0
8351,1377,13,6,9.1
8352,1377,14,6,5.7
8353,1377,15,6,6.8
8354,1377,16,6,5.7
8355,1377,17,6,5.7
8356,1377,18,6,5.7
8357,1377,19,6,6.8
8358,1377,20,6,8.0
8359,1377,21,6,6.8
8360,1377,22,6,8.0
8361,1377,23,6,8.0
8362,1377,24,6,5.0
8363,1377,25,6,6.8
8364,1377,26,6,6.8
8365,1377,27,6,6.8
8366,1377,28,6,6.8
8367,1377,29,6,6.8
8368,1377,30,6,6.8
8369,1377,31,6,6.8
9920,1377,1,7,8.0
9921,1377,2,7,8.0
9922,1377,3,7,6.8
9923,1377,4,7,6.8
9924,1377,5,7,6.8
9925,1377,6,7,6.8
9926,1377,7,7,8.0
9927,1377,8,7,8.0
9928,1377,9,7,8.0
9929,1377,10,7,8.0
9930,1377,11,7,6.8
9931,1377,12,7,6.8
9932,1377,13,7,6.8
9933,1377,14,7,6.8
9934,1377,15,7,6.8
9935,1377,16,7,6.8
9936,1377,17,7,5.8
9937,1377,18,7,6.8
9938,1377,19,7,6.8
9939,1377,20,7,6.8
9940,1377,21,7,6.8
9941,1377,22,7,6.8
9942,1377,23,7,6.8
9943,1377,24,7,6.8
9944,1377,25,7,6.8
9945,1377,26,7,6.8
9946,1377,27,7,6.8
9947,1377,28,7,6.8
9948,1377,29,7,6.8
9949,1377,30,7,6.8
9950,1377,31,7,
11501,1377,1,8,8.0
11502,1377,2,8,6.8
11503,1377,3,8,6.8
11504,1377,4,8,6.8
11505,1377,5,8,6.8
11506,1377,6,8,6.8
11507,1377,7,8,6.8
11508,1377,8,8,6.8
11509,1377,9,8,6.8
11510,1377,10,8,6.8
11511,1377,11,8,6.8
11512,1377,12,8,6.8
11513,1377,13,8,6.8
11514,1377,14,8,6.8
11515,1377,15,8,6.8
11516,1377,16,8,6.8
11517,1377,17,8,6.8
11518,1377,18,8,6.8
11519,1377,19,8,6.8
11520,1377,20,8,6.8
11521,1377,21,8,6.8
11522,1377,22,8,6.8
11523,1377,23,8,5.7
11524,1377,24,8,5.7
11525,1377,25,8,5.7
11526,1377,26,8,3.4
11527,1377,27,8,3.4
11528,1377,28,8,5.7
11529,1377,29,8,5.7
11530,1377,30,8,3.4
11531,1377,31,8,
13082,1377,1,9,0.7
13083,1377,2,9,3.1
13084,1377,3,9,1.1
13085,1377,4,9,4.5
13086,1377,5,9,4.5
13087,1377,6,9,3.4
13088,1377,7,9,5.7
13089,1377,8,9,5.7
13090,1377,9,9,3.4
13091,1377,10,9,3.4
13092,1377,11,9,2.6
13093,1377,12,9,0.1
13094,1377,13,9,0.1
13095,1377,14,9,0.1
13096,1377,15,9,0.1
13097,1377,16,9,0.1
13098,1377,17,9,0.1
13099,1377,18,9,2.6
13100,1377,19,9,3.4
13101,1377,20,9,7.1
13102,1377,21,9,1.1
13103,1377,22,9,0.1
13104,1377,23,9,0.1
13105,1377,24,9,0.1
13106,1377,25,9,0.1
13107,1377,26,9,0.1
13108,1377,27,9,0.1
13109,1377,28,9,0.1
13110,1377,29,9,0.1
13111,1377,30,9,0.1
13112,1377,31,9,
14663,1377,1,10,0.1
14664,1377,2,10,0.1
14665,1377,3,10,0.1
14666,1377,4,10,0.1
14667,1377,5,10,0.1
14668,1377,6,10,0.1
14669,1377,7,10,0.1
14670,1377,8,10,0.1
14671,1377,9,10,0.1
14672,1377,10,10,0.1
14673,1377,11,10,0.1
14674,1377,12,10,0.1
14675,1377,13,10,0.1
14676,1377,14,10,0.1
14677,1377,15,10,0.1
14678,1377,16,10,0.1
14679,1377,17,10,0.1
14680,1377,18,10,0.1
14681,1377,19,10,0.1
14682,1377,20,10,0.1
14683,1377,21,10,0.1
14684,1377,22,10,0.1
14685,1377,23,10,0.1
14686,1377,24,10,0.1
14687,1377,25,10,0.1
14688,1377,26,10,0.1
14689,1377,27,10,0.1
14690,1377,28,10,0.1
14691,1377,29,10,0.1
14692,1377,30,10,0.1
14693,1377,31,10,
16244,1377,1,11,0.1
16245,1377,2,11,0.1
16246,1377,3,11,0.1
16247,1377,4,11,0.1
16248,1377,5,11,0.1
16249,1377,6,11,0.1
16250,1377,7,11,0.1
16251,1377,8,11,0.1
16252,1377,9,11,0.1
16253,1377,10,11,0.1
16254,1377,11,11,0.1
16255,1377,12,11,0.1
16256,1377,13,11,0.1
16257,1377,14,11,0.1
16258,1377,15,11,0.1
16259,1377,16,11,0.1
16260,1377,17,11,0.1
16261,1377,18,11,0.1
16262,1377,19,11,0.1
16263,1377,20,11,0.1
16264,1377,21,11,0.1
16265,1377,22,11,0.1
16266,1377,23,11,0.1
16267,1377,24,11,0.1
16268,1377,25,11,0.1
16269,1377,26,11,0.1
16270,1377,27,11,0.1
16271,1377,28,11,0.1
16272,1377,29,11,0.1
16273,1377,30,11,0.1
16274,1377,31,11,
17825,1377,1,12,0.1
17826,1377,2,12,0.1
17827,1377,3,12,0.1
17828,1377,4,12,0.1
17829,1377,5,12,0.1
17830,1377,6,12,0.1
17831,1377,7,12,0.1
17832,1377,8,12,0.1
17833,1377,9,12,0.1
17834,1377,10,12,0.1
17835,1377,11,12,0.1
