,sal,rooz,Month,golman_abShirin_EV
10034,1385,11,8,2.3
10035,1385,12,8,2.1
10036,1385,12,8,2.1
10037,1385,13,8,2.2
10038,1385,13,8,2.2
10039,1385,14,8,2.3
10040,1385,14,8,2.3
10041,1385,15,8,1.9
10042,1385,15,8,1.9
10043,1385,16,8,2.6
10044,1385,16,8,2.6
10045,1385,17,8,2.0
10046,1385,17,8,2.0
10047,1385,18,8,2.1
10048,1385,18,8,2.1
10049,1385,19,8,1.6
10050,1385,19,8,1.6
10051,1385,20,8,1.3
10052,1385,20,8,1.3
10053,1385,21,8,1.6
10054,1385,21,8,1.6
10055,1385,22,8,1.3
10056,1385,22,8,1.3
10057,1385,23,8,1.4
10058,1385,23,8,1.4
10059,1385,24,8,1.2
10060,1385,24,8,1.2
10061,1385,25,8,0.9
10062,1385,25,8,0.9
10063,1385,26,8,1.1
10064,1385,26,8,1.1
10065,1385,27,8,0.9
10066,1385,27,8,0.9
10067,1385,28,8,1.5
10068,1385,28,8,1.5
10069,1385,29,8,1.3
10070,1385,29,8,1.3
10071,1385,30,8,2.0
10072,1385,30,8,2.0
10073,1385,31,8,
10074,1385,31,8,
11346,1385,1,9,
11347,1385,1,9,
11348,1385,2,9,
11349,1385,2,9,
11350,1385,3,9,
11351,1385,3,9,
11352,1385,4,9,
11353,1385,4,9,
11354,1385,5,9,
11355,1385,5,9,
11356,1385,6,9,
11357,1385,6,9,
11358,1385,7,9,
11359,1385,7,9,
11360,1385,8,9,
11361,1385,8,9,
11362,1385,9,9,
11363,1385,9,9,
11364,1385,10,9,
11365,1385,10,9,
11366,1385,11,9,
11367,1385,11,9,
11368,1385,12,9,
11369,1385,12,9,
11370,1385,13,9,
11371,1385,13,9,
11372,1385,14,9,
11373,1385,14,9,
11374,1385,15,9,
11375,1385,15,9,
11376,1385,16,9,
11377,1385,16,9,
11378,1385,17,9,
11379,1385,17,9,
11380,1385,18,9,
11381,1385,18,9,
11382,1385,19,9,
11383,1385,19,9,
11384,1385,20,9,
11385,1385,20,9,
11386,1385,21,9,
11387,1385,21,9,
11388,1385,22,9,
11389,1385,22,9,
11390,1385,23,9,
11391,1385,23,9,
11392,1385,24,9,
11393,1385,24,9,
11394,1385,25,9,
11395,1385,25,9,
11396,1385,26,9,
11397,1385,26,9,
11398,1385,27,9,
11399,1385,27,9,
11400,1385,28,9,
11401,1385,28,9,
11402,1385,29,9,
11403,1385,29,9,
11404,1385,30,9,
11405,1385,30,9,
11406,1385,31,9,
11407,1385,31,9,
12679,1385,1,10,
12680,1385,1,10,
12681,1385,2,10,
12682,1385,2,10,
12683,1385,3,10,
12684,1385,3,10,
12685,1385,4,10,
12686,1385,4,10,
12687,1385,5,10,
12688,1385,5,10,
12689,1385,6,10,
12690,1385,6,10,
12691,1385,7,10,
12692,1385,7,10,
12693,1385,8,10,
12694,1385,8,10,
12695,1385,9,10,
12696,1385,9,10,
12697,1385,10,10,
12698,1385,10,10,
12699,1385,11,10,
12700,1385,11,10,
12701,1385,12,10,
12702,1385,12,10,
12703,1385,13,10,
12704,1385,13,10,
12705,1385,14,10,
12706,1385,14,10,
12707,1385,15,10,
12708,1385,15,10,
12709,1385,16,10,
12710,1385,16,10,
12711,1385,17,10,
12712,1385,17,10,
12713,1385,18,10,
12714,1385,18,10,
12715,1385,19,10,
12716,1385,19,10,
12717,1385,20,10,
12718,1385,20,10,
12719,1385,21,10,
12720,1385,21,10,
12721,1385,22,10,
12722,1385,22,10,
12723,1385,23,10,
12724,1385,23,10,
12725,1385,24,10,
12726,1385,24,10,
12727,1385,25,10,
12728,1385,25,10,
12729,1385,26,10,
12730,1385,26,10,
12731,1385,27,10,
12732,1385,27,10,
12733,1385,28,10,
12734,1385,28,10,
12735,1385,29,10,
12736,1385,29,10,
12737,1385,30,10,
12738,1385,30,10,
12739,1385,31,10,
12740,1385,31,10,
14012,1385,1,11,
14013,1385,1,11,
14014,1385,2,11,
14015,1385,2,11,
14016,1385,3,11,
14017,1385,3,11,
14018,1385,4,11,
14019,1385,4,11,
14020,1385,5,11,
14021,1385,5,11,
14022,1385,6,11,
14023,1385,6,11,
14024,1385,7,11,
14025,1385,7,11,
14026,1385,8,11,
14027,1385,8,11,
14028,1385,9,11,
14029,1385,9,11,
14030,1385,10,11,
14031,1385,10,11,
14032,1385,11,11,
14033,1385,11,11,
14034,1385,12,11,
14035,1385,12,11,
14036,1385,13,11,
14037,1385,13,11,
14038,1385,14,11,
14039,1385,14,11,
14040,1385,15,11,
14041,1385,15,11,
14042,1385,16,11,
14043,1385,16,11,
14044,1385,17,11,
14045,1385,17,11,
14046,1385,18,11,
14047,1385,18,11,
14048,1385,19,11,
14049,1385,19,11,
14050,1385,20,11,
14051,1385,20,11,
14052,1385,21,11,
14053,1385,21,11,
14054,1385,22,11,
14055,1385,22,11,
14056,1385,23,11,
14057,1385,23,11,
14058,1385,24,11,
14059,1385,24,11,
14060,1385,25,11,
14061,1385,25,11,
14062,1385,26,11,
14063,1385,26,11,
14064,1385,27,11,
14065,1385,27,11,
14066,1385,28,11,
14067,1385,28,11,
14068,1385,29,11,
14069,1385,29,11,
14070,1385,30,11,
14071,1385,30,11,
14072,1385,31,11,
14073,1385,31,11,
15345,1385,1,12,
15346,1385,1,12,
15347,1385,2,12,
15348,1385,2,12,
15349,1385,3,12,
15350,1385,3,12,
15351,1385,4,12,
15352,1385,4,12,
15353,1385,5,12,
15354,1385,5,12,
15355,1385,6,12,
15356,1385,6,12,
15357,1385,7,12,
15358,1385,7,12,
15359,1385,8,12,
15360,1385,8,12,
15361,1385,9,12,
15362,1385,9,12,
15363,1385,10,12,
15364,1385,10,12,
15365,1385,11,12,
15366,1385,11,12,
15367,1385,12,12,
15368,1385,12,12,
15369,1385,13,12,
15370,1385,13,12,
15371,1385,14,12,
15372,1385,14,12,
15373,1385,15,12,
15374,1385,15,12,
15375,1385,16,12,
15376,1385,16,12,
15377,1385,17,12,
15378,1385,17,12,
15379,1385,18,12,
15380,1385,18,12,
15381,1385,19,12,
15382,1385,19,12,
15383,1385,20,12,
15384,1385,20,12,
15385,1385,21,12,
15386,1385,21,12,
15387,1385,22,12,
15388,1385,22,12,
15389,1385,23,12,
15390,1385,23,12,
15391,1385,24,12,
15392,1385,24,12,
15393,1385,25,12,
15394,1385,25,12,
15395,1385,26,12,
15396,1385,26,12,
15397,1385,27,12,
15398,1385,27,12,
15399,1385,28,12,
15400,1385,28,12,
15401,1385,29,12,
15402,1385,29,12,
15403,1385,30,12,
15404,1385,30,12,
15405,1385,31,12,
15406,1385,31,12,
744,1386,1,1,2.1
745,1386,1,1,2.1
746,1386,1,1,2.1
747,1386,2,1,2.6
748,1386,2,1,2.6
749,1386,2,1,2.6
750,1386,3,1,2.9
751,1386,3,1,2.9
752,1386,3,1,2.9
753,1386,4,1,3.1
754,1386,4,1,3.1
755,1386,4,1,3.1
756,1386,5,1,2.4
757,1386,5,1,2.4
758,1386,5,1,2.4
759,1386,6,1,2.8
760,1386,6,1,2.8
761,1386,6,1,2.8
762,1386,7,1,3.8
763,1386,7,1,3.8
764,1386,7,1,3.8
765,1386,8,1,5.7
766,1386,8,1,5.7
767,1386,8,1,5.7
768,1386,9,1,5.6
769,1386,9,1,5.6
770,1386,9,1,5.6
771,1386,10,1,3.5
772,1386,10,1,3.5
773,1386,10,1,3.5
774,1386,11,1,3.3
775,1386,11,1,3.3
776,1386,11,1,3.3
777,1386,12,1,4.4
778,1386,12,1,4.4
779,1386,12,1,4.4
780,1386,13,1,1.9
781,1386,13,1,1.9
782,1386,13,1,1.9
783,1386,14,1,4.8
784,1386,14,1,4.8
785,1386,14,1,4.8
786,1386,15,1,4.0
787,1386,15,1,4.0
788,1386,15,1,4.0
789,1386,16,1,4.0
790,1386,16,1,4.0
791,1386,16,1,4.0
792,1386,17,1,3.9
793,1386,17,1,3.9
794,1386,17,1,3.9
795,1386,18,1,5.5
796,1386,18,1,5.5
797,1386,18,1,5.5
798,1386,19,1,4.4
799,1386,19,1,4.4
800,1386,19,1,4.4
801,1386,20,1,4.8
802,1386,20,1,4.8
803,1386,20,1,4.8
804,1386,21,1,5.4
805,1386,21,1,5.4
806,1386,21,1,5.4
807,1386,22,1,4.0
808,1386,22,1,4.0
809,1386,22,1,4.0
810,1386,23,1,4.7
811,1386,23,1,4.7
812,1386,23,1,4.7
813,1386,24,1,5.0
814,1386,24,1,5.0
815,1386,24,1,5.0
816,1386,25,1,3.8
817,1386,25,1,3.8
818,1386,25,1,3.8
819,1386,26,1,4.2
820,1386,26,1,4.2
821,1386,26,1,4.2
822,1386,27,1,4.2
823,1386,27,1,4.2
824,1386,27,1,4.2
825,1386,28,1,3.7
826,1386,28,1,3.7
827,1386,28,1,3.7
828,1386,29,1,4.9
829,1386,29,1,4.9
830,1386,29,1,4.9
831,1386,30,1,4.5
832,1386,30,1,4.5
833,1386,30,1,4.5
834,1386,31,1,4.0
835,1386,31,1,4.0
836,1386,31,1,4.0
2077,1386,1,2,3.9
2078,1386,1,2,3.9
2079,1386,1,2,3.9
2080,1386,2,2,4.7
2081,1386,2,2,4.7
2082,1386,2,2,4.7
2083,1386,3,2,4.9
2084,1386,3,2,4.9
2085,1386,3,2,4.9
2086,1386,4,2,5.4
2087,1386,4,2,5.4
2088,1386,4,2,5.4
2089,1386,5,2,5.9
2090,1386,5,2,5.9
2091,1386,5,2,5.9
2092,1386,6,2,5.6
2093,1386,6,2,5.6
2094,1386,6,2,5.6
2095,1386,7,2,5.9
2096,1386,7,2,5.9
2097,1386,7,2,5.9
2098,1386,8,2,6.3
2099,1386,8,2,6.3
2100,1386,8,2,6.3
2101,1386,9,2,6.8
2102,1386,9,2,6.8
2103,1386,9,2,6.8
2104,1386,10,2,6.6
2105,1386,10,2,6.6
2106,1386,10,2,6.6
2107,1386,11,2,3.0
2108,1386,11,2,3.0
2109,1386,11,2,3.0
2110,1386,12,2,4.4
2111,1386,12,2,4.4
2112,1386,12,2,4.4
2113,1386,13,2,4.4
2114,1386,13,2,4.4
2115,1386,13,2,4.4
2116,1386,14,2,3.3
2117,1386,14,2,3.3
2118,1386,14,2,3.3
2119,1386,15,2,4.7
2120,1386,15,2,4.7
2121,1386,15,2,4.7
2122,1386,16,2,5.1
2123,1386,16,2,5.1
2124,1386,16,2,5.1
2125,1386,17,2,6.1
2126,1386,17,2,6.1
2127,1386,17,2,6.1
2128,1386,18,2,7.3
2129,1386,18,2,7.3
2130,1386,18,2,7.3
2131,1386,19,2,5.7
2132,1386,19,2,5.7
2133,1386,19,2,5.7
2134,1386,20,2,7.1
2135,1386,20,2,7.1
2136,1386,20,2,7.1
2137,1386,21,2,5.6
2138,1386,21,2,5.6
2139,1386,21,2,5.6
2140,1386,22,2,5.5
2141,1386,22,2,5.5
2142,1386,22,2,5.5
2143,1386,23,2,5.6
2144,1386,23,2,5.6
2145,1386,23,2,5.6
2146,1386,24,2,5.1
2147,1386,24,2,5.1
2148,1386,24,2,5.1
2149,1386,25,2,4.9
2150,1386,25,2,4.9
2151,1386,25,2,4.9
2152,1386,26,2,5.4
2153,1386,26,2,5.4
2154,1386,26,2,5.4
2155,1386,27,2,6.6
2156,1386,27,2,6.6
2157,1386,27,2,6.6
2158,1386,28,2,5.4
2159,1386,28,2,5.4
2160,1386,28,2,5.4
2161,1386,29,2,6.1
2162,1386,29,2,6.1
2163,1386,29,2,6.1
2164,1386,30,2,5.1
2165,1386,30,2,5.1
2166,1386,30,2,5.1
2167,1386,31,2,4.4
2168,1386,31,2,4.4
2169,1386,31,2,4.4
3410,1386,1,3,5.6
3411,1386,1,3,5.6
3412,1386,1,3,5.6
3413,1386,2,3,7.2
3414,1386,2,3,7.2
3415,1386,2,3,7.2
3416,1386,3,3,6.1
3417,1386,3,3,6.1
3418,1386,3,3,6.1
3419,1386,4,3,7.3
3420,1386,4,3,7.3
3421,1386,4,3,7.3
3422,1386,5,3,7.9
3423,1386,5,3,7.9
3424,1386,5,3,7.9
3425,1386,6,3,9.2
3426,1386,6,3,9.2
3427,1386,6,3,9.2
3428,1386,7,3,10.5
3429,1386,7,3,10.5
3430,1386,7,3,10.5
3431,1386,8,3,8.0
3432,1386,8,3,8.0
3433,1386,8,3,8.0
3434,1386,9,3,9.2
3435,1386,9,3,9.2
3436,1386,9,3,9.2
3437,1386,10,3,8.2
3438,1386,10,3,8.2
3439,1386,10,3,8.2
3440,1386,11,3,8.0
3441,1386,11,3,8.0
3442,1386,11,3,8.0
3443,1386,12,3,6.8
3444,1386,12,3,6.8
3445,1386,12,3,6.8
3446,1386,13,3,8.0
3447,1386,13,3,8.0
3448,1386,13,3,8.0
3449,1386,14,3,8.7
3450,1386,14,3,8.7
3451,1386,14,3,8.7
3452,1386,15,3,7.4
3453,1386,15,3,7.4
3454,1386,15,3,7.4
3455,1386,16,3,8.7
3456,1386,16,3,8.7
3457,1386,16,3,8.7
3458,1386,17,3,10.9
3459,1386,17,3,10.9
3460,1386,17,3,10.9
3461,1386,18,3,9.4
3462,1386,18,3,9.4
3463,1386,18,3,9.4
3464,1386,19,3,10.0
3465,1386,19,3,10.0
3466,1386,19,3,10.0
3467,1386,20,3,8.9
3468,1386,20,3,8.9
3469,1386,20,3,8.9
3470,1386,21,3,8.3
3471,1386,21,3,8.3
3472,1386,21,3,8.3
3473,1386,22,3,8.9
3474,1386,22,3,8.9
3475,1386,22,3,8.9
3476,1386,23,3,11.5
3477,1386,23,3,11.5
3478,1386,23,3,11.5
3479,1386,24,3,10.3
3480,1386,24,3,10.3
3481,1386,24,3,10.3
3482,1386,25,3,9.6
3483,1386,25,3,9.6
3484,1386,25,3,9.6
3485,1386,26,3,9.6
3486,1386,26,3,9.6
3487,1386,26,3,9.6
3488,1386,27,3,8.3
3489,1386,27,3,8.3
3490,1386,27,3,8.3
3491,1386,28,3,7.9
3492,1386,28,3,7.9
3493,1386,28,3,7.9
3494,1386,29,3,7.7
3495,1386,29,3,7.7
3496,1386,29,3,7.7
3497,1386,30,3,8.3
3498,1386,30,3,8.3
3499,1386,30,3,8.3
3500,1386,31,3,8.0
3501,1386,31,3,8.0
3502,1386,31,3,8.0
4743,1386,1,4,8.6
4744,1386,1,4,8.6
4745,1386,1,4,8.6
4746,1386,2,4,8.3
4747,1386,2,4,8.3
4748,1386,2,4,8.3
4749,1386,3,4,8.9
4750,1386,3,4,8.9
4751,1386,3,4,8.9
4752,1386,4,4,8.6
4753,1386,4,4,8.6
4754,1386,4,4,8.6
4755,1386,5,4,8.4
4756,1386,5,4,8.4
4757,1386,5,4,8.4
4758,1386,6,4,8.2
4759,1386,6,4,8.2
4760,1386,6,4,8.2
4761,1386,7,4,8.9
4762,1386,7,4,8.9
4763,1386,7,4,8.9
4764,1386,8,4,8.0
4765,1386,8,4,8.0
4766,1386,8,4,8.0
4767,1386,9,4,8.6
4768,1386,9,4,8.6
4769,1386,9,4,8.6
4770,1386,10,4,9.4
4771,1386,10,4,9.4
4772,1386,10,4,9.4
4773,1386,11,4,8.1
4774,1386,11,4,8.1
4775,1386,11,4,8.1
4776,1386,12,4,8.2
4777,1386,12,4,8.2
4778,1386,12,4,8.2
4779,1386,13,4,8.6
4780,1386,13,4,8.6
4781,1386,13,4,8.6
4782,1386,14,4,8.0
4783,1386,14,4,8.0
4784,1386,14,4,8.0
4785,1386,15,4,9.3
4786,1386,15,4,9.3
4787,1386,15,4,9.3
4788,1386,16,4,9.1
4789,1386,16,4,9.1
4790,1386,16,4,9.1
4791,1386,17,4,8.7
4792,1386,17,4,8.7
4793,1386,17,4,8.7
4794,1386,18,4,29.6
4795,1386,18,4,29.6
4796,1386,18,4,29.6
4797,1386,19,4,7.7
4798,1386,19,4,7.7
4799,1386,19,4,7.7
4800,1386,20,4,7.2
4801,1386,20,4,7.2
4802,1386,20,4,7.2
4803,1386,21,4,9.6
4804,1386,21,4,9.6
4805,1386,21,4,9.6
4806,1386,22,4,9.1
4807,1386,22,4,9.1
4808,1386,22,4,9.1
4809,1386,23,4,8.3
4810,1386,23,4,8.3
4811,1386,23,4,8.3
4812,1386,24,4,8.7
4813,1386,24,4,8.7
4814,1386,24,4,8.7
4815,1386,25,4,8.9
4816,1386,25,4,8.9
4817,1386,25,4,8.9
4818,1386,26,4,9.3
4819,1386,26,4,9.3
4820,1386,26,4,9.3
4821,1386,27,4,9.5
4822,1386,27,4,9.5
4823,1386,27,4,9.5
4824,1386,28,4,9.3
4825,1386,28,4,9.3
4826,1386,28,4,9.3
4827,1386,29,4,9.4
4828,1386,29,4,9.4
4829,1386,29,4,9.4
4830,1386,30,4,9.6
4831,1386,30,4,9.6
4832,1386,30,4,9.6
4833,1386,31,4,9.4
4834,1386,31,4,9.4
4835,1386,31,4,9.4
6076,1386,1,5,9.1
6077,1386,1,5,9.1
6078,1386,1,5,9.1
6079,1386,2,5,10.7
6080,1386,2,5,10.7
6081,1386,2,5,10.7
6082,1386,3,5,10.0
6083,1386,3,5,10.0
6084,1386,3,5,10.0
6085,1386,4,5,8.6
6086,1386,4,5,8.6
6087,1386,4,5,8.6
6088,1386,5,5,9.3
6089,1386,5,5,9.3
6090,1386,5,5,9.3
6091,1386,6,5,9.6
6092,1386,6,5,9.6
6093,1386,6,5,9.6
6094,1386,7,5,8.6
6095,1386,7,5,8.6
6096,1386,7,5,8.6
6097,1386,8,5,9.4
6098,1386,8,5,9.4
6099,1386,8,5,9.4
6100,1386,9,5,9.1
6101,1386,9,5,9.1
6102,1386,9,5,9.1
6103,1386,10,5,9.1
6104,1386,10,5,9.1
6105,1386,10,5,9.1
6106,1386,11,5,10.3
6107,1386,11,5,10.3
6108,1386,11,5,10.3
6109,1386,12,5,9.4
6110,1386,12,5,9.4
6111,1386,12,5,9.4
6112,1386,13,5,8.5
6113,1386,13,5,8.5
6114,1386,13,5,8.5
6115,1386,14,5,9.4
6116,1386,14,5,9.4
6117,1386,14,5,9.4
6118,1386,15,5,10.0
6119,1386,15,5,10.0
6120,1386,15,5,10.0
6121,1386,16,5,9.6
6122,1386,16,5,9.6
6123,1386,16,5,9.6
6124,1386,17,5,9.8
6125,1386,17,5,9.8
6126,1386,17,5,9.8
6127,1386,18,5,9.9
6128,1386,18,5,9.9
6129,1386,18,5,9.9
6130,1386,19,5,9.2
6131,1386,19,5,9.2
6132,1386,19,5,9.2
6133,1386,20,5,9.3
6134,1386,20,5,9.3
6135,1386,20,5,9.3
6136,1386,21,5,8.6
6137,1386,21,5,8.6
6138,1386,21,5,8.6
6139,1386,22,5,9.4
6140,1386,22,5,9.4
6141,1386,22,5,9.4
6142,1386,23,5,9.6
6143,1386,23,5,9.6
6144,1386,23,5,9.6
6145,1386,24,5,8.9
6146,1386,24,5,8.9
6147,1386,24,5,8.9
6148,1386,25,5,8.7
6149,1386,25,5,8.7
6150,1386,25,5,8.7
6151,1386,26,5,9.4
6152,1386,26,5,9.4
6153,1386,26,5,9.4
6154,1386,27,5,8.6
6155,1386,27,5,8.6
6156,1386,27,5,8.6
6157,1386,28,5,8.9
6158,1386,28,5,8.9
6159,1386,28,5,8.9
6160,1386,29,5,8.9
6161,1386,29,5,8.9
6162,1386,29,5,8.9
6163,1386,30,5,9.3
6164,1386,30,5,9.3
6165,1386,30,5,9.3
6166,1386,31,5,9.8
6167,1386,31,5,9.8
6168,1386,31,5,9.8
7409,1386,1,6,9.8
7410,1386,1,6,9.8
7411,1386,1,6,9.8
7412,1386,2,6,9.7
7413,1386,2,6,9.7
7414,1386,2,6,9.7
7415,1386,3,6,9.4
7416,1386,3,6,9.4
7417,1386,3,6,9.4
7418,1386,4,6,9.2
7419,1386,4,6,9.2
7420,1386,4,6,9.2
7421,1386,5,6,8.9
7422,1386,5,6,8.9
7423,1386,5,6,8.9
7424,1386,6,6,8.7
7425,1386,6,6,8.7
7426,1386,6,6,8.7
7427,1386,7,6,9.4
7428,1386,7,6,9.4
7429,1386,7,6,9.4
7430,1386,8,6,8.4
7431,1386,8,6,8.4
7432,1386,8,6,8.4
7433,1386,9,6,8.6
7434,1386,9,6,8.6
7435,1386,9,6,8.6
7436,1386,10,6,8.6
7437,1386,10,6,8.6
7438,1386,10,6,8.6
7439,1386,11,6,9.1
7440,1386,11,6,9.1
7441,1386,11,6,9.1
7442,1386,12,6,9.4
7443,1386,12,6,9.4
7444,1386,12,6,9.4
7445,1386,13,6,9.0
7446,1386,13,6,9.0
7447,1386,13,6,9.0
7448,1386,14,6,8.6
7449,1386,14,6,8.6
7450,1386,14,6,8.6
7451,1386,15,6,9.0
7452,1386,15,6,9.0
7453,1386,15,6,9.0
7454,1386,16,6,9.2
7455,1386,16,6,9.2
7456,1386,16,6,9.2
7457,1386,17,6,8.4
7458,1386,17,6,8.4
7459,1386,17,6,8.4
7460,1386,18,6,8.7
7461,1386,18,6,8.7
7462,1386,18,6,8.7
7463,1386,19,6,7.2
7464,1386,19,6,7.2
7465,1386,19,6,7.2
7466,1386,20,6,6.0
7467,1386,20,6,6.0
7468,1386,20,6,6.0
7469,1386,21,6,3.1
7470,1386,21,6,3.1
7471,1386,21,6,3.1
7472,1386,22,6,3.7
7473,1386,22,6,3.7
7474,1386,22,6,3.7
7475,1386,23,6,4.8
7476,1386,23,6,4.8
7477,1386,23,6,4.8
7478,1386,24,6,4.4
7479,1386,24,6,4.4
7480,1386,24,6,4.4
7481,1386,25,6,4.4
7482,1386,25,6,4.4
7483,1386,25,6,4.4
7484,1386,26,6,4.7
7485,1386,26,6,4.7
7486,1386,26,6,4.7
7487,1386,27,6,5.2
7488,1386,27,6,5.2
7489,1386,27,6,5.2
7490,1386,28,6,5.9
7491,1386,28,6,5.9
7492,1386,28,6,5.9
7493,1386,29,6,4.4
7494,1386,29,6,4.4
7495,1386,29,6,4.4
7496,1386,30,6,4.9
7497,1386,30,6,4.9
7498,1386,30,6,4.9
7499,1386,31,6,7.7
7500,1386,31,6,7.7
7501,1386,31,6,7.7
8742,1386,1,7,4.7
8743,1386,1,7,4.7
8744,1386,1,7,4.7
8745,1386,2,7,5.2
8746,1386,2,7,5.2
8747,1386,2,7,5.2
8748,1386,3,7,6.1
8749,1386,3,7,6.1
8750,1386,3,7,6.1
8751,1386,4,7,4.9
8752,1386,4,7,4.9
8753,1386,4,7,4.9
8754,1386,5,7,4.9
8755,1386,5,7,4.9
8756,1386,5,7,4.9
8757,1386,6,7,5.1
8758,1386,6,7,5.1
8759,1386,6,7,5.1
8760,1386,7,7,4.5
8761,1386,7,7,4.5
8762,1386,7,7,4.5
8763,1386,8,7,5.4
8764,1386,8,7,5.4
8765,1386,8,7,5.4
8766,1386,9,7,4.1
8767,1386,9,7,4.1
8768,1386,9,7,4.1
8769,1386,10,7,4.2
8770,1386,10,7,4.2
8771,1386,10,7,4.2
8772,1386,11,7,5.1
8773,1386,11,7,5.1
8774,1386,11,7,5.1
8775,1386,12,7,5.4
8776,1386,12,7,5.4
8777,1386,12,7,5.4
8778,1386,13,7,4.2
8779,1386,13,7,4.2
8780,1386,13,7,4.2
8781,1386,14,7,4.2
8782,1386,14,7,4.2
8783,1386,14,7,4.2
8784,1386,15,7,4.4
8785,1386,15,7,4.4
8786,1386,15,7,4.4
8787,1386,16,7,3.8
8788,1386,16,7,3.8
8789,1386,16,7,3.8
8790,1386,17,7,4.2
8791,1386,17,7,4.2
8792,1386,17,7,4.2
8793,1386,18,7,3.8
8794,1386,18,7,3.8
8795,1386,18,7,3.8
8796,1386,19,7,3.7
8797,1386,19,7,3.7
8798,1386,19,7,3.7
8799,1386,20,7,2.7
8800,1386,20,7,2.7
8801,1386,20,7,2.7
8802,1386,21,7,3.8
8803,1386,21,7,3.8
8804,1386,21,7,3.8
8805,1386,22,7,3.3
8806,1386,22,7,3.3
8807,1386,22,7,3.3
8808,1386,23,7,3.3
8809,1386,23,7,3.3
8810,1386,23,7,3.3
8811,1386,24,7,3.1
8812,1386,24,7,3.1
8813,1386,24,7,3.1
8814,1386,25,7,3.1
8815,1386,25,7,3.1
8816,1386,25,7,3.1
8817,1386,26,7,3.8
8818,1386,26,7,3.8
8819,1386,26,7,3.8
8820,1386,27,7,2.1
8821,1386,27,7,2.1
8822,1386,27,7,2.1
8823,1386,28,7,2.7
8824,1386,28,7,2.7
8825,1386,28,7,2.7
8826,1386,29,7,1.5
8827,1386,29,7,1.5
8828,1386,29,7,1.5
8829,1386,30,7,2.6
8830,1386,30,7,2.6
8831,1386,30,7,2.6
8832,1386,31,7,
8833,1386,31,7,
8834,1386,31,7,
10075,1386,1,8,3.5
10076,1386,1,8,3.5
10077,1386,1,8,3.5
10078,1386,2,8,3.0
10079,1386,2,8,3.0
10080,1386,2,8,3.0
10081,1386,3,8,2.6
10082,1386,3,8,2.6
10083,1386,3,8,2.6
10084,1386,4,8,2.6
10085,1386,4,8,2.6
10086,1386,4,8,2.6
10087,1386,5,8,2.5
10088,1386,5,8,2.5
10089,1386,5,8,2.5
10090,1386,6,8,1.9
10091,1386,6,8,1.9
10092,1386,6,8,1.9
10093,1386,7,8,2.6
10094,1386,7,8,2.6
10095,1386,7,8,2.6
10096,1386,8,8,2.1
10097,1386,8,8,2.1
10098,1386,8,8,2.1
10099,1386,9,8,2.4
10100,1386,9,8,2.4
10101,1386,9,8,2.4
10102,1386,10,8,2.4
10103,1386,10,8,2.4
10104,1386,10,8,2.4
10105,1386,11,8,2.9
10106,1386,11,8,2.9
10107,1386,11,8,2.9
10108,1386,12,8,3.0
10109,1386,12,8,3.0
10110,1386,12,8,3.0
10111,1386,13,8,2.1
10112,1386,13,8,2.1
10113,1386,13,8,2.1
10114,1386,14,8,2.7
10115,1386,14,8,2.7
10116,1386,14,8,2.7
10117,1386,15,8,2.4
10118,1386,15,8,2.4
10119,1386,15,8,2.4
10120,1386,16,8,2.6
10121,1386,16,8,2.6
10122,1386,16,8,2.6
10123,1386,17,8,3.5
10124,1386,17,8,3.5
10125,1386,17,8,3.5
10126,1386,18,8,3.1
10127,1386,18,8,3.1
10128,1386,18,8,3.1
10129,1386,19,8,2.6
10130,1386,19,8,2.6
10131,1386,19,8,2.6
10132,1386,20,8,3.0
10133,1386,20,8,3.0
10134,1386,20,8,3.0
10135,1386,21,8,3.0
10136,1386,21,8,3.0
10137,1386,21,8,3.0
10138,1386,22,8,2.4
10139,1386,22,8,2.4
10140,1386,22,8,2.4
10141,1386,23,8,1.6
10142,1386,23,8,1.6
10143,1386,23,8,1.6
10144,1386,24,8,1.7
10145,1386,24,8,1.7
10146,1386,24,8,1.7
10147,1386,25,8,1.6
10148,1386,25,8,1.6
10149,1386,25,8,1.6
10150,1386,26,8,1.7
10151,1386,26,8,1.7
10152,1386,26,8,1.7
10153,1386,27,8,1.9
10154,1386,27,8,1.9
10155,1386,27,8,1.9
10156,1386,28,8,1.2
10157,1386,28,8,1.2
10158,1386,28,8,1.2
10159,1386,29,8,1.9
10160,1386,29,8,1.9
10161,1386,29,8,1.9
10162,1386,30,8,1.5
10163,1386,30,8,1.5
10164,1386,30,8,1.5
10165,1386,31,8,
10166,1386,31,8,
10167,1386,31,8,
11408,1386,1,9,1.7
11409,1386,1,9,1.7
11410,1386,1,9,1.7
11411,1386,2,9,2.0
11412,1386,2,9,2.0
11413,1386,2,9,2.0
11414,1386,3,9,2.0
11415,1386,3,9,2.0
11416,1386,3,9,2.0
11417,1386,4,9,3.5
11418,1386,4,9,3.5
11419,1386,4,9,3.5
11420,1386,5,9,0.5
11421,1386,5,9,0.5
11422,1386,5,9,0.5
11423,1386,6,9,1.1
11424,1386,6,9,1.1
11425,1386,6,9,1.1
11426,1386,7,9,1.2
11427,1386,7,9,1.2
11428,1386,7,9,1.2
11429,1386,8,9,1.0
11430,1386,8,9,1.0
11431,1386,8,9,1.0
11432,1386,9,9,0.3
11433,1386,9,9,0.3
