,sal,rooz,Month,golman_abShirin_EV
2932,1379,19,3,7.0
2933,1379,20,3,6.6
2934,1379,21,3,9.6
2935,1379,22,3,8.3
2936,1379,23,3,7.4
2937,1379,24,3,6.8
2938,1379,25,3,8.0
2939,1379,26,3,8.4
2940,1379,27,3,5.9
2941,1379,28,3,5.8
2942,1379,29,3,7.0
2943,1379,30,3,9.6
2944,1379,31,3,5.3
4247,1379,1,4,8.3
4248,1379,2,4,10.9
4249,1379,3,4,8.6
4250,1379,4,4,8.0
4251,1379,5,4,13.1
4252,1379,6,4,6.3
4253,1379,7,4,6.8
4254,1379,8,4,8.0
4255,1379,9,4,7.9
4256,1379,10,4,8.6
4257,1379,11,4,10.1
4258,1379,12,4,8.7
4259,1379,13,4,9.7
4260,1379,14,4,10.9
4261,1379,15,4,8.5
4262,1379,16,4,9.5
4263,1379,17,4,10.7
4264,1379,18,4,8.0
4265,1379,19,4,8.7
4266,1379,20,4,9.7
4267,1379,21,4,8.9
4268,1379,22,4,7.4
4269,1379,23,4,8.3
4270,1379,24,4,8.7
4271,1379,25,4,8.5
4272,1379,26,4,12.7
4273,1379,27,4,2.5
4274,1379,28,4,7.9
4275,1379,29,4,8.7
4276,1379,30,4,8.2
4277,1379,31,4,9.8
5580,1379,1,5,9.2
5581,1379,2,5,9.2
5582,1379,3,5,9.8
5583,1379,4,5,9.7
5584,1379,5,5,9.7
5585,1379,6,5,9.7
5586,1379,7,5,9.7
5587,1379,8,5,9.2
5588,1379,9,5,9.7
5589,1379,10,5,9.6
5590,1379,11,5,10.0
5591,1379,12,5,10.0
5592,1379,13,5,8.7
5593,1379,14,5,8.0
5594,1379,15,5,8.5
5595,1379,16,5,10.5
5596,1379,17,5,10.2
5597,1379,18,5,10.3
5598,1379,19,5,11.2
5599,1379,20,5,7.8
5600,1379,21,5,8.3
5601,1379,22,5,8.1
5602,1379,23,5,8.8
5603,1379,24,5,9.4
5604,1379,25,5,9.8
5605,1379,26,5,8.7
5606,1379,27,5,8.7
5607,1379,28,5,7.2
5608,1379,29,5,7.4
5609,1379,30,5,7.2
5610,1379,31,5,8.9
6913,1379,1,6,6.3
6914,1379,2,6,6.5
6915,1379,3,6,7.4
6916,1379,4,6,8.0
6917,1379,5,6,7.0
6918,1379,6,6,7.2
6919,1379,7,6,8.0
6920,1379,8,6,7.8
6921,1379,9,6,7.6
6922,1379,10,6,6.2
6923,1379,11,6,6.7
6924,1379,12,6,7.2
6925,1379,13,6,7.9
6926,1379,14,6,6.1
6927,1379,15,6,6.9
6928,1379,16,6,5.2
6929,1379,17,6,6.4
6930,1379,18,6,8.3
6931,1379,19,6,7.0
6932,1379,20,6,7.3
6933,1379,21,6,7.4
6934,1379,22,6,6.2
6935,1379,23,6,6.6
6936,1379,24,6,7.0
6937,1379,25,6,5.1
6938,1379,26,6,5.9
6939,1379,27,6,4.2
6940,1379,28,6,5.8
6941,1379,29,6,5.2
6942,1379,30,6,5.5
6943,1379,31,6,4.0
8246,1379,1,7,4.9
8247,1379,2,7,5.7
8248,1379,3,7,6.0
8249,1379,4,7,4.6
8250,1379,5,7,5.3
8251,1379,6,7,5.7
8252,1379,7,7,3.5
8253,1379,8,7,0.1
8254,1379,9,7,7.9
8255,1379,10,7,4.4
8256,1379,11,7,0.9
8257,1379,12,7,3.6
8258,1379,13,7,3.1
8259,1379,14,7,2.8
8260,1379,15,7,3.3
8261,1379,16,7,4.4
8262,1379,17,7,4.4
8263,1379,18,7,4.3
8264,1379,19,7,3.8
8265,1379,20,7,4.8
8266,1379,21,7,5.2
8267,1379,22,7,1.7
8268,1379,23,7,0.1
8269,1379,24,7,0.1
8270,1379,25,7,0.8
8271,1379,26,7,1.4
8272,1379,27,7,7.0
8273,1379,28,7,5.7
8274,1379,29,7,5.0
8275,1379,30,7,4.9
8276,1379,31,7,
9579,1379,1,8,6.4
9580,1379,2,8,4.7
9581,1379,3,8,3.8
9582,1379,4,8,1.1
9583,1379,5,8,1.3
9584,1379,6,8,2.2
9585,1379,7,8,1.5
9586,1379,8,8,2.8
9587,1379,9,8,2.3
9588,1379,10,8,2.4
9589,1379,11,8,5.2
9590,1379,12,8,1.2
9591,1379,13,8,1.0
9592,1379,14,8,1.0
9593,1379,15,8,2.1
9594,1379,16,8,1.7
9595,1379,17,8,2.4
9596,1379,18,8,2.2
9597,1379,19,8,1.7
9598,1379,20,8,1.3
9599,1379,21,8,1.5
9600,1379,22,8,1.7
9601,1379,23,8,1.7
9602,1379,24,8,1.8
9603,1379,25,8,1.6
9604,1379,26,8,1.5
9605,1379,27,8,1.7
9606,1379,28,8,0.6
9607,1379,29,8,3.3
9608,1379,30,8,1.1
9609,1379,31,8,
10912,1379,1,9,0.8
10913,1379,2,9,0.7
10914,1379,3,9,1.0
10915,1379,4,9,8.8
10916,1379,5,9,1.2
10917,1379,6,9,0.8
10918,1379,7,9,0.7
10919,1379,8,9,0.4
10920,1379,9,9,0.6
10921,1379,10,9,0.4
10922,1379,11,9,0.3
10923,1379,12,9,0.4
10924,1379,13,9,0.3
10925,1379,14,9,0.5
10926,1379,15,9,0.6
10927,1379,16,9,2.2
10928,1379,17,9,0.5
10929,1379,18,9,0.5
10930,1379,19,9,2.3
10931,1379,20,9,1.5
10932,1379,21,9,0.3
10933,1379,22,9,0.3
10934,1379,23,9,0.3
10935,1379,24,9,0.6
10936,1379,25,9,0.8
10937,1379,26,9,0.6
10938,1379,27,9,0.7
10939,1379,28,9,0.4
10940,1379,29,9,0.4
10941,1379,30,9,3.1
10942,1379,31,9,
12245,1379,1,10,0.1
12246,1379,2,10,0.1
12247,1379,3,10,0.1
12248,1379,4,10,0.1
12249,1379,5,10,0.1
12250,1379,6,10,0.1
12251,1379,7,10,0.1
12252,1379,8,10,0.1
12253,1379,9,10,0.1
12254,1379,10,10,0.1
12255,1379,11,10,0.1
12256,1379,12,10,0.1
12257,1379,13,10,0.1
12258,1379,14,10,0.1
12259,1379,15,10,0.1
12260,1379,16,10,0.1
12261,1379,17,10,0.1
12262,1379,18,10,0.1
12263,1379,19,10,0.1
12264,1379,20,10,0.1
12265,1379,21,10,0.1
12266,1379,22,10,0.1
12267,1379,23,10,0.1
12268,1379,24,10,0.1
12269,1379,25,10,0.1
12270,1379,26,10,0.1
12271,1379,27,10,0.1
12272,1379,28,10,0.1
12273,1379,29,10,0.1
12274,1379,30,10,0.1
12275,1379,31,10,
13578,1379,1,11,0.1
13579,1379,2,11,0.1
13580,1379,3,11,0.1
13581,1379,4,11,0.1
13582,1379,5,11,0.1
13583,1379,6,11,0.1
13584,1379,7,11,0.1
13585,1379,8,11,0.1
13586,1379,9,11,0.1
13587,1379,10,11,0.1
13588,1379,11,11,0.1
13589,1379,12,11,0.1
13590,1379,13,11,0.1
13591,1379,14,11,0.1
13592,1379,15,11,0.1
13593,1379,16,11,0.1
13594,1379,17,11,0.1
13595,1379,18,11,0.1
13596,1379,19,11,0.1
13597,1379,20,11,0.1
13598,1379,21,11,0.1
13599,1379,22,11,0.1
13600,1379,23,11,0.1
13601,1379,24,11,0.1
13602,1379,25,11,0.1
13603,1379,26,11,0.1
13604,1379,27,11,0.1
13605,1379,28,11,0.1
13606,1379,29,11,0.1
13607,1379,30,11,0.1
13608,1379,31,11,
14911,1379,1,12,0.7
14912,1379,2,12,0.6
14913,1379,3,12,0.9
14914,1379,4,12,1.5
14915,1379,5,12,0.4
14916,1379,6,12,1.0
14917,1379,7,12,1.1
14918,1379,8,12,1.1
14919,1379,9,12,0.9
14920,1379,10,12,1.1
14921,1379,11,12,1.1
14922,1379,12,12,1.1
14923,1379,13,12,4.4
14924,1379,14,12,1.3
14925,1379,15,12,1.5
14926,1379,16,12,1.9
14927,1379,17,12,2.4
14928,1379,18,12,1.0
14929,1379,19,12,7.3
14930,1379,20,12,0.9
14931,1379,21,12,2.5
14932,1379,22,12,1.0
14933,1379,23,12,0.6
14934,1379,24,12,1.6
14935,1379,25,12,1.5
14936,1379,26,12,2.2
14937,1379,27,12,1.7
14938,1379,28,12,2.4
14939,1379,29,12,3.4
14940,1379,30,12,1.5
14941,1379,31,12,
279,1380,1,1,1.0
280,1380,2,1,1.0
281,1380,3,1,2.7
282,1380,4,1,2.3
283,1380,5,1,2.0
284,1380,6,1,2.4
285,1380,7,1,4.3
286,1380,8,1,1.3
287,1380,9,1,4.5
288,1380,10,1,4.2
289,1380,11,1,2.5
290,1380,12,1,2.1
291,1380,13,1,25.4
292,1380,14,1,10.0
293,1380,15,1,2.9
294,1380,16,1,4.2
295,1380,17,1,13.6
296,1380,18,1,6.1
297,1380,19,1,3.1
298,1380,20,1,4.5
299,1380,21,1,4.5
300,1380,22,1,4.4
301,1380,23,1,3.2
302,1380,24,1,4.1
303,1380,25,1,4.1
304,1380,26,1,1.2
305,1380,27,1,4.7
306,1380,28,1,2.5
307,1380,29,1,27.4
308,1380,30,1,7.2
309,1380,31,1,3.2
1612,1380,1,2,1.0
1613,1380,2,2,2.3
1614,1380,3,2,2.9
1615,1380,4,2,2.4
1616,1380,5,2,4.1
1617,1380,6,2,4.5
1618,1380,7,2,4.3
1619,1380,8,2,3.8
1620,1380,9,2,4.7
1621,1380,10,2,5.4
1622,1380,11,2,4.9
1623,1380,12,2,3.9
1624,1380,13,2,2.4
1625,1380,14,2,5.3
1626,1380,15,2,1.5
1627,1380,16,2,3.3
1628,1380,17,2,3.5
1629,1380,18,2,3.8
1630,1380,19,2,4.6
1631,1380,20,2,1.9
1632,1380,21,2,2.8
1633,1380,22,2,2.3
1634,1380,23,2,2.4
1635,1380,24,2,0.6
1636,1380,25,2,2.6
1637,1380,26,2,2.9
1638,1380,27,2,3.1
1639,1380,28,2,2.8
1640,1380,29,2,5.8
1641,1380,30,2,5.1
1642,1380,31,2,5.9
2945,1380,1,3,3.9
2946,1380,2,3,6.7
2947,1380,3,3,3.7
2948,1380,4,3,4.0
2949,1380,5,3,4.2
2950,1380,6,3,5.1
2951,1380,7,3,4.2
2952,1380,8,3,5.1
2953,1380,9,3,5.3
2954,1380,10,3,4.9
2955,1380,11,3,5.8
2956,1380,12,3,6.6
2957,1380,13,3,6.1
2958,1380,14,3,6.4
2959,1380,15,3,5.7
2960,1380,16,3,7.2
2961,1380,17,3,5.1
2962,1380,18,3,6.4
2963,1380,19,3,5.7
2964,1380,20,3,6.6
2965,1380,21,3,7.1
2966,1380,22,3,6.9
2967,1380,23,3,6.8
2968,1380,24,3,6.7
2969,1380,25,3,5.8
2970,1380,26,3,6.3
2971,1380,27,3,5.9
2972,1380,28,3,10.9
2973,1380,29,3,8.5
2974,1380,30,3,8.6
2975,1380,31,3,6.5
4278,1380,1,4,6.3
4279,1380,2,4,6.0
4280,1380,3,4,6.1
4281,1380,4,4,6.0
4282,1380,5,4,5.7
4283,1380,6,4,6.4
4284,1380,7,4,6.5
4285,1380,8,4,6.6
4286,1380,9,4,6.5
4287,1380,10,4,6.6
4288,1380,11,4,6.6
4289,1380,12,4,6.6
4290,1380,13,4,6.8
4291,1380,14,4,7.4
4292,1380,15,4,6.1
4293,1380,16,4,6.8
4294,1380,17,4,6.6
4295,1380,18,4,5.9
4296,1380,19,4,5.9
4297,1380,20,4,6.0
4298,1380,21,4,6.6
4299,1380,22,4,7.5
4300,1380,23,4,7.7
4301,1380,24,4,7.4
4302,1380,25,4,8.7
4303,1380,26,4,4.2
4304,1380,27,4,5.9
4305,1380,28,4,6.6
4306,1380,29,4,8.0
4307,1380,30,4,7.6
4308,1380,31,4,7.6
5611,1380,1,5,5.9
5612,1380,2,5,4.4
5613,1380,3,5,11.2
5614,1380,4,5,9.4
5615,1380,5,5,3.9
5616,1380,6,5,5.9
5617,1380,7,5,8.5
5618,1380,8,5,9.8
5619,1380,9,5,4.5
5620,1380,10,5,7.5
5621,1380,11,5,12.2
5622,1380,12,5,8.3
5623,1380,13,5,8.3
5624,1380,14,5,11.4
5625,1380,15,5,10.0
5626,1380,16,5,9.2
5627,1380,17,5,7.9
5628,1380,18,5,10.8
5629,1380,19,5,6.3
5630,1380,20,5,8.0
5631,1380,21,5,7.4
5632,1380,22,5,6.6
5633,1380,23,5,7.8
5634,1380,24,5,5.4
5635,1380,25,5,10.1
5636,1380,26,5,9.2
5637,1380,27,5,9.6
5638,1380,28,5,8.8
5639,1380,29,5,7.6
5640,1380,30,5,8.0
5641,1380,31,5,8.7
6944,1380,1,6,7.9
6945,1380,2,6,7.0
6946,1380,3,6,5.3
6947,1380,4,6,9.6
6948,1380,5,6,5.4
6949,1380,6,6,6.6
6950,1380,7,6,7.9
6951,1380,8,6,7.0
6952,1380,9,6,6.7
6953,1380,10,6,7.9
6954,1380,11,6,6.8
6955,1380,12,6,5.9
6956,1380,13,6,6.6
6957,1380,14,6,9.8
6958,1380,15,6,5.4
6959,1380,16,6,7.0
6960,1380,17,6,7.2
6961,1380,18,6,4.7
6962,1380,19,6,8.9
6963,1380,20,6,8.4
6964,1380,21,6,6.7
6965,1380,22,6,8.9
6966,1380,23,6,8.0
6967,1380,24,6,7.1
6968,1380,25,6,7.0
6969,1380,26,6,7.2
6970,1380,27,6,4.6
6971,1380,28,6,6.2
6972,1380,29,6,7.0
6973,1380,30,6,5.8
6974,1380,31,6,5.7
8277,1380,1,7,6.2
8278,1380,2,7,6.5
8279,1380,3,7,5.9
8280,1380,4,7,5.4
8281,1380,5,7,5.1
8282,1380,6,7,5.1
8283,1380,7,7,5.5
8284,1380,8,7,5.8
8285,1380,9,7,5.9
8286,1380,10,7,5.3
8287,1380,11,7,4.5
8288,1380,12,7,3.5
8289,1380,13,7,5.2
8290,1380,14,7,3.6
8291,1380,15,7,4.4
8292,1380,16,7,3.9
8293,1380,17,7,3.7
8294,1380,18,7,3.5
8295,1380,19,7,4.0
8296,1380,20,7,4.6
8297,1380,21,7,3.6
8298,1380,22,7,3.6
8299,1380,23,7,6.1
8300,1380,24,7,4.4
8301,1380,25,7,4.8
8302,1380,26,7,4.2
8303,1380,27,7,3.4
8304,1380,28,7,3.6
8305,1380,29,7,3.6
8306,1380,30,7,2.9
8307,1380,31,7,
9610,1380,1,8,5.9
9611,1380,2,8,4.4
9612,1380,3,8,4.5
9613,1380,4,8,5.0
9614,1380,5,8,4.5
9615,1380,6,8,4.5
9616,1380,7,8,2.9
9617,1380,8,8,2.7
9618,1380,9,8,1.0
9619,1380,10,8,1.9
9620,1380,11,8,3.4
9621,1380,12,8,2.4
9622,1380,13,8,1.7
9623,1380,14,8,1.7
9624,1380,15,8,0.6
9625,1380,16,8,1.7
9626,1380,17,8,3.4
9627,1380,18,8,1.3
9628,1380,19,8,1.8
9629,1380,20,8,4.1
9630,1380,21,8,3.1
9631,1380,22,8,2.4
9632,1380,23,8,1.8
9633,1380,24,8,0.9
9634,1380,25,8,1.5
9635,1380,26,8,2.0
9636,1380,27,8,1.2
9637,1380,28,8,0.1
9638,1380,29,8,0.1
9639,1380,30,8,0.1
9640,1380,31,8,
10943,1380,1,9,0.1
10944,1380,2,9,0.1
10945,1380,3,9,0.1
10946,1380,4,9,0.1
10947,1380,5,9,0.1
10948,1380,6,9,0.1
10949,1380,7,9,0.1
10950,1380,8,9,0.1
10951,1380,9,9,0.1
10952,1380,10,9,0.1
10953,1380,11,9,0.1
10954,1380,12,9,0.1
10955,1380,13,9,0.1
10956,1380,14,9,0.1
10957,1380,15,9,0.1
10958,1380,16,9,0.1
10959,1380,17,9,0.1
10960,1380,18,9,0.1
10961,1380,19,9,0.1
10962,1380,20,9,0.1
10963,1380,21,9,0.1
10964,1380,22,9,0.1
10965,1380,23,9,0.1
10966,1380,24,9,0.1
10967,1380,25,9,0.1
10968,1380,26,9,0.1
10969,1380,27,9,0.1
10970,1380,28,9,0.1
10971,1380,29,9,0.1
10972,1380,30,9,0.1
10973,1380,31,9,
12276,1380,1,10,0.1
12277,1380,2,10,0.1
12278,1380,3,10,0.1
12279,1380,4,10,0.1
12280,1380,5,10,0.1
12281,1380,6,10,0.1
12282,1380,7,10,0.1
12283,1380,8,10,0.1
12284,1380,9,10,0.1
12285,1380,10,10,0.1
12286,1380,11,10,0.1
12287,1380,12,10,0.1
12288,1380,13,10,0.1
12289,1380,14,10,0.1
12290,1380,15,10,0.1
12291,1380,16,10,0.1
12292,1380,17,10,0.1
12293,1380,18,10,0.1
12294,1380,19,10,0.1
12295,1380,20,10,0.1
12296,1380,21,10,0.1
12297,1380,22,10,0.1
12298,1380,23,10,0.1
12299,1380,24,10,0.1
12300,1380,25,10,0.1
12301,1380,26,10,0.1
12302,1380,27,10,0.1
12303,1380,28,10,0.1
12304,1380,29,10,0.1
12305,1380,30,10,0.1
12306,1380,31,10,
13609,1380,1,11,0.1
13610,1380,2,11,0.1
13611,1380,3,11,0.1
13612,1380,4,11,0.1
13613,1380,5,11,0.1
13614,1380,6,11,0.1
13615,1380,7,11,0.1
13616,1380,8,11,0.1
13617,1380,9,11,0.1
13618,1380,10,11,0.1
13619,1380,11,11,0.1
13620,1380,12,11,0.1
13621,1380,13,11,0.1
13622,1380,14,11,0.1
13623,1380,15,11,0.1
13624,1380,16,11,0.1
13625,1380,17,11,0.1
13626,1380,18,11,0.1
13627,1380,19,11,0.1
13628,1380,20,11,0.1
13629,1380,21,11,0.1
13630,1380,22,11,0.1
13631,1380,23,11,0.1
13632,1380,24,11,0.1
13633,1380,25,11,0.1
13634,1380,26,11,0.1
13635,1380,27,11,0.1
13636,1380,28,11,0.1
13637,1380,29,11,0.1
13638,1380,30,11,0.1
13639,1380,31,11,
14942,1380,1,12,0.1
14943,1380,2,12,0.1
14944,1380,3,12,0.1
14945,1380,4,12,0.1
14946,1380,5,12,0.1
14947,1380,6,12,0.1
14948,1380,7,12,0.1
14949,1380,8,12,0.1
14950,1380,9,12,0.1
14951,1380,10,12,0.1
14952,1380,11,12,0.1
14953,1380,12,12,0.1
14954,1380,13,12,0.1
14955,1380,14,12,0.1
14956,1380,15,12,0.1
14957,1380,16,12,0.1
14958,1380,17,12,0.1
14959,1380,18,12,0.1
14960,1380,19,12,0.1
14961,1380,20,12,0.1
14962,1380,21,12,0.1
14963,1380,22,12,0.1
14964,1380,23,12,0.1
14965,1380,24,12,0.1
14966,1380,25,12,0.1
14967,1380,26,12,0.1
14968,1380,27,12,0.1
14969,1380,28,12,0.1
14970,1380,29,12,0.1
14971,1380,30,12,
14972,1380,31,12,
310,1381,1,1,2.0
311,1381,1,1,2.0
312,1381,1,1,2.0
313,1381,2,1,4.2
314,1381,2,1,4.2
315,1381,2,1,4.2
316,1381,3,1,4.3
317,1381,3,1,4.3
318,1381,3,1,4.3
319,1381,4,1,2.8
320,1381,4,1,2.8
321,1381,4,1,2.8
322,1381,5,1,1.2
323,1381,5,1,1.2
324,1381,5,1,1.2
325,1381,6,1,7.8
326,1381,6,1,7.8
327,1381,6,1,7.8
328,1381,7,1,2.2
329,1381,7,1,2.2
330,1381,7,1,2.2
331,1381,8,1,3.1
332,1381,8,1,3.1
333,1381,8,1,3.1
334,1381,9,1,1.8
335,1381,9,1,1.8
336,1381,9,1,1.8
337,1381,10,1,1.6
338,1381,10,1,1.6
339,1381,10,1,1.6
340,1381,11,1,2.5
341,1381,11,1,2.5
342,1381,11,1,2.5
343,1381,12,1,2.9
344,1381,12,1,2.9
345,1381,12,1,2.9
346,1381,13,1,4.3
347,1381,13,1,4.3
348,1381,13,1,4.3
349,1381,14,1,3.0
350,1381,14,1,3.0
351,1381,14,1,3.0
352,1381,15,1,2.3
353,1381,15,1,2.3
354,1381,15,1,2.3
355,1381,16,1,1.9
356,1381,16,1,1.9
357,1381,16,1,1.9
358,1381,17,1,3.9
359,1381,17,1,3.9
360,1381,17,1,3.9
361,1381,18,1,4.5
362,1381,18,1,4.5
363,1381,18,1,4.5
364,1381,19,1,0.7
365,1381,19,1,0.7
366,1381,19,1,0.7
367,1381,20,1,2.2
368,1381,20,1,2.2
369,1381,20,1,2.2
370,1381,21,1,4.8
371,1381,21,1,4.8
372,1381,21,1,4.8
373,1381,22,1,6.1
374,1381,22,1,6.1
375,1381,22,1,6.1
376,1381,23,1,5.1
377,1381,23,1,5.1
378,1381,23,1,5.1
379,1381,24,1,4.3
380,1381,24,1,4.3
381,1381,24,1,4.3
382,1381,25,1,1.7
383,1381,25,1,1.7
384,1381,25,1,1.7
385,1381,26,1,2.5
386,1381,26,1,2.5
387,1381,26,1,2.5
388,1381,27,1,4.2
389,1381,27,1,4.2
390,1381,27,1,4.2
391,1381,28,1,0.7
392,1381,28,1,0.7
393,1381,28,1,0.7
394,1381,29,1,3.0
395,1381,29,1,3.0
396,1381,29,1,3.0
397,1381,30,1,1.1
398,1381,30,1,1.1
399,1381,30,1,1.1
400,1381,31,1,0.7
401,1381,31,1,0.7
402,1381,31,1,0.7
1643,1381,1,2,5.7
1644,1381,1,2,5.7
1645,1381,1,2,5.7
1646,1381,2,2,5.9
1647,1381,2,2,5.9
1648,1381,2,2,5.9
1649,1381,3,2,8.3
1650,1381,3,2,8.3
1651,1381,3,2,8.3
1652,1381,4,2,5.7
1653,1381,4,2,5.7
1654,1381,4,2,5.7
1655,1381,5,2,5.3
1656,1381,5,2,5.3
1657,1381,5,2,5.3
1658,1381,6,2,2.2
1659,1381,6,2,2.2
1660,1381,6,2,2.2
1661,1381,7,2,3.2
1662,1381,7,2,3.2
1663,1381,7,2,3.2
1664,1381,8,2,8.7
1665,1381,8,2,8.7
1666,1381,8,2,8.7
1667,1381,9,2,7.9
1668,1381,9,2,7.9
1669,1381,9,2,7.9
1670,1381,10,2,4.0
1671,1381,10,2,4.0
1672,1381,10,2,4.0
1673,1381,11,2,5.0
1674,1381,11,2,5.0
1675,1381,11,2,5.0
1676,1381,12,2,6.1
1677,1381,12,2,6.1
1678,1381,12,2,6.1
1679,1381,13,2,5.5
1680,1381,13,2,5.5
1681,1381,13,2,5.5
1682,1381,14,2,5.4
1683,1381,14,2,5.4
1684,1381,14,2,5.4
1685,1381,15,2,7.9
1686,1381,15,2,7.9
1687,1381,15,2,7.9
1688,1381,16,2,5.9
1689,1381,16,2,5.9
1690,1381,16,2,5.9
1691,1381,17,2,5.7
1692,1381,17,2,5.7
1693,1381,17,2,5.7
1694,1381,18,2,3.5
1695,1381,18,2,3.5
1696,1381,18,2,3.5
1697,1381,19,2,5.4
1698,1381,19,2,5.4
1699,1381,19,2,5.4
1700,1381,20,2,5.0
1701,1381,20,2,5.0
1702,1381,20,2,5.0
1703,1381,21,2,6.0
1704,1381,21,2,6.0
1705,1381,21,2,6.0
1706,1381,22,2,6.1
1707,1381,22,2,6.1
1708,1381,22,2,6.1
1709,1381,23,2,4.8
1710,1381,23,2,4.8
1711,1381,23,2,4.8
1712,1381,24,2,5.8
1713,1381,24,2,5.8
1714,1381,24,2,5.8
1715,1381,25,2,7.2
1716,1381,25,2,7.2
1717,1381,25,2,7.2
1718,1381,26,2,5.4
1719,1381,26,2,5.4
1720,1381,26,2,5.4
1721,1381,27,2,7.8
1722,1381,27,2,7.8
1723,1381,27,2,7.8
1724,1381,28,2,6.6
1725,1381,28,2,6.6
1726,1381,28,2,6.6
1727,1381,29,2,5.8
1728,1381,29,2,5.8
1729,1381,29,2,5.8
1730,1381,30,2,6.7
1731,1381,30,2,6.7
1732,1381,30,2,6.7
1733,1381,31,2,5.4
1734,1381,31,2,5.4
1735,1381,31,2,5.4
2976,1381,1,3,6.1
2977,1381,1,3,6.1
2978,1381,1,3,6.1
2979,1381,2,3,5.3
2980,1381,2,3,5.3
2981,1381,2,3,5.3
2982,1381,3,3,3.0
2983,1381,3,3,3.0
2984,1381,3,3,3.0
2985,1381,4,3,3.9
2986,1381,4,3,3.9
2987,1381,4,3,3.9
2988,1381,5,3,6.1
2989,1381,5,3,6.1
2990,1381,5,3,6.1
2991,1381,6,3,3.0
2992,1381,6,3,3.0
2993,1381,6,3,3.0
2994,1381,7,3,3.4
2995,1381,7,3,3.4
2996,1381,7,3,3.4
2997,1381,8,3,5.4
2998,1381,8,3,5.4
2999,1381,8,3,5.4
3000,1381,9,3,4.3
3001,1381,9,3,4.3
3002,1381,9,3,4.3
3003,1381,10,3,4.8
3004,1381,10,3,4.8
3005,1381,10,3,4.8
3006,1381,11,3,6.2
3007,1381,11,3,6.2
3008,1381,11,3,6.2
3009,1381,12,3,6.5
3010,1381,12,3,6.5
3011,1381,12,3,6.5
3012,1381,13,3,7.1
3013,1381,13,3,7.1
3014,1381,13,3,7.1
3015,1381,14,3,6.1
3016,1381,14,3,6.1
3017,1381,14,3,6.1
3018,1381,15,3,6.4
3019,1381,15,3,6.4
3020,1381,15,3,6.4
3021,1381,16,3,4.4
3022,1381,16,3,4.4
3023,1381,16,3,4.4
3024,1381,17,3,5.3
3025,1381,17,3,5.3
3026,1381,17,3,5.3
3027,1381,18,3,5.1
3028,1381,18,3,5.1
3029,1381,18,3,5.1
3030,1381,19,3,6.1
3031,1381,19,3,6.1
3032,1381,19,3,6.1
3033,1381,20,3,9.0
3034,1381,20,3,9.0
3035,1381,20,3,9.0
3036,1381,21,3,4.8
3037,1381,21,3,4.8
3038,1381,21,3,4.8
3039,1381,22,3,5.4
3040,1381,22,3,5.4
3041,1381,22,3,5.4
3042,1381,23,3,7.9
3043,1381,23,3,7.9
3044,1381,23,3,7.9
3045,1381,24,3,8.2
3046,1381,24,3,8.2
3047,1381,24,3,8.2
3048,1381,25,3,7.0
3049,1381,25,3,7.0
3050,1381,25,3,7.0
3051,1381,26,3,9.6
3052,1381,26,3,9.6
3053,1381,26,3,9.6
3054,1381,27,3,6.6
3055,1381,27,3,6.6
3056,1381,27,3,6.6
3057,1381,28,3,5.8
3058,1381,28,3,5.8
3059,1381,28,3,5.8
3060,1381,29,3,5.4
3061,1381,29,3,5.4
3062,1381,29,3,5.4
3063,1381,30,3,6.8
3064,1381,30,3,6.8
3065,1381,30,3,6.8
3066,1381,31,3,6.6
3067,1381,31,3,6.6
3068,1381,31,3,6.6
4309,1381,1,4,8.3
4310,1381,1,4,8.3
4311,1381,1,4,8.3
4312,1381,2,4,7.4
4313,1381,2,4,7.4
4314,1381,2,4,7.4
4315,1381,3,4,6.1
4316,1381,3,4,6.1
4317,1381,3,4,6.1
4318,1381,4,4,9.6
4319,1381,4,4,9.6
4320,1381,4,4,9.6
4321,1381,5,4,9.6
4322,1381,5,4,9.6
4323,1381,5,4,9.6
4324,1381,6,4,7.8
4325,1381,6,4,7.8
4326,1381,6,4,7.8
4327,1381,7,4,8.7
4328,1381,7,4,8.7
4329,1381,7,4,8.7
4330,1381,8,4,9.1
4331,1381,8,4,9.1
4332,1381,8,4,9.1
4333,1381,9,4,8.4
4334,1381,9,4,8.4
4335,1381,9,4,8.4
4336,1381,10,4,9.6
4337,1381,10,4,9.6
4338,1381,10,4,9.6
4339,1381,11,4,7.3
4340,1381,11,4,7.3
4341,1381,11,4,7.3
4342,1381,12,4,8.1
4343,1381,12,4,8.1
4344,1381,12,4,8.1
4345,1381,13,4,9.6
4346,1381,13,4,9.6
4347,1381,13,4,9.6
4348,1381,14,4,10.5
4349,1381,14,4,10.5
4350,1381,14,4,10.5
4351,1381,15,4,8.7
4352,1381,15,4,8.7
4353,1381,15,4,8.7
4354,1381,16,4,7.1
4355,1381,16,4,7.1
4356,1381,16,4,7.1
4357,1381,17,4,8.6
4358,1381,17,4,8.6
4359,1381,17,4,8.6
4360,1381,18,4,10.0
4361,1381,18,4,10.0
4362,1381,18,4,10.0
4363,1381,19,4,9.6
4364,1381,19,4,9.6
4365,1381,19,4,9.6
4366,1381,20,4,10.3
4367,1381,20,4,10.3
4368,1381,20,4,10.3
4369,1381,21,4,9.6
4370,1381,21,4,9.6
4371,1381,21,4,9.6
4372,1381,22,4,8.8
4373,1381,22,4,8.8
4374,1381,22,4,8.8
4375,1381,23,4,7.4
