,index,sal,rooz,Month,pi_gale_EV
2625,238,1369,22,1,2.4
2626,239,1369,23,1,3.3
2627,240,1369,24,1,4.8
2628,241,1369,25,1,7.9
2629,242,1369,26,1,6.7
2630,243,1369,27,1,2.8
2631,244,1369,28,1,2.9
2632,245,1369,29,1,9.5
2633,246,1369,30,1,10.3
2634,247,1369,31,1,9.6
2635,1829,1369,1,2,8.5
2636,1830,1369,2,2,10.2
2637,1831,1369,3,2,8.1
2638,1832,1369,4,2,6.3
2639,1833,1369,5,2,5.4
2640,1834,1369,6,2,10.5
2641,1835,1369,7,2,11.1
2642,1836,1369,8,2,8.7
2643,1837,1369,9,2,6.8
2644,1838,1369,10,2,5.3
2645,1839,1369,11,2,8.4
2646,1840,1369,12,2,8.6
2647,1841,1369,13,2,7.4
2648,1842,1369,14,2,5.1
2649,1843,1369,15,2,7.7
2650,1844,1369,16,2,10.1
2651,1845,1369,17,2,9.8
2652,1846,1369,18,2,11.0
2653,1847,1369,19,2,9.7
2654,1848,1369,20,2,10.7
2655,1849,1369,21,2,8.7
2656,1850,1369,22,2,8.5
2657,1851,1369,23,2,11.4
2658,1852,1369,24,2,8.3
2659,1853,1369,25,2,9.4
2660,1854,1369,26,2,6.1
2661,1855,1369,27,2,8.7
2662,1856,1369,28,2,11.4
2663,1857,1369,29,2,6.2
2664,1858,1369,30,2,9.8
2665,1859,1369,31,2,8.8
2666,3441,1369,1,3,11.8
2667,3442,1369,2,3,10.2
2668,3443,1369,3,3,6.6
2669,3444,1369,4,3,7.1
2670,3445,1369,5,3,8.4
2671,3446,1369,6,3,9.8
2672,3447,1369,7,3,11.9
2673,3448,1369,8,3,11.9
2674,3449,1369,9,3,12.4
2675,3450,1369,10,3,9.4
2676,3451,1369,11,3,8.9
2677,3452,1369,12,3,9.9
2678,3453,1369,13,3,8.0
2679,3454,1369,14,3,7.2
2680,3455,1369,15,3,8.6
2681,3456,1369,16,3,11.0
2682,3457,1369,17,3,9.8
2683,3458,1369,18,3,9.3
2684,3459,1369,19,3,11.2
2685,3460,1369,20,3,13.2
2686,3461,1369,21,3,12.7
2687,3462,1369,22,3,6.2
2688,3463,1369,23,3,6.2
2689,3464,1369,24,3,5.8
2690,3465,1369,25,3,9.5
2691,3466,1369,26,3,7.4
2692,3467,1369,27,3,9.5
2693,3468,1369,28,3,10.4
2694,3469,1369,29,3,8.4
2695,3470,1369,30,3,7.1
2696,3471,1369,31,3,9.8
2697,5053,1369,1,4,8.8
2698,5054,1369,2,4,8.1
2699,5055,1369,3,4,8.0
2700,5056,1369,4,4,9.8
2701,5057,1369,5,4,8.4
2702,5058,1369,6,4,11.0
2703,5059,1369,7,4,10.1
2704,5060,1369,8,4,8.9
2705,5061,1369,9,4,8.4
2706,5062,1369,10,4,11.5
2707,5063,1369,11,4,11.1
2708,5064,1369,12,4,11.5
2709,5065,1369,13,4,12.1
2710,5066,1369,14,4,9.8
2711,5067,1369,15,4,13.8
2712,5068,1369,16,4,15.6
2713,5069,1369,17,4,11.1
2714,5070,1369,18,4,11.2
2715,5071,1369,19,4,11.5
2716,5072,1369,20,4,11.8
2717,5073,1369,21,4,11.4
2718,5074,1369,22,4,9.6
2719,5075,1369,23,4,9.9
2720,5076,1369,24,4,11.5
2721,5077,1369,25,4,12.4
2722,5078,1369,26,4,13.3
2723,5079,1369,27,4,11.6
2724,5080,1369,28,4,10.3
2725,5081,1369,29,4,9.2
2726,5082,1369,30,4,8.5
2727,5083,1369,31,4,10.3
2728,6665,1369,1,5,10.2
2729,6666,1369,2,5,9.9
2730,6667,1369,3,5,11.2
2731,6668,1369,4,5,10.7
2732,6669,1369,5,5,10.8
2733,6670,1369,6,5,12.7
2734,6671,1369,7,5,9.8
2735,6672,1369,8,5,10.7
2736,6673,1369,9,5,9.0
2737,6674,1369,10,5,5.8
2738,6675,1369,11,5,8.6
2739,6676,1369,12,5,10.2
2740,6677,1369,13,5,11.8
2741,6678,1369,14,5,11.1
2742,6679,1369,15,5,13.5
2743,6680,1369,16,5,8.3
2744,6681,1369,17,5,10.2
2745,6682,1369,18,5,13.2
2746,6683,1369,19,5,10.2
2747,6684,1369,20,5,13.5
2748,6685,1369,21,5,8.4
2749,6686,1369,22,5,7.5
2750,6687,1369,23,5,6.6
2751,6688,1369,24,5,5.7
2752,6689,1369,25,5,10.2
2753,6690,1369,26,5,9.8
2754,6691,1369,27,5,13.0
2755,6692,1369,28,5,12.7
2756,6693,1369,29,5,11.2
2757,6694,1369,30,5,9.8
2758,6695,1369,31,5,8.0
2759,8277,1369,1,6,8.5
2760,8278,1369,2,6,12.9
2761,8279,1369,3,6,13.7
2762,8280,1369,4,6,11.3
2763,8281,1369,5,6,10.2
2764,8282,1369,6,6,9.2
2765,8283,1369,7,6,10.7
2766,8284,1369,8,6,11.6
2767,8285,1369,9,6,9.8
2768,8286,1369,10,6,13.7
2769,8287,1369,11,6,10.2
2770,8288,1369,12,6,11.2
2771,8289,1369,13,6,11.8
2772,8290,1369,14,6,11.5
2773,8291,1369,15,6,12.4
2774,8292,1369,16,6,14.9
2775,8293,1369,17,6,13.7
2776,8294,1369,18,6,13.4
2777,8295,1369,19,6,10.1
2778,8296,1369,20,6,10.2
2779,8297,1369,21,6,11.1
2780,8298,1369,22,6,12.3
2781,8299,1369,23,6,12.0
2782,8300,1369,24,6,8.3
2783,8301,1369,25,6,8.7
2784,8302,1369,26,6,8.0
2785,8303,1369,27,6,10.7
2786,8304,1369,28,6,10.8
2787,8305,1369,29,6,10.3
2788,8306,1369,30,6,9.7
2789,8307,1369,31,6,9.7
2790,9889,1369,1,7,9.5
2791,9890,1369,2,7,8.4
2792,9891,1369,3,7,8.1
2793,9892,1369,4,7,6.6
2794,9893,1369,5,7,9.9
2795,9894,1369,6,7,6.6
2796,9895,1369,7,7,9.9
2797,9896,1369,8,7,7.4
2798,9897,1369,9,7,7.9
2799,9898,1369,10,7,3.8
2800,9899,1369,11,7,7.1
2801,9900,1369,12,7,4.8
2802,9901,1369,13,7,6.9
2803,9902,1369,14,7,4.8
2804,9903,1369,15,7,3.8
2805,9904,1369,16,7,4.9
2806,9905,1369,17,7,5.3
2807,9906,1369,18,7,5.7
2808,9907,1369,19,7,6.4
2809,9908,1369,20,7,9.2
2810,9909,1369,21,7,5.3
2811,9910,1369,22,7,5.2
2812,9911,1369,23,7,3.1
2813,9912,1369,24,7,2.5
2814,9913,1369,25,7,3.1
2815,9914,1369,26,7,2.2
2816,9915,1369,27,7,4.8
2817,9916,1369,28,7,2.5
2818,9917,1369,29,7,3.7
2819,9918,1369,30,7,3.1
2820,9919,1369,31,7,
2821,11501,1369,1,8,6.0
2822,11502,1369,2,8,1.7
2823,11503,1369,3,8,1.7
2824,11504,1369,4,8,1.9
2825,11505,1369,5,8,3.7
2826,11506,1369,6,8,3.6
2827,11507,1369,7,8,5.2
2828,11508,1369,8,8,3.7
2829,11509,1369,9,8,5.4
2830,11510,1369,10,8,7.4
2831,11511,1369,11,8,6.7
2832,11512,1369,12,8,7.7
2833,11513,1369,13,8,6.7
2834,11514,1369,14,8,5.7
2835,11515,1369,15,8,5.3
2836,11516,1369,16,8,6.7
2837,11517,1369,17,8,5.3
2838,11518,1369,18,8,5.2
2839,11519,1369,19,8,3.6
2840,11520,1369,20,8,3.3
2841,11521,1369,21,8,5.2
2842,11522,1369,22,8,3.6
2843,11523,1369,23,8,3.1
2844,11524,1369,24,8,4.0
2845,11525,1369,25,8,3.1
2846,11526,1369,26,8,4.2
2847,11527,1369,27,8,6.6
2848,11528,1369,28,8,6.3
2849,11529,1369,29,8,9.0
2850,11530,1369,30,8,5.8
2851,11531,1369,31,8,
2852,13113,1369,1,9,3.6
2853,13114,1369,2,9,3.6
2854,13115,1369,3,9,2.5
2855,13116,1369,4,9,3.4
2856,13117,1369,5,9,3.4
2857,13118,1369,6,9,2.3
2858,13119,1369,7,9,2.5
2859,13120,1369,8,9,1.5
2860,13121,1369,9,9,2.3
2861,13122,1369,10,9,2.7
2862,13123,1369,11,9,4.1
2863,13124,1369,12,9,3.4
2864,13125,1369,13,9,1.6
2865,13126,1369,14,9,1.4
2866,13127,1369,15,9,0.4
2867,13128,1369,16,9,1.4
2868,13129,1369,17,9,2.7
2869,13130,1369,18,9,3.4
2870,13131,1369,19,9,1.0
2871,13132,1369,20,9,1.1
2872,13133,1369,21,9,0.8
2873,13134,1369,22,9,0.7
2874,13135,1369,23,9,0.6
2875,13136,1369,24,9,0.8
2876,13137,1369,25,9,0.7
2877,13138,1369,26,9,1.9
2878,13139,1369,27,9,1.5
2879,13140,1369,28,9,0.7
2880,13141,1369,29,9,0.6
2881,13142,1369,30,9,0.4
2882,13143,1369,31,9,
2883,14725,1369,1,10,
2884,14726,1369,2,10,
2885,14727,1369,3,10,
2886,14728,1369,4,10,
2887,14729,1369,5,10,
2888,14730,1369,6,10,
2889,14731,1369,7,10,
2890,14732,1369,8,10,
2891,14733,1369,9,10,
2892,14734,1369,10,10,
2893,14735,1369,11,10,
2894,14736,1369,12,10,
2895,14737,1369,13,10,
2896,14738,1369,14,10,
2897,14739,1369,15,10,
2898,14740,1369,16,10,
2899,14741,1369,17,10,
2900,14742,1369,18,10,
2901,14743,1369,19,10,
2902,14744,1369,20,10,
2903,14745,1369,21,10,
2904,14746,1369,22,10,
2905,14747,1369,23,10,
2906,14748,1369,24,10,
2907,14749,1369,25,10,
2908,14750,1369,26,10,
2909,14751,1369,27,10,
2910,14752,1369,28,10,
2911,14753,1369,29,10,
2912,14754,1369,30,10,
2913,14755,1369,31,10,
2914,16337,1369,1,11,
2915,16338,1369,2,11,
2916,16339,1369,3,11,
2917,16340,1369,4,11,
2918,16341,1369,5,11,
2919,16342,1369,6,11,
2920,16343,1369,7,11,
2921,16344,1369,8,11,
2922,16345,1369,9,11,
2923,16346,1369,10,11,
2924,16347,1369,11,11,
2925,16348,1369,12,11,
2926,16349,1369,13,11,
2927,16350,1369,14,11,
2928,16351,1369,15,11,
2929,16352,1369,16,11,
2930,16353,1369,17,11,
2931,16354,1369,18,11,
2932,16355,1369,19,11,
2933,16356,1369,20,11,
2934,16357,1369,21,11,
2935,16358,1369,22,11,
2936,16359,1369,23,11,
2937,16360,1369,24,11,
2938,16361,1369,25,11,
2939,16362,1369,26,11,
2940,16363,1369,27,11,
2941,16364,1369,28,11,
2942,16365,1369,29,11,
2943,16366,1369,30,11,
2944,16367,1369,31,11,
2945,17949,1369,1,12,
2946,17950,1369,2,12,
2947,17951,1369,3,12,
2948,17952,1369,4,12,
2949,17953,1369,5,12,
2950,17954,1369,6,12,
2951,17955,1369,7,12,
2952,17956,1369,8,12,
2953,17957,1369,9,12,
2954,17958,1369,10,12,
2955,17959,1369,11,12,
2956,17960,1369,12,12,
2957,17961,1369,13,12,
2958,17962,1369,14,12,
2959,17963,1369,15,12,
2960,17964,1369,16,12,
2961,17965,1369,17,12,
2962,17966,1369,18,12,
2963,17967,1369,19,12,
2964,17968,1369,20,12,
2965,17969,1369,21,12,
2966,17970,1369,22,12,
2967,17971,1369,23,12,
2968,17972,1369,24,12,
2969,17973,1369,25,12,
2970,17974,1369,26,12,
2971,17975,1369,27,12,
2972,17976,1369,28,12,
2973,17977,1369,29,12,
2974,17978,1369,30,12,
2975,17979,1369,31,12,
2976,248,1370,1,1,0.4
2977,249,1370,2,1,0.3
2978,250,1370,3,1,0.2
2979,251,1370,4,1,0.2
2980,252,1370,5,1,0.6
2981,253,1370,6,1,0.6
2982,254,1370,7,1,0.4
2983,255,1370,8,1,0.2
2984,256,1370,9,1,4.5
2985,257,1370,10,1,4.5
2986,258,1370,11,1,6.1
2987,259,1370,12,1,4.1
2988,260,1370,13,1,5.1
2989,261,1370,14,1,5.1
2990,262,1370,15,1,4.6
2991,263,1370,16,1,5.4
2992,264,1370,17,1,4.3
2993,265,1370,18,1,5.4
2994,266,1370,19,1,5.2
2995,267,1370,20,1,6.3
2996,268,1370,21,1,8.0
2997,269,1370,22,1,7.4
2998,270,1370,23,1,8.3
2999,271,1370,24,1,5.3
3000,272,1370,25,1,2.3
3001,273,1370,26,1,10.2
3002,274,1370,27,1,8.5
3003,275,1370,28,1,5.0
3004,276,1370,29,1,2.4
3005,277,1370,30,1,3.8
3006,278,1370,31,1,5.0
3007,1860,1370,1,2,1.8
3008,1861,1370,2,2,5.9
3009,1862,1370,3,2,4.9
3010,1863,1370,4,2,7.4
3011,1864,1370,5,2,7.1
3012,1865,1370,6,2,9.3
3013,1866,1370,7,2,6.8
3014,1867,1370,8,2,8.5
3015,1868,1370,9,2,8.5
3016,1869,1370,10,2,4.7
3017,1870,1370,11,2,3.2
3018,1871,1370,12,2,3.6
3019,1872,1370,13,2,2.8
3020,1873,1370,14,2,2.8
3021,1874,1370,15,2,4.6
3022,1875,1370,16,2,6.3
3023,1876,1370,17,2,8.2
3024,1877,1370,18,2,4.1
3025,1878,1370,19,2,2.1
3026,1879,1370,20,2,3.9
3027,1880,1370,21,2,3.2
3028,1881,1370,22,2,4.1
3029,1882,1370,23,2,2.9
3030,1883,1370,24,2,7.5
3031,1884,1370,25,2,6.6
3032,1885,1370,26,2,4.5
3033,1886,1370,27,2,2.1
3034,1887,1370,28,2,3.2
3035,1888,1370,29,2,6.2
3036,1889,1370,30,2,6.6
3037,1890,1370,31,2,7.1
3038,3472,1370,1,3,4.1
3039,3473,1370,2,3,1.5
3040,3474,1370,3,3,5.1
3041,3475,1370,4,3,3.7
3042,3476,1370,5,3,4.1
3043,3477,1370,6,3,4.3
3044,3478,1370,7,3,6.3
3045,3479,1370,8,3,9.8
3046,3480,1370,9,3,9.8
3047,3481,1370,10,3,6.0
3048,3482,1370,11,3,6.6
3049,3483,1370,12,3,4.9
3050,3484,1370,13,3,6.6
3051,3485,1370,14,3,8.0
3052,3486,1370,15,3,9.0
3053,3487,1370,16,3,3.3
3054,3488,1370,17,3,11.0
3055,3489,1370,18,3,8.1
3056,3490,1370,19,3,5.7
3057,3491,1370,20,3,8.8
3058,3492,1370,21,3,6.8
3059,3493,1370,22,3,9.8
3060,3494,1370,23,3,8.2
3061,3495,1370,24,3,8.5
3062,3496,1370,25,3,2.0
3063,3497,1370,26,3,1.6
3064,3498,1370,27,3,5.0
3065,3499,1370,28,3,8.9
3066,3500,1370,29,3,5.9
3067,3501,1370,30,3,8.4
3068,3502,1370,31,3,5.1
3069,5084,1370,1,4,8.8
3070,5085,1370,2,4,6.6
3071,5086,1370,3,4,8.0
3072,5087,1370,4,4,4.7
3073,5088,1370,5,4,6.2
3074,5089,1370,6,4,8.3
3075,5090,1370,7,4,9.9
3076,5091,1370,8,4,11.2
3077,5092,1370,9,4,10.5
3078,5093,1370,10,4,9.1
3079,5094,1370,11,4,10.1
3080,5095,1370,12,4,12.6
3081,5096,1370,13,4,11.5
3082,5097,1370,14,4,10.7
3083,5098,1370,15,4,12.1
3084,5099,1370,16,4,9.8
3085,5100,1370,17,4,8.1
3086,5101,1370,18,4,10.4
3087,5102,1370,19,4,12.6
3088,5103,1370,20,4,8.1
3089,5104,1370,21,4,8.0
3090,5105,1370,22,4,6.9
3091,5106,1370,23,4,8.0
3092,5107,1370,24,4,11.5
3093,5108,1370,25,4,13.5
3094,5109,1370,26,4,10.5
3095,5110,1370,27,4,13.8
3096,5111,1370,28,4,8.4
3097,5112,1370,29,4,13.4
3098,5113,1370,30,4,11.2
3099,5114,1370,31,4,13.0
3100,6696,1370,1,5,13.0
3101,6697,1370,2,5,11.8
3102,6698,1370,3,5,11.8
3103,6699,1370,4,5,10.1
3104,6700,1370,5,5,8.6
3105,6701,1370,6,5,7.1
3106,6702,1370,7,5,5.9
3107,6703,1370,8,5,8.9
3108,6704,1370,9,5,10.5
3109,6705,1370,10,5,10.2
3110,6706,1370,11,5,5.9
3111,6707,1370,12,5,7.2
3112,6708,1370,13,5,6.7
3113,6709,1370,14,5,8.0
3114,6710,1370,15,5,7.8
3115,6711,1370,16,5,7.2
3116,6712,1370,17,5,8.9
3117,6713,1370,18,5,7.5
3118,6714,1370,19,5,5.7
3119,6715,1370,20,5,5.1
3120,6716,1370,21,5,6.6
3121,6717,1370,22,5,8.0
3122,6718,1370,23,5,10.3
3123,6719,1370,24,5,10.3
3124,6720,1370,25,5,10.7
3125,6721,1370,26,5,6.8
3126,6722,1370,27,5,10.2
3127,6723,1370,28,5,10.2
3128,6724,1370,29,5,8.4
3129,6725,1370,30,5,8.8
3130,6726,1370,31,5,10.7
3131,8308,1370,1,6,10.2
3132,8309,1370,2,6,11.2
3133,8310,1370,3,6,10.2
3134,8311,1370,4,6,10.8
3135,8312,1370,5,6,6.1
3136,8313,1370,6,6,6.1
3137,8314,1370,7,6,6.4
3138,8315,1370,8,6,7.4
3139,8316,1370,9,6,8.6
3140,8317,1370,10,6,5.1
3141,8318,1370,11,6,10.0
3142,8319,1370,12,6,6.9
3143,8320,1370,13,6,8.0
3144,8321,1370,14,6,7.9
3145,8322,1370,15,6,5.2
3146,8323,1370,16,6,5.9
3147,8324,1370,17,6,7.9
3148,8325,1370,18,6,5.4
3149,8326,1370,19,6,5.7
3150,8327,1370,20,6,6.6
3151,8328,1370,21,6,8.0
3152,8329,1370,22,6,5.1
3153,8330,1370,23,6,7.1
3154,8331,1370,24,6,7.6
3155,8332,1370,25,6,6.2
3156,8333,1370,26,6,10.1
3157,8334,1370,27,6,10.4
3158,8335,1370,28,6,7.8
3159,8336,1370,29,6,6.7
3160,8337,1370,30,6,9.8
3161,8338,1370,31,6,6.7
3162,9920,1370,1,7,8.3
3163,9921,1370,2,7,8.8
3164,9922,1370,3,7,9.6
3165,9923,1370,4,7,8.0
3166,9924,1370,5,7,7.7
3167,9925,1370,6,7,10.2
3168,9926,1370,7,7,8.3
3169,9927,1370,8,7,5.2
3170,9928,1370,9,7,5.8
3171,9929,1370,10,7,4.5
3172,9930,1370,11,7,2.8
3173,9931,1370,12,7,6.0
3174,9932,1370,13,7,9.6
3175,9933,1370,14,7,6.8
3176,9934,1370,15,7,5.7
3177,9935,1370,16,7,3.6
3178,9936,1370,17,7,6.3
3179,9937,1370,18,7,5.1
3180,9938,1370,19,7,5.0
3181,9939,1370,20,7,5.8
3182,9940,1370,21,7,3.8
3183,9941,1370,22,7,3.3
3184,9942,1370,23,7,1.9
3185,9943,1370,24,7,2.5
3186,9944,1370,25,7,3.1
3187,9945,1370,26,7,2.2
3188,9946,1370,27,7,3.2
3189,9947,1370,28,7,3.2
3190,9948,1370,29,7,1.5
3191,9949,1370,30,7,2.8
3192,9950,1370,31,7,
3193,11532,1370,1,8,6.6
3194,11533,1370,2,8,5.5
3195,11534,1370,3,8,7.4
3196,11535,1370,4,8,6.6
3197,11536,1370,5,8,3.6
3198,11537,1370,6,8,5.2
3199,11538,1370,7,8,5.9
3200,11539,1370,8,8,6.1
3201,11540,1370,9,8,7.8
3202,11541,1370,10,8,3.6
3203,11542,1370,11,8,5.4
3204,11543,1370,12,8,0.1
3205,11544,1370,13,8,1.8
3206,11545,1370,14,8,1.2
3207,11546,1370,15,8,2.6
3208,11547,1370,16,8,1.4
3209,11548,1370,17,8,2.7
3210,11549,1370,18,8,3.3
3211,11550,1370,19,8,2.2
3212,11551,1370,20,8,2.4
3213,11552,1370,21,8,1.5
3214,11553,1370,22,8,2.7
3215,11554,1370,23,8,1.1
3216,11555,1370,24,8,0.9
3217,11556,1370,25,8,0.7
3218,11557,1370,26,8,1.1
3219,11558,1370,27,8,1.5
3220,11559,1370,28,8,1.9
3221,11560,1370,29,8,1.3
3222,11561,1370,30,8,0.9
3223,11562,1370,31,8,
3224,13144,1370,1,9,
3225,13145,1370,2,9,
3226,13146,1370,3,9,
3227,13147,1370,4,9,
3228,13148,1370,5,9,
3229,13149,1370,6,9,
3230,13150,1370,7,9,
3231,13151,1370,8,9,
3232,13152,1370,9,9,
3233,13153,1370,10,9,
3234,13154,1370,11,9,
3235,13155,1370,12,9,
3236,13156,1370,13,9,
3237,13157,1370,14,9,
3238,13158,1370,15,9,
3239,13159,1370,16,9,
3240,13160,1370,17,9,
3241,13161,1370,18,9,
3242,13162,1370,19,9,
3243,13163,1370,20,9,
3244,13164,1370,21,9,
3245,13165,1370,22,9,
3246,13166,1370,23,9,
3247,13167,1370,24,9,
3248,13168,1370,25,9,
3249,13169,1370,26,9,
3250,13170,1370,27,9,
3251,13171,1370,28,9,
3252,13172,1370,29,9,
3253,13173,1370,30,9,
3254,13174,1370,31,9,
3255,14756,1370,1,10,
3256,14757,1370,2,10,
3257,14758,1370,3,10,
3258,14759,1370,4,10,
3259,14760,1370,5,10,
3260,14761,1370,6,10,
3261,14762,1370,7,10,
3262,14763,1370,8,10,
3263,14764,1370,9,10,
3264,14765,1370,10,10,
3265,14766,1370,11,10,
3266,14767,1370,12,10,
3267,14768,1370,13,10,
3268,14769,1370,14,10,
3269,14770,1370,15,10,
3270,14771,1370,16,10,
3271,14772,1370,17,10,
3272,14773,1370,18,10,
3273,14774,1370,19,10,
3274,14775,1370,20,10,
3275,14776,1370,21,10,
3276,14777,1370,22,10,
3277,14778,1370,23,10,
3278,14779,1370,24,10,
3279,14780,1370,25,10,
3280,14781,1370,26,10,
3281,14782,1370,27,10,
3282,14783,1370,28,10,
3283,14784,1370,29,10,
3284,14785,1370,30,10,
3285,14786,1370,31,10,
3286,16368,1370,1,11,
3287,16369,1370,2,11,
3288,16370,1370,3,11,
3289,16371,1370,4,11,
3290,16372,1370,5,11,
3291,16373,1370,6,11,
3292,16374,1370,7,11,
3293,16375,1370,8,11,
3294,16376,1370,9,11,
3295,16377,1370,10,11,
3296,16378,1370,11,11,
3297,16379,1370,12,11,
3298,16380,1370,13,11,
3299,16381,1370,14,11,
3300,16382,1370,15,11,
3301,16383,1370,16,11,
3302,16384,1370,17,11,
3303,16385,1370,18,11,
3304,16386,1370,19,11,
3305,16387,1370,20,11,
3306,16388,1370,21,11,
3307,16389,1370,22,11,
3308,16390,1370,23,11,
3309,16391,1370,24,11,
3310,16392,1370,25,11,
3311,16393,1370,26,11,
3312,16394,1370,27,11,
3313,16395,1370,28,11,
3314,16396,1370,29,11,
3315,16397,1370,30,11,
3316,16398,1370,31,11,
3317,17980,1370,1,12,
3318,17981,1370,2,12,
3319,17982,1370,3,12,
3320,17983,1370,4,12,
3321,17984,1370,5,12,
3322,17985,1370,6,12,
3323,17986,1370,7,12,
3324,17987,1370,8,12,
3325,17988,1370,9,12,
3326,17989,1370,10,12,
3327,17990,1370,11,12,
3328,17991,1370,12,12,
3329,17992,1370,13,12,
3330,17993,1370,14,12,
3331,17994,1370,15,12,
3332,17995,1370,16,12,
3333,17996,1370,17,12,
3334,17997,1370,18,12,
3335,17998,1370,19,12,
3336,17999,1370,20,12,
3337,18000,1370,21,12,
3338,18001,1370,22,12,
3339,18002,1370,23,12,
3340,18003,1370,24,12,
3341,18004,1370,25,12,
3342,18005,1370,26,12,
3343,18006,1370,27,12,
3344,18007,1370,28,12,
3345,18008,1370,29,12,
3346,18009,1370,30,12,
3347,18010,1370,31,12,
3348,279,1371,1,1,0.2
3349,280,1371,2,1,0.2
3350,281,1371,3,1,0.1
3351,282,1371,4,1,0.4
3352,283,1371,5,1,0.3
3353,284,1371,6,1,0.5
3354,285,1371,7,1,0.2
3355,286,1371,8,1,2.6
3356,287,1371,9,1,3.7
3357,288,1371,10,1,4.2
3358,289,1371,11,1,4.5
3359,290,1371,12,1,5.9
3360,291,1371,13,1,3.9
3361,292,1371,14,1,3.8
3362,293,1371,15,1,7.4
3363,294,1371,16,1,5.9
3364,295,1371,17,1,7.5
3365,296,1371,18,1,4.0
3366,297,1371,19,1,4.0
3367,298,1371,20,1,5.3
3368,299,1371,21,1,4.5
3369,300,1371,22,1,4.3
3370,301,1371,23,1,3.4
3371,302,1371,24,1,5.7
3372,303,1371,25,1,8.9
3373,304,1371,26,1,8.9
3374,305,1371,27,1,10.2
3375,306,1371,28,1,11.5
3376,307,1371,29,1,13.9
3377,308,1371,30,1,13.2
3378,309,1371,31,1,9.2
3379,1891,1371,1,2,7.5
3380,1892,1371,2,2,6.5
3381,1893,1371,3,2,4.5
3382,1894,1371,4,2,4.5
3383,1895,1371,5,2,4.4
3384,1896,1371,6,2,3.3
3385,1897,1371,7,2,5.6
3386,1898,1371,8,2,3.0
3387,1899,1371,9,2,1.6
3388,1900,1371,10,2,5.4
3389,1901,1371,11,2,8.3
3390,1902,1371,12,2,3.5
3391,1903,1371,13,2,1.8
3392,1904,1371,14,2,4.4
3393,1905,1371,15,2,4.0
3394,1906,1371,16,2,2.8
3395,1907,1371,17,2,1.9
3396,1908,1371,18,2,3.0
3397,1909,1371,19,2,4.0
3398,1910,1371,20,2,3.7
3399,1911,1371,21,2,3.6
3400,1912,1371,22,2,7.0
3401,1913,1371,23,2,7.5
3402,1914,1371,24,2,4.2
3403,1915,1371,25,2,4.1
3404,1916,1371,26,2,5.0
3405,1917,1371,27,2,8.5
3406,1918,1371,28,2,10.3
3407,1919,1371,29,2,6.3
3408,1920,1371,30,2,7.4
3409,1921,1371,31,2,8.4
3410,3503,1371,1,3,8.0
3411,3504,1371,2,3,7.1
3412,3505,1371,3,3,6.7
3413,3506,1371,4,3,8.9
3414,3507,1371,5,3,6.0
3415,3508,1371,6,3,5.8
3416,3509,1371,7,3,8.0
3417,3510,1371,8,3,7.8
3418,3511,1371,9,3,7.7
3419,3512,1371,10,3,5.7
3420,3513,1371,11,3,3.2
3421,3514,1371,12,3,8.5
3422,3515,1371,13,3,7.6
3423,3516,1371,14,3,7.3
3424,3517,1371,15,3,10.1
3425,3518,1371,16,3,10.2
3426,3519,1371,17,3,7.6
3427,3520,1371,18,3,3.6
3428,3521,1371,19,3,7.2
3429,3522,1371,20,3,8.3
3430,3523,1371,21,3,11.8
3431,3524,1371,22,3,5.2
3432,3525,1371,23,3,7.4
3433,3526,1371,24,3,9.0
3434,3527,1371,25,3,7.1
3435,3528,1371,26,3,8.4
3436,3529,1371,27,3,10.7
3437,3530,1371,28,3,11.3
3438,3531,1371,29,3,10.2
3439,3532,1371,30,3,9.0
3440,3533,1371,31,3,7.1
3441,5115,1371,1,4,7.6
3442,5116,1371,2,4,6.4
3443,5117,1371,3,4,8.5
3444,5118,1371,4,4,9.4
3445,5119,1371,5,4,7.1
3446,5120,1371,6,4,11.9
3447,5121,1371,7,4,12.5
3448,5122,1371,8,4,9.9
3449,5123,1371,9,4,9.8
3450,5124,1371,10,4,12.3
3451,5125,1371,11,4,11.2
3452,5126,1371,12,4,11.8
3453,5127,1371,13,4,12.1
3454,5128,1371,14,4,10.8
3455,5129,1371,15,4,8.3
3456,5130,1371,16,4,10.0
3457,5131,1371,17,4,7.7
3458,5132,1371,18,4,11.8
3459,5133,1371,19,4,8.3
3460,5134,1371,20,4,6.6
3461,5135,1371,21,4,5.2
3462,5136,1371,22,4,4.5
3463,5137,1371,23,4,8.5
3464,5138,1371,24,4,9.8
3465,5139,1371,25,4,8.5
3466,5140,1371,26,4,8.7
3467,5141,1371,27,4,7.9
3468,5142,1371,28,4,9.6
3469,5143,1371,29,4,7.8
3470,5144,1371,30,4,11.8
3471,5145,1371,31,4,8.6
3472,6727,1371,1,5,9.6
3473,6728,1371,2,5,9.6
3474,6729,1371,3,5,9.5
3475,6730,1371,4,5,10.1
3476,6731,1371,5,5,8.8
3477,6732,1371,6,5,12.2
3478,6733,1371,7,5,8.5
3479,6734,1371,8,5,8.5
3480,6735,1371,9,5,9.8
3481,6736,1371,10,5,7.4
3482,6737,1371,11,5,10.4
3483,6738,1371,12,5,8.7
3484,6739,1371,13,5,8.0
3485,6740,1371,14,5,7.4
3486,6741,1371,15,5,5.8
3487,6742,1371,16,5,3.6
3488,6743,1371,17,5,9.6
3489,6744,1371,18,5,8.6
