,index,sal,rooz,Month,pi_gale_EV
7056,18309,1380,20,12,0.1
7057,18310,1380,21,12,0.1
7058,18311,1380,22,12,0.1
7059,18312,1380,23,12,0.1
7060,18313,1380,24,12,0.1
7061,18314,1380,25,12,0.1
7062,18315,1380,26,12,0.1
7063,18316,1380,27,12,0.1
7064,18317,1380,28,12,0.1
7065,18318,1380,29,12,0.1
7066,18319,1380,30,12,
7067,18320,1380,31,12,
7068,589,1381,1,1,1.7
7069,592,1381,2,1,0.3
7070,595,1381,3,1,0.5
7071,598,1381,4,1,0.9
7072,601,1381,5,1,0.6
7073,604,1381,6,1,1.9
7074,607,1381,7,1,0.3
7075,610,1381,8,1,0.8
7076,613,1381,9,1,0.4
7077,616,1381,10,1,0.5
7078,619,1381,11,1,0.4
7079,622,1381,12,1,0.6
7080,625,1381,13,1,1.4
7081,628,1381,14,1,1.9
7082,631,1381,15,1,5.5
7083,634,1381,16,1,3.6
7084,637,1381,17,1,6.7
7085,640,1381,18,1,3.2
7086,643,1381,19,1,3.7
7087,646,1381,20,1,4.2
7088,649,1381,21,1,4.7
7089,652,1381,22,1,7.7
7090,655,1381,23,1,4.3
7091,658,1381,24,1,2.9
7092,661,1381,25,1,5.9
7093,664,1381,26,1,4.3
7094,667,1381,27,1,3.4
7095,670,1381,28,1,2.3
7096,673,1381,29,1,1.8
7097,676,1381,30,1,3.7
7098,679,1381,31,1,6.0
7099,2201,1381,1,2,4.0
7100,2204,1381,2,2,3.4
7101,2207,1381,3,2,3.7
7102,2210,1381,4,2,6.8
7103,2213,1381,5,2,5.4
7104,2216,1381,6,2,5.0
7105,2219,1381,7,2,4.4
7106,2222,1381,8,2,2.5
7107,2225,1381,9,2,1.7
7108,2228,1381,10,2,3.2
7109,2231,1381,11,2,3.2
7110,2234,1381,12,2,4.9
7111,2237,1381,13,2,5.4
7112,2240,1381,14,2,6.4
7113,2243,1381,15,2,7.3
7114,2246,1381,16,2,3.0
7115,2249,1381,17,2,3.4
7116,2252,1381,18,2,3.4
7117,2255,1381,19,2,5.2
7118,2258,1381,20,2,5.5
7119,2261,1381,21,2,5.4
7120,2264,1381,22,2,4.2
7121,2267,1381,23,2,7.5
7122,2270,1381,24,2,7.2
7123,2273,1381,25,2,7.5
7124,2276,1381,26,2,6.7
7125,2279,1381,27,2,6.9
7126,2282,1381,28,2,4.8
7127,2285,1381,29,2,5.0
7128,2288,1381,30,2,6.5
7129,2291,1381,31,2,7.1
7130,3813,1381,1,3,5.0
7131,3816,1381,2,3,3.8
7132,3819,1381,3,3,5.3
7133,3822,1381,4,3,3.8
7134,3825,1381,5,3,5.8
7135,3828,1381,6,3,3.8
7136,3831,1381,7,3,4.2
7137,3834,1381,8,3,4.6
7138,3837,1381,9,3,3.5
7139,3840,1381,10,3,3.2
7140,3843,1381,11,3,3.2
7141,3846,1381,12,3,5.5
7142,3849,1381,13,3,1.7
7143,3852,1381,14,3,5.4
7144,3855,1381,15,3,5.2
7145,3858,1381,16,3,4.9
7146,3861,1381,17,3,6.7
7147,3864,1381,18,3,5.4
7148,3867,1381,19,3,5.8
7149,3870,1381,20,3,7.6
7150,3873,1381,21,3,6.9
7151,3876,1381,22,3,5.3
7152,3879,1381,23,3,7.6
7153,3882,1381,24,3,6.9
7154,3885,1381,25,3,9.3
7155,3888,1381,26,3,5.3
7156,3891,1381,27,3,5.9
7157,3894,1381,28,3,8.1
7158,3897,1381,29,3,5.5
7159,3900,1381,30,3,6.2
7160,3903,1381,31,3,7.2
7161,5425,1381,1,4,8.7
7162,5428,1381,2,4,8.6
7163,5431,1381,3,4,8.1
7164,5434,1381,4,4,5.4
7165,5437,1381,5,4,7.0
7166,5440,1381,6,4,6.8
7167,5443,1381,7,4,9.5
7168,5446,1381,8,4,7.6
7169,5449,1381,9,4,8.6
7170,5452,1381,10,4,6.7
7171,5455,1381,11,4,6.9
7172,5458,1381,12,4,9.4
7173,5461,1381,13,4,8.9
7174,5464,1381,14,4,9.3
7175,5467,1381,15,4,9.3
7176,5470,1381,16,4,7.2
7177,5473,1381,17,4,9.7
7178,5476,1381,18,4,7.2
7179,5479,1381,19,4,10.3
7180,5482,1381,20,4,8.3
7181,5485,1381,21,4,9.4
7182,5488,1381,22,4,11.1
7183,5491,1381,23,4,10.5
7184,5494,1381,24,4,8.8
7185,5497,1381,25,4,10.4
7186,5500,1381,26,4,11.2
7187,5503,1381,27,4,11.9
7188,5506,1381,28,4,10.6
7189,5509,1381,29,4,13.0
7190,5512,1381,30,4,11.9
7191,5515,1381,31,4,11.6
7192,7037,1381,1,5,12.5
7193,7040,1381,2,5,10.5
7194,7043,1381,3,5,10.3
7195,7046,1381,4,5,8.5
7196,7049,1381,5,5,6.9
7197,7052,1381,6,5,8.9
7198,7055,1381,7,5,9.8
7199,7058,1381,8,5,6.9
7200,7061,1381,9,5,8.5
7201,7064,1381,10,5,9.0
7202,7067,1381,11,5,10.2
7203,7070,1381,12,5,8.0
7204,7073,1381,13,5,7.7
7205,7076,1381,14,5,9.4
7206,7079,1381,15,5,11.1
7207,7082,1381,16,5,10.3
7208,7085,1381,17,5,8.7
7209,7088,1381,18,5,10.0
7210,7091,1381,19,5,11.0
7211,7094,1381,20,5,9.6
7212,7097,1381,21,5,11.0
7213,7100,1381,22,5,10.0
7214,7103,1381,23,5,9.2
7215,7106,1381,24,5,11.0
7216,7109,1381,25,5,9.0
7217,7112,1381,26,5,9.1
7218,7115,1381,27,5,8.8
7219,7118,1381,28,5,8.9
7220,7121,1381,29,5,7.3
7221,7124,1381,30,5,5.5
7222,7127,1381,31,5,6.7
7223,8649,1381,1,6,5.2
7224,8652,1381,2,6,9.3
7225,8655,1381,3,6,7.8
7226,8658,1381,4,6,6.1
7227,8661,1381,5,6,7.4
7228,8664,1381,6,6,7.1
7229,8667,1381,7,6,6.9
7230,8670,1381,8,6,7.2
7231,8673,1381,9,6,6.9
7232,8676,1381,10,6,5.6
7233,8679,1381,11,6,9.8
7234,8682,1381,12,6,6.7
7235,8685,1381,13,6,5.6
7236,8688,1381,14,6,6.6
7237,8691,1381,15,6,9.4
7238,8694,1381,16,6,6.8
7239,8697,1381,17,6,6.4
7240,8700,1381,18,6,5.4
7241,8703,1381,19,6,7.8
7242,8706,1381,20,6,6.5
7243,8709,1381,21,6,10.1
7244,8712,1381,22,6,8.6
7245,8715,1381,23,6,8.9
7246,8718,1381,24,6,5.7
7247,8721,1381,25,6,5.8
7248,8724,1381,26,6,8.1
7249,8727,1381,27,6,7.4
7250,8730,1381,28,6,5.1
7251,8733,1381,29,6,5.5
7252,8736,1381,30,6,5.8
7253,8739,1381,31,6,4.1
7254,10261,1381,1,7,7.7
7255,10264,1381,2,7,9.7
7256,10267,1381,3,7,7.4
7257,10270,1381,4,7,8.5
7258,10273,1381,5,7,8.4
7259,10276,1381,6,7,8.7
7260,10279,1381,7,7,7.0
7261,10282,1381,8,7,5.4
7262,10285,1381,9,7,7.5
7263,10288,1381,10,7,7.7
7264,10291,1381,11,7,6.8
7265,10294,1381,12,7,10.8
7266,10297,1381,13,7,2.8
7267,10300,1381,14,7,3.2
7268,10303,1381,15,7,5.0
7269,10306,1381,16,7,4.0
7270,10309,1381,17,7,5.9
7271,10312,1381,18,7,5.3
7272,10315,1381,19,7,8.5
7273,10318,1381,20,7,4.9
7274,10321,1381,21,7,6.0
7275,10324,1381,22,7,5.0
7276,10327,1381,23,7,5.0
7277,10330,1381,24,7,4.9
7278,10333,1381,25,7,3.4
7279,10336,1381,26,7,3.4
7280,10339,1381,27,7,4.4
7281,10342,1381,28,7,3.1
7282,10345,1381,29,7,2.4
7283,10348,1381,30,7,3.0
7284,10351,1381,31,7,
7285,11873,1381,1,8,1.7
7286,11876,1381,2,8,2.6
7287,11879,1381,3,8,4.1
7288,11882,1381,4,8,6.0
7289,11885,1381,5,8,3.7
7290,11888,1381,6,8,4.4
7291,11891,1381,7,8,2.9
7292,11894,1381,8,8,1.8
7293,11897,1381,9,8,3.5
7294,11900,1381,10,8,1.3
7295,11903,1381,11,8,2.3
7296,11906,1381,12,8,3.2
7297,11909,1381,13,8,3.7
7298,11912,1381,14,8,1.7
7299,11915,1381,15,8,3.3
7300,11918,1381,16,8,3.3
7301,11921,1381,17,8,3.8
7302,11924,1381,18,8,4.9
7303,11927,1381,19,8,4.2
7304,11930,1381,20,8,2.7
7305,11933,1381,21,8,2.3
7306,11936,1381,22,8,2.8
7307,11939,1381,23,8,4.2
7308,11942,1381,24,8,1.6
7309,11945,1381,25,8,0.6
7310,11948,1381,26,8,1.1
7311,11951,1381,27,8,0.8
7312,11954,1381,28,8,1.6
7313,11957,1381,29,8,2.9
7314,11960,1381,30,8,2.4
7315,11963,1381,31,8,
7316,13485,1381,1,9,1.9
7317,13488,1381,2,9,1.7
7318,13491,1381,3,9,2.3
7319,13494,1381,4,9,6.0
7320,13497,1381,5,9,2.1
7321,13500,1381,6,9,0.6
7322,13503,1381,7,9,1.3
7323,13506,1381,8,9,1.5
7324,13509,1381,9,9,0.6
7325,13512,1381,10,9,6.8
7326,13515,1381,11,9,0.5
7327,13518,1381,12,9,0.7
7328,13521,1381,13,9,0.8
7329,13524,1381,14,9,1.4
7330,13527,1381,15,9,1.5
7331,13530,1381,16,9,2.0
7332,13533,1381,17,9,0.3
7333,13536,1381,18,9,1.9
7334,13539,1381,19,9,3.6
7335,13542,1381,20,9,2.5
7336,13545,1381,21,9,2.0
7337,13548,1381,22,9,1.0
7338,13551,1381,23,9,
7339,13554,1381,24,9,
7340,13557,1381,25,9,0.3
7341,13560,1381,26,9,4.8
7342,13563,1381,27,9,0.3
7343,13566,1381,28,9,1.9
7344,13569,1381,29,9,3.6
7345,13572,1381,30,9,3.2
7346,13575,1381,31,9,
7347,15097,1381,1,10,
7348,15100,1381,2,10,
7349,15103,1381,3,10,
7350,15106,1381,4,10,
7351,15109,1381,5,10,
7352,15112,1381,6,10,
7353,15115,1381,7,10,
7354,15118,1381,8,10,
7355,15121,1381,9,10,
7356,15124,1381,10,10,
7357,15127,1381,11,10,
7358,15130,1381,12,10,
7359,15133,1381,13,10,
7360,15136,1381,14,10,
7361,15139,1381,15,10,
7362,15142,1381,16,10,
7363,15145,1381,17,10,
7364,15148,1381,18,10,
7365,15151,1381,19,10,
7366,15154,1381,20,10,
7367,15157,1381,21,10,
7368,15160,1381,22,10,
7369,15163,1381,23,10,
7370,15166,1381,24,10,
7371,15169,1381,25,10,
7372,15172,1381,26,10,
7373,15175,1381,27,10,
7374,15178,1381,28,10,
7375,15181,1381,29,10,
7376,15184,1381,30,10,
7377,15187,1381,31,10,
7378,16709,1381,1,11,
7379,16712,1381,2,11,
7380,16715,1381,3,11,
7381,16718,1381,4,11,
7382,16721,1381,5,11,
7383,16724,1381,6,11,
7384,16727,1381,7,11,
7385,16730,1381,8,11,
7386,16733,1381,9,11,
7387,16736,1381,10,11,
7388,16739,1381,11,11,
7389,16742,1381,12,11,
7390,16745,1381,13,11,
7391,16748,1381,14,11,
7392,16751,1381,15,11,
7393,16754,1381,16,11,
7394,16757,1381,17,11,
7395,16760,1381,18,11,
7396,16763,1381,19,11,
7397,16766,1381,20,11,
7398,16769,1381,21,11,
7399,16772,1381,22,11,
7400,16775,1381,23,11,
7401,16778,1381,24,11,
7402,16781,1381,25,11,
7403,16784,1381,26,11,
7404,16787,1381,27,11,
7405,16790,1381,28,11,
7406,16793,1381,29,11,
7407,16796,1381,30,11,
7408,16799,1381,31,11,
7409,18321,1381,1,12,
7410,18324,1381,2,12,
7411,18327,1381,3,12,
7412,18330,1381,4,12,
7413,18333,1381,5,12,
7414,18336,1381,6,12,
7415,18339,1381,7,12,
7416,18342,1381,8,12,
7417,18345,1381,9,12,
7418,18348,1381,10,12,
7419,18351,1381,11,12,
7420,18354,1381,12,12,
7421,18357,1381,13,12,
7422,18360,1381,14,12,
7423,18363,1381,15,12,
7424,18366,1381,16,12,
7425,18369,1381,17,12,
7426,18372,1381,18,12,
7427,18375,1381,19,12,
7428,18378,1381,20,12,
7429,18381,1381,21,12,
7430,18384,1381,22,12,
7431,18387,1381,23,12,
7432,18390,1381,24,12,
7433,18393,1381,25,12,
7434,18396,1381,26,12,
7435,18399,1381,27,12,
7436,18402,1381,28,12,
7437,18405,1381,29,12,
7438,18408,1381,30,12,
7439,18411,1381,31,12,
7440,682,1382,1,1,0.5
7441,685,1382,2,1,0.4
7442,688,1382,3,1,0.5
7443,691,1382,4,1,0.5
7444,694,1382,5,1,1.2
7445,697,1382,6,1,1.9
7446,700,1382,7,1,3.2
7447,703,1382,8,1,3.7
7448,706,1382,9,1,4.9
7449,709,1382,10,1,6.6
7450,712,1382,11,1,4.2
7451,715,1382,12,1,1.7
7452,718,1382,13,1,3.6
7453,721,1382,14,1,1.7
7454,724,1382,15,1,2.3
7455,727,1382,16,1,1.4
7456,730,1382,17,1,0.3
7457,733,1382,18,1,1.1
7458,736,1382,19,1,2.3
7459,739,1382,20,1,3.8
7460,742,1382,21,1,4.3
7461,745,1382,22,1,4.5
7462,748,1382,23,1,4.1
7463,751,1382,24,1,6.5
7464,754,1382,25,1,8.5
7465,757,1382,26,1,9.5
7466,760,1382,27,1,7.8
7467,763,1382,28,1,3.1
7468,766,1382,29,1,2.3
7469,769,1382,30,1,1.5
7470,772,1382,31,1,3.1
7471,2294,1382,1,2,3.4
7472,2297,1382,2,2,4.2
7473,2300,1382,3,2,3.1
7474,2303,1382,4,2,17.2
7475,2306,1382,5,2,3.4
7476,2309,1382,6,2,5.3
7477,2312,1382,7,2,6.3
7478,2315,1382,8,2,5.6
7479,2318,1382,9,2,6.0
7480,2321,1382,10,2,7.1
7481,2324,1382,11,2,3.3
7482,2327,1382,12,2,8.1
7483,2330,1382,13,2,4.5
7484,2333,1382,14,2,2.6
7485,2336,1382,15,2,3.8
7486,2339,1382,16,2,1.6
7487,2342,1382,17,2,2.3
7488,2345,1382,18,2,6.1
7489,2348,1382,19,2,7.9
7490,2351,1382,20,2,10.1
7491,2354,1382,21,2,9.5
7492,2357,1382,22,2,8.3
7493,2360,1382,23,2,5.9
7494,2363,1382,24,2,2.6
7495,2366,1382,25,2,4.9
7496,2369,1382,26,2,3.7
7497,2372,1382,27,2,3.1
7498,2375,1382,28,2,2.4
7499,2378,1382,29,2,4.1
7500,2381,1382,30,2,5.5
7501,2384,1382,31,2,3.7
7502,3906,1382,1,3,3.6
7503,3909,1382,2,3,2.4
7504,3912,1382,3,3,4.5
7505,3915,1382,4,3,6.3
7506,3918,1382,5,3,7.6
7507,3921,1382,6,3,9.8
7508,3924,1382,7,3,6.8
7509,3927,1382,8,3,7.3
7510,3930,1382,9,3,3.0
7511,3933,1382,10,3,4.5
7512,3936,1382,11,3,4.2
7513,3939,1382,12,3,7.8
7514,3942,1382,13,3,10.2
7515,3945,1382,14,3,6.9
7516,3948,1382,15,3,12.5
7517,3951,1382,16,3,10.7
7518,3954,1382,17,3,10.4
7519,3957,1382,18,3,9.8
7520,3960,1382,19,3,11.1
7521,3963,1382,20,3,10.6
7522,3966,1382,21,3,10.6
7523,3969,1382,22,3,10.9
7524,3972,1382,23,3,10.4
7525,3975,1382,24,3,8.4
7526,3978,1382,25,3,8.0
7527,3981,1382,26,3,8.7
7528,3984,1382,27,3,11.2
7529,3987,1382,28,3,8.8
7530,3990,1382,29,3,8.9
7531,3993,1382,30,3,11.2
7532,3996,1382,31,3,11.9
7533,5518,1382,1,4,12.5
7534,5521,1382,2,4,9.8
7535,5524,1382,3,4,11.4
7536,5527,1382,4,4,11.9
7537,5530,1382,5,4,12.2
7538,5533,1382,6,4,9.6
7539,5536,1382,7,4,11.6
7540,5539,1382,8,4,8.6
7541,5542,1382,9,4,10.6
7542,5545,1382,10,4,6.8
7543,5548,1382,11,4,6.3
7544,5551,1382,12,4,12.0
7545,5554,1382,13,4,12.3
7546,5557,1382,14,4,7.8
7547,5560,1382,15,4,6.7
7548,5563,1382,16,4,7.8
7549,5566,1382,17,4,6.9
7550,5569,1382,18,4,8.5
7551,5572,1382,19,4,10.8
7552,5575,1382,20,4,4.6
7553,5578,1382,21,4,4.2
7554,5581,1382,22,4,3.6
7555,5584,1382,23,4,6.0
7556,5587,1382,24,4,8.9
7557,5590,1382,25,4,8.6
7558,5593,1382,26,4,9.0
7559,5596,1382,27,4,8.7
7560,5599,1382,28,4,8.1
7561,5602,1382,29,4,9.3
7562,5605,1382,30,4,8.7
7563,5608,1382,31,4,8.1
7564,7130,1382,1,5,9.7
7565,7133,1382,2,5,8.1
7566,7136,1382,3,5,9.5
7567,7139,1382,4,5,7.9
7568,7142,1382,5,5,11.5
7569,7145,1382,6,5,8.9
7570,7148,1382,7,5,8.0
7571,7151,1382,8,5,9.4
7572,7154,1382,9,5,10.9
7573,7157,1382,10,5,10.0
7574,7160,1382,11,5,8.1
7575,7163,1382,12,5,12.2
7576,7166,1382,13,5,11.8
7577,7169,1382,14,5,14.0
7578,7172,1382,15,5,12.2
7579,7175,1382,16,5,12.5
7580,7178,1382,17,5,10.1
7581,7181,1382,18,5,10.4
7582,7184,1382,19,5,9.4
7583,7187,1382,20,5,8.6
7584,7190,1382,21,5,8.8
7585,7193,1382,22,5,8.7
7586,7196,1382,23,5,10.4
7587,7199,1382,24,5,8.8
7588,7202,1382,25,5,11.7
7589,7205,1382,26,5,11.8
7590,7208,1382,27,5,12.2
7591,7211,1382,28,5,10.3
7592,7214,1382,29,5,12.8
7593,7217,1382,30,5,11.4
7594,7220,1382,31,5,10.7
7595,8742,1382,1,6,12.0
7596,8745,1382,2,6,12.2
7597,8748,1382,3,6,12.5
7598,8751,1382,4,6,13.8
7599,8754,1382,5,6,10.6
7600,8757,1382,6,6,10.4
7601,8760,1382,7,6,7.8
7602,8763,1382,8,6,10.2
7603,8766,1382,9,6,12.3
7604,8769,1382,10,6,10.5
7605,8772,1382,11,6,10.3
7606,8775,1382,12,6,10.6
7607,8778,1382,13,6,11.7
7608,8781,1382,14,6,8.6
7609,8784,1382,15,6,11.5
7610,8787,1382,16,6,10.8
7611,8790,1382,17,6,11.3
7612,8793,1382,18,6,7.4
7613,8796,1382,19,6,7.8
7614,8799,1382,20,6,9.5
7615,8802,1382,21,6,13.3
7616,8805,1382,22,6,8.0
7617,8808,1382,23,6,10.2
7618,8811,1382,24,6,7.0
7619,8814,1382,25,6,7.8
7620,8817,1382,26,6,7.2
7621,8820,1382,27,6,5.2
7622,8823,1382,28,6,5.8
7623,8826,1382,29,6,7.7
7624,8829,1382,30,6,5.5
7625,8832,1382,31,6,6.4
7626,10354,1382,1,7,3.7
7627,10357,1382,2,7,3.4
7628,10360,1382,3,7,5.6
7629,10363,1382,4,7,5.8
7630,10366,1382,5,7,3.7
7631,10369,1382,6,7,5.1
7632,10372,1382,7,7,5.1
7633,10375,1382,8,7,7.0
7634,10378,1382,9,7,7.2
7635,10381,1382,10,7,5.4
7636,10384,1382,11,7,3.9
7637,10387,1382,12,7,5.8
7638,10390,1382,13,7,3.4
7639,10393,1382,14,7,5.8
7640,10396,1382,15,7,3.7
7641,10399,1382,16,7,3.5
7642,10402,1382,17,7,5.9
7643,10405,1382,18,7,6.9
7644,10408,1382,19,7,7.2
7645,10411,1382,20,7,6.8
7646,10414,1382,21,7,6.5
7647,10417,1382,22,7,5.5
7648,10420,1382,23,7,6.8
7649,10423,1382,24,7,5.9
7650,10426,1382,25,7,4.0
7651,10429,1382,26,7,2.4
7652,10432,1382,27,7,3.6
7653,10435,1382,28,7,4.6
7654,10438,1382,29,7,6.8
7655,10441,1382,30,7,6.8
7656,10444,1382,31,7,
7657,11966,1382,1,8,6.7
7658,11969,1382,2,8,5.1
7659,11972,1382,3,8,5.4
7660,11975,1382,4,8,5.4
7661,11978,1382,5,8,4.1
7662,11981,1382,6,8,8.2
7663,11984,1382,7,8,3.2
7664,11987,1382,8,8,2.5
7665,11990,1382,9,8,4.1
7666,11993,1382,10,8,5.2
7667,11996,1382,11,8,5.7
7668,11999,1382,12,8,4.5
7669,12002,1382,13,8,5.0
7670,12005,1382,14,8,4.0
7671,12008,1382,15,8,3.4
7672,12011,1382,16,8,2.9
7673,12014,1382,17,8,3.4
7674,12017,1382,18,8,5.0
7675,12020,1382,19,8,4.8
7676,12023,1382,20,8,7.7
7677,12026,1382,21,8,2.3
7678,12029,1382,22,8,2.5
7679,12032,1382,23,8,1.4
7680,12035,1382,24,8,0.7
7681,12038,1382,25,8,0.5
7682,12041,1382,26,8,0.3
7683,12044,1382,27,8,0.3
7684,12047,1382,28,8,1.2
7685,12050,1382,29,8,1.2
7686,12053,1382,30,8,0.4
7687,12056,1382,31,8,
7688,13578,1382,1,9,
7689,13581,1382,2,9,
7690,13584,1382,3,9,
7691,13587,1382,4,9,
7692,13590,1382,5,9,
7693,13593,1382,6,9,
7694,13596,1382,7,9,
7695,13599,1382,8,9,
7696,13602,1382,9,9,
7697,13605,1382,10,9,
7698,13608,1382,11,9,
7699,13611,1382,12,9,
7700,13614,1382,13,9,
7701,13617,1382,14,9,
7702,13620,1382,15,9,
7703,13623,1382,16,9,
7704,13626,1382,17,9,
7705,13629,1382,18,9,
7706,13632,1382,19,9,
7707,13635,1382,20,9,
7708,13638,1382,21,9,
7709,13641,1382,22,9,
7710,13644,1382,23,9,
7711,13647,1382,24,9,
7712,13650,1382,25,9,
7713,13653,1382,26,9,
7714,13656,1382,27,9,
7715,13659,1382,28,9,
7716,13662,1382,29,9,
7717,13665,1382,30,9,
7718,13668,1382,31,9,
7719,15190,1382,1,10,
7720,15193,1382,2,10,
7721,15196,1382,3,10,
7722,15199,1382,4,10,
7723,15202,1382,5,10,
7724,15205,1382,6,10,
7725,15208,1382,7,10,
7726,15211,1382,8,10,
7727,15214,1382,9,10,
7728,15217,1382,10,10,
7729,15220,1382,11,10,
7730,15223,1382,12,10,
7731,15226,1382,13,10,
7732,15229,1382,14,10,
7733,15232,1382,15,10,
7734,15235,1382,16,10,
7735,15238,1382,17,10,
7736,15241,1382,18,10,
7737,15244,1382,19,10,
7738,15247,1382,20,10,
7739,15250,1382,21,10,
7740,15253,1382,22,10,
7741,15256,1382,23,10,
7742,15259,1382,24,10,
7743,15262,1382,25,10,
7744,15265,1382,26,10,
7745,15268,1382,27,10,
7746,15271,1382,28,10,
7747,15274,1382,29,10,
7748,15277,1382,30,10,
7749,15280,1382,31,10,
7750,16802,1382,1,11,
7751,16805,1382,2,11,
7752,16808,1382,3,11,
7753,16811,1382,4,11,
7754,16814,1382,5,11,
7755,16817,1382,6,11,
7756,16820,1382,7,11,
7757,16823,1382,8,11,
7758,16826,1382,9,11,
7759,16829,1382,10,11,
7760,16832,1382,11,11,
7761,16835,1382,12,11,
7762,16838,1382,13,11,
7763,16841,1382,14,11,
7764,16844,1382,15,11,
7765,16847,1382,16,11,
7766,16850,1382,17,11,
7767,16853,1382,18,11,
7768,16856,1382,19,11,
7769,16859,1382,20,11,
7770,16862,1382,21,11,
7771,16865,1382,22,11,
7772,16868,1382,23,11,
7773,16871,1382,24,11,
7774,16874,1382,25,11,
7775,16877,1382,26,11,
7776,16880,1382,27,11,
7777,16883,1382,28,11,
7778,16886,1382,29,11,
7779,16889,1382,30,11,
7780,16892,1382,31,11,
7781,18414,1382,1,12,
7782,18417,1382,2,12,
7783,18420,1382,3,12,
7784,18423,1382,4,12,
7785,18426,1382,5,12,
7786,18429,1382,6,12,
7787,18432,1382,7,12,
7788,18435,1382,8,12,
7789,18438,1382,9,12,
7790,18441,1382,10,12,
7791,18444,1382,11,12,
7792,18447,1382,12,12,
7793,18450,1382,13,12,
7794,18453,1382,14,12,
7795,18456,1382,15,12,
7796,18459,1382,16,12,
7797,18462,1382,17,12,
7798,18465,1382,18,12,
7799,18468,1382,19,12,
7800,18471,1382,20,12,
7801,18474,1382,21,12,
7802,18477,1382,22,12,
7803,18480,1382,23,12,
7804,18483,1382,24,12,
7805,18486,1382,25,12,
7806,18489,1382,26,12,
7807,18492,1382,27,12,
7808,18495,1382,28,12,
7809,18498,1382,29,12,
7810,18501,1382,30,12,
7811,18504,1382,31,12,
7812,775,1383,1,1,3.6
7813,778,1383,2,1,2.5
7814,781,1383,3,1,3.2
7815,784,1383,4,1,1.4
7816,787,1383,5,1,1.4
7817,790,1383,6,1,1.2
7818,793,1383,7,1,0.7
7819,796,1383,8,1,1.7
7820,799,1383,9,1,5.3
7821,802,1383,10,1,3.5
7822,805,1383,11,1,5.3
7823,808,1383,12,1,5.2
7824,811,1383,13,1,2.1
7825,814,1383,14,1,2.3
7826,817,1383,15,1,2.9
7827,820,1383,16,1,1.5
7828,823,1383,17,1,2.6
7829,826,1383,18,1,1.2
7830,829,1383,19,1,2.6
7831,832,1383,20,1,3.3
7832,835,1383,21,1,2.3
7833,838,1383,22,1,3.7
7834,841,1383,23,1,5.9
7835,844,1383,24,1,6.7
7836,847,1383,25,1,9.2
7837,850,1383,26,1,4.3
7838,853,1383,27,1,2.0
7839,856,1383,28,1,6.0
7840,859,1383,29,1,8.1
7841,862,1383,30,1,9.4
7842,865,1383,31,1,9.0
7843,2387,1383,1,2,9.6
7844,2390,1383,2,2,10.6
7845,2393,1383,3,2,11.1
7846,2396,1383,4,2,13.0
7847,2399,1383,5,2,11.9
7848,2402,1383,6,2,4.8
7849,2405,1383,7,2,4.4
7850,2408,1383,8,2,7.1
7851,2411,1383,9,2,7.0
7852,2414,1383,10,2,8.4
7853,2417,1383,11,2,10.1
7854,2420,1383,12,2,5.5
7855,2423,1383,13,2,3.0
7856,2426,1383,14,2,2.1
7857,2429,1383,15,2,8.5
7858,2432,1383,16,2,2.7
7859,2435,1383,17,2,7.0
7860,2438,1383,18,2,10.3
7861,2441,1383,19,2,10.5
7862,2444,1383,20,2,12.3
7863,2447,1383,21,2,9.9
7864,2450,1383,22,2,8.7
7865,2453,1383,23,2,11.0
7866,2456,1383,24,2,2.6
7867,2459,1383,25,2,1.4
7868,2462,1383,26,2,1.7
7869,2465,1383,27,2,4.2
7870,2468,1383,28,2,11.3
7871,2471,1383,29,2,5.9
7872,2474,1383,30,2,3.2
7873,2477,1383,31,2,5.3
7874,3999,1383,1,3,7.9
7875,4002,1383,2,3,9.1
7876,4005,1383,3,3,7.8
7877,4008,1383,4,3,10.7
7878,4011,1383,5,3,11.3
7879,4014,1383,6,3,10.6
7880,4017,1383,7,3,11.9
7881,4020,1383,8,3,10.7
7882,4023,1383,9,3,6.3
7883,4026,1383,10,3,4.7
7884,4029,1383,11,3,9.8
7885,4032,1383,12,3,5.8
7886,4035,1383,13,3,7.7
7887,4038,1383,14,3,10.3
7888,4041,1383,15,3,9.3
7889,4044,1383,16,3,9.7
7890,4047,1383,17,3,10.4
7891,4050,1383,18,3,10.6
7892,4053,1383,19,3,11.1
7893,4056,1383,20,3,11.3
7894,4059,1383,21,3,9.6
7895,4062,1383,22,3,13.1
7896,4065,1383,23,3,12.3
7897,4068,1383,24,3,12.2
7898,4071,1383,25,3,11.6
7899,4074,1383,26,3,13.8
7900,4077,1383,27,3,13.4
7901,4080,1383,28,3,12.8
7902,4083,1383,29,3,11.9
7903,4086,1383,30,3,12.2
7904,4089,1383,31,3,11.1
7905,5611,1383,1,4,12.2
7906,5614,1383,2,4,12.2
7907,5617,1383,3,4,10.8
7908,5620,1383,4,4,11.3
7909,5623,1383,5,4,11.0
7910,5626,1383,6,4,12.0
7911,5629,1383,7,4,10.4
7912,5632,1383,8,4,11.3
7913,5635,1383,9,4,11.2
7914,5638,1383,10,4,10.1
7915,5641,1383,11,4,11.5
7916,5644,1383,12,4,9.7
7917,5647,1383,13,4,12.2
7918,5650,1383,14,4,14.6
7919,5653,1383,15,4,13.1
7920,5656,1383,16,4,12.2
7921,5659,1383,17,4,11.0
7922,5662,1383,18,4,13.3
